"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40012",30,184,77,31,36,123,185,226,158,80,76,140,-1.18503932599424,3.61964453731433,-3.24845945386832,0.00601548169558793,0.99973654227576,-4.21711867495925
"2","GB40058",110,75,83,62,48,43,74,63,66,22,10,32,0.63396971398033,2.73204479048634,2.06555848949951,0.0584447798527136,0.99973654227576,-4.46522118290861
"3","GB40217",194,255,470,68,103,73,187,81,96,64,59,64,0.857398068946001,3.92295530600505,2.30409054512752,0.0375339556801437,0.99973654227576,-4.35880488730076
"4","GB40478",9,67,32,7,21,43,31,74,117,40,30,30,-1.07502577880614,2.13280926127457,-2.42045418147117,0.0301147753572697,0.99973654227576,-4.44791296022168
"5","GB40525",6,12,10,2,19,5,14,18,26,11,3,13,-0.776856878055714,0.406728812979535,-2.3254548366519,0.0360531998127759,0.99973654227576,-4.51230267636483
"6","GB41212",74,316,140,57,118,46,107,97,46,49,27,48,0.819425279730698,3.33621425736464,2.80307052347219,0.0143999311130781,0.99973654227576,-4.31295970347131
"7","GB41214",17,33,22,21,48,17,43,71,37,21,16,48,-0.646091461548815,1.9950918711677,-2.22988295119634,0.0431358340747534,0.99973654227576,-4.47397725706871
"8","GB41226",24,34,24,14,19,17,17,10,24,2,5,16,0.97661914652715,0.980740482478379,2.46840763088856,0.0274836818231271,0.99973654227576,-4.48686635209969
"9","GB41376",761,1440,1083,364,336,361,666,614,629,311,114,384,0.527071547463759,6.03298026708065,2.03971412998826,0.0612677011186198,0.99973654227576,-4.3829135586212
"10","GB42021",1188,1036,956,1054,748,565,932,858,908,444,287,450,0.544510317941723,6.60672217818074,2.11149777301748,0.0537216250991885,0.99973654227576,-4.3811820320895
"11","GB42050",38,13,25,11,26,22,12,20,17,5,4,11,0.827414165276335,0.993104664694107,2.14757624598547,0.0502632771543839,0.99973654227576,-4.51213706191586
"12","GB42177",108,83,71,27,70,34,122,177,135,51,43,41,-0.576550504343051,3.21047661088342,-2.23777602666263,0.0425045639228835,0.99973654227576,-4.41395401607565
"13","GB42527",75,115,76,37,83,82,126,188,172,120,48,63,-0.658203471530747,3.58299598521187,-3.08610268733168,0.00827562325434224,0.99973654227576,-4.23931130023524
"14","GB42624",283,358,280,273,284,208,121,198,253,174,85,230,0.671715484105657,4.84749135409574,2.42900652826479,0.0296285263524163,0.99973654227576,-4.28484296309094
"15","GB42729",29,73,26,17,23,21,11,15,24,9,8,20,0.978971185882595,1.40849951991936,2.95659772006194,0.0106682315353936,0.99973654227576,-4.43015423454574
"16","GB42932",71,123,115,34,94,47,111,163,132,85,35,86,-0.419547294457379,3.46691204442339,-2.83406469124974,0.0135555399670973,0.99973654227576,-4.29284073040419
"17","GB43029",88,454,165,39,213,197,75,142,163,37,36,115,0.809654431914077,3.87891537947406,2.12986184966443,0.0519345823833761,0.99973654227576,-4.39699137481878
"18","GB43446",372,627,381,204,422,205,565,628,1066,321,226,306,-0.50821309591594,5.71647364880885,-2.65799420623817,0.0190862715042803,0.99973654227576,-4.22380466558491
"19","GB43591",74,89,68,20,60,34,32,46,77,43,7,17,0.684839039108636,2.39157795952049,2.28666645640547,0.0387840102070672,0.99973654227576,-4.45124104592623
"20","GB43689",147,154,186,670,734,343,1200,2592,1531,490,686,341,-1.71249468395477,6.1230333665791,-2.82610309870438,0.0137676908543208,0.99973654227576,-4.20975368784453
"21","GB43884",44,126,105,23,117,42,114,193,147,55,34,60,-0.498927055910166,3.3065252062264,-2.10876103867314,0.0539927783172725,0.99973654227576,-4.42995369982028
