"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40288",87,125,178,157,171,218,525,396,336,558,332,340,-0.957339704592413,4.95886105925687,-6.64936741781275,1.3755753431396e-05,0.0819607597780886,3.19463691955797
"2","GB52956",230,243,429,366,586,267,226,135,220,99,178,192,1.45591191195456,4.90241262268856,6.52831958675474,1.66603841402762e-05,0.0819607597780886,3.05459834184224
"3","GB55730",295,370,512,465,647,364,266,188,413,186,218,308,1.23309402364326,5.37320156245744,6.16513687346812,2.99601491518401e-05,0.0982593025016516,2.58648462126416
"4","GB52048",12,18,25,17,32,16,7,6,16,7,8,8,1.64870762779043,0.715752865997785,5.98669947165644,4.02404292492131e-05,0.0989813958457519,0.490810506196453
"5","GB44330",176,245,384,410,598,396,230,172,326,185,224,150,1.2016829591896,5.07256345631542,5.65632166612533,7.03000765195703e-05,0.137372768905067,1.84270945089929
"6","GB49387",11,22,23,29,40,20,15,16,6,12,10,13,1.42464641650164,1.06448783813178,5.55431050829208,8.37723969336725e-05,0.137372768905067,0.338682704490252
"7","GB49738",17,17,19,19,31,28,13,8,16,4,10,9,1.60630715981344,0.872514053647094,5.41514329746834,0.00010665683383006,0.141094103160883,0.088681675690645
"8","GB50377",92,124,182,193,211,149,86,77,169,67,98,116,1.13593415775347,3.94670856842268,5.37343625597732,0.000114722311747847,0.141094103160883,1.30494484849239
"9","GB49248",193,176,257,328,437,379,150,94,248,78,210,83,1.59673039057593,4.58763891958066,5.13554306225952,0.000174660561093278,0.188486680327618,1.0119633450068
"10","GB53506",821,1505,1356,1707,1593,1629,1464,1340,1299,1192,1008,1531,0.58424876801492,7.40419876659488,5.08381029969837,0.000191570972992802,0.188486680327618,0.855100724753039
"11","GB40973",145,268,338,374,435,438,126,42,404,102,163,69,1.92898243763576,4.59050931075077,4.87214876684897,0.000280628266652763,0.198334085560419,0.5902331993462
"12","GB42249",461,614,836,744,919,536,539,445,768,350,414,541,0.906066091794011,6.17480320330599,5.00066358194756,0.000222412086816003,0.198334085560419,0.815396525142188
"13","GB43245",398,448,728,735,986,731,504,325,705,345,449,509,0.951776218737039,6.0915628265065,4.83115020021161,0.000302369273646335,0.198334085560419,0.546387692201113
"14","GB54303",376,531,632,609,928,743,393,259,695,296,444,380,1.11911963481891,5.94657455731073,4.8588646554124,0.000287489053452028,0.198334085560419,0.594193113053783
"15","GB55831",11,24,38,35,59,41,14,7,24,16,23,10,1.62183030095176,1.44410485981183,4.90473549902536,0.000264509086797886,0.198334085560419,-0.150630026761469
"16","GB40975",87,82,145,147,200,77,66,48,121,33,64,46,1.45930965655974,3.37172995977476,4.75077938134073,0.000350212921000565,0.198876350397927,0.268335742976659
"17","GB46842",3,49,15,25,25,23,158,106,86,163,69,59,-1.90540414730147,2.43905364681045,-4.78039166504393,0.000331731281998204,0.198876350397927,0.00372575962698729
"18","GB53354",149,594,426,434,400,789,1285,1441,998,1767,1257,1282,-1.20105125257372,6.54474871858759,-4.70054184398424,0.000384048242459661,0.198876350397927,0.311146170538632
"19","GB54127",523,430,626,670,1040,524,440,275,636,290,384,389,1.13844227538273,5.93594920856139,4.72443208254436,0.000367554371683122,0.198876350397927,0.375556289528176
"20","GB42439",21,24,36,37,38,21,12,20,17,23,12,24,1.17144836531416,1.51918575621206,4.62870880423687,0.000438419727631951,0.203554707087576,-0.431304642824755
"21","GB49623",145,282,355,325,358,296,370,248,264,313,233,333,0.436390873873832,5.17144436083094,4.60845475338681,0.000455148242293593,0.203554707087576,0.189222893666774
"22","GB49858",146,112,129,130,264,123,55,35,152,43,91,37,1.73734229094258,3.54722897921477,4.63538169239261,0.000433048797461113,0.203554707087576,0.118190426986874
"23","GB49857",346,421,495,636,1017,523,234,106,569,158,390,134,1.7750266958077,5.44417640413233,4.50479445093674,0.000551715718508682,0.23601438932204,0.0124913624860516
"24","GB43039",34,40,50,52,53,73,154,111,97,86,81,120,-0.654260702138087,3.18930196541995,-4.44552141743813,0.000616224355968186,0.23942525648678,-0.22274615931513
"25","GB44166",19,24,30,19,35,32,6,11,29,9,18,7,1.63830689669461,1.15774971535215,4.43141628407574,0.000632692008197609,0.23942525648678,-0.811917456056887
"26","GB45654",608,1259,1133,1084,994,1006,2873,2461,1954,2011,1515,1937,-0.590533175071583,7.49915989220698,-4.46986962959824,0.000588831133501037,0.23942525648678,-0.098988710297462
"27","GB44777",72,106,125,101,130,121,138,114,103,110,78,112,0.446524362499744,3.76505566056225,4.39639255065399,0.000675574892290854,0.246184495009248,-0.212602716181734
"28","GB50192",71,68,86,78,149,113,49,33,108,29,64,50,1.30971780818776,3.09837460186035,4.32790873392835,0.000768303049627829,0.269976203760293,-0.411882036209495
"29","GB53305",594,480,857,821,1366,733,592,357,884,309,515,399,1.15621735638643,6.2521280832023,4.26736871414521,0.000861177854297513,0.273326738981717,-0.389330296570749
"30","GB53429",83,83,116,84,160,93,76,45,111,41,81,45,1.14621649560221,3.31976304629433,4.29594280387952,0.000815981450526053,0.273326738981717,-0.426171836869218
"31","GB55774",31,55,38,66,76,66,17,15,45,22,55,23,1.50772081673671,2.24769005501475,4.27850960785731,0.000843257155911328,0.273326738981717,-0.663938636842849
"32","GB42984",399,354,739,819,1087,850,180,87,774,223,385,168,1.94879609214414,5.63407427929094,4.23467379077334,0.000916065755143987,0.281661592651928,-0.443508335274151
