"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42787",189,461,432,444,416,611,551,773,867,880,699,612,-0.720940069388363,6.08458766620873,-5.92182757983249,4.55462868924843e-05,0.300273448425863,-2.77158840958349
"2","GB53860",554,686,575,884,1118,818,232,313,373,314,565,328,1.28078360408255,5.994322828791,5.74779952750838,6.10373916914043e-05,0.300273448425863,-2.79859598955308
"3","GB40167",9,32,19,16,9,35,10,13,4,11,12,8,1.05572037923751,0.725290920429729,3.11682641072156,0.00796505323162777,0.946131993350683,-4.35259764437652
"4","GB40278",304,1044,929,640,708,1206,921,1105,1036,1225,1269,835,-0.417588679180614,6.79606121837911,-2.87971331813263,0.0126254730776171,0.946131993350683,-3.8733391518847
"5","GB40771",21,64,50,33,46,54,57,98,88,57,83,47,-0.604726548493968,2.77808725212518,-3.24037692976185,0.00626231305472413,0.946131993350683,-4.05066489552083
"6","GB40805",125,330,239,232,224,304,335,293,332,300,348,286,-0.333099043696841,5.09190218241016,-2.92139341679568,0.0116453173504304,0.946131993350683,-3.73694302505049
"7","GB40967",1610,6447,2871,1199,1158,3089,1823,1153,1425,703,1088,989,1.05615908102457,7.65893120893209,2.9508232494957,0.010998860167084,0.946131993350683,-3.94534473691499
"8","GB40969",325,760,398,450,612,655,187,334,380,421,404,470,0.649333952949377,5.74047222287365,3.75640764125518,0.00230118913527048,0.946131993350683,-3.3685368911487
"9","GB41223",21,32,21,32,22,35,52,47,58,53,32,31,-0.65290978610084,2.13067997948788,-2.8131889650032,0.0143606125104474,0.946131993350683,-4.24780007034347
"10","GB41339",103,423,106,424,246,155,44,100,80,76,154,252,1.13912851503812,4.18422136413868,2.8161550737962,0.0142784836089701,0.946131993350683,-3.91631228047049
"11","GB41376",544,1140,553,710,517,679,381,494,528,633,484,409,0.590144266491792,6.15526890570248,3.59018663441046,0.00317312898478822,0.946131993350683,-3.48452493792679
"12","GB41699",9,29,26,21,20,26,8,26,12,14,17,8,0.737582926512673,1.08649236701769,3.06162959255518,0.00886806224302386,0.946131993350683,-4.32480050036468
"13","GB41710",956,3875,222,109,97,268,29,41,41,65,83,89,2.79237114090527,4.14481032417963,2.98008078781145,0.0103913750451918,0.946131993350683,-3.97353701134967
"14","GB41754",156,723,411,313,385,590,623,731,585,605,650,447,-0.536018007680729,5.92347082275687,-3.42851979520249,0.0043426482268919,0.946131993350683,-3.53210554851124
"15","GB41778",382,1443,1000,843,1023,1341,1663,1159,1601,1332,1390,1198,-0.487638185745489,7.15474041494069,-3.01253791551833,0.00975626011737787,0.946131993350683,-3.86421350463949
"16","GB41912",104,94,322,124,126,319,1117,936,263,569,746,252,-1.76623339546545,5.22630682331699,-3.60921841608008,0.00305828560219733,0.946131993350683,-3.50333379049456
"17","GB42146",281,754,1144,629,800,1288,1799,1649,1414,1792,1254,1000,-0.887838084509871,7.02494252400806,-3.58994687073111,0.00317460332157741,0.946131993350683,-3.63772526724133
"18","GB42351",519,2359,1252,1114,857,2090,1637,2255,2572,2182,1818,1700,-0.646425345128401,7.61190573091916,-3.86149227984168,0.00187987630278549,0.946131993350683,-3.64264831183042
"19","GB42385",957,4856,2889,1843,2512,5148,6872,5240,5280,4731,5051,3854,-0.897088606974028,8.84530807221265,-3.72905520433373,0.00242585563035248,0.946131993350683,-3.86181721832849
"20","GB42433",171,457,292,315,313,226,162,237,170,249,199,253,0.544742850827815,4.93679790286801,3.09243130617784,0.00835228278419491,0.946131993350683,-3.66575812942596
"21","GB42451",31,135,81,74,81,97,44,47,71,75,87,51,0.461274704139444,3.10822289133277,3.16665874262501,0.00722875866493021,0.946131993350683,-3.99831070486056
"22","GB42551",37,97,119,84,111,202,276,182,213,139,219,166,-0.867773684608186,4.11473703935902,-3.27098038583197,0.00590011472428812,0.946131993350683,-3.74014547289945
"23","GB42705",40,138,100,132,129,122,125,161,192,147,155,135,-0.4366042778259,3.97539933085518,-3.26466914842591,0.00597305087397395,0.946131993350683,-3.76029093644442
"24","GB42829",220,1477,619,586,721,790,1157,680,1460,1058,1261,830,-0.631187503850909,6.68214808142644,-2.95411015921299,0.0109288986931509,0.946131993350683,-3.83038496192505
"25","GB42963",156,676,320,347,387,441,405,465,626,458,623,418,-0.359211357236648,5.71887702450591,-3.12599435538042,0.00782419556525272,0.946131993350683,-3.64737529934089
"26","GB42980",3,12,6,13,17,2,22,7,21,34,30,24,-1.43522232349519,0.664203613592907,-2.84584020852785,0.01348152501293,0.946131993350683,-4.38731860405649
"27","GB43004",2964,6089,2929,3011,2894,5069,1838,2277,3620,2224,2939,1967,0.729916029912477,8.54342640364008,3.80522239224118,0.00209466371746749,0.946131993350683,-3.79845062194147
"28","GB43418",16,21,12,20,26,21,3,1,4,2,23,17,1.88894420861019,0.360667374958234,3.35333398689319,0.00502636412713136,0.946131993350683,-4.35383099034978
"29","GB43546",43,266,85,85,87,107,38,49,58,91,125,56,0.715642579473549,3.31197402323821,2.79869931763258,0.0147685282861042,0.946131993350683,-4.06871557945535
"30","GB43684",22,34,39,42,36,25,14,20,9,29,17,24,0.901953740075544,1.61663411632788,2.860856032179,0.0130952136793396,0.946131993350683,-4.30107137170165
"31","GB43718",1582,5924,1418,5558,1778,5679,1383,676,1412,4364,829,1220,1.25613707727387,7.98448739475257,2.88838244300974,0.0124151286965304,0.946131993350683,-4.00224578013077
"32","GB43737",106,324,278,207,200,451,407,356,390,403,389,326,-0.550042501834493,5.2387897155312,-3.35762609380446,0.00498456739983864,0.946131993350683,-3.53326919554159
"33","GB43913",25,92,69,60,36,83,74,103,118,78,97,72,-0.547055361704731,3.15267605645042,-3.16010374227187,0.00732159212992365,0.946131993350683,-3.99287153016193
"34","GB43969",6,15,14,12,14,23,3,12,4,0,6,10,1.74614536923971,-0.0486124876267429,2.89086144256233,0.0123556166484515,0.946131993350683,-4.41298646821475
"35","GB44024",947,2027,4229,386,556,662,9024,5607,4644,5276,5086,1483,-2.01762781461366,8.09387382574905,-3.22407492170017,0.0064642530473946,0.946131993350683,-3.91643203020966
"36","GB44589",26,58,33,35,46,61,22,30,28,42,27,30,0.579797315937336,2.150539755824,3.37587643466988,0.00481071120363111,0.946131993350683,-4.13644254135774
"37","GB44871",791,1777,1489,909,1613,754,129,173,342,415,1256,876,1.7044054081409,6.39898005242758,3.37688548321626,0.00480127870461517,0.946131993350683,-3.63110144865508
"38","GB45056",38,97,43,64,41,75,18,41,45,60,37,39,0.644749078132496,2.55159964362998,3.1302421258977,0.00775977620176707,0.946131993350683,-4.11723653944186
"39","GB45145",328,975,569,638,590,730,398,640,601,575,546,463,0.30500367082352,6.16059807871082,3.47191067796509,0.00399152881503523,0.946131993350683,-3.53227788853116
"40","GB45424",23,67,39,60,46,42,19,31,28,40,48,32,0.544030606827212,2.24950123584184,2.86654746275176,0.0129516545727281,0.946131993350683,-4.22003807491066
"41","GB45756",8,18,14,13,10,8,4,2,3,12,10,7,1.0927325916406,0.0637959190664858,2.81204513512721,0.0143924078600023,0.946131993350683,-4.42519080002828
"42","GB45973",1391,4380,979,1431,1370,1306,849,653,821,503,843,756,1.23486579738624,7.07401077912817,4.31745803159543,0.00079015897709788,0.946131993350683,-3.40853374587029
"43","GB46073",44,125,57,106,72,82,34,48,57,101,61,49,0.547759489449382,3.04154634890925,2.83476854391112,0.0137735209373358,0.946131993350683,-4.10475582838435
"44","GB46366",1385,2955,3697,1974,3127,5642,6846,13889,7135,8386,5494,2433,-1.08173103968091,9.08180915492235,-3.20556892565561,0.00670140052403866,0.946131993350683,-4.02189486759422
"45","GB46597",139,346,161,207,189,355,115,215,210,190,187,143,0.427234942770006,4.61474456498817,3.02534853524599,0.00951631038431063,0.946131993350683,-3.73104894596606
"46","GB46757",163,300,191,235,180,234,119,222,187,180,140,146,0.467177171311596,4.55187317766223,3.05576472734875,0.00896979934711165,0.946131993350683,-3.72826961924409
"47","GB46774",438,1569,820,825,926,976,568,587,775,794,930,706,0.377951215680451,6.63263329662828,3.37458526916724,0.00482280809944948,0.946131993350683,-3.64489855760483
"48","GB47379",388,729,366,882,280,1002,210,185,280,652,134,269,1.22028691109401,5.54423840047338,3.32369990499433,0.00532471382658371,0.946131993350683,-3.56603814621522
"49","GB47498",230,576,607,489,724,485,288,337,366,348,474,414,0.538272421268713,5.73991138235883,3.12589594179629,0.00782569435054152,0.946131993350683,-3.64553461566824
"50","GB47736",307,1034,537,588,473,522,670,800,1326,1308,736,587,-0.554385547441565,6.42369556635611,-3.19032172659688,0.00690330813652527,0.946131993350683,-3.6971449941568
"51","GB48062",53,155,75,69,71,122,47,58,78,64,58,75,0.553038639251101,3.20538703912901,3.46465220944131,0.00404820481418685,0.946131993350683,-3.89608158919921
"52","GB48350",195,678,496,437,581,673,764,613,848,690,656,683,-0.476548584376143,6.18615930627352,-3.19054726693002,0.00690027762313152,0.946131993350683,-3.66449078472455
"53","GB48426",15,115,28,23,19,22,8,13,16,15,28,12,1.08182744146003,1.36850669533208,2.84530342720347,0.0134955402667493,0.946131993350683,-4.32930770341604
"54","GB48652",98,383,272,294,304,300,342,278,449,407,421,369,-0.423443766906288,5.28214590733581,-3.0717650952244,0.00869493865186011,0.946131993350683,-3.66237402037405
"55","GB48813",31,259,92,130,86,110,64,68,74,93,54,50,0.767881472883709,3.35117673802363,3.29515340176143,0.00562892023163454,0.946131993350683,-3.91006753121602
"56","GB48945",55,186,197,100,129,259,346,256,321,269,186,174,-0.72267250053754,4.55139825543599,-2.91207294175896,0.0118577679996351,0.946131993350683,-3.80276292116151
"57","GB49105",18,80,44,48,55,69,29,30,40,32,61,30,0.554827022149389,2.39266144464665,3.07344501902071,0.00866657034185594,0.946131993350683,-4.15497951296663
"58","GB49289",51,151,112,122,130,117,53,109,82,116,69,88,0.47546394396808,3.58762828714739,2.93579239672136,0.0113244716142018,0.946131993350683,-3.96713305474648
"59","GB49478",443,877,330,727,248,988,273,172,267,671,123,195,1.24860247625117,5.50209573451692,3.09489027582913,0.0083124166322198,0.946131993350683,-3.67121516784331
"60","GB49750",29,51,52,46,55,69,164,202,116,181,83,50,-1.20130487296388,3.27527235065209,-3.46994919256463,0.00400676518178396,0.946131993350683,-3.89413237772079
"61","GB49795",7,20,7,13,12,19,3,9,4,10,10,9,0.875775634668873,0.270580228052441,2.91570416885541,0.0117745469551225,0.946131993350683,-4.4059155361519
"62","GB49813",59,122,112,143,172,115,126,169,223,183,191,156,-0.508932408203413,4.15076508233739,-3.01418012065113,0.00972516866044335,0.946131993350683,-3.81847613838596
"63","GB49911",88,375,153,207,182,244,95,147,128,123,200,138,0.611729543468075,4.33797387562817,4.17064935674595,0.00104227963769755,0.946131993350683,-3.34499061058073
"64","GB49937",577,1346,1837,839,1347,1766,3276,2557,2102,2158,2136,1392,-0.783382195051711,7.67155909528901,-3.05354566304761,0.00900859478892999,0.946131993350683,-3.91009395974045
"65","GB50119",175,836,296,311,466,891,873,1479,913,741,679,431,-0.826754493988491,6.19089432129816,-2.94341197660835,0.0111582366450898,0.946131993350683,-3.78307410461931
"66","GB50283",113,258,145,122,166,126,204,351,330,255,306,199,-0.777921125119797,4.65476500580868,-4.48677551742748,0.000575763664965102,0.946131993350683,-3.16660957757096
"67","GB50605",32,75,55,78,63,53,67,88,93,101,89,70,-0.47333390232811,3.13280777739062,-3.22147388058802,0.0064970705855109,0.946131993350683,-3.97873342404288
"68","GB50734",12,54,26,17,14,20,9,13,8,6,16,12,1.14101268016799,0.924788225332188,3.58519618113461,0.00320395939699247,0.946131993350683,-4.28268896363284
"69","GB50880",461,1521,785,295,601,525,288,267,339,263,678,419,0.898032349539216,5.87109253904117,2.86391207745308,0.0130179352391372,0.946131993350683,-3.78501135075324
"70","GB50941",77,335,188,245,215,210,77,121,74,167,236,163,0.723886612565143,4.31784945989893,2.98942664490258,0.0102044123076962,0.946131993350683,-3.80389068073989
"71","GB51487",60,365,148,132,86,173,93,83,112,105,79,106,0.677345737759099,3.85141367712821,2.97964766159135,0.010400121425572,0.946131993350683,-3.89833533619368
"72","GB51532",5,43,11,16,29,36,84,37,52,49,50,26,-1.08390854221778,1.9196620695026,-3.14227171471527,0.00758019601073221,0.946131993350683,-4.22178114209606
"73","GB51729",193,715,601,674,574,640,1589,1276,1372,1588,667,766,-1.03371478513214,6.60876382420143,-4.17127818775358,0.00104103920780738,0.946131993350683,-3.37241843846713
"74","GB51799",5,49,23,31,38,20,77,50,137,162,49,24,-1.40479925780078,2.3337246218171,-3.0024813307277,0.00994881956031389,0.946131993350683,-4.19402864420691
"75","GB52023",797,3659,3336,2062,2272,4140,3828,3489,6817,4016,2964,4320,-0.696903955745057,8.6232592893094,-2.9080058238919,0.0119516679385563,0.946131993350683,-4.05515129731776
"76","GB52702",187,820,412,293,531,587,748,517,855,537,952,561,-0.576211641808992,6.07544950919712,-2.84945706943394,0.0133874618684795,0.946131993350683,-3.80928964590059
"77","GB52781",38,98,43,86,40,62,34,41,31,52,45,37,0.625612136245269,2.59312173876819,2.96248391099509,0.0107526464268618,0.946131993350683,-4.14801024252202
"78","GB52895",106,574,203,207,233,114,105,58,92,89,177,114,1.1322572414741,4.16870514364903,3.36648003602861,0.0048994478040523,0.946131993350683,-3.70409470772526
"79","GB53170",43,215,121,86,109,190,176,132,179,193,235,205,-0.542873002842128,4.18300474277563,-2.9223454153354,0.0116238301252789,0.946131993350683,-3.85296261064828
"80","GB53314",361,1867,1096,1158,1318,2111,1546,1779,1817,1826,1953,1556,-0.524484491776835,7.48120945302517,-2.87275909485061,0.0127967416643654,0.946131993350683,-3.95303268583802
"81","GB53368",25,73,23,60,75,125,18,48,59,10,19,12,1.38467246050327,2.14291430880207,3.10519379437548,0.0081474191694836,0.946131993350683,-4.1977386160461
"82","GB53579",244,1376,307,1125,925,1492,2099,2001,3316,1205,1882,1527,-1.30961614639522,7.22346160457735,-3.74281679091961,0.00236229714316814,0.946131993350683,-3.62112401703579
"83","GB53755",281,1094,873,624,655,1789,2368,1669,1760,1759,1319,863,-0.951526170234521,7.09860677388214,-3.40993445230242,0.00450241409560717,0.946131993350683,-3.71248351841345
"84","GB53791",1310,4683,2816,2170,2062,3925,3014,4608,3833,4527,3932,2990,-0.436143035706374,8.6199547826511,-3.01889275939516,0.00963648987185935,0.946131993350683,-4.02119874042748
"85","GB53809",515,1042,740,788,617,1071,528,598,852,547,643,597,0.433550757516631,6.44301983073269,3.08247513770026,0.00851565108125225,0.946131993350683,-3.73797652551953
"86","GB53865",921,2847,1341,1521,2019,1753,828,1164,771,583,2201,1011,0.822996492832134,7.32668867976766,3.08164041684261,0.00852949134854214,0.946131993350683,-3.85812209641482
