"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40118",258,543,621,527,398,647,233,127,143,256,244,136,1.5210381281559,5.21579021711051,5.77908730640476,5.75776101307179e-05,0.194354065782427,1.93503210613789
"2","GB44974",17,43,55,72,37,53,13,16,19,25,22,22,1.24051392289066,1.86594719625999,5.8172115076481,5.39868913197691e-05,0.194354065782427,0.84440996316648
"3","GB50596",1302,2501,4317,3364,2565,2471,3168,5348,5773,3570,5251,5208,-0.74706468478635,8.76454345534705,-5.76207112592735,5.92603107376036e-05,0.194354065782427,1.49917533509943
"4","GB44159",436,777,996,919,507,907,314,484,444,397,422,701,0.791522081613131,6.16249389108237,5.51409131165775,9.05862878670795e-05,0.222819621581049,1.55014140991572
"5","GB43890",204,508,744,731,500,547,647,1078,1065,741,850,770,-0.675286680555776,6.35379512608695,-5.25807078469193,0.000141646362316307,0.232276426471691,1.15350704523335
"6","GB49273",11,35,38,33,31,27,9,8,19,16,13,15,1.16792892789923,1.27273406527109,5.27173861970212,0.000138274676744066,0.232276426471691,-0.0305800187646552
"7","GB40541",38,87,160,76,78,120,38,27,47,54,50,39,1.15773303414052,2.91593477664744,5.02910515172199,0.000212864094439298,0.299195689312607,0.451221487713838
"8","GB40519",80,227,327,196,146,151,103,121,124,103,108,168,0.626947989882026,4.1779971040106,4.86592726315156,0.000285763960335926,0.318146789076794,0.520458503112526
"9","GB43661",22,41,38,48,29,47,14,23,14,17,19,24,1.03236729266915,1.71831252701298,4.85589596912305,0.000291017491786884,0.318146789076794,-0.237719515969647
"10","GB40090",16,28,41,36,34,47,10,14,16,23,26,20,0.942669602707025,1.59908298925267,3.90348002555003,0.00173011772306877,0.321196208885426,-1.42235258070025
"11","GB40243",41,109,112,124,65,89,45,73,69,54,66,66,0.545516755703862,3.18997662338516,3.86450060363943,0.00186459028827355,0.321196208885426,-1.15086455914325
"12","GB40694",80,202,218,196,152,213,110,121,137,111,95,171,0.545619669946773,4.17695315327531,4.3296778748975,0.000769864659560707,0.321196208885426,-0.321081167591458
"13","GB41898",76,114,197,238,140,218,62,54,49,113,77,148,1.06862701507862,3.77834106637623,3.85565485284918,0.00189656388042099,0.321196208885426,-1.11776923080133
"14","GB41900",324,584,683,683,471,671,295,416,278,430,445,466,0.625374862745963,5.85153376371235,3.88570564547098,0.00179016367472045,0.321196208885426,-1.04238288749781
"15","GB41915",183,430,605,522,530,466,592,634,692,552,585,711,-0.460815180801061,6.02711050188234,-3.89233085595426,0.00176753731483346,0.321196208885426,-1.03088253195031
"16","GB42231",57,129,152,131,95,101,53,80,100,83,78,95,0.478774126759408,3.5424625637283,4.27061789183628,0.000860376476547149,0.321196208885426,-0.477799822287396
"17","GB42867",35,59,102,74,67,76,29,32,54,57,40,45,0.737591045676281,2.73145505481398,4.22309098509215,0.000941130739864252,0.321196208885426,-0.696986874068094
"18","GB43141",46,203,290,280,174,206,51,81,112,145,122,126,0.930316285199055,4.06221723919186,3.94404875306137,0.00160065290968068,0.321196208885426,-0.957527843439697
"19","GB43441",31,66,81,96,52,88,33,22,39,49,47,29,0.986651086874069,2.60274089708629,3.96336451333591,0.00154253382232229,0.321196208885426,-1.09992830161625
"20","GB44583",60,174,266,166,155,179,76,136,146,112,110,151,0.464524562480272,4.0912833969528,3.92844840121137,0.00164922397491557,0.321196208885426,-0.979729822422754
"21","GB45055",175,262,357,260,251,367,177,129,124,183,156,165,0.909833731994315,4.68808305259253,4.67706846846203,0.000403536855353202,0.321196208885426,0.2616083768872
"22","GB45070",22,30,37,32,38,45,17,11,16,21,20,16,1.05025903083924,1.59229349361656,4.05024260897597,0.00130664815312874,0.321196208885426,-1.24289926753961
"23","GB45150",122,223,223,220,133,297,110,132,103,133,112,145,0.744793794785455,4.27760674858441,3.91624019026935,0.00168828247643838,0.321196208885426,-0.995768232889823
"24","GB45518",355,682,748,588,638,671,443,397,481,425,340,558,0.554524692757767,6.00746512018336,4.02111843755992,0.001381303523646,0.321196208885426,-0.812055670808567
"25","GB45972",258,484,383,380,345,533,208,262,169,324,224,239,0.828782575472468,5.24304631080077,3.84416222985977,0.00193894183140434,0.321196208885426,-1.11382278319012
"26","GB48665",96,92,162,186,115,190,67,79,56,78,50,110,0.960243896040883,3.62674071622493,4.10164617162622,0.00118481273659579,0.321196208885426,-0.737225158767806
"27","GB48685",27,60,74,90,59,90,25,39,18,36,44,38,1.05030414957602,2.50546823575865,4.29576350860149,0.000820570059085929,0.321196208885426,-0.657100262780367
"28","GB49223",2731,2805,2753,3536,2884,5981,1274,1338,702,1847,1958,2070,1.31423481036745,8.10165961468779,3.8634816975904,0.00186824499926541,0.321196208885426,-1.12183820814181
"29","GB49270",36,134,128,144,72,115,45,84,85,46,48,82,0.702367952979885,3.28659413145992,3.84468783521123,0.0019369827986087,0.321196208885426,-1.17197116835697
"30","GB49309",239,515,564,419,395,411,284,342,251,297,256,435,0.513277901202076,5.47881774713516,3.91583477865625,0.00168959562796004,0.321196208885426,-0.991269499128615
"31","GB49866",22,57,63,45,46,51,24,36,22,29,34,31,0.724122381784354,2.20483588129584,4.16816699970868,0.00104423506642247,0.321196208885426,-0.903846849390184
"32","GB49896",130,227,296,294,207,334,110,109,147,186,141,243,0.74433991822048,4.57257611661405,3.92393789412589,0.00166354604462412,0.321196208885426,-0.978333955389226
"33","GB50142",276,320,371,415,283,376,179,236,141,208,201,297,0.792990186375722,5.05017868399899,3.98298876058366,0.00148569425915498,0.321196208885426,-0.876484185676961
"34","GB50272",641,1853,3054,2865,1887,1955,3000,4256,2909,2384,2513,3539,-0.670106384714343,8.21743397552807,-3.83888789172361,0.00195871252496448,0.321196208885426,-1.16426814325438
"35","GB50301",71,148,162,143,108,163,87,101,86,91,74,93,0.607751307769457,3.74706193828753,4.41074238907033,0.000661330654876854,0.321196208885426,-0.235369443921621
"36","GB50415",206,584,653,714,588,687,211,185,314,431,337,342,0.957713284548663,5.63352876756786,4.33520689467666,0.000761909361996514,0.321196208885426,-0.283628981734183
"37","GB50435",5,15,20,18,12,26,6,8,9,9,7,7,0.988563088247311,0.465305212929491,4.02717198575991,0.00136543445280695,0.321196208885426,-1.6489935419815
"38","GB50619",26,100,127,88,90,109,36,34,38,62,49,53,1.01060646856115,2.92925178007612,4.7840863109753,0.0003316783595836,0.321196208885426,0.13262262362589
"39","GB50621",26,63,94,59,56,56,24,32,29,40,45,42,0.77996547245073,2.47704111445587,4.65147221570438,0.000423003176893848,0.321196208885426,-0.181123635976412
"40","GB50733",47,92,148,118,89,123,53,31,66,77,68,65,0.857847198015082,3.24598375971823,3.8947105232996,0.00175948174437249,0.321196208885426,-1.09993645511239
"41","GB50953",33,77,140,112,96,112,39,50,43,65,74,60,0.814656212375787,3.11723030464634,4.18301331833855,0.00101527014080593,0.321196208885426,-0.679398748243691
"42","GB51110",29,73,148,80,58,97,26,33,51,48,67,48,0.857307531138007,2.83300930951042,3.8415744298183,0.00194861656506035,0.321196208885426,-1.23598111346895
"43","GB51489",63,145,229,113,157,88,44,66,83,80,100,77,0.834396635612537,3.57631661636783,4.08697235643915,0.00121835469142669,0.321196208885426,-0.76320463131391
"44","GB51854",38,95,105,117,96,98,37,74,80,49,34,83,0.684299658858536,3.14087863776507,3.85633764563589,0.00189407607774832,0.321196208885426,-1.17054248220046
"45","GB52679",43,95,141,113,88,148,38,42,56,86,74,57,0.890077951196362,3.2335717331026,4.07161784854008,0.00125449630343721,0.321196208885426,-0.830282057718969
"46","GB53354",149,426,1285,998,434,400,594,1441,1767,789,1257,1282,-1.10655544736043,6.54474871858759,-3.92244004400406,0.00166833017563195,0.321196208885426,-0.983429328252889
"47","GB53716",11,21,41,28,31,25,40,60,48,41,36,44,-0.750111654089429,2.07003322994425,-4.52677881100113,0.000532727837199303,0.321196208885426,-0.481803722094475
"48","GB53721",94,239,341,233,220,348,113,93,126,195,167,167,0.825271923549051,4.48800034944188,3.84108032589074,0.00195046940836075,0.321196208885426,-1.11883875778824
"49","GB53740",13,30,38,42,23,33,7,27,18,14,19,18,0.85873393394751,1.4472278705937,3.89178179679829,0.00176940131172641,0.321196208885426,-1.47857357237253
"50","GB53768",215,388,510,493,407,345,444,580,556,548,482,637,-0.420603533260278,5.83002870614408,-4.40809703386965,0.000664610715129951,0.321196208885426,-0.163371557148534
"51","GB53801",14,19,30,38,13,28,13,11,9,9,9,14,1.09179782673149,0.995217619691979,4.18022924925502,0.0010206382482121,0.321196208885426,-1.29361720212826
"52","GB53887",9684,19478,62563,30105,27831,31396,43036,60831,65149,71361,50829,40317,-1.00025105567947,12.2059097294284,-4.01856094427433,0.00138806449306468,0.321196208885426,-1.29641460694645
"53","GB53976",154,258,200,212,186,326,153,82,39,100,127,66,1.44322147230002,4.11040259690685,4.04701987803803,0.00131470164202998,0.321196208885426,-0.793527661533217
"54","GB53996",67,171,197,188,135,108,65,83,122,80,106,112,0.638818978312452,3.82446641249798,4.49472096471203,0.000565437371172443,0.321196208885426,-0.0956962500688796
"55","GB54486",167,482,745,397,875,312,813,913,1318,1063,776,839,-1.03348477439928,6.32595348745312,-4.07796339367352,0.00123942865234346,0.321196208885426,-0.720807924642195
"56","GB55350",441,881,867,903,864,1037,473,454,463,657,516,695,0.686617751646924,6.37047330749891,4.09646148739392,0.00119655452992096,0.321196208885426,-0.68856405189097
"57","GB55495",263,352,525,577,302,640,203,236,209,309,281,303,0.818105012448995,5.36113748538307,4.10494923544687,0.00117739395451194,0.321196208885426,-0.669188361015406
"58","GB55600",616,1077,1271,1047,771,980,561,696,675,649,700,866,0.549328997958979,6.65670884365288,4.57642862879251,0.000485878318592005,0.321196208885426,0.0856946859943273
"59","GB55799",23,32,54,64,52,77,20,10,19,35,22,16,1.37764759633755,1.9334764986123,4.14318721242708,0.00109490010194341,0.321196208885426,-1.03135471345383
"60","GB55851",28,43,77,72,52,52,31,34,29,29,36,44,0.696528952854935,2.40089336196102,4.33869477378328,0.000756934524580636,0.321196208885426,-0.619269715419265
"61","GB41425",196,386,538,380,298,314,227,316,295,264,275,343,0.323844079028776,5.2857899917183,3.81509327240528,0.00205049328962701,0.330734483223609,-1.16445485863093
"62","GB49147",78,216,337,327,274,212,269,523,355,323,279,394,-0.558975030034111,5.12006123001772,-3.78432480307473,0.00217570676779805,0.331674217392036,-1.21654138457854
"63","GB52773",98,131,125,164,139,241,81,43,34,79,93,68,1.27626797171889,3.58551485551161,3.78065311320028,0.00219116009050537,0.331674217392036,-1.25332557459674
"64","GB53373",137,383,729,557,622,408,656,675,1038,593,615,1021,-0.740431184511111,6.1386450236428,-3.8041978076455,0.00209397089335425,0.331674217392036,-1.18090067999908
"65","GB55034",10,22,17,14,16,23,12,6,6,4,7,11,1.19149602798389,0.520770376285911,3.78597628530713,0.00216879227223748,0.331674217392036,-1.89070193702351
"66","GB49480",195,380,449,478,380,466,242,321,242,323,273,318,0.49452055800126,5.36575457481117,3.76516221437859,0.00225759787917497,0.336553114139432,-1.25047058124557
"67","GB40823",42,59,96,85,65,113,32,63,49,52,42,49,0.688500236821356,2.89180048068673,3.73653414902416,0.00238582396944299,0.336896364282634,-1.38468520899574
"68","GB42233",146,144,147,212,155,320,110,58,48,79,94,96,1.26630569883334,3.89750003341093,3.71912612567744,0.00246739261201229,0.336896364282634,-1.33626813866485
"69","GB42762",91,193,269,271,191,288,80,118,125,147,138,236,0.690008358527898,4.37944956118386,3.74085183881899,0.00236602041542285,0.336896364282634,-1.28851382830879
"70","GB48894",92,205,199,269,193,332,103,97,85,156,142,124,0.909820528682068,4.26328210316188,3.7545686030594,0.00230420921326026,0.336896364282634,-1.26662832672242
"71","GB49535",200,803,776,774,630,533,238,364,331,518,299,540,0.704455659893139,5.84101964485753,3.71783955278859,0.0024735324579273,0.336896364282634,-1.33047343974729
"72","GB49853",121,299,202,315,240,359,103,48,110,214,156,71,1.34693222085786,4.32699835397467,3.70057836369421,0.00255742485972513,0.336896364282634,-1.35765662422419
"73","GB50150",602,956,1207,1061,695,1420,562,603,541,706,699,774,0.659718384224895,6.61996021455241,3.70145974289397,0.00255307196688157,0.336896364282634,-1.35510995512531
