"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41338",193,801,414,1241,946,576,138,179,227,208,284,214,1.56715904468045,5.45329348496544,5.84485479320212,5.23705044132548e-05,0.515273392922014,-1.2197324235859
"2","GB44455",130,617,563,252,848,688,70,25,40,211,121,64,2.73179860532151,4.45989921149866,5.37965711689487,0.000116026543793167,0.570792582190485,-2.00566419847667
"3","GB43738",230,901,885,453,365,358,1582,1761,898,1097,821,962,-1.2677272650043,6.52734187958405,-4.85099652386207,0.000296981280687707,0.574113252490712,-1.92728881533787
"4","GB43779",22,128,102,96,145,209,32,9,18,48,43,21,2.08907286156894,2.64564001481606,4.5429929797841,0.000522108078703154,0.574113252490712,-3.08963771252848
"5","GB43783",48,252,199,185,279,467,39,22,25,110,103,31,2.28143875263721,3.56762851843381,4.58650969344641,0.00048176640282718,0.574113252490712,-2.65170508702893
"6","GB44775",32,74,105,82,49,65,131,165,152,87,81,169,-0.960510529205926,3.49940031248828,-4.71064712519406,0.000383490092854237,0.574113252490712,-2.47912437527729
"7","GB48029",99,408,660,509,180,373,788,764,702,854,512,1237,-1.27671783884882,5.9597462505842,-4.53984678398409,0.00052515695420433,0.574113252490712,-1.99110339612103
"8","GB49321",2163,6595,6799,7180,3296,5088,14538,13603,9872,10251,5812,12200,-1.13824434572092,9.8060484293798,-4.73538275075144,0.000366529479469815,0.574113252490712,-2.90899835579768
"9","GB50767",42,112,88,72,80,74,38,59,51,54,38,50,0.668750297339153,2.92464776495735,4.88321165179203,0.000280154723945111,0.574113252490712,-2.73513087990049
"10","GB41222",103,380,121,329,138,189,32,60,65,107,128,62,1.46574211317092,3.838496044431,4.43276278242356,0.000640697525315015,0.585987708457285,-2.49602114800167
"11","GB53028",367,1616,357,780,500,787,202,166,140,323,405,251,1.49305575370184,5.59529717272773,4.42080756199393,0.000655134138939946,0.585987708457285,-2.02950678262344
"12","GB42276",12,34,63,19,20,9,70,55,82,40,41,70,-1.37352483035765,2.16003259366026,-4.24105008122566,0.000917597630568824,0.679768660572642,-3.35618473633327
