"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",24,195,41,58,27,41,17,26,19,43,28,32,0.930069308522872,2.18350489872383,2.36036668164385,0.0341562448517987,0.999955805720745,-4.36457492206608
"2","GB40273",51,156,104,124,90,171,128,144,158,198,155,164,-0.507378688845852,4.03867532736773,-3.68887520217036,0.00263177974846329,0.999955805720745,-3.68613125971412
"3","GB40420",12,31,19,26,31,31,6,16,25,23,17,7,0.724954387192376,1.22756284262093,2.49699647924133,0.0263843883165782,0.999955805720745,-4.41409082564107
"4","GB40778",53,178,163,110,123,163,124,168,219,163,142,134,-0.311023400496103,4.12596963886198,-2.92368930147143,0.011619101366022,0.999955805720745,-3.92349959791765
"5","GB40888",86,242,267,181,207,210,206,223,289,238,237,215,-0.288123983214078,4.72373079302085,-2.61617945886147,0.0210197691720762,0.999955805720745,-3.96497961226082
"6","GB40967",1610,6447,1425,2871,1199,3089,1823,1153,703,1088,1158,989,1.07287642398021,7.65893120893209,3.02033166882467,0.00963257134751587,0.999955805720745,-3.9809952068585
"7","GB41011",738,1583,1157,1263,1376,1379,942,1183,1148,1007,833,837,0.345450760036627,7.10600583273218,2.54687102076602,0.0239954401181386,0.999955805720745,-4.08852050852332
"8","GB41376",544,1140,528,553,710,679,381,494,633,484,517,409,0.514506146563605,6.15526890570248,2.82081526652775,0.0141787962563906,0.999955805720745,-3.88893153699371
"9","GB41684",57,189,100,89,68,72,109,162,146,179,93,86,-0.49604902754826,3.72843909232249,-2.37957963468774,0.0329442847770696,0.999955805720745,-4.18423223240435
"10","GB41754",156,723,585,411,313,590,623,731,605,650,385,447,-0.423496830451257,5.92347082275687,-2.34542872247542,0.0351277468664564,0.999955805720745,-4.08246354074143
"11","GB41912",104,94,263,322,124,319,1117,936,569,746,126,252,-1.47512230225164,5.22630682331699,-2.66981145157547,0.0189659473734014,0.999955805720745,-3.94987856870534
"12","GB42141",391,1141,1262,940,894,1214,1180,1243,1216,1219,1097,1028,-0.342483756520258,7.01883606645251,-2.72972784127135,0.0169022658862168,0.999955805720745,-4.01493863971947
"13","GB42146",281,754,1414,1144,629,1288,1799,1649,1792,1254,800,1000,-0.709385738894587,7.02494252400806,-2.46951105623004,0.0277971246640815,0.999955805720745,-4.11294223093795
"14","GB42515",168,566,512,400,370,569,371,597,535,589,460,409,-0.257300382161996,5.79692335089467,-2.47677852033167,0.0274166680136212,0.999955805720745,-4.01574954854648
"15","GB42540",487,1217,1118,1323,1677,1539,1682,1511,1408,1955,1764,1380,-0.471923032135058,7.41649617774531,-2.45263913340915,0.0287000219336545,0.999955805720745,-4.14752927126085
"16","GB42787",189,461,867,432,444,611,551,773,880,699,416,612,-0.458900684818465,6.08458766620873,-2.34719375087606,0.0350116022217366,0.999955805720745,-4.09093671827727
"17","GB42967",25,40,52,50,41,59,46,52,63,85,53,61,-0.474550116726411,2.67768553301255,-2.52457904643076,0.0250362405382317,0.999955805720745,-4.27817259215433
"18","GB42980",3,12,21,6,13,2,22,7,34,30,17,24,-1.40881496772063,0.664203613592907,-2.76601027226759,0.0157609931410705,0.999955805720745,-4.41858991899046
"19","GB43004",2964,6089,3620,2929,3011,5069,1838,2277,2224,2939,2894,1967,0.745375717163791,8.54342640364008,3.97815647188194,0.00151028438038274,0.999955805720745,-3.83183901518065
"20","GB44710",129,688,572,815,280,1225,846,1238,986,1336,756,529,-0.86805420454655,6.39528054711335,-2.57007185058479,0.0229566165531067,0.999955805720745,-4.02342825690838
"21","GB44711",8,7,7,17,4,22,18,36,31,23,12,9,-1.07818304461402,0.804079115344857,-2.44424621800579,0.0291595791791788,0.999955805720745,-4.44467083001096
"22","GB45056",38,97,45,43,64,75,18,41,60,37,41,39,0.589854576865784,2.55159964362998,2.67602103277963,0.018741154727929,0.999955805720745,-4.26148391974788
"23","GB45278",237,746,1239,584,943,559,696,822,1972,878,1096,1048,-0.658273734848854,6.66927762512504,-2.56374856632399,0.0232353522444913,0.999955805720745,-4.04710564818886
"24","GB45406",92,228,121,108,154,216,74,106,200,71,73,66,0.665839198222818,3.85277985938031,2.83964675769234,0.0136719867289567,0.999955805720745,-4.0145807268308
"25","GB45512",174,473,161,138,431,506,127,104,470,59,101,113,1.09569941516337,4.55177092115856,2.44062200141445,0.0293601975483059,0.999955805720745,-4.08148433609903
"26","GB45677",6,34,24,13,17,17,17,46,34,24,32,19,-0.660979890397692,1.43919062916451,-2.69003864659661,0.0182432031532777,0.999955805720745,-4.37211534831784
"27","GB45973",1391,4380,821,979,1431,1306,849,653,503,843,1370,756,0.907966042553713,7.07401077912817,2.47147811349878,0.0276936503501213,0.999955805720745,-4.11330291459096
"28","GB46461",1,23,12,1,5,4,8,10,18,23,16,14,-1.49619211036719,0.106469841070426,-3.22887948045986,0.00642218752502689,0.999955805720745,-4.40317872776624
"29","GB46597",139,346,210,161,207,355,115,215,190,187,189,143,0.386691758082537,4.61474456498817,2.56579171281088,0.0231449326882565,0.999955805720745,-4.00116037458782
"30","GB47270",92,552,400,267,342,222,147,127,240,300,110,236,0.628791699705842,4.80960324538027,2.46331940208414,0.0281252567811926,0.999955805720745,-4.03394367177745
"31","GB47359",3,12,20,11,15,24,16,23,22,17,20,21,-0.621310732504321,1.0032400753908,-2.35590382807886,0.0344437791056759,0.999955805720745,-4.44448624741528
