"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40300",10,14,29,36,15,31,34,61,54,24,46,21,-0.839548927297314,2.10435717180206,-3.19720596126015,0.00659726258710412,0.883835339649479,-4.31054939966408
"2","GB40422",228,158,228,307,163,335,233,406,364,197,354,273,-0.359092776315507,5.31848318301322,-2.89194651303517,0.0120281163642979,0.883835339649479,-3.96402578269236
"3","GB40480",96,102,144,189,83,216,110,354,223,125,307,144,-0.538416432663158,4.60217655865903,-2.93083072761975,0.0111447332107724,0.883835339649479,-4.01747330282544
"4","GB40619",10633,12097,11848,13088,3943,9886,2285,11636,6480,2839,6953,1586,1.24298263450297,9.92962509036663,3.81265451226533,0.00196665068109309,0.883835339649479,-4.12629444718537
"5","GB40747",404,392,372,540,185,484,175,528,343,212,333,244,0.419552335858851,5.66015944198052,3.1052970287374,0.00790747963397738,0.883835339649479,-3.88965278339729
"6","GB40845",62,49,111,102,42,91,82,149,143,64,136,76,-0.492464634455304,3.72632515312621,-3.14373048823508,0.00733073406889861,0.883835339649479,-4.10600473774442
"7","GB40893",370,241,388,475,229,408,314,679,561,264,541,398,-0.33536057920523,5.88868972170829,-3.0072174785797,0.00959150738080963,0.883835339649479,-3.93077153937003
"8","GB41428",95996,37315,132138,110934,84298,38478,40014,17425,23490,35100,17790,47565,1.38218915645528,12.7796234759242,2.74121786511266,0.0161499382883595,0.883835339649479,-4.40882965513576
"9","GB41549",19,6,18,8,6,10,16,22,29,12,40,37,-1.18404923610618,1.30046812814814,-3.3386191992321,0.00499170189847922,0.883835339649479,-4.36313955235004
"10","GB41664",397,444,356,562,148,507,205,565,318,172,306,190,0.494019365473669,5.60416323433088,2.7806766654764,0.0149536227650734,0.883835339649479,-4.00479128288603
"11","GB41706",87,12,9,107,13,14,14,9,3,6,2,1,2.42336691881769,0.735278084256627,3.15925165640591,0.00710985759179791,0.883835339649479,-4.41233170021536
"12","GB41708",3438,226,475,3216,199,233,175,326,116,94,39,23,2.72651698180722,5.1927319771493,3.45773896808818,0.00394713217161069,0.883835339649479,-3.9416672501149
"13","GB41753",40,22,34,43,26,44,53,83,73,32,78,53,-0.788445298581181,2.79740093451447,-4.60870452012611,0.000426615842626481,0.883835339649479,-4.04625646797002
"14","GB41776",220,524,475,1333,565,370,220,143,362,138,131,238,1.44227626877033,5.57258525567454,3.54981525549658,0.00329279720363986,0.883835339649479,-3.78219588623201
"15","GB41807",1042,1024,1112,1645,529,973,540,1578,977,429,815,571,0.463846953748183,7.05139619483321,3.07943374347405,0.00832074441716628,0.883835339649479,-4.01852686534589
"16","GB41847",102,58,141,120,90,154,100,242,235,88,226,141,-0.600187894198339,4.32212461072797,-3.17757708161318,0.0068575895376134,0.883835339649479,-3.98968481997215
"17","GB42031",67,36,99,78,57,99,49,188,149,68,200,136,-0.786064268805486,3.79405949662549,-3.03964676556285,0.00899868865182624,0.883835339649479,-4.12210469936867
"18","GB42246",73,38,61,81,53,96,67,128,131,65,152,101,-0.651528189682398,3.64692468002089,-3.48436244375997,0.00374549898473231,0.883835339649479,-4.04896340663725
"19","GB42311",140,347,71,287,122,146,84,56,100,58,51,33,1.47282496509498,3.92731094964479,3.46662300692126,0.00387866194842772,0.883835339649479,-4.01589841923973
"20","GB42324",247,338,115,226,182,229,221,70,176,108,59,60,1.17811384460191,4.49597283076729,2.76194397580796,0.0155103617800788,0.883835339649479,-4.09775610109565
"21","GB42597",35,52,24,97,43,39,21,51,22,17,9,10,1.24688058013127,2.15046587293448,3.07473991571217,0.0083980119350855,0.883835339649479,-4.32430950086637
"22","GB42692",80,72,157,149,91,107,102,189,218,96,224,123,-0.51452021043082,4.27208624701079,-2.80788169551584,0.0141797204871987,0.883835339649479,-4.10196539521312
"23","GB42960",89,56,103,125,70,153,116,198,201,88,146,162,-0.60025115742266,4.17731951970123,-3.4456142006879,0.00404254658397852,0.883835339649479,-3.94796585551578
"24","GB43168",86,65,108,141,63,111,73,202,142,90,181,126,-0.453483829295862,4.06378884561223,-2.95026206714863,0.0107275520169347,0.883835339649479,-4.09475818679162
"25","GB43195",504,360,631,952,319,996,692,1227,1078,524,1243,685,-0.584192066402784,6.754821331412,-3.40939724718326,0.00434159276587388,0.883835339649479,-3.89015597704368
"26","GB43247",24495,15885,29400,31665,8823,11753,13985,4682,20223,3837,1058,2808,1.8549729515616,10.5195206498123,2.82712083158584,0.013656232590649,0.883835339649479,-4.3155545576487
"27","GB43571",1451,3783,1009,1483,519,773,125,379,1025,639,466,80,1.95212998747495,6.59808630183734,3.24183657545885,0.0060414521667711,0.883835339649479,-3.94694875332487
"28","GB44065",49,49,69,77,29,81,93,100,104,69,118,59,-0.582274892441305,3.44097036621642,-3.16901027272103,0.00697439110255172,0.883835339649479,-4.14967196113538
"29","GB44300",517,445,363,628,235,534,184,558,353,224,369,363,0.452856461011737,5.84340535654267,2.80686870498651,0.0142078214488983,0.883835339649479,-4.00110998308464
"30","GB44488",12,4,21,20,7,22,30,37,43,10,42,13,-1.00736740851077,1.47951034435274,-2.82869154903405,0.0136143399531941,0.883835339649479,-4.40160042896538
"31","GB44549",38275,51706,49805,67748,25549,26647,40087,9770,29409,7852,4598,7712,1.73217071298564,11.7402883780658,3.15142743777175,0.00722036081767688,0.883835339649479,-4.32450159018954
"32","GB44558",495,367,547,653,253,760,819,1010,1050,426,674,460,-0.524341752473233,6.47965682076685,-2.97894773279874,0.010139690285223,0.883835339649479,-3.98919567577427
"33","GB44850",111,53,89,150,60,133,152,174,173,75,170,129,-0.54597182634765,4.13711917344596,-2.95615467723918,0.0106041110989886,0.883835339649479,-4.08310272717391
"34","GB45018",197,179,230,302,111,206,91,280,175,108,201,128,0.375779720121074,4.73477032957936,2.87679682904747,0.0123906330323423,0.883835339649479,-4.01329865081343
"35","GB45212",84,84,118,99,77,176,115,238,200,73,176,112,-0.487734400309417,4.2116244548769,-2.76506592460151,0.0154161910469179,0.883835339649479,-4.12267577238504
"36","GB45266",159,133,173,161,99,144,146,287,193,120,241,208,-0.413358326688878,4.67113043378731,-2.950370598423,0.0107252656966242,0.883835339649479,-3.99906876112991
"37","GB45357",315,180,376,385,207,437,323,589,557,252,466,392,-0.435231047333845,5.76162147968588,-2.97793205622276,0.0101599510476153,0.883835339649479,-3.93600642690225
"38","GB45522",272,262,221,332,125,326,167,306,280,120,201,155,0.356331639522366,5.07031191133015,2.76579913499298,0.0153941555225776,0.883835339649479,-4.02041018784728
"39","GB45564",103,68,133,171,77,155,120,236,233,121,191,132,-0.532259227437534,4.38763234189628,-3.69695954856047,0.00246640417792162,0.883835339649479,-3.83699078155838
"40","GB45705",1719,1236,1476,2192,1073,2546,2124,3013,2372,1575,3113,3008,-0.589245408685257,8.26919240582583,-3.28086268683235,0.00559390609344847,0.883835339649479,-4.08150296655409
"41","GB45851",324,374,351,615,364,302,244,293,378,156,231,198,0.675923179629454,5.5363404340548,3.32347762940364,0.00514299461259749,0.883835339649479,-3.81999959718541
"42","GB45970",7,10,7,14,12,21,17,21,27,24,31,20,-0.984059687669468,1.33494474298126,-3.09155217962404,0.00812450284114598,0.883835339649479,-4.38348134649253
"43","GB46899",937,846,751,1148,390,734,403,945,775,440,604,468,0.418641162164811,6.67337779625176,2.87986681087815,0.0123163142593874,0.883835339649479,-4.03951371670684
"44","GB46956",7,12,16,16,10,9,6,10,11,2,2,2,1.26419347412897,0.205047537227622,3.20505060576842,0.00649600024485104,0.883835339649479,-4.43102100258802
"45","GB47420",44,24,47,59,23,86,34,123,71,46,131,89,-0.761157245914602,3.11847311946756,-2.79653365967637,0.0144976546768691,0.883835339649479,-4.26776070140458
"46","GB47493",41,19,79,82,49,86,80,149,109,48,120,83,-0.7878713230573,3.43571090458589,-3.00440514447577,0.00964470264650148,0.883835339649479,-4.18566856681198
"47","GB48020",8358,9624,12629,21623,11178,10369,6212,4680,19173,3839,1952,2449,1.34393258616674,10.1491536485014,2.87271231177554,0.0124901953805404,0.883835339649479,-4.28873218766878
"48","GB48105",313,444,344,688,743,314,210,357,341,144,286,171,0.942924588665425,5.64603549188545,3.10990369045177,0.00783603911582076,0.883835339649479,-3.90064424839666
"49","GB48249",183,203,192,301,76,212,83,276,143,73,158,125,0.494246039199463,4.56166215511588,2.82734879756208,0.0136501446775719,0.883835339649479,-4.05296193401189
"50","GB48251",187,123,162,296,144,223,143,381,309,160,404,320,-0.54135128356014,5.07982414389827,-2.87260875080162,0.0124927299255355,0.883835339649479,-3.98634255187129
"51","GB48254",62,43,51,99,38,72,39,69,50,24,32,28,0.633521278267837,2.8606780532232,3.27016586048346,0.00571317038536083,0.883835339649479,-4.21554815041234
"52","GB48527",1971,2350,1185,2189,696,2976,640,2180,1132,856,1413,716,0.712883060993707,7.69037877809748,2.8616042944298,0.0127649509438455,0.883835339649479,-4.13533709381523
"53","GB48574",308,344,335,528,140,346,160,370,264,108,290,252,0.492183842126822,5.34451739429959,3.02788219953664,0.00920943511771137,0.883835339649479,-3.91817344269977
"54","GB48946",258,178,348,442,199,680,452,759,666,281,637,377,-0.647511120167936,5.93020660810664,-3.08978311338717,0.00815286150257949,0.883835339649479,-3.90952182044353
"55","GB49110",175,145,223,235,77,206,68,194,142,88,162,119,0.489651261735416,4.45483092653759,3.34341131978175,0.00494475516900941,0.883835339649479,-3.91388924334752
"56","GB49392",2792,2227,2556,2559,862,2516,795,1941,1832,939,1713,485,0.908037942870853,7.89987511882477,3.5995157506917,0.00298626801655623,0.883835339649479,-3.97777272426102
"57","GB49450",132,98,166,268,111,347,291,356,319,163,336,209,-0.646948829777271,5.03364263338866,-3.04461420638214,0.00891114415656101,0.883835339649479,-3.93483588258686
"58","GB49777",283,296,272,356,154,332,197,360,296,109,234,147,0.412027450436331,5.19654828932303,3.1065861461754,0.00788742294677364,0.883835339649479,-3.89496682842807
"59","GB49878",1492,3518,1083,1864,429,876,363,177,531,385,113,39,2.73883563312593,6.26195476463259,4.27535471506031,0.000803054289726994,0.883835339649479,-3.70230473299932
"60","GB49909",9,7,13,10,9,17,17,29,23,13,24,23,-0.95238324913348,1.23071848209114,-4.03428634869256,0.00127773224314246,0.883835339649479,-4.30874512655768
"61","GB49996",207,157,253,316,146,365,251,483,444,184,357,275,-0.445507350363935,5.36652182921728,-3.34744600973542,0.00490557212546247,0.883835339649479,-3.80714114715997
"62","GB50097",11,4,5,7,3,10,18,14,14,7,13,13,-0.953005076876507,0.516687464764256,-3.09406095058811,0.00808445431031604,0.883835339649479,-4.42840060938581
"63","GB50117",11,6,8,10,14,16,33,16,55,19,63,42,-1.6299078941697,1.56610176461847,-3.5602854374235,0.00322568296569916,0.883835339649479,-4.32490040620941
"64","GB50118",3323,3013,1030,2884,2824,1143,1326,320,611,397,519,199,2.20943031933859,7.26920733223355,4.0650446494619,0.00120386929571311,0.883835339649479,-3.8092563499748
"65","GB50572",46,58,28,30,10,17,12,15,12,9,18,13,1.08331149877557,1.56230129150709,2.91865082794245,0.0114143382713628,0.883835339649479,-4.38655754547722
"66","GB50702",15,5,14,29,10,16,29,29,28,17,55,45,-1.16516176869637,1.68494335473358,-3.34970361872844,0.00488378326587492,0.883835339649479,-4.33237524367412
"67","GB50831",355,161,232,251,93,189,63,161,186,115,93,138,0.789363089471092,4.5613104776681,3.18795007097602,0.00671876772269876,0.883835339649479,-3.94812430610271
"68","GB51041",21,18,30,32,30,83,33,72,67,38,101,85,-0.943896707481665,2.76456173800157,-2.89472975982026,0.0119626593057481,0.883835339649479,-4.28995077039028
"69","GB51117",372,166,355,490,192,528,430,767,671,279,685,366,-0.613826554268512,5.94633117781937,-3.25974999533819,0.00583174479681292,0.883835339649479,-3.85320316993539
"70","GB51219",12,16,34,25,12,34,23,62,40,39,59,26,-0.891199929933467,2.13391749703986,-3.34161086638513,0.00496234144661539,0.883835339649479,-4.29026840578659
"71","GB51405",24,5,20,9,5,33,17,53,33,19,39,30,-1.17674581904424,1.60504903275711,-3.23482153168425,0.00612561311034426,0.883835339649479,-4.35058496595801
"72","GB51423",18,24,20,30,13,24,13,12,21,10,19,9,0.663496185903397,1.40261605039156,2.76896054692696,0.0152994958536343,0.883835339649479,-4.41120697527359
"73","GB51746",415,449,354,528,245,556,276,509,390,193,401,277,0.357356709421405,5.81331919056461,2.97403888675117,0.010237983151768,0.883835339649479,-3.93956225554241
"74","GB51758",19,9,24,32,27,23,26,42,43,28,49,46,-0.821043036191384,2.14055861594365,-2.90833768479684,0.0116476357337349,0.883835339649479,-4.34468969594399
"75","GB52166",10,7,13,5,6,8,6,26,17,11,23,14,-0.897136177744998,0.782824316321747,-2.82495249256863,0.013714272038807,0.883835339649479,-4.43850698775009
"76","GB52328",40,24,47,46,14,46,50,74,51,40,61,41,-0.551122674899868,2.69005713728437,-2.82560058845066,0.0136968993205464,0.883835339649479,-4.30721857330595
"77","GB52511",232,213,211,291,160,274,137,222,220,121,207,187,0.371319693826875,4.94957791815671,3.08681257584981,0.00820070127721308,0.883835339649479,-3.91973888019927
"78","GB52628",480,321,637,701,282,600,477,887,729,387,771,570,-0.349130713482578,6.37732044119895,-2.7488728910915,0.015910773839975,0.883835339649479,-4.05459942762736
"79","GB52882",487,326,513,633,338,811,509,1084,923,595,930,707,-0.623436308157313,6.5609077065832,-4.03750378524441,0.00126979358598148,0.883835339649479,-3.69557674334295
"80","GB52906",9,9,10,16,6,6,8,22,24,9,34,47,-1.12136365938388,1.08770553919371,-2.88947717568784,0.0120864856016194,0.883835339649479,-4.41827950454146
"81","GB53113",755,626,481,845,333,460,337,679,507,180,175,129,1.02548601896314,5.92309391320354,3.31811626578832,0.00519765907331507,0.883835339649479,-3.84476764496107
"82","GB53154",151,108,192,226,153,237,172,333,289,123,336,292,-0.495062161170901,4.97449254386746,-2.73280447013601,0.0164168409727198,0.883835339649479,-4.04176796496631
"83","GB53504",8,4,8,6,3,3,6,10,13,7,19,12,-0.979263801623152,0.245206749858176,-2.99481227794017,0.00982835536508092,0.883835339649479,-4.44700743269124
"84","GB53527",8,8,12,12,5,14,13,28,16,12,23,9,-0.691216539227966,0.954773497597302,-2.95058994445848,0.0107206464190458,0.883835339649479,-4.41847240658085
"85","GB53579",890,539,1954,1051,829,1123,194,620,1423,256,512,299,1.23804333787303,6.65500946376366,3.64942962664187,0.00270742172491491,0.883835339649479,-3.82098618824309
"86","GB53641",44,227,176,35,10,254,201,748,240,374,633,150,-2.06472807076268,4.59194033709737,-3.41292365474629,0.00431152302293234,0.883835339649479,-3.96890255552744
"87","GB53655",35,21,28,29,32,38,37,65,49,44,97,69,-0.904053254634968,2.68941579381493,-3.34416655690976,0.00493739685884394,0.883835339649479,-4.22786098953868
"88","GB53724",29,21,24,35,23,58,55,65,60,30,93,60,-0.909421623409008,2.68668354863351,-3.69368602099326,0.00248228375582554,0.883835339649479,-4.17874465568767
"89","GB53727",227,323,224,268,125,267,64,310,190,118,201,130,0.605326151167842,4.84291078874563,2.89095921430206,0.0120514204170993,0.883835339649479,-4.00177983881061
"90","GB53831",310,350,295,412,158,314,175,411,308,163,243,175,0.373067909282446,5.33136513259093,2.87249642515142,0.0124954795478875,0.883835339649479,-3.97093082233029
"91","GB53948",396,291,591,685,281,798,509,1166,863,422,973,661,-0.60199899086401,6.4815838749277,-3.57755521464441,0.00311798713946593,0.883835339649479,-3.80838143272344
"92","GB53960",250,299,288,360,141,260,141,343,292,123,227,149,0.391238992833192,5.11608798672836,3.02887490213566,0.00919146500260395,0.883835339649479,-3.92617678582855
"93","GB54146",504,719,451,570,293,518,261,427,415,209,387,310,0.627089995142622,5.94289928093179,3.99995947646525,0.00136565492353669,0.883835339649479,-3.62854675976135
"94","GB54429",22,12,17,38,33,24,40,48,35,47,68,81,-1.08557267599818,2.40978256609885,-2.94507440310191,0.0108373977214902,0.883835339649479,-4.31805823261845
"95","GB54483",103,80,80,159,45,105,62,89,80,38,52,61,0.596321225074516,3.51703148040921,3.31439759406546,0.00523591611602254,0.883835339649479,-4.10538300999601
"96","GB54770",4,2,3,4,5,12,7,19,18,14,10,10,-1.37493601269253,0.267955829483036,-3.67551093944796,0.00257235331269051,0.883835339649479,-4.39801645011337
"97","GB54904",64,100,66,62,38,80,19,56,58,35,38,14,0.987209026121119,2.84418306221108,3.53830025209004,0.00336823777376653,0.883835339649479,-4.17887734166348
"98","GB54910",84,41,131,101,123,137,94,189,202,134,218,211,-0.805710878239871,4.29067134701789,-2.85973317311524,0.0128118133599714,0.883835339649479,-4.09089891753879
"99","GB55757",35,34,32,64,43,71,88,94,87,52,75,54,-0.681802660981707,3.14127185416968,-2.97757688538805,0.0101670454421442,0.883835339649479,-4.23031389245456
"100","GB55882",7,3,10,9,8,11,13,16,15,12,28,42,-1.2173244637481,0.933651452329317,-2.99803781878096,0.00976622077077498,0.883835339649479,-4.41680736110418
