"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40083",1261,359,299,1385,499,1100,303,349,181,251,378,528,0.939746344155154,6.15859982274505,2.61195280348032,0.0206990818471002,0.999905353449348,-4.11347913076953
"2","GB40420",13,20,16,23,13,11,12,46,15,17,38,32,-0.853886607234617,1.59535064356217,-2.87792253395916,0.0123177880677628,0.999905353449348,-4.39282959807794
"3","GB40839",49,25,50,37,42,17,13,40,7,18,16,21,0.789365826341432,1.91732612779146,2.62576717799123,0.0201521336514455,0.999905353449348,-4.40367618556908
"4","GB41331",61,23,31,49,76,36,80,57,39,35,65,109,-0.661659148777008,2.96564868873487,-2.63855598421484,0.019658279393837,0.999905353449348,-4.32082890721702
"5","GB41414",47,55,68,75,79,50,56,106,45,52,105,86,-0.432543455771321,3.35026216638521,-2.8664452978634,0.0125983889648432,0.999905353449348,-4.23419362732363
"6","GB41427",4166,1672,2919,4450,4719,3032,1299,2515,1385,1621,3276,1952,0.585409019887843,8.59014889645536,2.84000081406221,0.0132690141859019,0.999905353449348,-4.21475342288052
"7","GB41617",157,178,322,201,389,146,80,235,81,100,195,132,0.571609922393692,4.66973803820035,2.58993307855908,0.0216006994453407,0.999905353449348,-4.13913337994775
"8","GB41802",8,4,11,14,10,10,12,17,8,11,19,11,-0.646200915928157,0.76794841026259,-2.48309795969371,0.026540212884753,0.999905353449348,-4.47242027750881
"9","GB41916",126,82,117,125,116,125,43,93,54,35,102,94,0.564514613667134,3.73177375138129,2.78468690993331,0.0147868380455849,0.999905353449348,-4.20432175594381
"10","GB41976",15,10,18,25,19,17,21,23,14,16,38,26,-0.572750914039557,1.59330837478893,-2.65698282649987,0.0189672725584088,0.999905353449348,-4.41714520270644
"11","GB42431",602,461,638,749,794,623,1736,758,444,525,1097,1533,-0.680426215105785,6.85961202620606,-2.86043586169833,0.012747804117789,0.999905353449348,-4.07893795089539
"12","GB42607",672,302,1447,1564,1057,206,315,384,260,228,357,375,0.868860744321236,6.15534473494843,2.5630667282868,0.0227522035177722,0.999905353449348,-4.12944156787823
"13","GB42653",224,280,362,454,506,310,450,570,188,367,489,692,-0.512986261430293,5.87969001015607,-2.92464164396963,0.0112376149802552,0.999905353449348,-3.9785727061326
"14","GB42981",1151,632,1370,2556,1094,1218,486,298,523,667,514,964,0.931275895009635,6.97029272775469,2.66451110975234,0.0186917912745774,0.999905353449348,-4.15044460225753
"15","GB42985",855,366,808,654,796,462,212,751,326,170,384,292,0.797391187109201,6.09915183564048,3.09830331295166,0.0079815024049433,0.999905353449348,-3.94866371356075
"16","GB43000",11,22,9,12,19,14,37,19,12,14,23,35,-0.842958784686916,1.4474719283173,-2.5610045049048,0.0228429972612289,0.999905353449348,-4.43589204832599
"17","GB43029",59,16,63,84,113,49,327,584,32,16,397,649,-1.97938664141201,3.91454476890202,-2.55007920107338,0.0233298615454824,0.999905353449348,-4.25558571686746
"18","GB43175",668,418,874,1127,1186,548,503,583,335,334,759,668,0.353597249299695,6.56748193585221,2.54100765217746,0.0237416971925023,0.999905353449348,-4.15432124506559
"19","GB43409",263,116,193,315,300,136,113,190,71,109,131,185,0.514465136314732,4.63627042590803,3.03337345238069,0.00907204723991219,0.999905353449348,-4.00315116380082
"20","GB44092",17,11,14,26,20,8,23,22,16,13,22,43,-0.696173337491994,1.5052473779199,-2.71819432206987,0.0168369821727537,0.999905353449348,-4.41550434246395
"21","GB44344",168,61,264,183,155,278,59,82,50,58,155,77,0.956256230647863,4.10445684991773,2.84417848759731,0.0131607875964455,0.999905353449348,-4.1448465143415
"22","GB44661",168,151,165,165,219,114,140,216,141,221,324,283,-0.586652073339016,4.82623932166229,-3.10585394353993,0.00786344372089174,0.999905353449348,-3.95118610720065
"23","GB44768",17,15,16,24,19,15,23,31,21,13,46,36,-0.803785646414139,1.75190611057132,-3.67210025937779,0.00257216625397267,0.999905353449348,-4.29770162636352
"24","GB44969",334,277,410,444,495,456,262,329,173,190,351,343,0.384318423129693,5.63830652166258,2.90430585412732,0.011695831480766,0.999905353449348,-3.98271797404751
"25","GB45305",241,165,280,289,265,287,136,173,118,148,224,201,0.439163437957183,4.9595279676761,2.5937001340491,0.0214438087006797,0.999905353449348,-4.11011655102582
"26","GB45364",58,65,70,100,124,41,34,70,16,24,60,70,0.606402631522797,3.04947613293397,2.78647607486954,0.0147351853984056,0.999905353449348,-4.28718263450037
"27","GB45690",240,373,451,389,534,199,148,299,131,98,278,313,0.623439373997971,5.30795455527458,3.01927874740029,0.00932760817883815,0.999905353449348,-3.95356633017426
"28","GB45758",832,361,1216,840,1153,719,439,925,250,335,525,732,0.516765202683453,6.58091661424657,2.48384678020924,0.0265020838779568,0.999905353449348,-4.17460190018626
"29","GB45775",1029,485,1129,1171,1388,753,444,561,302,414,989,542,0.681882860569373,6.73011369431348,3.745478557777,0.00222692912033303,0.999905353449348,-3.825263255802
"30","GB45955",887,1294,1989,2652,3065,1899,948,1180,555,674,1738,1234,0.685602679916534,7.68153750552226,3.2363990458157,0.00607627246949392,0.999905353449348,-4.05695383568867
"31","GB46294",53,19,78,184,68,46,34,14,1,3,42,16,2.17308856418004,1.99145440743622,3.69059330365868,0.00248034845959707,0.999905353449348,-4.2903225838776
"32","GB46411",71,36,95,86,95,34,28,58,17,18,33,38,0.915855215461341,2.7517716823658,4.0777197208804,0.00116464818894179,0.999905353449348,-4.13369600316256
"33","GB46733",7,18,9,20,16,11,20,27,9,9,22,32,-0.729093657799823,1.25312119282272,-2.51065910760377,0.0251709325043108,0.999905353449348,-4.45011550320211
"34","GB47120",7,16,9,15,13,6,8,24,9,15,24,23,-0.803986299406854,1.02341817240507,-2.62878659916008,0.0200344630879639,0.999905353449348,-4.44882430431289
"35","GB47503",1930,505,2711,1530,4577,1087,551,1717,373,514,1099,985,0.910255256915584,7.43162224794531,2.77108384099419,0.0151853831271947,0.999905353449348,-4.15407314172733
"36","GB47929",57,46,135,154,196,119,39,40,26,52,54,47,1.18306114728146,3.35666975022658,4.06770614993469,0.0011874787222401,0.999905353449348,-4.03021768487377
"37","GB48086",146,215,113,215,215,136,180,278,158,143,220,267,-0.476668880361527,4.82550384937989,-2.5827313843989,0.0219037271676512,0.999905353449348,-4.11963898188341
"38","GB48380",100,59,93,154,143,82,56,81,38,35,83,62,0.636547885180911,3.5357560451627,4.27977636312512,0.000788693124313049,0.999905353449348,-3.95049174486194
"39","GB48382",639,307,564,654,634,669,277,667,182,215,378,518,0.551814514514894,6.06000336460248,2.81231900587829,0.0140084981509814,0.999905353449348,-4.03367370418971
"40","GB48497",1077,389,1046,1026,974,636,464,729,400,356,584,489,0.506430233574357,6.59791569013502,2.73121665087221,0.0164147780556759,0.999905353449348,-4.09771215429586
"41","GB48555",52,49,117,65,68,55,18,28,17,16,72,42,0.970424714548154,2.71249980684821,3.27462567252555,0.00563419643253792,0.999905353449348,-4.2480218603013
"42","GB48621",32,16,38,30,48,29,57,60,18,31,44,60,-0.643951832167235,2.47426767104604,-2.90055076647213,0.0117824312844331,0.999905353449348,-4.32316064439858
"43","GB48672",172,102,136,235,216,120,96,101,73,82,187,102,0.446398464414594,4.2838405913212,2.51205148781895,0.0251035877717011,0.999905353449348,-4.20149583886025
