"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40349",261,240,400,198,235,205,335,294,468,394,201,395,-0.405129366414595,5.47922735069476,-2.96651943133632,0.0103287624933267,0.731505018724704,-3.93616027975525
"2","GB40463",140,170,260,115,193,179,78,149,199,157,84,144,0.43178693527677,4.51179502034661,3.18984652895744,0.00664598829321601,0.731505018724704,-3.9415905260337
"3","GB40637",41,51,111,39,84,60,25,48,66,38,27,38,0.693202135871774,2.89393364996072,3.40725900677916,0.00432336998486462,0.731505018724704,-4.18078360989736
"4","GB40772",28,18,49,9,32,20,9,15,19,23,8,18,0.724570796232941,1.51977212808192,3.10441516958397,0.00786849847636896,0.731505018724704,-4.36479798784805
"5","GB41066",8,11,16,12,23,36,6,6,6,3,7,3,1.59575142054623,0.5221079346596,3.47472012365576,0.00378373390464198,0.731505018724704,-4.39756662830432
"6","GB41326",16,66,43,40,30,43,197,87,130,61,179,132,-1.62299981668243,3.36998891932118,-3.2981619503509,0.00536441725775759,0.731505018724704,-4.14369541021578
"7","GB41645",639,256,677,329,638,316,1112,679,699,1086,323,1046,-0.762636697984481,6.47897246047849,-2.94837586281699,0.0107045115260253,0.731505018724704,-4.0032487629512
"8","GB41777",2930,3155,1133,1675,571,1556,6535,4484,7553,3822,6145,3711,-1.67406837114763,8.78250502887227,-3.27461097323029,0.00562022417504304,0.731505018724704,-4.13542644607972
"9","GB41965",31,21,26,25,75,38,10,4,32,6,33,2,1.88933780154891,1.46506967502187,3.04634154499116,0.00882454261169697,0.731505018724704,-4.38131364553616
"10","GB42272",31,26,42,19,39,24,14,12,41,20,11,18,0.751452579089775,1.82371793105655,3.29404582459454,0.00540827089413417,0.731505018724704,-4.31915439397012
"11","GB42420",48,67,101,59,113,74,28,41,79,59,46,43,0.683725794444514,3.18991822527624,3.02217202104919,0.00925556280414019,0.731505018724704,-4.20772822502804
"12","GB42481",37,48,90,37,68,60,17,32,64,45,16,48,0.699552322959331,2.70732985186735,3.19067139788464,0.00663515738427708,0.731505018724704,-4.24049542732046
"13","GB42484",148,141,275,114,240,128,50,140,182,95,105,126,0.658904798286773,4.367017203851,3.19753213741981,0.00654575149903513,0.731505018724704,-3.96799907953594
"14","GB42626",488,184,513,1240,1282,838,94,379,281,85,38,67,2.49372393581703,5.36702997478471,4.33727421024654,0.00070298438778182,0.731505018724704,-3.68017264088245
"15","GB42753",380,348,578,260,508,459,161,412,473,324,182,331,0.522134436022109,5.73236216515409,3.31175173923818,0.00522214097561443,0.731505018724704,-3.82263954463181
"16","GB42831",55,35,88,50,99,137,9,44,50,42,36,28,1.17851654194359,2.85187979072996,3.16666685181032,0.00695765434301487,0.731505018724704,-4.23008327339797
"17","GB42846",118,139,226,95,192,166,63,141,144,116,89,96,0.57331496373257,4.26909735896036,3.34780679630984,0.00486270856785814,0.731505018724704,-3.94226515931014
"18","GB42932",84,103,143,60,134,113,58,86,111,84,46,90,0.450539932175568,3.7683842911636,3.11356562556366,0.00772753260566878,0.731505018724704,-4.09537308756128
"19","GB43135",53,79,121,47,101,79,31,74,84,45,34,50,0.647345281712919,3.24981520756956,3.12533194360404,0.00754994886878662,0.731505018724704,-4.17897362202981
"20","GB43278",14,10,25,16,29,25,3,15,18,11,5,5,1.17702289399431,0.961191930562056,3.29064048609485,0.00544482266277485,0.731505018724704,-4.38761675003592
"21","GB43745",17,22,45,18,35,49,5,19,23,20,12,18,0.945798384001561,1.68553826772129,3.02435066352652,0.00921587127370588,0.731505018724704,-4.36240368375594
"22","GB43805",682,527,1880,378,1054,472,953,1264,2015,1772,730,1135,-0.799185766184072,7.17131237396369,-3.96163133827342,0.00145358226016991,0.731505018724704,-3.80939636438789
"23","GB43908",841,773,645,361,535,392,831,998,1155,1218,801,820,-0.743016416058241,6.81995684691059,-3.38122614926385,0.00455172713251246,0.731505018724704,-3.90957496336361
"24","GB43927",5,13,19,0,3,2,25,12,22,28,10,41,-2.23363589559657,0.553006079812026,-3.82600237617376,0.00189489864304067,0.731505018724704,-4.36873539351342
"25","GB43935",313,119,206,123,197,177,52,115,224,126,86,117,0.722679494697269,4.43319414572773,2.95181418116403,0.0106322844526114,0.731505018724704,-4.0324244298523
"26","GB44130",46,33,61,32,36,28,51,66,77,84,35,57,-0.611155868719122,2.88379633103651,-3.63459484242499,0.00276014141051981,0.731505018724704,-4.14676764282396
"27","GB44281",33,31,57,26,82,59,13,32,43,34,22,22,0.796778371260823,2.3990863468556,2.97191497663922,0.0102195531519062,0.731505018724704,-4.30758910037933
"28","GB44299",152,164,352,117,267,195,78,154,200,124,95,142,0.667981601249,4.59429197131745,4.10507269639889,0.00109982187384518,0.731505018724704,-3.67936841100912
"29","GB44544",93,54,140,77,116,68,113,122,139,173,71,149,-0.464747859044759,3.99970895368516,-2.95409366759325,0.0105846654432363,0.731505018724704,-4.09678694708065
"30","GB44753",41,38,74,35,77,82,9,43,43,44,28,31,0.884821227854287,2.63929943417257,2.95396851948561,0.0105872743530418,0.731505018724704,-4.28687347374515
"31","GB44883",25,14,30,12,23,19,9,13,18,18,8,12,0.668542407346501,1.30805990146972,3.34958678933576,0.00484562028576649,0.731505018724704,-4.35590688244791
"32","GB45235",154,123,199,135,222,131,271,322,222,299,136,262,-0.610976198497972,4.91237167226768,-3.39443207960066,0.00443441195102411,0.731505018724704,-3.82894329325734
"33","GB45399",36,27,67,15,43,36,4,18,30,30,9,24,1.09429839627661,1.86142847825808,3.54040398890698,0.00332347557471378,0.731505018724704,-4.29042225688442
"34","GB45632",65,37,117,86,80,52,113,105,175,151,56,150,-0.774547693286193,3.79309865714469,-3.64657033275737,0.00269579859344913,0.731505018724704,-3.97531609405767
"35","GB45666",82,39,65,34,52,68,16,40,46,25,29,37,0.849195378606315,2.66085876177629,3.21285226100309,0.00635041748913874,0.731505018724704,-4.24333814912919
"36","GB45796",409,167,53,908,251,706,31869,1084,1352,5928,11287,8904,-4.32802580721318,7.60270989262652,-4.13796207135534,0.00103194820208786,0.731505018724704,-3.89625415777333
"37","GB45797",24,89,2,52,21,147,414,208,368,200,541,375,-3.65953238575389,3.96415166360561,-4.23904224231985,0.00084899159284072,0.731505018724704,-3.98060442254159
"38","GB46166",72,41,72,21,70,25,56,104,89,92,33,98,-0.661149001357245,3.1502218756175,-3.00580795674493,0.00955914382074405,0.731505018724704,-4.21631319137035
"39","GB46368",979,603,1816,622,1046,580,1336,1302,1589,2165,667,1410,-0.608733234398258,7.36532931608832,-3.3684474748134,0.00466821091850804,0.731505018724704,-3.97716091158128
"40","GB46421",15,6,16,9,11,12,30,24,20,66,14,16,-1.0871611609869,1.38114330401793,-2.95020327067555,0.0106660640533213,0.731505018724704,-4.39268947507048
"41","GB46619",168,151,197,100,154,96,198,186,223,258,133,254,-0.507174358685473,4.70212856295836,-3.46910302456316,0.00382595665460965,0.731505018724704,-3.83175606848105
"42","GB46711",29,30,50,24,66,47,12,25,33,32,19,25,0.756594408449418,2.22272441320501,3.26703285064598,0.00570510251321873,0.731505018724704,-4.28391417685009
"43","GB47026",751,780,2143,664,1391,1044,254,824,1455,576,424,639,0.815786095847232,6.92343883548988,3.07087083222311,0.00840743260497348,0.731505018724704,-4.01072180614019
"44","GB47064",27,10,26,10,29,14,22,42,37,39,17,29,-0.684634592666727,1.83991630836266,-2.98746925532916,0.00991106222603179,0.731505018724704,-4.35402412291815
"45","GB47153",75,77,132,53,119,97,34,59,103,46,43,63,0.734390620776709,3.42336208985548,3.75888272458303,0.00216154653019513,0.731505018724704,-4.0301440245586
"46","GB47184",120,108,175,79,156,154,61,119,153,99,62,90,0.491626825798276,4.06754588957079,3.04232787538687,0.00889471788840732,0.731505018724704,-4.06093441942814
"47","GB47309",50,44,62,42,49,29,52,66,92,79,44,71,-0.517141593192947,3.07243367045352,-3.16832950984441,0.00693482228581694,0.731505018724704,-4.19581449670279
"48","GB47327",43,26,84,28,42,29,14,34,41,29,14,23,0.7159261820308,2.24434268921234,3.25332527647644,0.0058619003406517,0.731505018724704,-4.28323807364775
"49","GB47340",2,14,7,2,7,2,10,11,12,14,18,10,-1.29290097989853,0.271310077326874,-2.97149344014839,0.0102280441371728,0.731505018724704,-4.44518097703154
"50","GB47459",86,107,171,74,149,111,53,73,127,90,58,86,0.555069626123313,3.84899788709577,3.64248912834288,0.00271755415519172,0.731505018724704,-3.95918614699286
"51","GB47624",18,7,20,17,27,35,2,7,17,7,8,9,1.3105652777678,0.894446298195264,3.04334820167655,0.00887682623109334,0.731505018724704,-4.41311797403792
"52","GB47667",162,136,252,95,233,233,71,162,174,147,97,129,0.536415696458083,4.5089855212741,3.02536495013003,0.00919745001080876,0.731505018724704,-3.99357095242767
"53","GB47876",262,141,242,168,289,160,461,333,453,416,207,438,-0.852019774272724,5.40283962307723,-4.49069696865291,0.000524571854535041,0.731505018724704,-3.49135148888576
"54","GB47973",686,681,1122,561,903,1053,307,652,922,602,412,716,0.562403444128739,6.70266188504813,3.07846901108204,0.00828223727569595,0.731505018724704,-3.98281132860537
"55","GB48020",8358,9624,4680,3839,1952,2449,6212,12629,21623,19173,11178,10369,-1.45119967358258,10.1491536485014,-3.2864932380248,0.005489671680637,0.731505018724704,-4.22955361074437
"56","GB48195",596,497,1101,312,578,619,177,480,793,487,250,402,0.612839135337402,6.18205352926915,2.94461997476358,0.0107839623583209,0.731505018724704,-3.97660378885891
"57","GB48433",25,21,33,15,20,22,28,28,44,46,25,41,-0.592297720818664,2.10793373724653,-3.17205175578825,0.00688397745133303,0.731505018724704,-4.30720010376504
"58","GB48917",91,42,132,51,119,104,10,91,58,47,47,28,1.13902886155921,3.13494467561333,3.07627251307885,0.0083182378498114,0.731505018724704,-4.20839374766253
"59","GB49429",35,57,87,44,91,63,17,35,46,38,35,36,0.881584334147353,2.78748337580927,3.63582554007221,0.00275345801829279,0.731505018724704,-4.16256292499718
"60","GB49567",395,185,539,289,587,259,794,690,589,714,335,593,-0.777308256066092,6.13210360138961,-3.3378168373827,0.00495974084309968,0.731505018724704,-3.84677482164493
"61","GB49588",35,46,60,45,77,66,12,28,51,36,36,26,0.879076935493954,2.60970617142311,2.98221343392681,0.0100142594547711,0.731505018724704,-4.28542023502604
"62","GB49723",193,107,284,186,253,152,325,272,362,502,202,294,-0.727659310641797,5.22101989899335,-3.70722618217403,0.00239247628313261,0.731505018724704,-3.70961140078411
"63","GB49778",33,14,29,24,26,16,54,33,42,47,40,47,-0.851126714606779,2.29297086905608,-3.03694610768734,0.00898968081930066,0.731505018724704,-4.30937227244395
"64","GB49870",250,227,318,132,260,210,58,211,213,184,98,244,0.591038301109621,4.82675675357466,2.95301335202854,0.0106072072216525,0.731505018724704,-3.97818272773618
"65","GB50145",96,93,175,78,158,163,53,81,110,90,63,83,0.676822737349521,3.90831708275937,3.81590250322856,0.00193277931848529,0.731505018724704,-3.91018910508482
"66","GB50200",19,21,31,12,17,15,11,12,17,15,7,13,0.619219356496963,1.24397042415637,3.06840340936915,0.0084484905264618,0.731505018724704,-4.38757994680425
"67","GB50375",239,178,331,186,196,138,343,285,384,406,160,283,-0.525687335220915,5.2449560607911,-2.99241036779412,0.00981500228849971,0.731505018724704,-3.93447651810791
"68","GB50397",281,127,452,189,318,198,394,328,409,417,249,421,-0.573395248380712,5.50960602823896,-2.97440547431537,0.0101695289648061,0.731505018724704,-3.93659715294484
"69","GB50820",31,11,44,14,30,9,43,43,47,61,29,52,-1.07074441798969,2.21725449448525,-4.06627463680233,0.00118579432034063,0.731505018724704,-4.19319433692251
"70","GB50830",17,14,26,12,18,11,23,35,30,45,11,31,-0.745646304021649,1.69453774261394,-3.52663724640167,0.0034150229723388,0.731505018724704,-4.30603655345043
"71","GB50934",17,11,23,16,17,10,29,34,30,37,15,23,-0.781630556513949,1.66930201539959,-3.33077426650362,0.00502930878471326,0.731505018724704,-4.32921640524379
"72","GB51123",53,50,102,41,91,84,20,55,55,56,39,48,0.659938018203641,3.05331005578661,3.0712614836265,0.00840095032596404,0.731505018724704,-4.21655768190474
"73","GB51435",12,3,8,5,10,5,12,8,17,24,13,16,-1.0146374315799,0.6435946026261,-3.05351756656149,0.00870044024145774,0.731505018724704,-4.4249345898791
"74","GB51521",11,5,20,9,16,8,10,21,37,31,8,28,-0.877021306231944,1.18867090041888,-3.10653967153217,0.00783554391772995,0.731505018724704,-4.38841948761649
"75","GB51527",13,15,26,8,32,24,4,7,19,10,6,14,1.00223099333045,1.00609898518651,3.26797157368333,0.00569451927345033,0.731505018724704,-4.38602695002002
"76","GB51555",40,49,131,29,97,68,14,53,59,28,20,31,1.05036033256602,2.73806715418483,3.61455604808177,0.00287130129008716,0.731505018724704,-4.17437427808488
"77","GB51664",29,19,52,19,43,37,8,21,25,27,18,15,0.839990401045801,1.88077538527763,3.26334269777131,0.00574689642662593,0.731505018724704,-4.3178236521126
"78","GB52195",91,59,183,72,146,148,35,93,100,76,52,74,0.703858596197229,3.72136009798628,3.07870758097118,0.00827833643184975,0.731505018724704,-4.11467311987768
"79","GB52421",70,82,155,68,134,105,36,80,115,70,48,75,0.580770638511266,3.63552370734094,3.10517947212274,0.00785662705647183,0.731505018724704,-4.12177816112019
"80","GB52442",126,38,113,113,115,87,240,140,174,250,144,181,-0.954375548479905,4.32861209932348,-3.22057831187615,0.0062541248162762,0.731505018724704,-3.98171798798277
"81","GB53071",213,89,238,122,169,126,323,266,261,339,153,270,-0.755939380297044,4.93486181074449,-3.76488858995937,0.00213620767158555,0.731505018724704,-3.72225753311606
"82","GB53244",29,24,53,14,44,40,11,24,33,19,18,18,0.739173153538747,1.95164511286475,2.98071172049108,0.0100439397338358,0.731505018724704,-4.34558503507962
"83","GB53323",635,359,684,391,664,301,754,833,802,1134,378,1016,-0.658347788220042,6.55469634458042,-3.61927642941872,0.00284471525794555,0.731505018724704,-3.80892276862911
"84","GB53431",158,83,165,88,211,220,57,80,111,79,77,82,0.913754559078658,4.04756737389457,3.72441769953602,0.0023129677754546,0.731505018724704,-3.90428690888134
"85","GB53549",239,210,329,209,348,238,42,200,246,176,183,110,0.922455402992685,4.86761692905252,3.15900191260341,0.00706388253885607,0.731505018724704,-3.91600160911398
"86","GB53563",65,42,79,30,65,37,80,87,81,126,47,92,-0.652152583860512,3.31353748458711,-3.76414840032834,0.00213931418497012,0.731505018724704,-4.05040210243851
"87","GB53576",41458,48506,6287,20146,5610,16439,84775,153157,81296,47953,100488,36997,-2.10243274417178,12.42727867601,-2.9849735163805,0.00995993407918108,0.731505018724704,-4.37971125811877
"88","GB53719",1237,553,1779,1035,1298,767,2214,2065,1686,2927,874,1753,-0.762490666033774,7.7194173075329,-3.03668384720994,0.00899433404201253,0.731505018724704,-4.09599837926003
"89","GB54091",12,23,42,13,30,19,6,8,19,18,7,11,1.01353008631159,1.24089673637474,3.69300128403812,0.00246035567838568,0.731505018724704,-4.33187990463939
"90","GB54292",7,6,10,3,7,3,11,8,13,13,8,10,-0.770866995031204,0.310042945557125,-2.92658093041335,0.0111737240324762,0.731505018724704,-4.44935865720375
"91","GB54448",101,101,136,47,110,94,55,70,86,86,53,90,0.439148060666859,3.6655544349592,2.99670119422998,0.00973233095594369,0.731505018724704,-4.14015237451025
"92","GB54510",197,161,255,104,259,235,47,142,219,113,78,148,0.799645385755467,4.50014484145161,3.69769584148159,0.00243774076545965,0.731505018724704,-3.81072548746828
"93","GB54730",102,105,183,59,157,104,29,107,136,97,52,71,0.626405627116138,3.8021106473056,2.93117209434661,0.0110732280887978,0.731505018724704,-4.13606913808103
"94","GB55059",241,142,295,205,343,181,399,416,326,547,197,434,-0.695667949309513,5.47234878729486,-3.53606411154005,0.00335206500601594,0.731505018724704,-3.75192061661691
"95","GB55143",36,5,39,14,46,8,39,102,111,71,15,55,-1.52194973803416,2.31074757825572,-3.45356677072941,0.00394522576194098,0.731505018724704,-4.25749782195432
"96","GB55204",512,2408,83,2883,2051,1295,36417,2585,5181,9373,18142,19263,-3.39976347515032,8.95465389995242,-3.15167159490338,0.00716698242931839,0.731505018724704,-4.18711869476551
"97","GB55211",84,610,5,457,122,491,1531,2234,637,1656,2124,1549,-3.75832121888072,6.14961031599268,-3.18156103257995,0.00675576238603448,0.731505018724704,-4.01902091315674
"98","GB55434",122,126,244,73,164,130,30,158,119,105,65,78,0.744067478473641,4.01921812528166,3.13500918269144,0.00740693805831404,0.731505018724704,-4.04957459923669
"99","GB55804",30,29,54,26,53,47,8,38,37,20,19,24,0.819546080094103,2.17168558381697,2.93598660942915,0.0109687993462152,0.731505018724704,-4.33358134372679
"100","GB55933",13,18,32,15,51,37,7,15,22,12,8,18,0.949117349211425,1.479051976053,2.93248864100653,0.0110445747889426,0.731505018724704,-4.38723388975969
