"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40027",23,42,61,66,69,73,45,64,63,91,86,98,-0.661917452852655,3.20734861229206,-3.24592470405732,0.00610157103064644,0.99888780747694,-4.15941146586039
"2","GB40119",189,219,553,243,445,380,84,266,144,212,254,235,0.523471374076786,5.17660921694744,2.78283921411476,0.0150723171303215,0.99888780747694,-4.08750893773181
"3","GB40273",79,73,133,122,123,180,32,78,64,83,47,96,0.598798916613928,3.66300424318475,3.26928180755407,0.00582875895257738,0.99888780747694,-4.09179668747566
"4","GB40339",179,161,229,200,263,378,53,234,90,187,149,173,0.505247132476853,4.69790431930715,2.70715521570399,0.0174531135574625,0.99888780747694,-4.1224926210524
"5","GB41626",18,40,25,33,58,69,18,59,54,46,58,65,-0.567830231701194,2.64335270105919,-2.81078689201695,0.0142760472688267,0.99888780747694,-4.30471706313836
"6","GB41754",450,414,905,530,670,789,228,356,272,387,344,494,0.622833160545877,6.07551229127067,3.06266960353483,0.00873455181247261,0.99888780747694,-4.05366522522906
"7","GB41756",9,13,31,149,35,43,74,92,28,88,120,82,-1.41598173293334,2.85456258815653,-2.69283133367818,0.0179432798580029,0.99888780747694,-4.31026270938634
"8","GB41782",163,168,322,224,239,354,54,191,152,158,90,192,0.632027167191539,4.69947157334852,3.52986088167707,0.00350096639990758,0.99888780747694,-3.8944534887648
"9","GB41912",472,163,1914,317,352,837,92,117,61,139,199,231,1.76533751428148,5.22662176465709,3.62138833761752,0.00292848584320977,0.99888780747694,-3.90783930185481
"10","GB42385",4028,2066,7683,5110,3694,9147,783,3296,1285,2904,2219,4393,0.94818217897866,8.89197500826394,2.90069032041785,0.0119844606934077,0.99888780747694,-4.29549935595898
"11","GB42463",13,21,20,13,17,17,18,35,23,24,17,29,-0.744504899013765,1.60169081485735,-2.77241593510932,0.0153802905999489,0.99888780747694,-4.39365704993761
"12","GB42493",313,293,411,375,351,511,40,290,53,205,215,76,1.46594386462371,4.93885599286145,3.95438363603584,0.00153551997987066,0.99888780747694,-3.82183451559725
