"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40008",930,492,692,1210,1370,1362,943,345,474,1066,867,955,0.947654028052376,6.94727657383559,3.96715465353585,0.00149715844013643,0.693508699055689,-3.92364011124013
"2","GB40095",128,153,116,122,143,175,83,58,104,112,154,149,0.827979610565989,4.17392986634807,3.15013718733694,0.00735747296013559,0.693508699055689,-4.02649349994011
"3","GB40112",123,68,173,100,200,121,120,61,63,120,109,119,0.859443305577483,4.02240435450285,3.41057078414731,0.00441818331796544,0.693508699055689,-3.98222593033095
"4","GB40299",100,91,1412,2709,618,840,1760,4488,2203,1447,3828,3411,-1.97938107028394,7.44229234915269,-3.01247131261772,0.00963182715929613,0.693508699055689,-4.17418672050342
"5","GB40306",245,392,177,234,273,278,148,104,218,150,265,162,1.14343580408237,4.96412800137612,3.16986585085192,0.00707865279461501,0.693508699055689,-3.95790217955823
"6","GB40517",33,25,99,137,68,80,139,227,110,155,176,160,-0.731365821627779,3.90396282440072,-2.95723922299101,0.010729182021809,0.693508699055689,-4.12885750199758
"7","GB40781",23,22,36,63,27,30,16,18,13,27,36,38,0.910542537804045,2.02595506487628,3.67074816203362,0.00265853444902973,0.693508699055689,-4.2462719688143
"8","GB41295",11,10,37,36,25,29,41,44,28,50,66,86,-0.632941011950885,2.32075689795255,-3.10352764840134,0.00806040479304348,0.693508699055689,-4.29064334373635
"9","GB41362",25,14,51,46,43,62,46,21,14,40,45,48,0.670890829425657,2.38028851963559,3.01897683333263,0.00951012082863408,0.693508699055689,-4.29240773250045
"10","GB41386",335,207,606,820,468,934,838,874,583,1043,1293,1511,-0.46479764426289,6.70651146222138,-2.96561087296916,0.0105552352278586,0.693508699055689,-4.12230476312639
"11","GB42110",107,70,204,321,176,201,229,355,265,291,500,459,-0.523158805927054,5.12544723539482,-2.9989256135547,0.00989021300648157,0.693508699055689,-4.01574331990653
"12","GB42195",219,121,351,453,356,486,327,277,271,353,415,385,0.360479890367184,5.56902931787054,3.06438475829733,0.00870204360001244,0.693508699055689,-3.99125088898602
"13","GB42433",38,72,93,146,162,134,229,251,174,320,383,264,-0.923868308715402,4.57917061122289,-4.06364967674418,0.00124366052929942,0.693508699055689,-3.78476443958174
"14","GB42447",78,46,111,134,124,175,85,64,56,152,120,151,0.589661938147935,3.90893043277038,3.54182578644687,0.00341830049077408,0.693508699055689,-3.96647070328402
"15","GB42475",579,223,617,851,488,749,418,352,403,430,1055,755,0.584845354865173,6.31487636923313,3.01486887186248,0.00958679477257712,0.693508699055689,-4.0653210986966
"16","GB42675",57,80,89,89,89,100,63,54,46,59,75,133,0.725545182803311,3.49137991187719,3.44251735876596,0.00415050410621762,0.693508699055689,-4.06464833004755
"17","GB42792",5354,5340,5619,17986,10850,4304,6190,3726,2453,3534,5621,5423,1.29570419202931,9.69450569976372,4.02048712557985,0.00135112934795348,0.693508699055689,-4.17124124431976
"18","GB43053",12195,8522,9770,20379,12556,12733,9925,7757,4579,10312,10252,12465,1.02645222834584,10.600090595538,4.28265444955828,0.000818867309121305,0.693508699055689,-4.20275480342913
"19","GB43075",37,21,117,115,112,120,137,145,189,171,249,292,-0.782210656734422,4.13909978913468,-3.74958921059728,0.00228068885550372,0.693508699055689,-3.91295247737306
"20","GB43198",4128,2814,3187,3312,4325,3702,3268,1877,2553,3146,3581,4194,0.806960970265443,8.93250461156862,3.22850661087565,0.00631060547929059,0.693508699055689,-4.2287841451207
"21","GB43295",5,6,13,27,12,14,46,64,45,37,47,28,-1.29764778704534,1.75128395755069,-3.51993713501422,0.0035675993741065,0.693508699055689,-4.30283494935336
"22","GB43403",40,39,45,84,65,83,66,26,33,71,71,54,0.663753021379259,3.00286316116065,2.95776753049671,0.0107181215829328,0.693508699055689,-4.2325779233344
"23","GB43712",233,88,304,308,380,402,273,123,147,332,313,325,0.666865057728139,5.20591625265454,3.32816259849329,0.00519162671938539,0.693508699055689,-3.90006105346582
"24","GB43894",272,168,289,547,343,394,304,295,254,342,465,449,0.40035784275706,5.6233513192295,3.14870619854105,0.00737811736313039,0.693508699055689,-3.96925148917926
"25","GB44123",112,146,244,402,276,196,355,757,591,488,466,570,-0.838596848820265,5.63778123875275,-2.98817371823325,0.010100180454564,0.693508699055689,-4.04112856531525
"26","GB44214",331,92,315,430,387,453,251,251,136,361,385,348,0.663999928762204,5.42344751420681,3.23217440299824,0.00626543138180904,0.693508699055689,-3.9337816927464
"27","GB44443",47,26,70,111,49,68,114,167,84,107,185,216,-0.759906564354285,3.73025955853604,-3.72284062631007,0.00240234813294249,0.693508699055689,-3.98369450160753
"28","GB44502",825,637,880,2326,1265,1148,1040,456,301,1146,1317,1599,0.941959204928843,7.15281866034126,3.21749404422762,0.00644820619133097,0.693508699055689,-4.10124389300326
"29","GB44594",62,54,109,133,111,153,160,157,132,207,219,283,-0.425768561286578,4.33815739293401,-3.68634602669127,0.00257904374261546,0.693508699055689,-3.87613666412203
"30","GB44697",12,20,38,66,35,29,54,116,66,77,105,90,-0.919820734729498,2.88902470491419,-3.20321869935366,0.00663104518908034,0.693508699055689,-4.21396644840562
"31","GB45063",8,11,10,29,13,6,41,43,47,44,35,28,-1.22212355013761,1.6929356936194,-2.97564235012236,0.0103504674954445,0.693508699055689,-4.36601288437533
"32","GB45141",1623,1240,1549,1050,2002,1320,1012,911,967,1538,1377,1255,0.892261193181065,7.59011012976772,3.12216460148703,0.0077716542418071,0.693508699055689,-4.15983023447139
"33","GB45288",746,1018,419,1857,669,673,509,500,504,362,896,818,1.10460683297216,6.66198282863531,2.96151620192022,0.0106399636988646,0.693508699055689,-4.1137032730642
"34","GB45297",134,80,189,232,174,200,279,272,239,271,404,408,-0.422650679700697,5.04928865480365,-3.78537046629658,0.00212767169717136,0.693508699055689,-3.79189503630833
"35","GB45551",20,17,31,36,66,72,100,83,69,103,91,101,-0.793382345828096,3.0870881276935,-3.44704454085547,0.00411391523878057,0.693508699055689,-4.1432942946348
"36","GB45937",1620,1130,1334,2374,2237,1738,1312,1126,988,1813,1661,1951,0.78694431817774,7.85979134015507,3.99934920447971,0.00140718101743493,0.693508699055689,-4.02547731323906
"37","GB45956",4760,4757,3142,9673,4788,3455,3534,3475,3217,2427,4468,4871,0.977143713952971,9.26842906100245,2.99568363318306,0.00995306476915954,0.693508699055689,-4.28389982226237
"38","GB46015",31,45,74,80,57,46,38,36,31,50,33,49,0.929572911775002,2.77792198951747,3.688211314307,0.00256970057885252,0.693508699055689,-4.14257562728424
"39","GB46043",28,28,48,77,41,66,85,110,56,93,100,158,-0.579081075406387,3.30267209117128,-3.07790246840575,0.00847491858466863,0.693508699055689,-4.17651510240651
"40","GB46705",1810,675,1266,1172,2069,2530,1188,690,663,2247,1188,1871,0.849534788063362,7.6176129487074,2.95665996447649,0.0107413221081379,0.693508699055689,-4.19596475871047
"41","GB47014",105,106,177,228,151,201,155,93,95,173,158,273,0.553227120277411,4.50305609062218,3.38913567978386,0.00460746025873986,0.693508699055689,-3.91659482655965
"42","GB47165",163,57,34,317,170,276,509,441,453,346,676,358,-1.29677481252164,5.18324151056795,-2.97047910510259,0.010455367131389,0.693508699055689,-4.05577411470532
"43","GB47229",4,5,8,18,12,18,19,49,20,19,30,43,-0.957385014807885,1.31989025097619,-2.9928340598382,0.0100086352732556,0.693508699055689,-4.3878343858584
"44","GB47354",14,11,18,28,30,33,16,9,11,25,21,36,0.708950795970583,1.55440148641079,3.0379164981529,0.0091644024857349,0.693508699055689,-4.36218425601512
"45","GB47465",212,261,274,468,363,405,266,198,246,366,445,407,0.570549259319966,5.55463901255378,3.1080229293589,0.00798979561733514,0.693508699055689,-3.97663303454247
"46","GB47515",17,6,19,29,27,25,12,13,10,9,24,31,0.82264076240792,1.35085318234165,3.33176754120237,0.00515510727345482,0.693508699055689,-4.34680669868884
"47","GB47538",220,130,353,477,291,465,610,595,336,477,890,818,-0.476882774067781,5.96634129517481,-3.12795122355838,0.00768411111480978,0.693508699055689,-4.01527315634268
"48","GB47626",11,13,32,35,34,35,42,59,38,54,65,71,-0.590864475361339,2.44741805031564,-3.02590738690296,0.00938213864038186,0.693508699055689,-4.288939983467
"49","GB47948",423,101,317,419,649,607,225,128,140,406,332,519,1.0250683851768,5.51288861750947,3.51290181199003,0.0036169712446767,0.693508699055689,-3.86145905648703
"50","GB47949",1356,797,917,1496,1759,1541,1017,631,1043,1479,1350,1622,0.706832707607429,7.48729768460232,3.12812361679828,0.00768151816833635,0.693508699055689,-4.15044209674141
"51","GB48085",39,27,43,58,64,97,134,88,91,111,127,181,-0.705971679216607,3.54154665046027,-4.24093826728182,0.000886395863733237,0.693508699055689,-3.92443904851657
"52","GB48125",294,375,368,369,506,488,243,217,228,353,419,500,0.900335583087432,5.71067531673625,4.05602008426603,0.00126200005742907,0.693508699055689,-3.73504989841186
"53","GB48929",647,1059,1093,1400,1297,1436,966,591,849,1161,1581,1254,0.70929210645138,7.32075119290291,2.95848087574488,0.0107032051344271,0.693508699055689,-4.17336532189038
"54","GB49260",90,124,182,212,241,191,148,110,101,137,210,231,0.631063323234162,4.55592470086153,3.6837268829669,0.00259222115434031,0.693508699055689,-3.83317857086098
"55","GB49268",317,141,384,449,463,334,299,330,176,363,434,448,0.528402337920908,5.61339282533112,3.05651411947065,0.00883705905708857,0.693508699055689,-3.9955003810824
"56","GB49320",10544,12825,10080,12855,11434,13904,8196,7376,5899,11303,10937,11134,0.991942983048448,10.5860417757739,3.58134398955417,0.00316455179736263,0.693508699055689,-4.27284252489298
"57","GB49342",143,83,196,305,253,250,348,268,314,316,451,468,-0.379463179538408,5.27595826585375,-3.16495883221765,0.00714700253225219,0.693508699055689,-3.96275175874304
"58","GB49400",844,392,893,920,845,1148,671,1007,328,779,767,969,0.710415170915841,6.8203404683754,3.08442334201741,0.00836746948087759,0.693508699055689,-4.09906551838251
"59","GB49452",117,59,234,303,265,340,353,302,281,400,587,627,-0.539716561234379,5.37192010606074,-3.3431841244854,0.00504114496009466,0.693508699055689,-3.92124589861425
"60","GB49456",778,390,739,1526,1257,1225,1005,640,615,1063,1097,1376,0.477377882119305,7.09559333130957,2.98786089076667,0.0101063550469636,0.693508699055689,-4.14836881418512
"61","GB49539",106,87,231,327,241,231,271,510,378,402,442,454,-0.612216450543677,5.35081956984929,-3.03491538141997,0.00921834139790709,0.693508699055689,-4.00995327651179
"62","GB49541",183,165,207,341,299,247,292,139,179,176,262,327,0.595212307197696,5.08064498648508,3.17057565440275,0.00706882006234607,0.693508699055689,-3.94632866602823
"63","GB49993",2,3,9,16,17,5,18,25,26,18,28,32,-1.20369458326049,0.984378031152743,-3.38549353316609,0.00464042232841995,0.693508699055689,-4.37270443735261
"64","GB50091",125,213,184,137,330,155,111,43,94,183,131,139,1.20083276881815,4.38384558059622,3.32539631271509,0.00521982614623837,0.693508699055689,-3.96272408350466
"65","GB50116",494,231,5438,3343,2577,3668,18691,2870,5606,7011,14369,10817,-1.91854999901621,9.11155370876868,-3.18194977192626,0.00691310240490793,0.693508699055689,-4.25190182477864
"66","GB50540",4,2,9,10,3,5,13,14,6,23,26,29,-1.19722793844712,0.500420989816632,-3.6319399800661,0.00286726509956927,0.693508699055689,-4.38058867711177
"67","GB50602",92,86,147,209,202,237,138,110,93,211,177,242,0.486377496536887,4.51076874921037,3.19718104189023,0.00670992502017213,0.693508699055689,-3.96870739567893
"68","GB50609",1461,2033,2241,5963,3133,3429,1968,2501,724,2124,2334,3169,1.03004519972702,8.43869749831672,3.47706013751012,0.00387941119164609,0.693508699055689,-4.1573975202161
