"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40008",930,492,1210,1370,1362,955,692,943,345,474,1066,867,0.845329741986325,6.94727657383559,3.20770834057389,0.00657418764075997,0.822439337551185,-4.09042692199283
"2","GB40263",140,183,561,209,308,466,129,175,83,83,165,237,1.22674757770424,4.85521609213732,5.14356669083278,0.000166956860844944,0.822439337551185,-3.54037494582176
"3","GB40310",62,159,555,165,218,516,89,100,78,76,145,238,1.14985559899331,4.53774541728734,3.32846023690883,0.00518963713579399,0.822439337551185,-3.96238235394945
"4","GB40388",116,63,215,170,195,282,209,241,221,200,233,289,-0.316208935015943,4.83407390107595,-3.00648528041637,0.00974668449331489,0.822439337551185,-4.01253461777742
"5","GB40473",116,63,258,183,207,377,209,251,331,227,272,390,-0.404953151647297,5.02988621875491,-2.84602653112024,0.0133282728343422,0.822439337551185,-4.05885412128877
"6","GB40517",33,25,137,68,80,160,99,139,227,110,155,176,-0.781980819630567,3.90396282440072,-3.40078013147392,0.00450459417528143,0.822439337551185,-4.01503000230196
"7","GB41097",30,9,83,46,209,149,162,956,106,146,211,248,-1.57167367626027,4.08508685263301,-3.01951955347096,0.00950152267229593,0.822439337551185,-4.11692647431269
"8","GB41777",857,355,2211,1031,3275,1133,896,2930,3155,6535,4484,7553,-1.35685459470642,8.24394148216597,-3.03783667884284,0.00916728897937191,0.822439337551185,-4.23065434022909
"9","GB42319",26,72,125,119,158,214,127,279,198,237,227,216,-0.81349120354739,4.43290852229521,-2.96459025569097,0.0105778702825136,0.822439337551185,-4.06162743555194
"10","GB42346",18,11,80,24,41,59,24,23,10,12,20,42,0.917969905483544,1.92071843509922,3.06651564693618,0.00866725292261215,0.822439337551185,-4.32993756813895
"11","GB42596",28,17,214,255,126,251,259,171,431,423,330,410,-1.32379786652993,4.73001137699099,-3.24959164730176,0.00605642573699646,0.822439337551185,-3.99206359154983
"12","GB42675",57,80,89,89,100,133,89,63,54,46,59,75,0.650628677644255,3.49137991187719,2.86284633379744,0.0128990045197793,0.822439337551185,-4.19326667094686
"13","GB42909",1,6,45,9,26,44,33,62,75,59,24,157,-1.76557306595454,2.03762490265061,-3.03440238125217,0.00922905453758402,0.822439337551185,-4.33504508455475
"14","GB43007",2400,1146,1823,1254,2342,3460,1073,1236,700,1326,1285,2890,0.870194970436867,7.88223803401766,3.0199832054395,0.00949291526343248,0.822439337551185,-4.21108048066341
"15","GB43053",12195,8522,20379,12556,12733,12465,9770,9925,7757,4579,10312,10252,0.878165469780901,10.600090595538,3.1297907954213,0.00765779858821428,0.822439337551185,-4.33583869302496
"16","GB43247",4127,944,2464,8913,16288,4682,10079,24495,15885,13985,29400,31665,-1.92833662334753,10.4163550993943,-3.96847045025419,0.00149381941925852,0.822439337551185,-4.2387527564876
"17","GB43295",5,6,27,12,14,28,13,46,64,45,37,47,-1.27789380573902,1.75128395755069,-3.46764627760642,0.00395234296093763,0.822439337551185,-4.30377461054841
"18","GB43505",63,31,135,100,129,148,126,156,156,127,127,205,-0.456516681145901,4.10772768423075,-3.26225139906543,0.00590810249460479,0.822439337551185,-4.00935726029791
"19","GB43910",18,11,22,27,48,35,14,17,7,9,25,26,0.883034879518424,1.53550189536744,3.13876510894219,0.0075244336038585,0.822439337551185,-4.35314860014466
"20","GB44146",490,217,1101,541,748,1010,434,560,514,286,591,732,0.506415284040831,6.36113265859505,2.90358114242156,0.0119149259202939,0.822439337551185,-4.10661610629086
"21","GB44349",60,41,134,92,117,206,135,173,154,110,142,205,-0.405401862351503,4.16742394309654,-3.18077766485489,0.00693022553003507,0.822439337551185,-4.02128942001311
"22","GB44362",40,40,140,60,76,142,45,43,51,37,66,73,0.736651612011371,3.19949286521596,3.73647515159065,0.00234014806317987,0.822439337551185,-4.06533772317829
"23","GB44502",825,637,2326,1265,1148,1599,880,1040,456,301,1146,1317,0.939428839625129,7.15281866034126,3.2038504593698,0.00662404783121874,0.822439337551185,-4.11214657667662
"24","GB44532",580,637,1313,996,1348,1897,689,846,493,755,1077,1267,0.609976321617856,7.1063583652949,3.36792551679094,0.00480376207177338,0.822439337551185,-4.07351672944962
"25","GB44549",9112,4073,17933,21353,33105,9770,20729,38275,51706,40087,49805,67748,-1.46775438089824,11.7682765406397,-3.96174177762696,0.00151330947672153,0.822439337551185,-4.30454061582616
"26","GB44722",17,11,60,37,46,52,57,70,54,78,59,74,-0.728546546135374,2.77862256032052,-3.59378618451986,0.00308941138186616,0.822439337551185,-4.15970678403064
"27","GB44842",1179,1079,2170,1089,948,1452,661,1197,886,708,661,1125,0.900329172441118,7.27807153360864,3.06832559581239,0.008636619337391,0.822439337551185,-4.15334740360614
"28","GB44961",19,12,26,11,31,29,12,11,3,6,31,8,1.22425498622773,1.07569383970146,2.92673486327402,0.0113889306612882,0.822439337551185,-4.40743930039828
"29","GB44962",18,5,25,32,33,41,14,18,10,5,30,12,0.988573675975264,1.36885753534158,2.9966409983995,0.00993598762447232,0.822439337551185,-4.38063322848832
"30","GB44970",19,15,63,60,46,75,55,69,98,63,67,118,-0.657201495340009,3.04517241904151,-3.19299937781394,0.00676632346216713,0.822439337551185,-4.18684087838762
"31","GB45288",746,1018,1857,669,673,818,419,509,500,504,362,896,1.17198150019516,6.66198282863531,3.26265168957024,0.00590347239351501,0.822439337551185,-4.04741169566233
"32","GB45564",99,147,143,137,310,236,102,103,68,120,133,171,0.745725301335895,4.35565768658449,2.93150287479415,0.0112834907199135,0.822439337551185,-4.07498394002858
"33","GB45748",0,4,17,22,16,14,79,11,47,143,61,98,-2.52586945961708,1.6630763944887,-3.18515658516217,0.00687105054376746,0.822439337551185,-4.35378281450301
"34","GB45763",106,293,606,171,100,186,62,147,56,75,23,149,1.62695371647955,4.16063956800904,2.84387720399177,0.0133841285224984,0.822439337551185,-4.14802866317202
"35","GB45875",61,23,137,112,96,187,114,165,155,104,146,244,-0.50696014035657,4.0842959599421,-2.93422994009324,0.0112236178184812,0.822439337551185,-4.09899870492476
"36","GB45937",1620,1130,2374,2237,1738,1951,1334,1312,1126,988,1813,1661,0.706284073453805,7.85979134015507,3.2277129599009,0.00632159231257401,0.822439337551185,-4.17008565667212
"37","GB46030",4,4,25,21,23,41,38,76,40,18,36,75,-1.19992575983804,1.91646518051724,-3.44888979418669,0.00409998712221747,0.822439337551185,-4.28954578641533
"38","GB46275",14,12,43,23,40,45,40,57,51,42,61,52,-0.672068975119807,2.45105937076543,-3.62989352579028,0.00287942993447248,0.822439337551185,-4.19990596009749
"39","GB46308",258,161,649,327,303,372,216,253,216,204,303,405,0.547820564946086,5.42080499182301,2.87754167971963,0.0125351007068398,0.822439337551185,-4.04851785806636
"40","GB46702",7,9,4,13,16,21,19,37,26,33,92,47,-1.65957684207765,1.59062198695522,-4.0546521029657,0.00126571867203157,0.822439337551185,-4.26523458369361
"41","GB47043",1504,1113,5114,1435,2406,2589,1348,1567,1668,1060,1695,2052,0.684251470529256,8.05662255100847,2.89529614914819,0.0121088969779813,0.822439337551185,-4.24552912166443
"42","GB47079",529,335,2602,423,943,1411,204,667,274,305,803,945,1.06751435836984,6.49437626018708,2.95241365240771,0.0108323310856917,0.822439337551185,-4.10711771133202
"43","GB47217",92,112,206,174,277,365,133,184,124,139,170,210,0.43730453305328,4.67030188948383,2.94040497635592,0.0110892005654152,0.822439337551185,-4.03961861665848
"44","GB47302",59,41,126,96,113,193,77,81,102,33,72,108,0.566664219024132,3.6423029129582,2.84019484029918,0.0134803587878996,0.822439337551185,-4.17775595684873
"45","GB47354",14,11,28,30,33,36,18,16,9,11,25,21,0.757918944044466,1.55440148641079,3.42060243039481,0.0043332319584316,0.822439337551185,-4.32097024895462
"46","GB47515",17,6,29,27,25,31,19,12,13,10,9,24,0.777384441659373,1.35085318234165,3.02482046324777,0.00940357404279617,0.822439337551185,-4.37830957298017
"47","GB47583",8,3,12,9,19,18,7,9,5,6,5,11,0.750090118526968,0.392237233755009,2.96593824174924,0.0105500663667324,0.822439337551185,-4.43792905792665
"48","GB47669",2193,1255,2559,2211,4266,3218,1317,1288,1890,2124,2352,2424,0.669545261367591,8.31168435988192,2.94306966048302,0.0110316879866606,0.822439337551185,-4.25143086796417
"49","GB47948",423,101,419,649,607,519,317,225,128,140,406,332,0.988358461655052,5.51288861750947,3.23830954687895,0.00619174420305616,0.822439337551185,-3.95017178510136
"50","GB47949",1356,797,1496,1759,1541,1622,917,1017,631,1043,1479,1350,0.712520354797373,7.48729768460232,3.16140889332367,0.00719812343582489,0.822439337551185,-4.15280190141533
"51","GB48024",6,10,10,13,14,14,3,3,2,6,10,10,1.22057110010473,0.208778607694689,3.28147582066363,0.0056897890634258,0.822439337551185,-4.4229837989979
"52","GB48034",58,19,75,60,125,132,33,71,21,45,76,61,0.756255899428239,3.06850466851111,2.86247196136639,0.0129084095845986,0.822439337551185,-4.24451753479809
"53","GB48078",3,5,19,11,15,26,16,21,36,37,23,31,-0.963109365046256,1.35889542605801,-3.0322478599123,0.00926801383162812,0.822439337551185,-4.37926112915042
"54","GB48125",294,375,369,506,488,500,368,243,217,228,353,419,0.775518100273918,5.71067531673625,3.04123536602661,0.00910656739407452,0.822439337551185,-4.01421789829684
"55","GB48172",131,87,223,237,335,532,391,370,312,241,357,710,-0.531809370189842,5.42206987410401,-3.11401106482826,0.00789802765943846,0.822439337551185,-3.98859001233103
"56","GB48841",128,74,4414,1498,363,3228,2685,1589,5776,2277,2686,7279,-2.28453710978085,7.75566505730913,-2.8441410981202,0.0133772582073846,0.822439337551185,-4.2389166658859
"57","GB48912",40,20,52,36,43,59,23,32,19,17,47,32,0.729832797666475,2.30423378321634,3.25933332164524,0.0059419654515451,0.822439337551185,-4.26656120063096
"58","GB49080",71,65,243,162,282,324,158,93,74,110,103,212,0.711260390060944,4.36369726879488,3.15835340972843,0.00724131792198325,0.822439337551185,-4.00834130037214
"59","GB49456",778,390,1526,1257,1225,1376,739,1005,640,615,1063,1097,0.497899569864147,7.09559333130957,3.20104691737888,0.00666051821798187,0.822439337551185,-4.1082356650441
"60","GB49590",465,1032,1566,578,553,845,406,428,385,409,452,773,1.08850334659007,6.47695615860139,3.02774354163327,0.00934999092401846,0.822439337551185,-4.08580962718885
"61","GB49647",8,2,17,16,6,21,18,23,31,16,27,25,-0.979071360892845,1.17308171620527,-3.18681060417403,0.0068488301939926,0.822439337551185,-4.37561210247205
"62","GB49773",1282,584,3114,1451,2077,4840,2940,3234,3498,2232,3516,4957,-0.671343756832384,8.51222128875886,-3.26805653387299,0.00584130975262518,0.822439337551185,-4.20761092355493
"63","GB50095",253,148,1778,1235,625,2236,1556,1035,3329,3231,2035,2443,-1.48702342182226,7.50302217992121,-3.26239632932941,0.00590642568812314,0.822439337551185,-4.13485605824477
"64","GB50113",100,109,252,162,246,311,152,172,100,115,199,196,0.471224879296804,4.62925519287055,3.0219356935477,0.00945675322173683,0.822439337551185,-4.01868685479843
"65","GB50116",494,231,3343,2577,3668,10817,5438,18691,2870,5606,7011,14369,-1.918106655132,9.11155370876868,-3.18183883547169,0.00691583878288725,0.822439337551185,-4.26105368587917
"66","GB50118",125,268,884,1861,811,320,1767,3323,3013,1326,1030,2884,-1.79335205889949,7.22728953464172,-3.20695518437282,0.00658389208451349,0.822439337551185,-4.12670452534547
"67","GB50128",179,123,363,253,374,531,321,508,379,367,398,542,-0.369998953793254,5.64904716062378,-3.1719768298882,0.00705069848164732,0.822439337551185,-3.98067943929763
"68","GB50131",201,128,492,384,371,584,404,492,529,426,464,800,-0.425320446523617,5.91168513496656,-3.19003150729974,0.00680576563376467,0.822439337551185,-3.99720092288652
"69","GB50604",6,7,32,15,19,18,22,25,136,116,201,39,-1.88983590961362,2.19050793797953,-2.8382792668671,0.0135306862659828,0.822439337551185,-4.34877963862691
"70","GB50609",1461,2033,5963,3133,3429,3169,2241,1968,2501,724,2124,2334,0.925223833824032,8.43869749831672,2.87900915081188,0.0124993208092506,0.822439337551185,-4.27026624784363
"71","GB50761",2490,600,9137,1801,26934,18753,21160,69869,8744,12094,21537,26163,-2.02148968037847,10.5593391323051,-2.95973697453991,0.0106785762314368,0.822439337551185,-4.35674692553698
"72","GB50822",2,23,78,83,20,101,52,166,384,213,157,188,-2.1003199482452,3.41513510893562,-3.23499106488241,0.00623211875848757,0.822439337551185,-4.16628334770281
"73","GB50837",357,267,332,412,499,421,204,357,114,187,466,302,0.886575873353314,5.50636028465248,2.96606025761174,0.0105475532024723,0.822439337551185,-4.02756509054368
"74","GB50973",2321,6035,12260,3944,1283,4712,795,1912,838,2354,288,4318,2.01577588534565,8.38515695786836,2.93068177238533,0.0113015797178262,0.822439337551185,-4.26080679089548
"75","GB50981",71,52,161,101,149,237,165,176,236,155,191,242,-0.505056261098921,4.46850463998381,-3.55900066022869,0.00330636045172887,0.822439337551185,-3.88858730619505
"76","GB51063",987,603,1312,1188,1911,1820,788,1042,872,955,1091,1617,0.49856117667218,7.39047987057957,3.28197306567531,0.00568425079250843,0.822439337551185,-4.1201338909857
"77","GB52155",8,12,32,25,13,42,26,55,33,36,35,50,-0.767698541154416,2.02535883586263,-2.85750066266244,0.0130339405008736,0.822439337551185,-4.34959514983981
"78","GB52238",39,16,69,46,139,81,34,47,13,26,51,38,0.988751281804063,2.64344217005493,3.17012471860206,0.00707631648784877,0.822439337551185,-4.24218671141121
"79","GB52269",25,4,56,27,120,106,50,1,32,6,12,3,2.46468038825425,1.46969894465018,3.15997918900888,0.00721830268883888,0.822439337551185,-4.36417774325668
"80","GB52283",36,35,77,72,83,112,78,129,102,79,108,116,-0.431785240748454,3.58752723827913,-2.93451452420874,0.0112173878454874,0.822439337551185,-4.16177921607193
"81","GB52433",80,70,224,167,168,296,200,277,266,214,234,311,-0.501273439733929,4.84403478111132,-3.6694073588989,0.00266615476086036,0.822439337551185,-3.82993604004967
"82","GB52441",11,5,24,21,20,49,39,48,25,31,37,67,-0.854692534068245,1.99980138959246,-3.84213389941367,0.00190657224645623,0.822439337551185,-4.23338158489971
"83","GB52689",7,6,26,19,33,30,6,15,12,3,14,14,1.05650787991091,0.963916281610751,3.29181349441761,0.00557575295042589,0.822439337551185,-4.37959797734839
"84","GB52910",23,12,93,38,57,66,25,13,16,13,53,28,1.12809777558445,2.15346306068509,3.5583580236437,0.0033105101769138,0.822439337551185,-4.24639453894674
"85","GB52962",123,72,188,191,215,282,123,150,93,142,132,237,0.451973279480878,4.50954893305464,3.1408811443403,0.00749332620936154,0.822439337551185,-3.99382111707383
"86","GB53047",747,294,1883,1165,1539,2235,1563,4928,1109,2166,2736,2385,-0.844371292999258,7.86407124302421,-2.88867693512253,0.0122660999310933,0.822439337551185,-4.23354359753155
"87","GB53064",1079,553,1091,1090,1557,1680,991,750,765,473,1376,1064,0.646851068032795,7.18952175408653,2.94796620586117,0.0109267711406261,0.822439337551185,-4.17235076046049
"88","GB53268",38,34,75,61,94,129,52,51,41,36,65,91,0.487938765662003,3.14814338020505,3.11681043378403,0.00785486982041148,0.822439337551185,-4.18373723011503
"89","GB53289",148,99,363,253,353,473,305,366,337,292,394,509,-0.30814150547744,5.48363710638365,-2.88000378548661,0.0124751267672122,0.822439337551185,-4.05586405781988
"90","GB53627",67,45,206,177,133,205,170,220,204,160,195,286,-0.485607263063947,4.54931217438818,-3.07663359586225,0.00849737910725397,0.822439337551185,-4.01189203917009
"91","GB54334",22,10,60,43,64,91,43,69,90,69,77,127,-0.632875748780815,3.02931337083075,-2.87397759531394,0.0126224203177499,0.822439337551185,-4.24843178759961
