"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40118",59,101,200,140,255,223,110,221,110,304,337,257,-0.819136066684767,4.69129120017173,-2.82392513005352,0.0138999819268356,0.993807057368122,-4.0859026507728
"2","GB40218",1059,815,1058,1567,802,1637,117,278,1222,551,436,324,1.23362431527292,6.60907554404878,3.68263351738276,0.00259344734570473,0.993807057368122,-3.98047483043591
"3","GB40289",298,501,535,493,653,778,141,300,472,410,363,366,0.330334685525055,5.93770122799656,2.76458860188223,0.0155984763085327,0.993807057368122,-4.12777021200108
"4","GB40407",5,11,14,9,6,6,16,13,16,34,24,27,-1.68981241699576,0.997146500696993,-4.33768292163899,0.000736032982253285,0.993807057368122,-4.30227294105275
"5","GB40616",13,43,34,63,59,100,13,21,30,30,15,18,0.81307102836326,2.1812410781312,2.96817937598617,0.0104922034851934,0.993807057368122,-4.32566086151492
"6","GB40973",16,16,64,143,34,72,150,33,157,149,72,152,-1.51125131835126,3.3280463152829,-2.7628284000264,0.0156518456201389,0.993807057368122,-4.24809929424063
"7","GB41156",41,69,86,124,117,104,122,139,67,141,159,229,-0.952819804761011,4.00351579365268,-2.76812848593337,0.0154916851813173,0.993807057368122,-4.1620578122209
"8","GB41228",106,342,327,329,212,246,49,97,276,70,34,115,1.16442977922645,4.42718938375703,2.94262701257137,0.0110290932237166,0.993807057368122,-4.10071302719078
"9","GB41372",143,126,266,143,275,240,95,280,241,228,239,226,-0.522934727087077,4.89189767374873,-2.89016264438044,0.0122178141486886,0.993807057368122,-4.05411318054192
"10","GB41702",24,16,25,42,32,40,16,36,51,46,33,28,-0.612508257770227,2.21580850101384,-2.90271681937199,0.0119223602770274,0.993807057368122,-4.3280168107222
"11","GB41736",6,2,11,6,11,1,2,26,13,20,17,21,-1.89073014788156,0.350036375450147,-3.32105937240253,0.00525755415735529,0.993807057368122,-4.41459399557213
"12","GB41988",18,21,54,39,46,48,16,45,62,44,49,60,-0.659930763131726,2.54303232605316,-3.30010132743206,0.00547794540302305,0.993807057368122,-4.23629414427178
"13","GB42358",10,16,28,38,35,45,2,15,21,14,14,13,0.764130879649454,1.37457293688442,2.89239155822271,0.0121648369556387,0.993807057368122,-4.39579510595802
