"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40281",22,32,10,11,43,21,11,35,13,19,4,15,0.961699047141497,0.901426036942373,2.81685687531685,0.0144283046022295,0.999863662180949,-4.40280700812339
"2","GB40386",173,222,90,124,256,202,184,271,172,194,156,154,0.251727551568854,4.27073535603858,2.29018299621361,0.0391746412376875,0.999863662180949,-4.20101918373669
"3","GB40828",16,21,6,12,20,23,27,32,24,31,22,30,-0.436103461468899,1.18545726354,-2.43825944854864,0.0296898492167781,0.999863662180949,-4.43099682760559
"4","GB41410",20,35,23,36,23,30,23,25,10,14,27,26,0.801930081420064,1.36697627497595,2.28585896323735,0.0394908405344214,0.999863662180949,-4.44057483784375
"5","GB41428",129241,35657,41127,36188,70449,29464,25056,86341,20076,15850,28973,33129,1.16386221672681,12.0248469117338,2.56761842582005,0.0232423257382854,0.999863662180949,-4.36141194905143
"6","GB41667",1011,819,348,493,856,562,611,874,656,645,541,564,0.397456920220397,6.12949995244571,2.45121521823582,0.0289736309536973,0.999863662180949,-4.11318249067264
"7","GB41702",42,66,24,42,99,62,42,50,70,73,37,45,0.404894707005319,2.49289219167199,2.28980716911906,0.0392020285439538,0.999863662180949,-4.36994602965747
"8","GB42086",106,100,64,104,141,113,119,134,112,111,77,71,0.361503616907865,3.48155368574218,2.22026757692745,0.044593186493135,0.999863662180949,-4.29917818735731
"9","GB42463",35,32,8,26,34,34,24,28,26,19,17,30,0.541212371018719,1.45046448535528,2.33807258268884,0.0358294729848233,0.999863662180949,-4.4289087775716
"10","GB42466",32,41,24,43,57,46,32,58,47,45,26,22,0.457377149827865,2.05916246454777,2.22776705278526,0.0439797882173525,0.999863662180949,-4.41089853793743
"11","GB42624",283,253,132,195,239,200,121,358,280,198,127,156,0.500302834501568,4.45710087757439,2.22128651557207,0.0445093751192065,0.999863662180949,-4.21239560887633
"12","GB42792",3710,4112,3153,2890,7069,6042,8386,18197,6069,8358,5484,10236,-0.619198291379334,9.37797674279215,-2.51670428525638,0.0256000939510451,0.999863662180949,-4.26879263102052
"13","GB42948",18,15,8,8,17,16,18,10,12,6,7,13,0.722802468364167,0.400015090421883,2.28302755646811,0.0396991976553379,0.999863662180949,-4.48041504609708
"14","GB42956",14,19,8,17,15,19,8,7,22,8,9,20,0.798689170671688,0.538246690840162,2.26001353380887,0.0414317519725384,0.999863662180949,-4.47827359675291
"15","GB43076",38,180,80,73,158,130,51,148,44,59,64,77,0.888100701929702,3.15569017636211,2.61085284467669,0.0214064228865499,0.999863662180949,-4.23596311699154
"16","GB43330",19572,9429,11828,17939,9537,18283,9769,8676,6002,9438,9081,12641,1.04121903448836,10.253776877351,3.01709023991931,0.00980725496556003,0.999863662180949,-4.20671555551983
"17","GB43509",67,9,24,15,107,1347,251,1796,2590,159,643,158,-2.73644652429067,4.23316217737964,-2.4717822337532,0.0278705995466345,0.999863662180949,-4.23674887154488
"18","GB43989",1166,999,558,756,1250,874,823,1309,752,1180,802,943,0.339031314626017,6.65947686460345,2.39257600904538,0.0323531229715057,0.999863662180949,-4.1643770768763
"19","GB44156",71,87,38,46,149,78,107,152,118,174,99,92,-0.357251975818648,3.34336873815484,-2.34532998342571,0.0353468522198403,0.999863662180949,-4.2819559812055
"20","GB44402",4,14,0,7,19,4,20,12,14,42,9,19,-1.34784329830402,0.0726931222161694,-2.42613357288459,0.0303755473056854,0.999863662180949,-4.47058362992299
"21","GB44414",20,28,18,18,35,20,22,27,19,20,21,16,0.487871264332523,1.26529646480882,2.3617821528385,0.0342755881979206,0.999863662180949,-4.43540010332607
"22","GB44460",31,35,2,26,60,42,76,61,95,121,51,72,-1.13814483310801,2.22948057157385,-3.03055745017527,0.00955535160284468,0.999863662180949,-4.27260290926656
"23","GB44528",134,138,79,93,128,120,121,95,91,119,95,117,0.464047604635136,3.58469444815466,2.61120368865351,0.0213921160923743,0.999863662180949,-4.17751179471478
"24","GB44628",36,54,15,23,36,29,17,23,31,28,38,26,0.585204708771201,1.64234118763799,2.36286645037586,0.0342060827995578,0.999863662180949,-4.41477404333901
"25","GB44642",446,538,213,397,544,437,429,574,438,588,404,384,0.225337590673753,5.57725651439175,2.31653065992748,0.0372991930563134,0.999863662180949,-4.14684426705041
"26","GB44787",54,60,20,31,47,37,38,38,30,40,48,28,0.494154290162977,2.06146673861106,2.32189737621681,0.0369277769403018,0.999863662180949,-4.39497672726994
"27","GB44849",257,368,347,248,395,317,253,524,132,161,212,205,0.868945931619217,4.86419537675418,2.83173473458176,0.0140212649199375,0.999863662180949,-3.96080121706077
"28","GB45012",23,40,13,26,67,44,48,68,79,78,47,52,-0.515809780583879,2.26661911589783,-2.75341455443233,0.0162981856217324,0.999863662180949,-4.30741267796957
"29","GB45518",557,735,355,443,748,588,507,813,484,534,682,397,0.391404298158362,5.91899202534055,2.38770458389795,0.0326502363902212,0.999863662180949,-4.12812615638959
"30","GB45568",28,33,15,17,52,33,46,83,43,52,40,46,-0.46741795080824,2.03349483060958,-2.57941947367632,0.0227265968443547,0.999863662180949,-4.35641047068066
"31","GB45648",388,351,136,255,341,254,262,322,337,282,256,242,0.347197238368632,4.92260594705309,2.26934667708737,0.0407206843853007,0.999863662180949,-4.16986061780387
"32","GB45758",664,699,266,665,1416,630,798,1760,1844,2306,571,1400,-0.602102949811695,6.64707509785744,-2.32712069430972,0.0365696603153821,0.999863662180949,-4.19062615080177
"33","GB45763",42,82,127,44,72,82,191,283,85,137,181,296,-1.07227502803421,3.61978124844363,-2.67580210763231,0.0189103885520594,0.999863662180949,-4.17026052664545
"34","GB45778",26,25,11,8,32,23,13,12,24,16,12,19,0.68678027171184,0.937959759895343,2.42085120515446,0.0306789780122477,0.999863662180949,-4.44437013467242
"35","GB45817",34,43,30,44,55,35,38,34,47,46,24,23,0.549212359139932,2.01965080132192,2.44806678302173,0.0291461416688477,0.999863662180949,-4.37710014860512
"36","GB45861",141,65,229,419,191,159,264,431,1133,903,369,348,-1.2679999911478,5.00436592566441,-2.50344621543697,0.0262509768944672,0.999863662180949,-4.10329552853737
"37","GB46056",20,20,14,15,36,23,26,40,54,71,36,24,-0.559102839892227,1.64601158695448,-2.22337885673834,0.0443377370987949,0.999863662180949,-4.43614657779396
"38","GB46091",116,164,101,101,191,199,121,198,132,115,134,88,0.498542627686199,3.87140035594244,2.7439964775702,0.0165952979813472,0.999863662180949,-4.0979674284608
"39","GB46096",4,34,8,18,51,15,8,15,3,11,10,16,1.1764336439154,0.475452822558839,2.30769000659145,0.0379187746002327,0.999863662180949,-4.47620792365158
"40","GB46119",331,434,135,281,603,518,433,716,616,925,476,541,-0.382249489596065,5.63621823244601,-2.74148060862855,0.0166755593706709,0.999863662180949,-3.98936149932558
"41","GB46305",167,259,61,119,267,152,251,402,247,337,256,302,-0.515816306473005,4.53900232953255,-3.74561367041305,0.0024060782732851,0.999863662180949,-3.70016524003876
"42","GB46537",76,145,41,85,128,83,106,169,154,210,114,132,-0.340242650149968,3.61021755346077,-2.32289429057044,0.0368591711308329,0.999863662180949,-4.25977629025424
"43","GB46596",61,86,61,49,182,162,79,155,59,80,41,65,0.641212232666964,3.14274975132892,2.24945117895718,0.0422506128561085,0.999863662180949,-4.32430197259014
"44","GB46971",69,109,26,73,106,83,90,149,119,152,123,113,-0.364985958519127,3.35600951342993,-2.57791814144793,0.0227915874401761,0.999863662180949,-4.22014805699918
"45","GB47451",144,197,133,152,248,263,237,454,254,406,284,262,-0.381718418305435,4.69665440912273,-2.4555103329054,0.0287398706268272,0.999863662180949,-4.11461952623807
"46","GB47499",382,364,83,273,362,286,139,247,212,279,241,306,0.611516841940601,4.75179639501424,2.86145695068951,0.0132416389637649,0.999863662180949,-3.95306888317173
"47","GB47675",50,64,55,49,79,103,45,110,28,43,52,58,0.66376316298487,2.66131715669906,2.28604047888263,0.0394775185637986,0.999863662180949,-4.35784751860468
"48","GB47725",39,40,14,26,36,33,35,32,18,27,24,26,0.558193012476935,1.63925733805022,2.71388935965131,0.0175810760036111,0.999863662180949,-4.36497427911924
"49","GB47728",49,73,41,58,59,63,55,57,33,59,42,42,0.597801788978883,2.50480117545076,3.02009152426106,0.00975055117027131,0.999863662180949,-4.23131302644757
"50","GB48056",45,40,24,31,25,49,45,36,23,27,21,19,0.664532272888101,1.76389457556184,2.23091236947728,0.0437248983275397,0.999863662180949,-4.42760849399789
"51","GB48130",51,26,181,191,47,29,118,86,234,720,205,181,-1.52990057697867,3.62571002386747,-2.24041613456691,0.0429631633599028,0.999863662180949,-4.29621776773652
"52","GB48376",111,138,51,85,136,79,86,116,90,115,76,97,0.365473753402842,3.38498720480187,2.59230682668236,0.0221760584963304,0.999863662180949,-4.2091743706437
"53","GB48755",103,160,72,90,173,135,99,160,111,139,101,80,0.429818848207658,3.64875201887619,3.4295340128917,0.00441854603907332,0.999863662180949,-3.94628305855463
"54","GB48769",8,15,2,7,14,12,13,26,22,28,13,14,-0.707581790463361,0.489401532307889,-2.84861516813652,0.0135731044629136,0.999863662180949,-4.42057951466143
"55","GB48967",475,754,227,286,737,854,646,1443,739,1276,823,834,-0.499250641183189,6.20507929940262,-2.69915243037145,0.0180842353594778,0.999863662180949,-4.03229617507423
"56","GB49087",633,643,305,402,886,608,596,686,647,696,470,570,0.246465209438136,5.97719907599804,2.29882372371154,0.0385499500423022,0.999863662180949,-4.16506017047652
"57","GB49503",14,19,8,7,16,19,27,22,32,30,23,46,-0.732252594389294,1.12230686737066,-2.68632777545886,0.0185335228192885,0.999863662180949,-4.40501118069149
"58","GB49753",39,41,295,374,102,101,272,220,736,1219,258,211,-1.62363817347121,4.48745446395723,-2.4355502581293,0.0298417500557775,0.999863662180949,-4.16691917166795
"59","GB49895",78,91,51,39,110,110,69,105,63,60,74,64,0.460023562048591,3.00287289490241,2.27156933953497,0.0405530544376679,0.999863662180949,-4.33136642331462
"60","GB50008",29,38,17,22,46,46,24,50,21,30,25,20,0.581404103762734,1.68240565728468,2.9638685159705,0.010868882178228,0.999863662180949,-4.32705509161387
"61","GB50233",13,15,3,5,30,12,20,29,26,28,22,17,-0.695248931938632,0.804390776059376,-2.59922906840875,0.0218857055224951,0.999863662180949,-4.4311078762557
"62","GB50238",95,129,145,118,209,148,228,447,206,267,152,283,-0.550650491695852,4.33901022462385,-2.34422288453337,0.0354200728762877,0.999863662180949,-4.18335574861931
"63","GB50530",46,32,22,20,39,21,16,28,25,9,20,10,1.12842925813211,1.28071395337048,3.29001115452622,0.00578560780694825,0.999863662180949,-4.32406771165929
"64","GB50609",2479,1527,1608,1587,3647,3493,4572,5957,4714,4202,3879,5648,-0.690321362905271,8.47871264990844,-2.92405230220752,0.0117368162431358,0.999863662180949,-4.11757853928593
"65","GB50780",350,339,197,197,335,292,269,341,208,277,233,185,0.538825364607748,4.84059887777147,3.34647833151866,0.00518734333623826,0.999863662180949,-3.77289745243827
