"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40118",39,731,185,124,233,127,439,337,258,543,621,527,-1.5662068056569,4.87139547423259,-3.42809967944718,0.00437609305986435,0.978228103770747,-3.78146665127335
"2","GB40348",253,808,439,577,319,342,496,836,253,569,705,645,-0.566694929108758,5.71817497092071,-3.4932590969843,0.00385699799874398,0.978228103770747,-3.70327858251606
"3","GB40412",6,63,27,33,25,15,48,61,24,48,42,57,-1.09628592250599,1.821267481526,-3.15406975902006,0.00744961336868399,0.978228103770747,-4.28259226691436
"4","GB40541",23,161,46,38,38,27,68,82,38,87,160,76,-1.00313859369567,2.68252699067414,-3.01845278798437,0.00969311727987669,0.978228103770747,-4.20317976968068
"5","GB40694",142,213,166,166,110,121,189,184,80,202,218,196,-0.375090793675593,4.12671391281973,-3.0769687007067,0.00865269468142073,0.978228103770747,-3.94804602754307
"6","GB40794",184,878,258,352,284,278,464,567,306,428,548,604,-0.734744418342254,5.42380249345668,-3.00109143267508,0.010025041645289,0.978228103770747,-3.8755391299174
"7","GB40907",647,506,552,527,271,499,205,285,132,245,702,194,0.763434641516008,5.25791632282472,2.98549717672449,0.0103327729153062,0.978228103770747,-3.89036053543749
"8","GB40916",15,46,23,37,12,26,34,56,17,42,50,53,-0.856833637057085,1.76630657879854,-4.14783505441308,0.00109996125789068,0.978228103770747,-4.16457009133642
"9","GB41179",9,93,21,24,58,23,71,111,63,62,65,83,-1.46780469045064,2.35610012014176,-3.46356627282543,0.00408536168022661,0.978228103770747,-4.17622333015214
"10","GB41430",130,283,194,268,147,181,231,312,111,271,249,280,-0.438457564845489,4.52991985327969,-3.4058799682521,0.00456877632314264,0.978228103770747,-3.78164670215242
"11","GB41569",531,524,642,670,409,519,386,310,173,293,573,359,0.551246505041276,5.5288695525896,3.76671675142518,0.00227530818112439,0.978228103770747,-3.61281265421854
"12","GB41610",36,182,62,77,54,45,97,147,76,80,122,145,-0.830765944903307,3.20177234370195,-3.03704047576125,0.00934982587143249,0.978228103770747,-4.12210035388124
"13","GB41736",6,44,14,7,13,2,51,13,22,36,34,66,-1.82573828034759,0.998734725823109,-3.1052388805974,0.00819060723948145,0.978228103770747,-4.36389473866214
"14","GB41757",8,164,34,31,63,41,131,106,83,175,90,116,-1.60417079611381,2.87964258863035,-3.35543992295555,0.00503850081163187,0.978228103770747,-4.11944237937096
"15","GB41879",13,26,11,13,2,11,32,32,7,22,21,36,-1.23630006680688,0.778866657801325,-3.4063726093653,0.00456441295889937,0.978228103770747,-4.34649586795217
"16","GB42075",575,788,822,927,450,526,381,434,225,280,918,328,0.609311695248607,5.77991240708223,3.09742813795887,0.00831576364631777,0.978228103770747,-3.85363191143605
"17","GB42233",31,253,51,66,110,58,149,166,146,144,147,212,-1.19520353737012,3.57935072098135,-3.12839291071089,0.00783051397262999,0.978228103770747,-4.04510781256535
"18","GB42339",2,32,7,12,4,10,25,24,8,16,27,19,-1.32097943838432,0.468593582729141,-3.54190025077147,0.00351042055776867,0.978228103770747,-4.35476100438613
"19","GB42541",34,116,23,37,47,26,109,73,69,93,65,99,-1.15336592149751,2.67036004681475,-3.18406240510693,0.00702804218645233,0.978228103770747,-4.17542078099167
"20","GB42917",60,265,95,91,115,92,192,179,94,196,159,224,-0.816236998676572,3.87607842473909,-3.07741333641122,0.00864522988957953,0.978228103770747,-3.99769941429972
"21","GB42976",104,565,228,240,250,168,382,415,259,490,321,447,-0.909229278889474,5.00101505115251,-3.1277565621811,0.0078401964271583,0.978228103770747,-3.84404728212865
"22","GB43239",62,369,141,180,138,115,276,246,144,218,235,278,-0.784828196465094,4.31545121147553,-3.05284468396511,0.00906745581215766,0.978228103770747,-3.93675870690011
"23","GB43441",17,114,36,36,33,22,60,66,31,66,81,96,-0.989767493498626,2.37783793575105,-3.28137292646078,0.00581769831607094,0.978228103770747,-4.1968812769887
"24","GB44121",429,1833,601,1004,801,730,1191,1428,915,1102,1140,1490,-0.791516534515915,6.74765196512807,-2.98992647990453,0.0102444273467674,0.978228103770747,-3.95952429954227
"25","GB44159",568,1220,601,532,314,484,654,1223,436,777,996,919,-0.67490630682819,6.1983084046106,-3.37369843104682,0.00486310226790877,0.978228103770747,-3.77961787331178
"26","GB44279",24,68,35,36,19,57,78,73,24,63,50,65,-0.75987966565378,2.30438431502657,-3.12236842748719,0.00792266015080683,0.978228103770747,-4.23104854634601
"27","GB44295",19,285,56,93,129,68,207,171,146,201,193,234,-1.35463704583225,3.75356714894494,-3.27824356484073,0.00585316107856632,0.978228103770747,-3.98199324286893
"28","GB44412",40,233,88,86,107,88,174,167,87,157,153,200,-0.844710837057919,3.70835980247776,-3.09013607105963,0.00843432676347437,0.978228103770747,-4.02352719522936
"29","GB44482",869,2199,1056,1318,1124,1354,1796,2255,1605,1952,1653,1876,-0.772314855859777,7.38255932580816,-3.2645995039083,0.00601032932506548,0.978228103770747,-3.93552017217578
"30","GB44485",106,353,144,241,145,154,240,398,114,375,285,327,-0.798106573924095,4.57336693070757,-3.90105782678448,0.00175865971571569,0.978228103770747,-3.63226401809341
"31","GB44648",48,489,118,146,137,147,227,347,163,247,315,318,-1.01051164823494,4.39984916202671,-3.06706386362037,0.0088206545580541,0.978228103770747,-3.92822400713609
"32","GB44697",13,117,24,48,48,50,68,122,52,75,77,95,-1.07690169128772,2.63542573069843,-3.02333749532915,0.00960170957726732,0.978228103770747,-4.20958524873663
"33","GB44841",698,474,527,791,545,508,457,198,135,218,404,425,0.89275938779849,5.45739578398128,3.46757868364346,0.00405372225010014,0.978228103770747,-3.72166142699
"34","GB44988",93,562,155,121,196,148,347,237,277,325,429,409,-1.07657973090771,4.71839333057889,-3.05861069970719,0.00896655891470554,0.978228103770747,-3.89654767520839
"35","GB45035",35,138,41,46,61,39,104,94,61,102,89,87,-0.872758411730732,2.9108908023263,-3.09033533565088,0.00843106463073556,0.978228103770747,-4.15543641166497
"36","GB45040",1283,1594,2120,4037,1053,1417,1104,509,515,638,1643,1006,0.866177806052421,7.0227131128567,3.14467759892363,0.00758674789895503,0.978228103770747,-3.94056474737373
"37","GB45050",11,47,8,16,24,12,37,32,28,37,34,33,-1.13259018773124,1.38761943420456,-3.14244243525292,0.0076197526826487,0.978228103770747,-4.32519349064822
"38","GB45055",110,362,180,162,177,129,215,324,175,262,357,260,-0.744193086227816,4.53254304426775,-3.41877554163714,0.00445593182679826,0.978228103770747,-3.78475763934999
"39","GB45137",274,735,358,391,324,297,503,502,277,441,641,579,-0.532456280996282,5.52635480397081,-3.21849305939516,0.00657339850835907,0.978228103770747,-3.79330462507816
"40","GB45139",25,154,35,104,90,57,107,152,110,169,111,132,-1.07422109603578,3.32258875913121,-2.99628620688867,0.010118885306757,0.978228103770747,-4.11707137370558
"41","GB45150",62,294,165,118,110,132,208,207,122,223,223,220,-0.719683945046452,4.13963163298274,-3.1126533749431,0.00807353624560294,0.978228103770747,-3.94171754912904
"42","GB45758",664,1760,1844,2306,665,1400,798,699,266,571,1416,630,0.791311562877777,6.64707509785744,3.65055020956286,0.00284573315171105,0.978228103770747,-3.74909579849955
"43","GB45810",29,271,51,90,104,96,151,285,165,177,159,212,-1.23805056200539,3.78544275014614,-3.19929272327572,0.00682317781907706,0.978228103770747,-3.993256706132
"44","GB45852",178,713,268,351,176,322,369,517,213,417,464,554,-0.623154744594027,5.24371843752924,-3.06878824016706,0.0087911823679648,0.978228103770747,-3.84993868965466
"45","GB45911",109,1148,219,433,329,357,591,855,455,522,606,906,-1.12521069127045,5.65685710958512,-2.95729503448662,0.0109132456418699,0.978228103770747,-3.90325737906967
"46","GB46507",12,64,20,28,34,30,55,47,28,52,50,75,-0.973084158300894,2.03107452358815,-3.26028756001612,0.00606087375411356,0.978228103770747,-4.24332722109482
"47","GB46516",383,459,647,748,302,351,193,166,117,142,562,160,1.08294975626487,5.01340805557212,4.12708098078292,0.00114399646878152,0.978228103770747,-3.54056455356236
"48","GB46800",3,29,16,20,3,11,20,20,8,23,34,31,-1.12435534533049,0.712158737674998,-3.03725666403596,0.00934590498957779,0.978228103770747,-4.38652711294644
"49","GB47722",51,61,88,140,41,68,38,27,30,51,41,24,0.903043841831701,2.41994463397573,3.19014599503256,0.00694548407898037,0.978228103770747,-4.20784407586878
"50","GB47779",8,334,65,79,88,42,150,195,66,162,239,219,-1.49839440422583,3.44190777281975,-3.00064358156876,0.0100337513774858,0.978228103770747,-4.1070245124778
"51","GB47954",13,23,21,47,20,19,17,8,5,8,7,15,1.06428617033114,0.687780163381664,3.37935509239977,0.00481001851195984,0.978228103770747,-4.35272346345166
"52","GB48705",8,20,14,12,5,10,15,23,10,12,23,17,-0.718022684498909,0.558959625964544,-3.08920425075662,0.00844959814239239,0.978228103770747,-4.39005965958555
"53","GB48854",206,753,252,346,216,377,497,619,297,505,474,572,-0.768563381870393,5.42884792712961,-3.57970178276547,0.00326296342812171,0.978228103770747,-3.66932802991046
