"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42797",193,149,167,65,167,170,407,510,306,287,249,454,-0.952515263527538,4.63399816889931,-6.68126271255144,1.44963020757736e-05,0.141222974822186,-1.25675860812235
"2","GB40087",5,15,15,8,14,20,41,45,36,17,16,29,-0.918585249563133,1.03999022438709,-3.28632462180252,0.00584074244735259,0.457436271009955,-3.95211804254564
"3","GB40349",317,377,285,180,411,363,307,273,257,211,274,308,0.560368917599345,4.98811355541456,4.1022100914923,0.00122673548118187,0.457436271009955,-2.34844077670578
"4","GB40459",232,260,249,116,277,232,272,260,163,168,207,204,0.432545834937412,4.55072928578702,3.44596658790503,0.00429195024882637,0.457436271009955,-2.88420380816432
"5","GB40507",160,149,169,80,168,133,173,161,126,69,120,151,0.436559985363901,3.87133784883174,3.67455870809815,0.00276554512464447,0.457436271009955,-2.92196065075218
"6","GB40609",29,40,38,11,51,51,41,17,20,18,28,14,1.02225850707132,1.56901043561193,3.59974433408197,0.00319245676694196,0.457436271009955,-3.74518089339085
"7","GB40674",409,456,433,197,356,385,448,448,345,203,365,410,0.353899545115808,5.29671150605341,3.20691823823658,0.00680930795177351,0.457436271009955,-3.00735345291193
"8","GB41257",44,79,98,22,83,69,173,146,120,63,79,130,-0.544484812048443,3.16343017876987,-3.28105518155387,0.00590050327255185,0.457436271009955,-3.41933087537414
"9","GB41484",205,269,238,114,206,241,236,231,208,144,208,221,0.346798292256818,4.49121724262364,3.22247458169136,0.00660764836675263,0.457436271009955,-3.06324609209043
"10","GB42355",1776,1275,1330,679,1450,890,1331,1447,869,615,823,1358,0.572318818616345,6.90665893083306,3.21924416613629,0.00664902688640743,0.457436271009955,-3.16655009561999
"11","GB42580",244,287,245,78,379,176,351,679,736,392,421,403,-0.802902710772633,5.11912398930823,-3.22952001132017,0.00651829563914405,0.457436271009955,-3.02549756776618
