"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40684",568,218,458,2000,316,687,196,189,321,101,294,324,1.39875561268972,5.23861992591507,3.2473606758514,0.00624448299057885,0.996567419702666,-3.800370685836
"2","GB40700",2449,1690,1960,2129,1169,2128,1906,1775,1092,1329,1440,1441,0.467853687450081,7.50405894076433,2.80539460106242,0.0146872255520998,0.996567419702666,-4.07040939079886
"3","GB40718",2621,2468,3345,4862,1173,3978,2902,2376,1764,1568,2838,2094,0.435736845823238,8.08641658267181,3.01645394898004,0.00976919148538643,0.996567419702666,-4.05202070093477
"4","GB40740",8,31,21,24,10,27,79,60,17,43,17,56,-1.02797600080033,1.55940941506091,-2.79671466197653,0.014934806184171,0.996567419702666,-4.35720295117863
"5","GB41036",126,131,117,252,40,186,110,119,58,88,122,105,0.485217551126664,3.59383428935218,2.75528879206721,0.0161739306526615,0.996567419702666,-4.12639725263621
"6","GB41080",209,273,373,457,95,421,308,212,143,169,281,256,0.407798066190463,4.73966645793761,2.77586246513154,0.0155464345161848,0.996567419702666,-3.97349090471974
"7","GB41338",638,237,957,533,193,801,476,140,138,179,414,227,1.13013163437673,5.18774365529907,3.28616056918129,0.00579204408485986,0.996567419702666,-3.77795974844763
"8","GB41777",302,2312,1338,1472,1892,4537,4385,2637,10436,6083,6559,5953,-1.77293921854228,8.30356127761608,-2.87863091929707,0.0127527188026388,0.996567419702666,-4.10980646941735
"9","GB41902",329,305,359,360,158,447,372,255,179,252,317,232,0.342377774266478,4.96458239402911,2.83708198121778,0.0138171452986997,0.996567419702666,-3.93560034716935
"10","GB42110",182,246,184,324,172,352,490,433,284,268,281,400,-0.525595947188727,4.96670617779381,-2.99407313711341,0.0102017718622051,0.996567419702666,-3.8784511467729
