"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",93,37,99,169,195,41,61,77,24,17,26,19,1.15919086314548,2.53829847533034,2.54637119758009,0.0241858788902626,0.999746711655982,-4.32221762972167
"2","GB40400",130,171,151,155,216,137,88,218,29,56,62,123,0.597506304919502,3.61429824026996,2.7236061161269,0.0172451810201968,0.999746711655982,-4.1494080845294
"3","GB41074",37,43,70,53,72,36,34,48,5,22,29,39,0.624080825612298,1.95406198180482,2.6977275182249,0.0181216867682567,0.999746711655982,-4.34363106321277
"4","GB41233",168,185,286,356,254,252,279,452,148,219,362,259,-0.469008610361485,4.80717313260629,-2.96104177768322,0.0109192013350149,0.999746711655982,-3.9120019787601
"5","GB41386",773,1059,1571,1171,1452,1037,1370,1708,564,1042,1029,1154,-0.256322375646092,6.93051984765085,-2.39212710507286,0.0323648935526049,0.999746711655982,-4.18047999712798
"6","GB41398",169,220,307,233,303,235,283,364,118,201,232,234,-0.231218080216689,4.67180063548766,-2.52344702431744,0.0252611141859651,0.999746711655982,-4.08419434525557
"7","GB41771",239,268,589,432,572,210,369,347,87,132,178,147,0.60073577144779,4.80393061189513,2.53759779814281,0.0245920597626365,0.999746711655982,-4.08180613419766
"8","GB41837",95,82,129,104,121,124,153,152,53,113,123,114,-0.374520987911915,3.59193028875534,-2.7582202708061,0.0161373295037601,0.999746711655982,-4.13501104755337
"9","GB41904",111,199,126,116,128,110,62,111,9,52,47,80,0.967906718540564,3.11596376353011,3.4653419368262,0.00411847938004502,0.999746711655982,-4.06289635693246
"10","GB41912",151,210,275,1254,94,263,677,1386,104,1117,936,569,-1.60112884527435,5.44525462865905,-2.75864257866472,0.0161242529932044,0.999746711655982,-3.98972910769642
"11","GB41989",144,135,214,153,246,125,111,154,44,58,121,104,0.519682021757164,3.7426422756051,3.491416206799,0.00391643134601437,0.999746711655982,-3.91950440470133
"12","GB42469",130,77,151,351,339,210,160,88,9,80,140,37,1.15824257262088,3.54547814061068,2.42677414851831,0.0303238538023368,0.999746711655982,-4.25057534055502
"13","GB42523",74,62,98,105,71,58,82,64,10,19,57,38,0.655317646804444,2.53383078072884,2.47011224571424,0.0279440531839403,0.999746711655982,-4.33389905017874
"14","GB42524",175,114,201,165,137,126,92,138,19,39,75,137,0.715705456502505,3.47185156369434,2.95519977871438,0.0110430649933747,0.999746711655982,-4.11201810581493
"15","GB42550",120,145,328,221,262,207,306,269,158,190,249,262,-0.489379019081396,4.57307021874311,-2.97372148145479,0.0106550758800137,0.999746711655982,-3.92936616284429
"16","GB42552",10,19,69,34,43,39,64,120,24,49,44,26,-0.909740354116189,2.05865251272444,-2.50713244277625,0.0260542773978013,0.999746711655982,-4.36431872437077
"17","GB42553",2,17,44,14,30,33,37,82,26,45,26,20,-1.24571470797491,1.44818036006492,-2.42585274763438,0.0303765015874684,0.999746711655982,-4.41812675559217
"18","GB42704",58,100,296,146,275,253,85,77,24,53,103,95,0.987825873547253,3.50174711147198,2.9615706257005,0.0109080566755128,0.999746711655982,-4.10907637970745
"19","GB43028",3,19,21,8,9,15,24,14,29,30,25,15,-1.17925515450979,0.783448769614648,-2.43713286112095,0.0297379536974756,0.999746711655982,-4.45014498643985
"20","GB43508",389,830,2659,1594,929,1219,3317,1955,1130,1120,1116,1400,-0.875311751622552,7.1324984215757,-2.53914676244705,0.0245198717156987,0.999746711655982,-4.14370743725399
"21","GB43518",3,10,13,2,10,55,35,30,22,22,25,55,-1.95499057189718,0.889528073767645,-3.54855983277551,0.00350796719953506,0.999746711655982,-4.33489138426774
"22","GB43755",34,30,55,33,49,39,48,66,29,41,51,43,-0.489366377159939,2.21294248308182,-2.9525218069155,0.0111003079680153,0.999746711655982,-4.27540016289186
"23","GB44434",20,24,24,9,51,28,36,48,14,24,35,41,-0.737629669505052,1.56846569457906,-2.46232140233554,0.0283582141230387,0.999746711655982,-4.40424071305164
"24","GB44455",784,170,747,274,617,563,74,133,130,70,25,40,2.56401192773931,4.26867481190407,4.89670483790047,0.000282289457611793,0.999746711655982,-3.65524589341241
"25","GB44630",29,36,43,44,64,44,30,38,8,24,26,32,0.458746923300068,1.81734782073406,2.50859407538994,0.0259822494770494,0.999746711655982,-4.38213720182921
"26","GB44829",212,248,419,485,406,299,663,935,202,338,588,398,-0.806818798219823,5.42046285237035,-4.68705518805611,0.000412327227371333,0.999746711655982,-3.35197326538014
"27","GB44987",58,174,289,189,188,186,277,258,131,209,188,205,-0.590554346378031,4.3303302502599,-2.53804988392377,0.0245709695371048,0.999746711655982,-4.11072848231145
"28","GB45316",7,18,28,16,14,16,23,33,8,16,22,20,-0.605542739254785,0.931502259090484,-2.67381099882083,0.0189703056283182,0.999746711655982,-4.41497119588246
"29","GB45658",13,13,28,20,28,21,6,14,3,5,12,17,0.908906604813938,0.519816837400584,3.31548668482701,0.0055014510969707,0.999746711655982,-4.37442810159115
"30","GB45713",316,430,686,637,556,461,345,627,131,207,313,399,0.393065898332134,5.40350920502803,2.74473660640599,0.0165603460847607,0.999746711655982,-3.98219721171977
"31","GB45809",23,33,69,45,41,42,19,28,15,15,30,19,0.698401234972064,1.66289602740961,3.07726560377824,0.00872242768311058,0.999746711655982,-4.3145676913391
"32","GB45861",141,264,431,65,191,348,1133,903,229,419,369,159,-1.37669016383507,5.00436592566441,-2.88283999551253,0.0126973866023549,0.999746711655982,-3.94891695809085
"33","GB45872",77,107,127,115,103,105,121,142,50,92,125,121,-0.300460705264419,3.51088910741457,-2.48994933854739,0.0269156011509741,0.999746711655982,-4.22062701498647
"34","GB45986",96,107,160,163,149,230,115,103,19,86,112,68,0.618073399208848,3.49583452748704,2.48891520372721,0.0269683038341128,0.999746711655982,-4.22884874799171
"35","GB45988",26,35,40,62,57,27,26,27,12,16,14,15,0.843496252699338,1.54166193374719,3.49193703298361,0.00391249919297858,0.999746711655982,-4.27650757794471
"36","GB46286",19022,41411,16181,24523,19658,32221,8262,24695,2633,12578,7293,23760,0.960546194603234,10.7491848271309,2.39517100568608,0.0321804431464446,0.999746711655982,-4.35589161605393
"37","GB46514",6257,6573,11112,5847,7945,7650,5552,9716,5816,11026,15861,10946,-0.672629136752512,9.81465420303733,-2.47914436451939,0.0274711820370257,0.999746711655982,-4.30116712804437
"38","GB46520",235,282,349,272,397,330,355,480,136,249,292,336,-0.237385067473264,5.02240497545942,-2.41457953565553,0.031027768812257,0.999746711655982,-4.10956706360361
"39","GB46661",32,44,77,45,68,40,45,51,7,20,32,31,0.5053613900592,1.98819763963308,2.43199740450086,0.0300270514837466,0.999746711655982,-4.38247746338372
"40","GB46733",15,8,12,9,17,15,17,21,6,21,23,15,-0.692263459068397,0.657336948740774,-2.49590993775809,0.0266137580454354,0.999746711655982,-4.44818764087777
"41","GB46745",88,144,154,111,150,127,171,205,57,118,115,144,-0.319766184307414,3.79074320364899,-2.61145210338967,0.021369066179601,0.999746711655982,-4.14896927890948
"42","GB47057",876,627,955,1114,1237,692,731,794,229,396,707,594,0.427816759052194,6.23205049673688,2.72843734496686,0.017086200241479,0.999746711655982,-4.02055319455936
"43","GB47269",57,62,74,68,75,60,97,75,32,61,79,91,-0.375984503722011,2.88375223973223,-2.4205371033202,0.0306819450180713,0.999746711655982,-4.30798013336693
"44","GB47339",126,130,161,136,179,151,183,250,47,125,155,191,-0.327633459791727,3.97848487005807,-2.45551821531448,0.0287246883308135,0.999746711655982,-4.17429262206738
"45","GB47381",44,34,46,28,69,38,50,108,43,65,36,47,-0.667698900199806,2.38982729186469,-2.39794279995832,0.0320133556604272,0.999746711655982,-4.35699211511258
"46","GB47505",75,57,90,77,106,126,93,186,175,214,118,136,-0.993354572389837,3.62743665012161,-2.90103878920416,0.0122596137172289,0.999746711655982,-4.09941847948759
"47","GB47805",10197,4554,8285,1679,10134,547,1965,826,492,2402,789,659,1.60764445207915,7.75657140127958,2.38914640631569,0.0325464926170549,0.999746711655982,-4.22968188887032
"48","GB47807",82,54,116,33,110,43,34,32,9,18,44,26,1.08490588150487,2.14730322999424,3.30212197188476,0.00564550369546425,0.999746711655982,-4.23605739872702
"49","GB47824",32,27,25,12,15,29,3,17,9,5,0,14,1.70879836119375,0.261575856700519,2.39963252270907,0.0319119040535347,0.999746711655982,-4.46633442089023
"50","GB47966",8,5,16,25,25,15,57,71,15,11,16,16,-1.12372294501878,1.01186060521722,-2.5477462314633,0.0241228096476941,0.999746711655982,-4.42595520200222
"51","GB48110",21,80,32,27,49,41,89,141,46,40,43,37,-0.928844126617147,2.36871950228141,-2.65526010492101,0.0196550935284265,0.999746711655982,-4.3122183547979
"52","GB48147",460,828,917,131,351,819,2103,2924,767,1368,741,430,-1.54906717208113,6.33975739421985,-2.9475124129804,0.0112081757182415,0.999746711655982,-3.95172469401743
"53","GB48978",72,25,84,56,138,34,22,45,21,14,18,32,1.01989849403559,2.04095482622281,2.68116217190329,0.0187054246347379,0.999746711655982,-4.34079947551632
"54","GB49073",1414,1213,1498,1609,1638,1409,703,1865,389,616,789,1301,0.506544229674406,6.90832429279843,2.71856983588985,0.0174124486334642,0.999746711655982,-4.07207044479044
"55","GB49283",373,305,820,375,864,386,475,536,91,175,169,193,0.717152675903864,5.16635386223639,2.68202229550719,0.0186746688770429,0.999746711655982,-4.01663013712443
"56","GB49426",385,423,548,409,548,468,523,606,208,380,472,513,-0.222146563900016,5.59880552249393,-2.39800158439971,0.0320098210498552,0.999746711655982,-4.11394649501993
"57","GB49440",132,138,201,168,251,132,243,87,52,62,63,100,0.623039268019815,3.71816114290057,2.40603234599843,0.0315304358093533,0.999746711655982,-4.22608870387385
"58","GB49605",109,119,145,133,149,151,147,192,71,129,153,167,-0.355873219505453,3.89071351091731,-2.95144464433339,0.0111234155760159,0.999746711655982,-4.03171085385244
"59","GB49753",39,272,220,41,102,211,736,1219,295,374,258,101,-1.9921382333956,4.48745446395723,-3.29070019385586,0.00577161303963049,0.999746711655982,-3.89917538902547
"60","GB49784",493,703,1039,670,907,801,1083,2157,354,1650,652,844,-0.67125447432678,6.52960183487677,-2.62521055404505,0.0208156980515695,0.999746711655982,-4.07254560581923
"61","GB49801",905,490,913,708,998,567,528,797,140,290,322,367,0.726754231856628,5.80945174568159,3.64143554269171,0.00293396550166937,0.999746711655982,-3.68709509851175
"62","GB50013",1208,1550,1324,1975,1619,1233,544,1404,296,1003,1164,823,0.59493978698898,6.86376454038809,2.40859110703609,0.0313791417576761,0.999746711655982,-4.17355454838605
"63","GB50090",324,283,350,415,472,320,341,324,100,119,211,245,0.47420678002694,4.87529314654002,3.03815101380217,0.00940774789239323,0.999746711655982,-3.88972394003538
