"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40019",160,297,433,272,202,239,402,552,171,269,443,326,-0.564130057322533,5.00346091832605,-4.31543696129367,0.000833548951424676,0.731888564899824,-1.45334228802264
"2","GB40908",92,181,166,180,166,147,123,96,72,75,109,80,0.644668336803839,3.68660966132056,3.27997540094222,0.00595298157084961,0.731888564899824,-2.75401853311438
"3","GB40928",152,225,321,259,209,255,177,267,66,107,216,159,0.437456584129882,4.3516804859532,3.91225196632181,0.00177508553859376,0.731888564899824,-1.96142303443049
"4","GB41110",34,110,48,88,53,53,93,136,136,109,118,179,-1.12998017158322,3.25089518845325,-3.28137370759556,0.00593696394077028,0.731888564899824,-2.90388415424673
"5","GB41606",1280,1368,1850,1687,1588,1608,1308,1830,457,878,1589,1167,0.338983810554621,7.15934055565575,3.27186362085242,0.00604676192052865,0.731888564899824,-2.66877338044449
"6","GB41676",203,163,211,186,173,157,156,115,56,88,139,149,0.555576222879046,3.95711137809386,3.43575958196503,0.00441051854274922,0.731888564899824,-2.52941146109045
"7","GB41850",882,1051,1082,963,908,894,740,925,269,467,885,964,0.409682148218458,6.4301447490601,3.30343628950867,0.00568989092667876,0.731888564899824,-2.54709228616446
"8","GB41855",196,221,290,253,243,198,140,228,100,88,183,180,0.532806060823593,4.32693890273877,3.80213878209802,0.00218768969246821,0.731888564899824,-2.07560446417327
"9","GB41879",13,32,26,32,22,36,11,13,7,2,21,11,1.26249482605234,0.778866657801325,3.58725046139027,0.00329756079868729,0.731888564899824,-3.46480896103602
"10","GB42159",658,703,950,797,657,676,576,741,256,298,621,665,0.423687088951674,6.03199950225332,3.65246363222931,0.00291057295470829,0.731888564899824,-2.14066432800426
"11","GB42591",16,21,38,32,27,31,17,19,6,14,22,10,0.791806011064667,1.08798442742833,3.75533590216564,0.00239158893882224,0.731888564899824,-3.3077129319593
"12","GB43196",379,327,447,461,375,384,334,249,133,183,264,366,0.553620039041686,5.07439287116819,3.29124986257139,0.00582505815933289,0.731888564899824,-2.50508199349358
"13","GB43513",44,25,25,53,39,18,9,8,1,10,26,15,1.62931576255796,0.895846337867305,3.66822663312487,0.00282416613079361,0.731888564899824,-3.40549656909275
"14","GB43897",1503,1800,2700,1892,1448,2170,1209,1860,548,832,1544,1833,0.483754337385808,7.35443763625555,3.5053684790456,0.00385835426354005,0.731888564899824,-2.47076153994361
"15","GB43912",192,287,411,232,220,223,450,431,131,241,425,309,-0.443947811482067,4.92508560872832,-3.67651876843674,0.00277976330139833,0.731888564899824,-2.09479730967552
"16","GB44276",163,245,353,337,278,268,201,275,96,142,258,135,0.475113236661237,4.55261841026009,3.25047282680341,0.00630123409961313,0.731888564899824,-2.59263806557781
