"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40027",34,119,60,84,155,66,250,62,82,135,137,176,-0.957606084851153,3.4412504546029,-3.50506626093492,0.0037483267710933,0.556712083878364,-2.7273222213905
"2","GB40089",191,284,220,306,401,211,566,229,265,316,370,388,-0.617961739473932,5.02614417587039,-3.60023499900207,0.0031169863042869,0.556712083878364,-2.24796579433216
"3","GB40118",39,439,185,124,337,127,731,258,233,543,621,527,-1.69397201009988,4.87139547423259,-4.08481306799443,0.00122932983866268,0.556712083878364,-1.87458596029285
"4","GB40139",8,179,27,99,387,202,641,264,230,181,433,498,-2.20515009720494,4.19828479387261,-3.37557468529298,0.0048201981717164,0.556712083878364,-2.72004044833161
"5","GB40145",177,574,331,424,714,361,1039,457,458,558,667,726,-0.917629692363729,5.75933219326781,-3.47313952468746,0.00398791748905253,0.556712083878364,-2.37965777648635
"6","GB40284",1074,1252,1452,1992,1389,2285,805,84,775,395,1085,1080,1.25419878554894,6.62885196413368,3.22928817846969,0.00640692072946063,0.556712083878364,-2.72625857016942
"7","GB40285",85,57,46,135,83,113,33,4,27,22,55,40,1.41595953406192,2.28487332209945,4.14864122795055,0.00108908789618363,0.556712083878364,-2.79823073994396
"8","GB40541",23,68,46,38,82,27,161,38,38,87,160,76,-1.17831515362789,2.68252699067414,-3.90324381543758,0.00173851330335585,0.556712083878364,-2.74157491909132
"9","GB40626",604,3145,763,1233,3107,1415,4347,3032,2564,2967,2546,3533,-1.43029408553771,7.83877963645227,-3.38094192889168,0.00477016568135429,0.556712083878364,-2.72125427559548
"10","GB41066",1,6,12,10,11,2,22,10,8,12,19,13,-1.47643942471296,-0.0414225875277935,-3.43442577840467,0.00429928016857813,0.556712083878364,-3.71540875589148
"11","GB41326",26,80,129,48,60,95,148,54,255,294,152,156,-1.47811363768471,3.46470211281147,-3.67961875769784,0.00267341071811984,0.556712083878364,-2.60898897583775
"12","GB41736",6,51,14,7,13,2,44,22,13,36,34,66,-1.87604570248308,0.998734725823109,-3.41715240606796,0.00444600476625242,0.556712083878364,-3.55615454289527
"13","GB42233",31,149,51,66,166,58,253,146,110,144,147,212,-1.3260944684392,3.57935072098135,-3.74564938272883,0.00235358930420704,0.556712083878364,-2.51019155560537
"14","GB42576",24,83,26,53,53,39,143,40,53,57,82,79,-0.947467219324586,2.58033768705958,-3.61694920423116,0.00301776676653967,0.556712083878364,-2.95521558651168
"15","GB42801",67,35,90,109,136,34,66,8,37,19,22,15,1.35785316471799,2.12379805415927,3.2609236714543,0.0060244148760825,0.556712083878364,-3.33824114826856
