"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40083",1271,375,1464,468,274,1162,431,433,497,372,361,384,1.02381703862571,5.85952413198936,3.27586850527607,0.00592528601827993,0.981857108380336,-3.77854070763022
"2","GB40226",200,280,276,122,228,229,150,206,189,204,214,183,0.451900218902955,4.4679726917129,2.70109645311328,0.0179785499934288,0.981857108380336,-4.02541644388012
"3","GB40287",364,524,853,261,473,872,802,1163,784,600,761,729,-0.34215707177019,6.11754431028211,-2.65949633409568,0.0194689553843647,0.981857108380336,-4.0250227005143
"4","GB40534",265,156,296,91,155,296,207,239,157,149,145,145,0.463263735999103,4.31139397014692,2.95393784082746,0.0110493930301929,0.981857108380336,-3.95486961251864
"5","GB40635",1232,385,2551,512,387,1582,814,437,361,465,472,476,1.07388135052897,6.13887711627963,3.04294554177323,0.00930223933449903,0.981857108380336,-3.88146319185318
"6","GB41284",1488,426,705,744,267,1064,293,261,290,196,325,263,1.64790068194814,5.54124595253722,4.37661026489897,0.000726376878207687,0.981857108380336,-3.44185629544052
"7","GB41361",1439,287,1354,667,68,885,729,106,207,44,44,85,2.41709124058249,4.77709699926903,3.00004553186692,0.0101071673896978,0.981857108380336,-3.97301749731529
"8","GB41428",129241,25056,86341,41127,36188,70449,20076,15850,35657,28973,33129,29464,1.38970540538684,12.0248469117338,3.4971678012654,0.00386229814063331,0.981857108380336,-4.22647043419529
"9","GB41709",25,11,38,15,20,18,3,10,15,9,12,12,1.29088057187231,0.612797321976729,3.19714390489901,0.00690116049793033,0.981857108380336,-4.38292088933612
"10","GB41823",92,83,112,40,58,84,64,60,46,71,72,66,0.529058483680283,2.90702975543376,2.82260130502952,0.0142355916175448,0.981857108380336,-4.20930261291873
"11","GB42023",432,443,702,188,246,567,641,684,621,534,529,570,-0.317289146824228,5.71904706794225,-2.81033877588293,0.0145756510782954,0.981857108380336,-3.94750424193017
"12","GB42086",106,119,134,64,104,141,112,111,100,77,71,113,0.42296041945083,3.48155368574218,2.81034367541477,0.0145755136255461,0.981857108380336,-4.12850725717411
"13","GB42275",38,27,40,8,10,22,72,90,110,48,37,48,-1.29204441804035,1.99466794374749,-4.22706034213287,0.000960399008850127,0.981857108380336,-4.13552569089861
"14","GB42351",1071,2246,2353,519,1637,2359,3248,2771,2480,2255,2572,2182,-0.503782625423936,7.74337144970276,-2.7016161024894,0.0179606551021244,0.981857108380336,-4.12155197169717
"15","GB42410",3605,654,5646,997,687,4400,1437,481,2196,586,161,279,1.93278528583054,6.83034248245525,2.92720041535998,0.0116350783877687,0.981857108380336,-3.98387695368368
