"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40567",78,171,135,143,150,174,31,84,110,181,115,113,0.382316584826378,4.07190421586531,2.82514879806326,0.0140790437370115,0.999063154285944,-4.15381723609564
"2","GB40721",23,33,24,30,31,45,9,15,21,22,29,27,0.516142883281002,1.85880543697542,2.6749711690501,0.0188003873639994,0.999063154285944,-4.39936733471375
"3","GB40807",97,171,121,159,152,235,46,172,216,396,235,209,-0.434139187559267,4.60195760119305,-2.55994697320171,0.0234282588967782,0.999063154285944,-4.18369321757124
"4","GB41015",26,26,19,54,18,47,17,37,123,81,30,79,-0.949239196521153,2.50481456927279,-2.55441562678101,0.023676614001053,0.999063154285944,-4.37171623653384
"5","GB41300",36,86,57,83,76,89,38,80,128,141,109,100,-0.559099113547391,3.55324139416263,-4.32984865238998,0.000779118070583373,0.999063154285944,-3.93740695602012
"6","GB41415",11,32,19,22,31,27,6,14,6,14,19,15,0.867129823700146,1.27570714129438,3.06156817984654,0.00890544399774603,0.999063154285944,-4.39581619928719
"7","GB41422",5,9,9,27,18,22,7,18,25,40,28,18,-0.743473534745558,1.28992804377826,-2.62826299868287,0.0205613277703321,0.999063154285944,-4.43730446462672
"8","GB41742",14,25,19,20,20,25,10,27,32,42,44,35,-0.671053122248169,1.85870628012948,-3.78003202886891,0.00221377654702964,0.999063154285944,-4.27743303312582
"9","GB41874",44,96,81,151,150,166,66,97,243,373,220,180,-0.800193973732485,4.29659639039839,-3.57069728826585,0.00331494490169431,0.999063154285944,-3.95461320384245
"10","GB41884",19,34,38,53,56,65,26,39,71,122,75,63,-0.643621091127282,2.87344192414598,-3.18399513576338,0.0070204408571323,0.999063154285944,-4.23521956925671
"11","GB41896",37,53,55,72,67,56,7,36,37,44,21,42,0.840805998365054,2.5290624314969,3.53398868443767,0.00355900327060226,0.999063154285944,-4.23106490193385
"12","GB42260",20,25,12,15,17,22,6,5,6,15,14,10,0.877382854278407,0.932016063473554,2.74490481208552,0.0164353848944407,0.999063154285944,-4.44299181197996
"13","GB42383",41,69,65,83,119,104,34,88,115,153,124,92,-0.417119343185793,3.63090933690162,-2.7481837529302,0.0163319421145515,0.999063154285944,-4.22244812878766
"14","GB42527",22,94,27,115,139,92,34,78,187,215,161,108,-0.858385924510714,3.66794214196347,-2.68725817602612,0.0183621020034479,0.999063154285944,-4.23708334342377
"15","GB42702",8,18,18,14,11,22,3,11,7,13,8,9,0.71453167357433,0.71483933075393,2.81856760213059,0.0142591162815354,0.999063154285944,-4.44606316206558
