"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",103,90,115,112,228,166,219,836,696,297,390,600,-1.33053614949001,5.16089468766725,-4.76730965654117,0.000336680308004544,0.398177852234868,-3.64428486624241
"2","GB40061",5,7,10,15,21,24,13,42,69,32,38,62,-1.13534257757429,1.68018247617358,-3.45380171117497,0.00409536813168524,0.398177852234868,-4.32488531000277
"3","GB40211",83,63,102,142,122,108,77,81,88,101,109,128,0.541217638411466,3.85944191777196,3.47075687667953,0.00396222668986552,0.398177852234868,-3.99530737889919
"4","GB40498",252,124,403,417,516,656,566,1048,1302,836,600,1182,-0.809300159444368,6.35138942513352,-4.30295727778518,0.000799352208207376,0.398177852234868,-3.81203857945928
"5","GB40600",42,27,45,63,97,52,53,32,42,40,28,43,0.894707237952794,2.72232800624654,3.96325191450422,0.00152665908199074,0.398177852234868,-4.12328011838982
"6","GB40766",31,35,71,49,94,78,87,101,144,112,114,154,-0.579478632806201,3.571604992513,-3.31142616622723,0.00540687730606019,0.398177852234868,-4.09287226186165
"7","GB41138",17,6,44,26,68,59,43,65,163,77,100,121,-1.02683391826752,2.88149578402262,-3.21028612366689,0.00658760840095766,0.398177852234868,-4.22377705571336
"8","GB41176",210,121,282,414,361,334,298,264,254,250,248,343,0.479290914601123,5.32032729454478,3.47848338141205,0.00390301007881262,0.398177852234868,-3.86173237451842
"9","GB41225",424,181,546,857,603,821,1033,1038,980,1081,870,1440,-0.555240077168001,6.76407659580544,-3.1703679758869,0.00712170753698926,0.398177852234868,-4.09358700685853
"10","GB41240",165,37,188,326,266,384,459,529,458,628,522,884,-1.03646300804291,5.57257323868658,-4.0430605755014,0.00131011812764279,0.398177852234868,-3.78944652214167
"11","GB41252",38,43,61,84,101,97,70,57,46,66,61,66,0.659596735642982,3.23110756819473,3.29969250183192,0.00553218761819917,0.398177852234868,-4.14291070454141
"12","GB41296",53,9,37,64,88,53,24,42,9,31,28,20,1.46049845370648,2.22904035305595,3.6620868160406,0.00273090951447421,0.398177852234868,-4.23637118840555
"13","GB41735",255,91,151,250,336,369,500,565,628,536,414,552,-0.758740406777403,5.64980883973898,-3.57730313435247,0.00321991464304125,0.398177852234868,-3.88775139054163
"14","GB41827",50,30,78,133,111,110,65,69,89,63,80,108,0.52220683224164,3.51005180229218,3.74480892815013,0.00232633669254827,0.398177852234868,-4.00736706896092
"15","GB41989",25,26,44,48,101,78,93,122,175,111,77,122,-0.71797808816165,3.43822430146675,-3.24123853486804,0.00620117555215186,0.398177852234868,-4.13264416010192
"16","GB42088",1623,1330,2565,4638,2004,1783,1919,1920,1305,1457,1748,2300,0.823021777029314,8.14999470393922,3.17882953623586,0.00700499594465841,0.398177852234868,-4.21443729353502
"17","GB42629",35,25,59,58,70,63,39,45,45,53,54,57,0.522728069266963,2.85502694938996,3.44169326444578,0.00419320272973954,0.398177852234868,-4.17673860043061
"18","GB42966",319,197,463,546,336,303,297,319,299,301,271,477,0.63086840334195,5.61576085601481,3.17308404303625,0.00708403450406319,0.398177852234868,-3.96483546795177
"19","GB43080",18,4,39,32,81,71,55,90,176,87,91,115,-1.08243424069356,2.97173279633061,-3.26095273659259,0.00596695456232214,0.398177852234868,-4.20590790451641
"20","GB43330",17369,16983,17062,14700,17017,33210,12748,21723,4182,9364,9373,8471,1.48611163862982,10.957788075629,3.3249186020472,0.00526629913977161,0.398177852234868,-4.36375444450033
"21","GB43376",337,322,463,848,371,391,442,309,269,251,375,395,0.905274179274944,5.80245763461837,3.36791371487744,0.00484234160232264,0.398177852234868,-3.92546017678914
"22","GB43512",66,46,108,86,167,90,48,85,86,77,67,96,0.70625626659975,3.57887462682215,3.818448816704,0.00201761719626434,0.398177852234868,-3.98084998082306
"23","GB43537",423,383,672,1464,518,513,509,555,331,452,446,681,0.825730866833346,6.30265268477488,3.08087649492405,0.00848118453116311,0.398177852234868,-4.05455605974957
"24","GB43591",13,7,23,18,25,28,48,39,82,43,30,41,-0.81425971841491,2.06834106325229,-3.13997037642762,0.00755721391574799,0.398177852234868,-4.32101483752841
"25","GB43861",125,85,193,256,215,185,159,159,171,152,160,245,0.46544569713863,4.64341711852766,3.61225356221619,0.00300840218290119,0.398177852234868,-3.83963862243164
"26","GB44155",32,15,42,56,68,111,86,107,189,107,99,225,-0.92172832471374,3.49383026933991,-3.96967909708605,0.00150793828248898,0.398177852234868,-3.99491908339455
"27","GB44587",3,2,10,2,28,20,14,34,62,24,30,41,-1.61025621247783,1.14641399345257,-3.29488905080395,0.00558432265320696,0.398177852234868,-4.38197688848912
"28","GB44808",202,109,371,320,437,406,420,610,660,499,464,1042,-0.539212463366773,5.89961395173049,-3.38781229089225,0.00465790826351536,0.398177852234868,-3.95058346596673
"29","GB44959",45,19,110,82,167,130,116,165,262,188,168,249,-0.703256687455396,4.11854454973834,-3.22880754580775,0.00635357237050867,0.398177852234868,-4.03441532056429
"30","GB44962",18,5,14,25,24,32,32,33,48,60,42,57,-0.787630922829283,2.04739200558193,-3.4499618226675,0.00412614222804352,0.398177852234868,-4.28596847792149
"31","GB44971",15,18,36,49,38,31,26,30,18,26,21,31,0.73265853609661,2.00805788567789,3.09454182338966,0.00825799884347255,0.398177852234868,-4.32632987063243
"32","GB45057",220,88,266,329,298,442,398,474,624,442,408,693,-0.470015459448789,5.68937037467885,-3.08286970636113,0.00844826117711665,0.398177852234868,-4.01404704152424
"33","GB45214",117,66,175,218,261,270,248,292,424,301,288,397,-0.402319117669665,5.08843811339105,-3.49299229208164,0.00379421400258369,0.398177852234868,-3.87202354568762
"34","GB45612",35,14,35,36,118,92,97,75,170,144,168,129,-0.939035787447735,3.4571122711953,-3.11964592516451,0.00786310644875497,0.398177852234868,-4.16063251835552
