"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40093",5,20,9,75,34,33,0,16,1,20,0,3,3.47524286450818,0.178534507371618,4.04463784894105,0.00131591829633813,0.879821585851984,-4.36808755640845
"2","GB40106",69,34,219,379,237,132,78,92,84,221,125,92,0.913661353963069,4.15886012952314,2.81689254826887,0.0142210182319702,0.879821585851984,-4.1424172226043
"3","GB40155",6,7,21,32,22,26,10,13,8,20,14,16,0.837724782730344,1.13671269467615,3.14175387986565,0.00756176461836639,0.879821585851984,-4.39590930692885
"4","GB40415",52,28,75,90,109,131,131,154,166,169,115,179,-0.527980114488411,3.95031701235168,-3.47562491326874,0.00394540324518826,0.879821585851984,-4.02129256859866
"5","GB40626",651,2767,1628,5973,1800,1990,760,890,733,686,2756,1462,1.46312562416762,7.74107365857372,2.96898720609613,0.0105860682586399,0.879821585851984,-4.24045072706212
"6","GB40896",2,1,12,17,12,15,18,15,23,31,31,24,-1.07713665087114,0.952984294978537,-2.99239623894098,0.0101148650357008,0.879821585851984,-4.42141728784681
"7","GB41104",50,24,65,107,88,95,102,126,112,148,102,159,-0.406592584108328,3.72143827283706,-3.08259284635122,0.0084858042166271,0.879821585851984,-4.13817507825867
"8","GB41156",41,122,139,404,178,151,69,86,67,67,170,119,1.13424489652371,4.05922208933514,3.04848072404724,0.00906878256627742,0.879821585851984,-4.10188416178466
"9","GB41247",103,118,192,221,139,160,112,126,113,78,136,224,0.723124217614365,4.34201269380712,2.84892394872092,0.0133653646810759,0.879821585851984,-4.11420913433387
"10","GB41265",51,34,70,122,100,88,49,49,68,55,93,80,0.672333443658,3.32408875521174,3.66840207000265,0.00271373917041335,0.879821585851984,-4.08297071472587
"11","GB41603",268,182,702,740,1052,953,735,961,996,1754,1226,1574,-0.628959531634188,6.86887169194913,-2.86509429078494,0.0129528352796514,0.879821585851984,-4.19489358147762
"12","GB41737",242,147,319,355,329,341,231,304,245,289,322,394,0.420515056363377,5.39575748228558,3.14320911637306,0.00754034551340165,0.879821585851984,-3.99823997936372
"13","GB41802",2,2,6,15,6,9,10,13,13,23,13,15,-0.80169820760555,0.440237129972098,-2.8142361582605,0.0142943467131269,0.879821585851984,-4.45687047094918
"14","GB41855",101,110,250,171,144,155,94,159,129,129,120,165,0.636594511944954,4.36389465528469,3.00406616124046,0.00988777670811954,0.879821585851984,-4.06881666027715
"15","GB42271",13,15,22,41,30,30,17,26,27,17,19,22,0.6514598948207,1.73773112924721,2.87526657380161,0.012699771339866,0.879821585851984,-4.38189286959962
"16","GB42425",32,24,72,78,182,117,134,147,480,338,199,362,-1.30139615475641,4.25830153225883,-4.00764812955737,0.00141228267958077,0.879821585851984,-3.91220591843319
"17","GB42541",16,52,60,144,60,60,20,33,32,18,62,33,1.34201852277615,2.60397599155386,3.33792336085345,0.00515869081576689,0.879821585851984,-4.24447449035797
"18","GB42738",99,62,156,130,235,228,262,238,338,426,291,396,-0.706817240677752,4.949845877015,-4.18806881323129,0.00100167595115342,0.879821585851984,-3.76509068864557
"19","GB42969",56,47,111,165,179,177,156,179,172,331,232,309,-0.497849706233992,4.50895142848969,-3.00076153103496,0.00995156491561093,0.879821585851984,-4.06947113965452
"20","GB43029",672,111,436,77,172,273,62,65,98,191,61,130,1.73670478143344,4.40076694905501,3.06044604223478,0.00885989909666875,0.879821585851984,-4.08476165272094
"21","GB43211",23,52,52,120,60,60,34,48,39,50,49,51,0.759963525897075,2.88251694944918,2.89281835173134,0.0122745189508895,0.879821585851984,-4.27896177965402
"22","GB43558",395,125,474,838,934,890,726,1047,1195,1539,1032,1388,-0.698268509346291,6.79484899778347,-2.95381277782484,0.0109030493969663,0.879821585851984,-4.16963861823085
"23","GB43563",21,25,43,104,55,51,32,34,29,21,54,31,0.968552768756759,2.48211620489401,3.27868068990358,0.0057901346411854,0.879821585851984,-4.26457919596466
"24","GB43689",297,248,101,209,484,134,2241,1144,1410,487,569,852,-1.78057761228687,6.08192786945888,-3.22170059921954,0.00647044868631313,0.879821585851984,-4.0760215155529
"25","GB43690",1206,458,206,2861,5669,1765,8289,6303,16891,4614,3979,8134,-2.10803360383196,8.7648513770331,-3.13811464488883,0.00761559504487276,0.879821585851984,-4.29209107191479
"26","GB44121",366,487,682,2032,884,888,403,529,557,474,1000,811,0.842545030899593,6.63781472768802,3.07509562841059,0.00861065263849525,0.879821585851984,-4.11828063101497
"27","GB44412",41,55,80,229,113,135,50,98,73,79,97,107,0.70058184804504,3.68916523599853,2.93061030580621,0.0114059521735563,0.879821585851984,-4.17092110675848
"28","GB44424",137,62,233,232,272,293,234,325,328,427,405,614,-0.498163076857622,5.26677526586368,-3.19758255399246,0.00678197320956072,0.879821585851984,-3.99675606176197
"29","GB44707",4,5,10,10,11,11,20,18,18,24,15,24,-0.750315654792152,0.94095092755738,-3.37859858511085,0.00476564263509515,0.879821585851984,-4.38947482506883
"30","GB44771",103,53,146,182,235,205,216,233,306,316,239,369,-0.467243730427363,4.84990680093888,-3.67624766482797,0.00267282529507386,0.879821585851984,-3.87321379791284
"31","GB44988",83,234,333,693,323,263,144,170,112,136,315,181,1.17625206256827,4.96886328143429,3.23599875451518,0.00629256237200442,0.879821585851984,-3.97657733565198
"32","GB45150",84,114,103,297,133,112,50,91,91,103,133,145,0.823458082920607,4.04364029773646,2.95607056421007,0.0108552986607006,0.879821585851984,-4.12127446023546
"33","GB45364",28,13,50,47,38,58,70,53,98,92,85,148,-0.7837812289552,3.04082001171606,-3.54973881796359,0.00341604609018106,0.879821585851984,-4.1589317819703
"34","GB45602",6,5,22,25,31,24,26,31,40,68,46,38,-0.77314294140448,1.89461569807083,-2.92017685333712,0.0116394931903345,0.879821585851984,-4.36976290111306
"35","GB45734",27,19,61,154,39,56,30,45,21,28,63,24,1.0827488692707,2.5480001226819,2.83480008708278,0.0137362343105466,0.879821585851984,-4.32250713072606
"36","GB45806",47,20,69,99,103,129,104,125,199,275,155,197,-0.773088104020856,3.96625210948887,-3.84999125087843,0.00191113346429716,0.879821585851984,-3.95264938987393
"37","GB45816",11,9,18,21,13,17,8,10,14,12,17,12,0.718336053736068,0.993029648586275,2.8723750868591,0.012771205914474,0.879821585851984,-4.42844272581721
"38","GB45951",334,534,1037,2237,1156,1473,586,1191,527,574,913,592,0.892326582210306,6.90291260029996,2.87003483004459,0.0128293117466684,0.879821585851984,-4.19010972301442
"39","GB46175",57,14,48,169,115,116,159,194,133,162,177,222,-0.754998722446227,3.99083742454251,-2.87933994487113,0.0125998051222097,0.879821585851984,-4.16196898308008
"40","GB46322",218,122,282,327,357,395,467,495,588,615,397,537,-0.453050713725536,5.76484577874551,-3.29869555706222,0.00556857367816442,0.879821585851984,-3.99320081886702
"41","GB46371",88,150,258,197,174,159,97,109,112,161,171,175,0.728590851255744,4.44869602536499,3.08178156866822,0.00849922682612502,0.879821585851984,-4.04141932325737
"42","GB46814",50,34,119,79,123,119,183,141,139,182,161,235,-0.599178781204446,4.10125690219858,-3.20618477645013,0.00666917785444424,0.879821585851984,-4.06248078038226
"43","GB46914",627,1310,1347,1879,1134,1181,719,1333,729,549,1093,873,1.03872667401127,7.20800300783858,3.07087310806918,0.00868177066970499,0.879821585851984,-4.17501783631442
