"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40266",129,109,186,305,440,281,179,200,191,217,227,274,0.544214134728358,4.98263514865306,3.42850101732797,0.00432011867342457,0.999881196759738,-3.93714888770782
"2","GB40412",12,25,19,53,76,33,24,20,23,15,31,21,1.02082556234836,1.951786706467,2.92746222760355,0.0114684105587904,0.999881196759738,-4.36690962536436
"3","GB40535",4,2,7,8,2,8,31,11,13,14,17,13,-1.15398754640386,0.396974948643898,-2.98645029558197,0.0102254949470747,0.999881196759738,-4.44732124204415
"4","GB40600",42,27,45,40,97,52,63,53,32,42,28,43,0.673805488582301,2.72232800624654,2.40712981851887,0.0311706496149197,0.999881196759738,-4.38338880274546
"5","GB40626",651,2767,760,2756,5973,1990,890,1628,733,686,1800,1462,1.31293283514715,7.74107365857372,2.53679600808902,0.0243641897038983,0.999881196759738,-4.33369948510675
"6","GB40830",12,8,24,45,25,53,41,34,41,90,48,80,-0.609431155259337,2.36893464908439,-2.30740045557802,0.0376055820532814,0.999881196759738,-4.42385590373177
"7","GB40908",81,96,52,122,192,81,54,73,63,56,86,133,0.830433060794669,3.63931474454585,2.54259658750599,0.0240958290467614,0.999881196759738,-4.27839088546956
"8","GB40975",34,149,18,147,200,64,20,37,41,33,77,46,1.38998407813498,3.00985332287314,2.34488993671758,0.035051052837482,0.999881196759738,-4.3758708926354
"9","GB41252",38,43,61,66,101,97,84,70,57,46,61,66,0.545867174221221,3.23110756819473,2.40590532024016,0.0312428774006901,0.999881196759738,-4.34389481919748
"10","GB41296",53,9,37,31,88,53,64,24,42,9,28,20,1.09722122008558,2.22904035305595,2.30807313650138,0.0375582291280405,0.999881196759738,-4.42947159264118
"11","GB41315",7,5,7,12,16,9,11,2,11,6,6,10,0.840401320497624,0.27015504307813,2.5010404708653,0.0260831174762582,0.999881196759738,-4.49042875778404
"12","GB41698",26,20,25,79,136,74,44,32,22,35,56,71,0.798498348766926,2.69772326627384,2.34337391336195,0.0351510772118151,0.999881196759738,-4.39559504617721
"13","GB41716",3,1,7,8,16,9,20,8,10,19,16,24,-0.801300908086894,0.527587663488907,-2.4922761018608,0.0265219446754076,0.999881196759738,-4.48170442912168
"14","GB41837",63,52,89,106,133,97,75,93,93,107,74,103,0.445108340500314,3.70439540437175,2.8812009025589,0.012546499995651,0.999881196759738,-4.19288204110783
"15","GB42139",74,98,103,159,235,179,124,90,127,152,165,153,0.481325893524355,4.28578442947504,2.65037163723941,0.0195997006378364,0.999881196759738,-4.18557852151929
"16","GB42219",2,3,13,18,11,8,31,30,51,29,25,29,-1.46018329376154,1.21725824411917,-4.29684727907807,0.000814196128653772,0.999881196759738,-4.31255357035813
"17","GB42233",33,78,44,155,320,94,43,83,43,48,79,96,1.09886399705379,3.47072518738679,2.53868397478947,0.0242765290383706,0.999881196759738,-4.2970841593336
"18","GB42432",18,11,12,25,26,19,20,12,23,12,11,20,0.661073926000756,1.33448397848517,2.38556752087263,0.0324661324829519,0.999881196759738,-4.4624551230264
"19","GB42629",35,25,59,53,70,63,58,39,45,45,54,57,0.486933626320069,2.85502694938996,2.96368467395148,0.010688555063133,0.999881196759738,-4.28036825384196
"20","GB42631",17,22,22,22,35,25,21,16,26,19,18,27,0.620363580362977,1.73100253437449,2.50381926396404,0.0259454489652153,0.999881196759738,-4.43054147909465
"21","GB42729",18,13,14,30,33,25,9,17,11,20,17,38,0.794751098550585,1.50134906667165,2.67397139919827,0.018729876348726,0.999881196759738,-4.42410543261343
"22","GB43208",1315,514,1195,2522,1735,1706,2449,2319,2921,2633,2509,3431,-0.479204466678891,8.1342981692893,-2.48930392596295,0.0266723652224045,0.999881196759738,-4.36181907826579
"23","GB43330",17369,16983,17062,9364,17017,33210,14700,12748,21723,4182,9373,8471,1.28717325801256,10.957788075629,2.62507536909639,0.0205756294873564,0.999881196759738,-4.44985502892326
"24","GB43453",102,52,95,153,207,94,71,72,84,78,104,157,0.752287509092246,3.86704400182602,3.40639502124093,0.00451018703449609,0.999881196759738,-4.0579550679149
"25","GB43512",66,46,108,77,167,90,86,48,85,86,67,96,0.661197802797893,3.57887462682215,3.3017805360141,0.00553028465704673,0.999881196759738,-4.12421345076762
"26","GB43541",24,12,18,42,44,35,21,19,18,24,32,49,0.574370010403139,1.96338887674903,2.33830570596213,0.0354874403469945,0.999881196759738,-4.43868884389867
"27","GB43563",21,25,32,54,104,51,34,43,29,21,55,31,0.855675607913669,2.48211620489401,2.66887975769247,0.0189143049147735,0.999881196759738,-4.36036189245222
"28","GB43927",31,6,20,25,15,15,10,15,14,16,8,12,0.937799010670877,1.12220987551043,2.70414247400578,0.0176724236478921,0.999881196759738,-4.4408801850439
"29","GB43988",3,6,12,17,40,17,14,8,7,9,13,6,0.982878979081591,0.681323087577224,2.43045568194624,0.0298248525055105,0.999881196759738,-4.48327451689218
"30","GB44295",28,64,55,181,350,177,86,66,42,56,130,50,1.24098392035822,3.61192698181609,2.73773389988859,0.0165635354388709,0.999881196759738,-4.2408429518593
"31","GB44482",580,1561,667,1648,2552,1026,748,1052,723,785,1070,1548,0.897974572709764,7.28461416077897,2.31453922379882,0.037105925452493,0.999881196759738,-4.35192144107135
"32","GB45474",239,419,254,464,584,398,331,279,351,389,358,508,0.593168248677438,5.7671287356875,2.2928816039424,0.0386415094273028,0.999881196759738,-4.27362230105362
"33","GB45708",78,72,54,106,47,146,196,418,272,93,197,398,-1.14867752885841,4.32007318471021,-2.53728533855495,0.0243414402110338,0.999881196759738,-4.23932758007695
"34","GB45734",27,19,30,63,154,56,45,61,21,28,39,24,1.03846403583175,2.5480001226819,2.67746493182808,0.018604347800548,0.999881196759738,-4.35412350113499
"35","GB46224",342,207,1000,497,271,641,137,287,439,419,144,661,1.08608546072125,5.71914967261362,2.71793678674793,0.0172085578707792,0.999881196759738,-4.15252253693648
"36","GB46409",8,4,19,20,18,28,38,16,44,47,33,39,-0.730925392717313,1.71162884186637,-2.86670906409762,0.0129043214156721,0.999881196759738,-4.39377356733444
"37","GB46507",10,17,18,39,82,45,19,12,20,21,32,29,0.947268932919947,1.86643820473049,2.82830662145673,0.013901780709038,0.999881196759738,-4.38449431947218
"38","GB46638",28,72,49,66,135,74,75,60,34,35,72,44,0.838063808693065,3.07834656782371,2.36263258491271,0.0339003607540494,0.999881196759738,-4.36510742475002
"39","GB47354",14,11,18,26,20,20,28,30,33,44,32,38,-0.431063045075456,1.87490384382768,-2.28447423780321,0.0392536631398913,0.999881196759738,-4.45113055887941
"40","GB47413",14,5,17,24,18,23,9,12,12,24,14,20,0.611699632585317,1.17179595395247,2.5577272414625,0.0234091739000134,0.999881196759738,-4.45220898292795
"41","GB47479",4,4,12,14,17,7,15,19,24,24,21,21,-0.686237810036017,1.00580246213902,-2.59361499614322,0.0218552886887553,0.999881196759738,-4.45689632468986
"42","GB47541",276,757,596,182,567,567,358,175,404,146,204,184,1.55248265535712,5.54790718564326,3.21709225827858,0.00652342232897084,0.999881196759738,-4.01586198746352
"43","GB47598",23,16,36,19,19,20,22,9,10,10,8,32,1.10145806398372,1.3518025916927,2.87564680763918,0.0126824681265047,0.999881196759738,-4.41271510083886
"44","GB47903",211,104,333,278,185,212,136,85,272,273,153,169,0.823841902587734,4.78626002388205,3.06310663653609,0.00880762752237794,0.999881196759738,-4.04245916065113
"45","GB48011",9,6,14,10,16,6,12,9,8,4,2,9,1.03406077231805,0.294395638306383,2.35808196997673,0.0341920143741225,0.999881196759738,-4.5006123848725
"46","GB48576",21,3,64,56,38,44,38,56,83,167,76,132,-0.934357363069897,2.82030752981467,-2.30314384647273,0.0379065366872313,0.999881196759738,-4.3994897320815
"47","GB48603",3,18,16,31,151,47,31,12,6,9,22,4,1.78393116014195,1.32941786528536,2.47532814756855,0.027390731992104,0.999881196759738,-4.45527310248349
"48","GB48664",7,2,26,33,6,20,43,29,36,46,33,49,-1.19174569478576,1.64175473353801,-3.17587639796971,0.00706944168077571,0.999881196759738,-4.36954071902804
"49","GB48870",24,27,36,44,59,41,48,32,19,32,34,50,0.602561925664646,2.40820769893513,2.49390992781183,0.0264396051487387,0.999881196759738,-4.39136755974975
"50","GB49081",15,4,14,23,22,13,17,20,37,56,32,54,-0.737965918207328,1.66500313232093,-2.47065670329745,0.0276349646296398,0.999881196759738,-4.44035337478975
"51","GB49180",480,291,418,724,508,531,414,421,531,580,484,777,0.426149455552737,6.19938901843182,2.36129504369135,0.0339858386011429,0.999881196759738,-4.27715488064996
"52","GB49247",16,25,20,37,39,12,13,9,20,15,12,28,1.00950469972824,1.49269647061595,2.738232036427,0.0165476137368735,0.999881196759738,-4.41829620473131
"53","GB49397",582,681,356,903,1241,781,506,507,546,529,749,666,0.871394217741462,6.55820896123756,3.00540534649132,0.00985513512727784,0.999881196759738,-4.14586676740094
"54","GB49475",11,13,36,29,47,38,16,23,17,22,44,25,0.702635192811887,1.86883817426508,2.46077011857685,0.0281587661080357,0.999881196759738,-4.42829838416515
"55","GB49556",78,62,90,101,134,115,89,84,88,112,88,121,0.450729873566493,3.81479327239785,3.09669175960942,0.00824963872376424,0.999881196759738,-4.1303267334882
"56","GB49575",39,21,50,55,60,53,41,32,33,43,56,75,0.482821583613817,2.72318731054359,2.59269802859101,0.0218937197085183,0.999881196759738,-4.35290221501354
"57","GB49780",19,7,17,56,26,26,16,17,8,16,23,16,1.02269716077027,1.44769448244581,3.22716900143955,0.00639646836787364,0.999881196759738,-4.37197524039381
"58","GB50065",37,164,41,166,265,83,58,78,45,25,70,124,1.2064221510775,3.50803602995698,2.29182022528697,0.0387182891200162,0.999881196759738,-4.34806778423227
"59","GB50142",155,165,141,283,376,201,139,181,166,141,208,297,0.682831508472518,4.84144312814367,2.77470352690523,0.015421661923041,0.999881196759738,-4.11954674793115
"60","GB50147",22,14,31,44,60,44,69,45,56,72,48,98,-0.402688933862485,2.74303779663371,-2.29625264915955,0.0383986035477953,0.999881196759738,-4.40224228023667
"61","GB50290",12,8,22,29,25,17,42,24,24,59,34,133,-0.814342063983603,2.04004944418491,-2.34328491383822,0.0351569576536075,0.999881196759738,-4.43714354712833
"62","GB50292",9,18,16,40,78,29,11,19,7,15,16,23,1.35341290041264,1.51317865583033,3.43309744299401,0.00428162287080307,0.999881196759738,-4.34901814625616
"63","GB50354",83,87,122,188,228,147,159,148,114,114,126,170,0.483737102572419,4.32063144906725,2.59436360432322,0.0218239622119352,0.999881196759738,-4.19778494920239
"64","GB50416",17,22,14,56,85,40,20,23,21,24,38,35,0.828595258274683,2.10807239352872,2.40374856321389,0.0313704838995183,0.999881196759738,-4.42263634145181
"65","GB50515",271,241,316,533,742,442,385,393,341,414,415,643,0.421449566461138,5.90936447801624,2.40644108155825,0.0312112555421499,0.999881196759738,-4.24890238150713
