"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB43509",452,57,117,35,44,184,1112,2683,951,604,982,986,-3.8981790404753,5.5913830467802,-5.60139974174296,7.84482625407212e-05,0.757653319618286,-3.76370091196002
"2","GB41070",18,21,18,24,29,36,7,13,15,20,10,23,0.650779751414906,1.44358355366621,2.62488534474462,0.0206431570458822,0.962863958687062,-4.42911825432367
"3","GB41422",5,9,9,25,18,22,7,18,40,27,28,18,-0.790244860882891,1.28992804377826,-2.87888211172614,0.0126498810118928,0.962863958687062,-4.41140867596329
"4","GB41739",5,15,9,16,17,33,14,11,47,39,29,21,-0.857413244035365,1.44463582495247,-2.71047856135674,0.0175132639367135,0.962863958687062,-4.42011848325579
"5","GB41777",857,2211,1031,3275,2767,4188,355,896,517,1569,1404,1219,1.04676534323453,7.62507677881672,3.2137430748221,0.0065983918719428,0.962863958687062,-4.19194198024815
"6","GB41859",68,117,102,169,200,224,109,128,244,205,229,181,-0.459142223666547,4.5108912167205,-2.61535287954837,0.0210236761044099,0.962863958687062,-4.17345859628561
"7","GB41863",191,243,244,305,271,357,94,160,220,243,246,213,0.370964901012015,5.03492895180618,2.70301802840749,0.0177665667632538,0.962863958687062,-4.1316947418753
"8","GB41904",11,36,34,38,35,72,14,30,143,81,71,85,-0.925861872825231,2.68072100046961,-3.06733017698452,0.00877358053050903,0.962863958687062,-4.27664751534974
"9","GB42376",37,73,64,74,87,102,55,71,120,98,106,86,-0.397758038146381,3.52653043730641,-2.66853840566924,0.0189843804050618,0.962863958687062,-4.2523914728721
"10","GB42411",32,59,40,51,55,79,22,55,100,87,66,69,-0.409709874879244,3.04031760169988,-2.80673331716426,0.0145453375745065,0.962863958687062,-4.27883650203277
"11","GB42467",87,256,93,224,407,288,80,138,60,93,103,153,0.952728778994262,4.36589962853931,2.66006717222497,0.0192958023333885,0.962863958687062,-4.17876062381502
"12","GB42553",79,66,36,74,32,39,9,34,19,17,12,29,1.28808982295575,2.18926370791191,3.01096264631351,0.0097896974586838,0.962863958687062,-4.33682511304441
"13","GB42557",1588,1032,1884,1400,940,1053,606,323,380,170,410,462,1.69621258838875,6.6556218180305,3.25691813870089,0.00606651797650291,0.962863958687062,-4.10749449809417
"14","GB42604",709,988,1376,934,1478,2305,1124,1187,2659,1997,1719,1542,-0.619553381585367,7.69284385858243,-2.58321609520335,0.0223572839306225,0.962863958687062,-4.31065637567502
"15","GB42626",523,413,2406,410,1124,197,31,104,596,131,138,184,2.00182742462008,5.40449180981742,3.36427934100682,0.00492279977089781,0.962863958687062,-4.01563649606015
"16","GB42827",3,7,5,5,13,10,4,9,20,17,18,13,-1.00062513839128,0.459963591880704,-3.89336706056195,0.00176949530964613,0.962863958687062,-4.38220889301295
"17","GB43070",2,7,11,3,12,13,3,8,17,23,16,20,-1.0104895813592,0.484111336241659,-2.71623991575673,0.0173200668059227,0.962863958687062,-4.46343675307855
"18","GB43076",27,89,75,66,129,157,15,70,45,60,55,50,0.736536925995428,3.14317773995783,2.81470632549603,0.0143228733975348,0.962863958687062,-4.26867648857675
"19","GB43230",145,155,91,105,135,250,38,80,91,98,76,93,0.731249232084495,3.9302682810128,3.21543811000329,0.00657665641707578,0.962863958687062,-4.08427954581418
"20","GB43504",22,83,55,54,71,54,41,64,85,99,132,71,-0.649006668243759,3.24057483069657,-2.83530477552858,0.0137634797490658,0.962863958687062,-4.25226634672846
"21","GB43515",14,31,19,23,36,9,10,142,79,60,89,28,-1.57080129065142,2.25656771631283,-3.16078757536661,0.00731482449547552,0.962863958687062,-4.31103479016783
"22","GB43560",31,53,50,45,49,54,23,46,159,68,91,72,-0.695508848117676,3.02977635699686,-3.24313132908284,0.00623152095343777,0.962863958687062,-4.20500704183295
"23","GB43802",2,8,8,22,9,16,6,9,47,31,19,20,-1.11508494214245,0.940808875988314,-2.9515954071514,0.0109861407666249,0.962863958687062,-4.42477044241089
"24","GB43989",526,1043,1168,849,733,1033,259,637,737,751,617,640,0.44898173521707,6.69999704080552,2.54040783536895,0.0242614398834751,0.962863958687062,-4.25979214041442
"25","GB44339",11,36,33,31,50,32,10,37,66,67,68,58,-0.738603851794671,2.41909890762414,-3.0278085694293,0.00947436276811102,0.962863958687062,-4.30820028411683
"26","GB44460",18,31,34,64,41,43,10,6,26,27,29,27,0.84042929306737,1.93839408490536,2.70836122540638,0.0175847922573045,0.962863958687062,-4.39077625944445
"27","GB44494",175,221,129,245,193,268,41,114,157,168,183,146,0.53006145587506,4.53020964914277,3.04672058653267,0.0091323475306974,0.962863958687062,-4.05531778516336
"28","GB44651",45,142,117,90,118,87,31,77,70,58,49,58,0.673540173611063,3.41768272520776,2.76987246908274,0.0156186664822326,0.962863958687062,-4.24605753064945
"29","GB44676",9,17,15,13,21,35,5,12,12,6,11,9,0.818105664905712,0.895966701784854,2.99252021917421,0.0101468550423526,0.962863958687062,-4.42169707125839
"30","GB44747",48,102,81,152,163,154,46,92,276,179,213,170,-0.536161487387977,4.18307113037894,-2.71375400077169,0.017403171240532,0.962863958687062,-4.17146332543729
"31","GB44894",416,1148,515,876,973,781,196,520,726,548,664,576,0.426566993349542,6.48784298462977,2.65522538360789,0.0194760235644497,0.962863958687062,-4.21685183890833
"32","GB45176",5,8,11,4,9,22,5,8,39,12,27,24,-1.00271120836267,0.811748666756974,-2.59685691002287,0.0217814994528913,0.962863958687062,-4.46125918636568
"33","GB45728",101,191,135,156,159,221,70,119,143,132,119,92,0.417017340096718,4.27374356776363,2.59192351234607,0.0219880629168088,0.962863958687062,-4.19562961891623
"34","GB45736",76,197,144,378,324,316,85,209,842,382,484,391,-0.725245039903004,5.25835486242131,-2.59032688965951,0.0220553196183088,0.962863958687062,-4.16974599849195
"35","GB46510",28,61,37,47,75,52,9,36,40,33,39,36,0.53360348098531,2.47785388887411,2.69971198691822,0.0178799540292722,0.962863958687062,-4.35103568350704
"36","GB46832",4,21,10,10,48,14,17,22,60,28,29,21,-1.04917477522143,1.53256138551989,-2.71340975415383,0.0174147100789083,0.962863958687062,-4.41552865265947
"37","GB47075",39,111,95,92,283,113,98,96,254,186,270,251,-0.860648586024307,4.32170227200121,-2.9002679840435,0.0121363118893767,0.962863958687062,-4.1182472258637
"38","GB47285",64,114,81,150,133,185,54,133,235,168,179,165,-0.461240310461427,4.23854724409607,-3.62626506010326,0.00296067842340999,0.962863958687062,-3.93822906408123
"39","GB47486",18,75,42,47,95,70,19,77,160,104,97,110,-0.814761827211727,3.25040449706517,-3.40453128501821,0.00455218295954051,0.962863958687062,-4.1471800116015
"40","GB47580",20,89,164,146,226,121,75,132,534,257,527,301,-1.33207728916617,4.55451989134978,-3.47925558981711,0.00393701581791123,0.962863958687062,-3.97407706585858
"41","GB47626",11,35,34,35,66,52,13,32,90,76,73,69,-0.69197235156757,2.61870267383197,-2.65980179053199,0.019305638225143,0.962863958687062,-4.34510075158843
"42","GB47929",47,100,70,104,44,88,38,139,357,189,95,148,-1.07373774115944,3.84265725455671,-3.57322768083847,0.00328093769006654,0.962863958687062,-4.02565956962226
"43","GB47954",10,13,24,18,12,11,1,2,18,4,5,11,1.25891921495642,0.356522486361362,2.94425627329331,0.0111437510988063,0.962863958687062,-4.44951052738349
"44","GB48147",2426,993,1465,1789,547,543,233,425,674,268,307,985,1.36498037464622,6.65437745122326,2.62894746419917,0.0204830430729404,0.962863958687062,-4.24171523234979
"45","GB48149",8,18,21,13,22,24,23,13,62,53,38,25,-1.00494946687753,1.78423266085038,-3.01662039444455,0.00968264762230593,0.962863958687062,-4.36508421272625
"46","GB49711",10,28,20,24,38,34,11,20,76,41,47,38,-0.627758624629122,2.06609872377788,-2.62870326551343,0.0204926343444715,0.962863958687062,-4.39090872405614
"47","GB49726",320,518,506,677,609,693,96,333,219,415,452,392,0.770012909886897,5.84828636936418,3.5775829310321,0.00325336501844244,0.962863958687062,-3.94394882605765
