"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40112",123,173,200,193,177,199,68,100,121,188,162,140,0.530360959577274,4.44366563791429,3.00341061720358,0.00993977400358404,0.999652307972922,-4.08056109745409
"2","GB40217",66,132,114,86,72,76,61,86,184,386,304,358,-1.151102213661,4.24346275178388,-3.07576186016283,0.00863581397502992,0.999652307972922,-4.10276164126217
"3","GB40228",2,37,16,10,2,4,4,21,40,67,34,66,-2.13345678087706,1.12718289088779,-3.38631944287507,0.0047196815395449,0.999652307972922,-4.38507596242222
"4","GB40253",2120,4345,3243,2133,2511,3359,777,2674,2817,2384,2105,1484,0.624623790300411,8.41496288360717,2.44186271507619,0.0292664927853585,0.999652307972922,-4.37881214694359
"5","GB40478",12,17,18,23,28,33,10,35,46,28,43,59,-0.641173667420288,1.96318802281715,-2.66628474020321,0.0190743020161422,0.999652307972922,-4.39677743688149
"6","GB40695",432,2235,304,436,198,101,366,2088,3434,946,2405,6392,-2.16794412439234,6.9270146710607,-2.69398483056733,0.0180854083172756,0.999652307972922,-4.25682076196799
"7","GB41129",126,125,169,164,136,229,36,108,147,150,117,175,0.447565379882493,4.27069680395812,2.67609164142972,0.0187183187474485,0.999652307972922,-4.18150495358968
"8","GB41228",106,342,97,87,93,26,49,327,276,405,262,352,-1.48753117505895,4.46794180894556,-2.73310008498617,0.0167736532751317,0.999652307972922,-4.17875148239211
"9","GB41257",25,33,39,65,69,65,31,65,103,112,93,72,-0.649644189055011,3.1119231665421,-3.53365573386563,0.0035454086322761,0.999652307972922,-4.15576881578329
"10","GB41308",11484,9232,10596,13477,10158,19127,1457,9444,13762,10785,12024,7493,0.745525489968385,10.4531971330461,2.34520269701301,0.035115872899385,0.999652307972922,-4.46045291944752
"11","GB41326",35,37,25,57,22,86,21,113,172,84,132,166,-1.34204209316587,3.18387964098246,-3.99115796822298,0.001469030623571,0.999652307972922,-4.08581640505327
"12","GB41427",1902,2476,4279,3259,2610,4011,578,2161,2742,3677,3134,2192,0.54497880565536,8.52698693526221,2.42897504502338,0.0299887742860322,0.999652307972922,-4.38567112618144
"13","GB41486",316,467,475,469,465,669,131,519,409,555,427,448,0.309147552818479,5.95558101666367,2.40251514733745,0.0315255235938661,0.999652307972922,-4.25623036378589
"14","GB42346",18,24,24,25,28,23,11,80,41,82,37,43,-0.884139862199012,2.21971674551886,-3.33682880940335,0.00519645069650104,0.999652307972922,-4.29425768643446
"15","GB42350",39,64,57,83,115,128,29,123,239,193,137,96,-0.633703268105943,3.77488530704834,-2.62286222031746,0.0207312146390283,0.999652307972922,-4.24565489780032
"16","GB42527",22,78,27,161,108,92,34,94,187,215,115,139,-0.773690719750211,3.66794214196347,-2.30730212770591,0.0377002676413437,0.999652307972922,-4.33025505606293
"17","GB42694",101,155,133,204,186,232,54,329,268,253,230,256,-0.360190045198009,4.74962304562083,-2.30968081814645,0.0375328995201159,0.999652307972922,-4.26053422520231
"18","GB42735",17,27,34,34,31,68,4,12,21,33,44,17,0.850861731971978,1.8320313544349,2.83056204386109,0.0138967768781074,0.999652307972922,-4.3863744184835
"19","GB42793",2361,3318,3580,2639,2455,5481,1096,3213,2894,1720,2309,1828,0.600949427524331,8.55269292025933,2.3192134099318,0.0368692132597608,0.999652307972922,-4.40435675353031
"20","GB42801",39,18,17,84,56,95,6,37,24,14,37,13,1.21127198625123,2.05807340137228,2.72996186084189,0.0168753737072841,0.999652307972922,-4.38460419376874
"21","GB42934",10,30,24,34,26,46,24,46,54,45,33,42,-0.519701907754686,2.25740975767873,-2.32618171430086,0.036391118955885,0.999652307972922,-4.42431065129796
"22","GB43202",121,164,202,196,168,285,49,123,142,187,252,130,0.459081898583782,4.52353557772243,2.50972219848213,0.0257303940827253,0.999652307972922,-4.20978602719113
"23","GB43508",721,3437,793,2661,2301,5863,79,1484,1064,287,1593,438,1.91414915227711,7.27455625099123,3.15112051686929,0.00745828957228261,0.999652307972922,-4.19134183096439
"24","GB43513",2,1,5,8,7,25,5,16,15,11,36,28,-1.44070195935196,0.492301715750392,-2.89365396006609,0.012298933822507,0.999652307972922,-4.45175959352871
"25","GB44093",57,110,37,72,52,66,22,111,86,148,116,158,-0.667431322354806,3.48300790682827,-2.37645851287702,0.033112174316831,0.999652307972922,-4.32785841998769
"26","GB44095",16,22,7,15,6,16,18,39,22,23,19,34,-0.957156390005748,1.41383264292342,-2.44388195185108,0.0291548468008087,0.999652307972922,-4.45317909662577
"27","GB44189",176,239,277,476,346,526,408,394,522,639,682,389,-0.68810658487381,5.86630259613665,-2.71066285491208,0.0175142933942445,0.999652307972922,-4.16862577778782
"28","GB44202",2098,3634,4592,3031,2851,2931,804,2777,1449,2788,2754,2016,0.710658401924112,8.49183826225344,2.87025711730737,0.0128691851196652,0.999652307972922,-4.31489418646805
"29","GB44367",19,99,20,26,18,6,10,78,54,253,104,790,-2.45102310635231,2.79687988489094,-2.83542472586749,0.0137666855117973,0.999652307972922,-4.32213706963402
"30","GB44500",749,687,683,853,768,1443,149,835,902,756,784,562,0.571645104912936,6.67861160929792,2.56203417294986,0.0232889814767761,0.999652307972922,-4.26129829754229
"31","GB44501",2122,1919,2187,2076,1648,3350,733,2155,1691,1270,1817,1472,0.571780212932105,8.02665905962005,2.36497395326566,0.0338354153823131,0.999652307972922,-4.3750804192925
"32","GB44526",3056,3283,3326,4760,3530,7895,825,3682,3950,3654,3843,2686,0.574011194521429,8.94972101618123,2.74720554763552,0.016323798736703,0.999652307972922,-4.35702242979899
"33","GB44613",22,48,43,42,38,79,11,23,40,36,28,31,0.701221916190433,2.31766551600755,3.47388412142374,0.00398136794501359,0.999652307972922,-4.26649108338938
"34","GB44715",61,49,75,122,70,108,8,39,45,102,46,63,0.823662168209183,3.05204993617047,3.15579747702745,0.00739072418907191,0.999652307972922,-4.22726365562143
"35","GB45422",18,23,36,30,23,29,12,21,20,12,5,16,1.0119300605566,1.48061765917487,2.76866499686428,0.0156619520650492,0.999652307972922,-4.41511754419108
"36","GB45469",14,101,66,48,40,20,17,83,95,170,86,86,-1.04606102021534,3.00995297814169,-2.51337347693329,0.0255522687973834,0.999652307972922,-4.3434018152237
"37","GB45615",212,535,231,136,108,38,127,436,702,1316,959,994,-1.97491866077392,5.50743751418422,-3.02493102726245,0.0095327336553252,0.999652307972922,-4.10398140653044
"38","GB45641",9,26,13,31,24,26,18,36,40,36,33,39,-0.656390837650283,1.93497409464177,-2.91947680050923,0.0116984451809767,0.999652307972922,-4.36818556642652
"39","GB45684",47,78,48,73,72,108,41,92,95,190,96,108,-0.474893750398527,3.57393733852121,-2.63249237440281,0.0203520933939693,0.999652307972922,-4.26287153385422
"40","GB45860",7,7,13,18,22,24,6,32,20,31,26,23,-0.576129457200684,1.34125456528557,-2.3682086651368,0.0336302010235463,0.999652307972922,-4.4633629765172
"41","GB45955",1118,1665,1240,1829,1927,2913,280,1374,1245,2978,1672,1179,0.574399158337767,7.71045671328611,2.31946101253944,0.0368521236540613,0.999652307972922,-4.36982702913832
"42","GB45966",1,3,1,15,9,10,6,6,14,19,13,20,-1.31950478050474,0.174887028800569,-2.748535993281,0.0162819817323133,0.999652307972922,-4.47128277002934
"43","GB46013",678,1004,1797,1545,1679,1777,250,1190,894,1554,1310,1090,0.578080980959931,7.35030322969584,2.80162042252389,0.0146964016377633,0.999652307972922,-4.25693054045164
"44","GB46250",19,35,30,58,50,38,18,48,69,86,47,74,-0.521129459606345,2.68195250619779,-2.47587052745158,0.027439722846098,0.999652307972922,-4.37403263589402
"45","GB46541",787,987,1409,1417,1397,1770,371,1104,865,1336,1234,1162,0.418482293468284,7.32070207547677,2.93001110484093,0.0114618718931343,0.999652307972922,-4.22960739704828
"46","GB46635",34,62,62,64,75,93,6,64,61,57,55,42,0.595384564377329,2.86752656929318,2.58186500569121,0.0224232648156136,0.999652307972922,-4.34213981069052
"47","GB47107",29,64,40,89,68,97,38,114,137,85,93,90,-0.497815332148041,3.41391587492907,-2.44983847664268,0.0288278764177571,0.999652307972922,-4.318228579571
"48","GB47551",834,600,812,1280,959,1673,169,663,868,1085,853,700,0.664592504498824,6.85196881809046,3.097829596247,0.00827302515941259,0.999652307972922,-4.15767745521933
"49","GB47678",222,389,332,477,508,565,76,499,388,352,280,385,0.449957188979424,5.64090330418511,2.49402083911682,0.0265100908596201,0.999652307972922,-4.21735907529828
"50","GB47751",2,4,2,28,16,5,9,18,14,12,28,40,-1.43171826766425,0.679389670237155,-2.67479262194103,0.0187650978931042,0.999652307972922,-4.46296547709841
