"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",103,115,112,297,390,166,90,219,836,696,228,600,-0.949064911741114,5.16089468766725,-2.55747231930852,0.023536471791619,0.999772119170168,-4.18769289517629
"2","GB40010",1016,1179,1129,4061,3304,2350,3610,2279,2936,5289,2746,5404,-0.983680263672152,8.56386792906424,-2.47619103100688,0.0274699652788027,0.999772119170168,-4.37593249701569
"3","GB40150",523,246,349,779,400,487,729,983,545,778,747,1063,-0.914838032264839,6.43560411612641,-2.40799303982193,0.031250860917828,0.999772119170168,-4.27493810520087
"4","GB40282",26,77,82,118,130,107,66,90,134,242,158,146,-0.572176416743756,3.91307980786351,-2.4860657660789,0.0269602972041606,0.999772119170168,-4.26507619486745
"5","GB40387",96,145,220,163,195,169,36,121,142,215,147,187,0.347702824823872,4.38148487419827,2.63392803269086,0.0203370821975317,0.999772119170168,-4.17782707537839
"6","GB40514",110,221,272,232,310,265,57,128,187,272,281,260,0.376435143635075,4.86546731505162,2.44992558024034,0.0288710546438068,0.999772119170168,-4.20982246134575
"7","GB41196",206,228,212,428,420,329,173,373,375,694,489,616,-0.490994033397295,5.67751790134934,-2.68018108704431,0.0186110021558559,0.999772119170168,-4.15726688722126
"8","GB41340",55,100,109,90,107,136,33,69,94,104,94,83,0.409819860361268,3.65265417077877,2.63842548772108,0.0201626383907883,0.999772119170168,-4.24994443412438
"9","GB41418",4725,1817,3172,4045,3438,3144,383,1867,5056,2502,2493,1638,0.948806911877471,8.49075556269325,2.36777830248954,0.033708502319684,0.999772119170168,-4.38987059843007
"10","GB41989",25,44,48,111,77,78,26,93,122,175,101,122,-0.67665314133829,3.43822430146675,-2.96950064640156,0.0106455974287672,0.999772119170168,-4.21053564635285
"11","GB42145",12,16,23,36,33,24,15,24,46,52,37,54,-0.57721110431365,2.06691643927142,-2.87027731722494,0.0129011585972042,0.999772119170168,-4.36446183010936
"12","GB42220",199,424,411,613,656,697,284,566,560,873,1048,1098,-0.529701299375966,6.36044476702355,-2.68267201919609,0.0185222080169934,0.999772119170168,-4.19889717820753
"13","GB42317",19,53,39,82,76,77,38,67,86,137,99,91,-0.554708039274965,3.26121233889329,-2.39788032055152,0.0318522620329379,0.999772119170168,-4.34266783098401
"14","GB42356",445,380,571,850,750,812,571,833,732,1096,1283,1319,-0.63948222111476,6.79321925007143,-2.88831871515098,0.0124586094449236,0.999772119170168,-4.18474767416399
"15","GB42617",4,5,2,10,10,23,5,14,23,49,25,22,-1.41469560760475,0.818863829539129,-3.20166006504617,0.0067822008994245,0.999772119170168,-4.41552529440925
"16","GB42751",5,29,28,28,52,29,16,37,41,53,51,72,-0.692628679754247,2.22759109388344,-2.43142189521955,0.0298989843878631,0.999772119170168,-4.41206492316556
"17","GB42801",39,18,37,37,84,56,6,17,24,14,13,95,1.0671877818953,2.05807340137228,2.37748657906111,0.0330988540254669,0.999772119170168,-4.42988318774434
"18","GB43353",187,220,334,357,292,231,68,129,180,302,241,454,0.455653360135495,5.05966068934577,2.38323040908788,0.0327431247389081,0.999772119170168,-4.22886267714067
"19","GB43363",6,4,3,8,7,7,4,8,6,25,12,22,-0.872988130436239,0.267928906788513,-2.37986017507,0.0329514069354321,0.999772119170168,-4.49839746786946
"20","GB43375",99,135,109,242,158,189,150,310,213,360,267,313,-0.767412070154726,4.85497910860499,-3.48353504384569,0.00392345441504489,0.999772119170168,-3.93859930277697
"21","GB43508",721,3437,1484,1593,2661,2301,79,793,1064,287,438,5863,1.70154408937855,7.27455625099123,2.52834639797605,0.0248790997027635,0.999772119170168,-4.3034723398372
"22","GB43518",18,45,21,18,19,31,0,3,25,2,5,108,1.82250303025131,0.875713374746936,2.32215603068191,0.036719382350748,0.999772119170168,-4.48635160599244
"23","GB43922",6,10,20,11,15,11,4,6,7,8,8,15,0.636166254144973,0.519018974546871,2.47387666379768,0.0275907499806343,0.999772119170168,-4.48318814520769
"24","GB43946",14,20,16,25,33,24,43,17,50,59,61,38,-0.838087873068761,2.15149410991502,-2.36628595659783,0.0338031603950315,0.999772119170168,-4.42608277302595
"25","GB44331",239,171,282,405,345,402,402,308,440,603,530,537,-0.653854319136342,5.76256078104013,-2.37316452884576,0.0333689554886306,0.999772119170168,-4.24871105173866
"26","GB44337",317,353,470,425,425,404,111,314,309,418,400,590,0.341158771847385,5.7152187378178,2.42600180737409,0.0302066633169131,0.999772119170168,-4.23145240477085
"27","GB44598",65,95,120,125,121,122,24,74,100,134,128,96,0.361332377610139,3.78178584879844,2.40288786128696,0.0315530957704281,0.999772119170168,-4.29167707795932
"28","GB44733",35,56,82,56,64,56,19,47,49,36,42,60,0.558545985498536,2.82172897286905,2.90116679625642,0.0121526061150426,0.999772119170168,-4.29261198037006
"29","GB45135",13,39,25,58,57,44,24,41,87,98,57,67,-0.618767474410886,2.73151838891637,-2.3771725678388,0.0331184073637555,0.999772119170168,-4.38725895339042
"30","GB45212",52,77,96,132,142,126,49,121,137,243,196,206,-0.497304128001961,4.12786054830895,-3.18152475117332,0.00705286506491416,0.999772119170168,-4.06947870426658
"31","GB45287",110,84,121,233,201,178,63,184,324,316,293,289,-0.574461904685065,4.71037040261247,-2.73981571237929,0.0165950188929344,0.999772119170168,-4.1359735912184
"32","GB45509",18,5,22,37,20,32,16,32,25,63,44,55,-0.835554098930318,1.96980990546913,-2.34184279614149,0.0353900489386045,0.999772119170168,-4.43862417572404
"33","GB45706",903,1424,1212,2258,1915,2066,1444,1897,1737,3430,2491,4159,-0.614972042087738,8.13878926981442,-2.65824573345015,0.0194110391911924,0.999772119170168,-4.32399039960873
"34","GB45988",11,36,35,29,26,40,11,27,12,24,18,17,0.770557522198285,1.71549935381175,2.61227231289837,0.0211977733429841,0.999772119170168,-4.4185137509717
"35","GB46271",139,124,154,266,210,221,158,237,255,324,269,346,-0.483579465343463,4.98690568431755,-2.5802856600198,0.0225340049730841,0.999772119170168,-4.1736307844009
"36","GB46490",408,588,641,693,914,826,333,798,1595,1684,731,1116,-0.44251628904598,6.83801254442004,-2.33326759227844,0.0359633637062162,0.999772119170168,-4.31604124111788
"37","GB46496",69,74,96,116,79,121,50,144,125,194,110,181,-0.426759166353678,3.96689205116824,-2.47813071757819,0.0273691262954797,0.999772119170168,-4.25882632565254
"38","GB46647",135,236,317,267,285,267,57,218,243,274,216,299,0.323155883112589,5.00523929514873,2.55465421549833,0.0236632576354656,0.999772119170168,-4.17694518054311
"39","GB46693",26,81,67,80,58,75,57,70,114,131,70,160,-0.545051258355477,3.48270971513049,-2.41659069939898,0.0307481101674785,0.999772119170168,-4.31955309775134
"40","GB47009",358,339,303,925,814,693,878,660,632,1507,926,1384,-0.930102028832745,6.68920471886539,-2.60483687324926,0.0215013606503051,0.999772119170168,-4.24273704557979
"41","GB47504",108,151,222,189,222,236,39,143,151,224,207,178,0.384087421266132,4.55176673174249,2.69157781066331,0.0182081075175751,0.999772119170168,-4.15068214100685
"42","GB47505",58,97,145,118,119,132,14,69,94,84,129,137,0.525794699583232,3.70269916878899,2.59840047544569,0.0217675577151063,0.999772119170168,-4.254923589223
"43","GB47536",1,17,10,16,15,32,32,46,134,39,27,17,-1.53553794714659,1.65376288891689,-2.32657154774807,0.0364171662159247,0.999772119170168,-4.45944941134222
"44","GB47565",4091,3285,4106,3940,3120,1950,899,1748,2238,3997,1336,3853,0.75903644682292,8.58415475007304,2.44212188348596,0.0293003725442228,0.999772119170168,-4.38156121575399
"45","GB47567",131,206,230,198,243,216,49,119,228,266,188,180,0.400453202572986,4.68710821163089,2.61120511249511,0.0212410899659737,0.999772119170168,-4.16741839668812
"46","GB48129",24,49,73,74,54,41,4,23,27,64,45,65,0.699625115400003,2.47788921398878,2.36327827320391,0.033994704804539,0.999772119170168,-4.40640650663619
"47","GB48229",471,497,393,1730,816,555,868,572,832,2927,1347,1828,-0.911851805227066,7.02090176926643,-2.33373416786487,0.0359319440535396,0.999772119170168,-4.32613681457325
"48","GB48386",24,25,38,37,30,47,27,39,46,76,49,61,-0.473766012974253,2.55059271854473,-2.46301313142745,0.0281645571946977,0.999772119170168,-4.38565893551876
"49","GB48537",10,22,31,34,39,36,8,12,16,29,24,35,0.558330415738192,1.72971786568775,2.42527037641207,0.0302484154045579,0.999772119170168,-4.43928827414396
"50","GB48571",60,61,76,123,119,99,36,125,107,196,123,194,-0.418114145502555,3.87956544209245,-2.33615393747677,0.0357694123114803,0.999772119170168,-4.3014673179848
"51","GB48858",50,42,52,83,86,72,58,80,110,102,100,121,-0.501768648627923,3.49123658470876,-2.54462816677913,0.0241196986548796,0.999772119170168,-4.29089722288574
"52","GB48946",220,258,260,371,348,344,221,399,403,471,488,715,-0.509472417683681,5.70753211915311,-3.2153549389693,0.00660406824892506,0.999772119170168,-4.01426141863371
"53","GB48953",14,32,40,33,41,30,15,37,55,65,70,50,-0.505640004737639,2.43924187439777,-2.61356844480325,0.0211452798334219,0.999772119170168,-4.37095905801879
"54","GB49112",196,302,418,361,356,404,104,263,323,396,363,393,0.247087388575248,5.49316135684014,2.37423746550035,0.0333017081905035,0.999772119170168,-4.23805784801676
"55","GB49416",7,7,45,16,22,24,4,8,7,7,10,16,1.08143451764462,0.820886207142509,2.891644356248,0.0123786814228967,0.999772119170168,-4.43718497572936
"56","GB49484",68,51,85,148,122,115,73,123,132,222,148,263,-0.627040069678927,4.11057001407138,-3.05890970013017,0.00894996748555399,0.999772119170168,-4.10492609605605
"57","GB49780",19,17,16,56,23,26,7,17,8,16,26,16,0.826799479342912,1.44769448244581,2.31114498786657,0.037483423726009,0.999772119170168,-4.46554499542494
"58","GB49801",134,174,283,383,261,332,222,758,380,498,375,476,-0.785839164931543,5.57281689180982,-3.21283597425605,0.0066364782028467,0.999772119170168,-4.01065743804455
"59","GB49977",145,145,191,326,239,260,105,255,340,485,258,485,-0.436867803692927,5.17429983121308,-2.55654692429036,0.0235780325388829,0.999772119170168,-4.17953183484144
"60","GB50160",116,252,214,385,374,431,161,386,335,456,771,732,-0.603486233621197,5.63454737887278,-2.586907820605,0.0222508349284337,0.999772119170168,-4.18268019382249
"61","GB50233",5,9,9,12,7,12,6,10,20,21,14,16,-0.568294193874475,0.733254971154386,-2.35963831221607,0.034227898347721,0.999772119170168,-4.48721442225593
"62","GB50383",14,18,21,52,45,28,20,35,47,63,37,72,-0.599391081866965,2.32445145880575,-2.43258065345191,0.0298335962902499,0.999772119170168,-4.40553789299288
"63","GB50660",5,5,7,12,7,15,5,12,13,23,15,18,-0.680711022476597,0.64811098211386,-2.62669130187824,0.0206208564221543,0.999772119170168,-4.46765463472631
"64","GB50671",20,36,37,41,22,30,2,23,14,38,20,30,0.78304316808566,1.7278016635205,2.46721648994397,0.0279411914361673,0.999772119170168,-4.43536222552733
"65","GB51185",10,10,20,22,13,23,9,26,29,30,19,39,-0.539155288729636,1.51601238673012,-2.3085750879921,0.0376639030554738,0.999772119170168,-4.4628439529101
"66","GB51545",34,59,57,141,147,116,40,76,228,382,132,267,-0.841231633585759,4.00485971584703,-2.48669824802794,0.0269279643577037,0.999772119170168,-4.26019600287132
"67","GB51697",128,185,242,174,231,184,49,103,231,199,123,230,0.448292030351315,4.56477813049493,2.61145055152661,0.0212311202393924,0.999772119170168,-4.17330334329812
"68","GB51782",260,322,417,469,450,469,97,334,380,513,208,330,0.51570397691044,5.59508918072341,2.75786552297423,0.0160280611742862,0.999772119170168,-4.13344539888297
"69","GB51956",686,972,1155,1459,1258,1341,904,1179,1663,1853,1428,2160,-0.426806385683768,7.56083216932875,-2.37569847621353,0.0332103456789088,0.999772119170168,-4.34578271995786
"70","GB51962",54,139,78,256,225,159,52,142,340,492,311,373,-0.772964123414662,4.68724716428804,-2.43712705685017,0.0295783655866669,0.999772119170168,-4.22805367087932
"71","GB52056",833,602,674,1830,1167,1347,3045,2640,1082,1859,1788,2310,-1.13166293342256,7.70729023804838,-2.42491838272751,0.0302685278517305,0.999772119170168,-4.34449537417355
"72","GB52848",186,242,194,591,456,370,207,354,481,820,671,993,-0.707808059629563,5.88506132190817,-2.88973982262102,0.0124243926766657,0.999772119170168,-4.11313044123369
"73","GB53179",42,115,122,86,86,87,30,53,35,111,53,70,0.73201001648806,3.32436134869127,2.98438313267515,0.0103427465693294,0.999772119170168,-4.22013812694582
"74","GB53231",53,53,71,97,100,115,40,90,101,177,143,147,-0.415431079062191,3.74744520556995,-2.45987980939732,0.0283321754012181,0.999772119170168,-4.2835913960798
