"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40047",26,28,72,19,30,29,23,9,15,25,27,17,0.894892858219958,1.63791890353191,3.95630491540696,0.00159739940080891,0.999445295748406,-4.23340926492555
"2","GB40106",98,76,154,49,66,98,132,106,80,226,172,139,-0.515622974755011,3.78556280386053,-3.05180695004738,0.00913151219314476,0.999445295748406,-4.03996904441898
"3","GB40281",4,8,18,7,10,4,12,10,11,43,15,21,-1.01720373350634,0.566238190633599,-2.72201183613863,0.0172541622438251,0.999445295748406,-4.45276030107872
"4","GB40377",39,29,41,11,20,34,20,14,28,13,7,19,1.03831214504973,1.41853740889896,2.78860378369069,0.0151815121743594,0.999445295748406,-4.38679764917909
"5","GB40839",47,27,46,23,28,29,21,6,20,39,30,34,0.585692599029763,1.78862824983759,2.71899565805772,0.0173543198026974,0.999445295748406,-4.36306471249609
"6","GB41240",431,141,497,184,375,628,629,272,558,1856,633,470,-0.753262829321694,5.85544137124429,-2.68647802527609,0.0184708297100843,0.999445295748406,-4.05743237957369
"7","GB41337",15,7,11,4,21,14,14,9,16,43,33,24,-0.830988126256089,0.965717391798292,-2.77775917529649,0.0155015845633324,0.999445295748406,-4.42249414528306
"8","GB41545",4452,4555,11379,4910,4525,4112,4190,1445,4173,3560,4333,4445,0.734093088240126,9.09913462167676,2.89846424364831,0.0122839392188217,0.999445295748406,-4.22104443784102
"9","GB42076",313,243,423,162,231,333,252,89,233,377,321,262,0.318393833172254,5.021598699599,2.68566806084603,0.01849951627022,0.999445295748406,-4.03450714588219
"10","GB42434",10499,8833,28096,6020,26450,11854,36602,10881,18407,53868,30329,20955,-0.823180508496582,11.1831959602039,-2.69014093576287,0.0183416409049968,0.999445295748406,-4.35734633202273
"11","GB42802",1339,1732,5323,1163,587,1451,538,499,726,812,1104,1876,0.974298726231426,7.17310365475434,2.68509699177058,0.0185197679646828,0.999445295748406,-4.14839233679007
"12","GB42979",86,55,145,35,61,100,75,30,41,102,52,63,0.53124526956997,3.0466307079167,3.14503660609474,0.00762265952716412,0.999445295748406,-4.13444731966331
"13","GB43039",71,25,65,28,36,50,72,34,40,154,111,97,-0.716370036987556,2.86086387143664,-3.33173162333481,0.00530884296459762,0.999445295748406,-4.13197479555814
"14","GB43246",386,153,312,135,178,436,481,190,470,647,399,388,-0.623254474950283,5.32477432164463,-2.9331870470079,0.0114870301037227,0.999445295748406,-3.95178568418961
"15","GB43325",45,108,98,34,45,288,21,17,12,37,74,73,1.41204565152849,2.66691264540349,2.80005350753164,0.0148506157056918,0.999445295748406,-4.26740048964608
"16","GB44000",268,291,412,157,252,318,201,92,198,350,313,285,0.412952663752536,4.97804780307236,3.42326440259858,0.00444688063833478,0.999445295748406,-3.78152985494585
"17","GB45314",124,80,177,73,94,87,140,69,128,217,179,211,-0.444537753644682,3.97397343793214,-3.20279546550655,0.00681544789698639,0.999445295748406,-3.96513183974553
"18","GB45771",22,32,45,17,18,19,14,2,12,24,21,16,0.953441776958008,1.16925267323852,3.09562112825622,0.00838857243138755,0.999445295748406,-4.3753542562505
"19","GB45776",433,399,646,379,448,630,433,203,328,385,365,408,0.601254681888606,5.7048744015292,3.56951550960473,0.00335247399535883,0.999445295748406,-3.75207575836876
"20","GB45778",3,3,5,1,10,12,9,11,8,32,19,23,-1.55442166105906,0.157694391687518,-3.82112851818141,0.00206736051383536,0.999445295748406,-4.40467610431448
"21","GB45985",40,32,47,20,19,40,18,11,20,24,23,41,0.677626678164794,1.75212725282972,2.93141010780444,0.0115265426172563,0.999445295748406,-4.33732541445705
"22","GB45987",74,35,122,23,33,47,44,11,24,44,58,31,0.740570331413993,2.32576787204399,2.79691117859666,0.0149407175874706,0.999445295748406,-4.2985241458524
"23","GB46030",18,14,29,8,34,14,25,9,44,93,69,38,-1.02628946294202,1.73404149940548,-2.96064339734482,0.0108932547358569,0.999445295748406,-4.34016251914743
"24","GB46066",1097,784,1502,583,1093,1125,883,437,759,1148,1145,1087,0.311879005729918,6.89228608459852,2.84561969097767,0.0136025192193842,0.999445295748406,-4.07865575097432
"25","GB46640",72,48,101,46,127,93,171,85,51,335,221,152,-0.82353651114092,3.74681029771608,-2.70806009040837,0.0177222395770985,0.999445295748406,-4.1463667281497
"26","GB47382",413,226,417,158,328,269,334,302,561,619,512,438,-0.530303772460281,5.52094289782326,-2.74133609718703,0.0166257415908398,0.999445295748406,-4.02155843907785
"27","GB48086",186,191,255,105,115,243,163,90,97,175,140,177,0.494440021097798,4.30162781553964,2.88336098396289,0.0126473714562934,0.999445295748406,-4.01318250765838
"28","GB48194",160,268,483,203,313,296,190,84,184,259,263,272,0.574972272603379,4.88456538463316,2.80431660047121,0.0147292296096563,0.999445295748406,-3.99796487350634
"29","GB48346",241,154,300,121,194,279,280,204,258,413,368,278,-0.384828638347027,4.97584026235518,-2.87798143119808,0.0127793647349209,0.999445295748406,-3.9705193564516
"30","GB48964",25,10,28,7,10,20,12,6,7,20,11,10,0.671903313886907,0.712896218233529,2.73170752385539,0.0169360113616144,0.999445295748406,-4.44128184486167
"31","GB49190",69,98,120,45,85,101,56,42,58,101,71,79,0.463199927747797,3.24655283816397,2.86471060458341,0.0131108124017309,0.999445295748406,-4.16643825114472
"32","GB50151",11,7,6,2,13,4,7,4,14,60,42,22,-1.44579444414673,0.467356721676995,-2.79140147627282,0.0150999972777099,0.999445295748406,-4.45423017184545
"33","GB50297",54,43,54,26,36,57,82,45,46,127,79,58,-0.525105144255795,2.81743065974776,-2.68442991793409,0.0185434516267035,0.999445295748406,-4.26490913007178
"34","GB51305",364,212,387,205,75,214,144,33,88,173,214,161,0.92184148290005,4.35073000781141,2.6981337851071,0.0180627898890657,0.999445295748406,-4.07938275204754
"35","GB51566",209,134,317,119,380,216,339,166,284,733,504,335,-0.624118291166821,5.13549430988607,-2.95499626398622,0.0110128470918027,0.999445295748406,-3.94486013596977
"36","GB51732",42,65,117,24,135,43,172,34,120,405,233,105,-1.16055899577621,3.5532232977308,-2.96623709908637,0.0107760612813962,0.999445295748406,-4.11126367420365
"37","GB51815",195,274,459,95,122,111,138,18,41,180,72,101,1.32849551339139,3.8654711484647,3.56825604541264,0.00336062678724611,0.999445295748406,-3.91273812908235
"38","GB52155",26,22,14,13,21,20,35,25,39,42,37,33,-0.76665551175284,1.74353789701271,-2.6545751386614,0.0196341658743698,0.999445295748406,-4.37835641362267
"39","GB52308",807,2781,1084,870,1039,805,278,240,770,1204,1035,652,1.09295446755811,6.69332348101401,2.70497635285056,0.0178273593353804,0.999445295748406,-4.10723842998054
"40","GB52489",124,139,351,126,378,109,490,181,133,835,785,582,-1.07317245336781,5.11265724132953,-2.74129472132083,0.0166270629115606,0.999445295748406,-4.03227255678382
"41","GB52840",15,9,32,10,16,18,16,7,7,10,13,7,0.865886320185171,0.688222608804593,2.99777588487075,0.0101382864379206,0.999445295748406,-4.41977688519036
"42","GB53284",58,56,58,17,39,81,100,38,57,114,76,107,-0.573212614515326,2.95221308450302,-2.72467090878158,0.0171663316527572,0.999445295748406,-4.24082749131476
"43","GB53370",98,87,45,30,34,126,10,10,25,65,38,22,1.42570795085252,2.27734830804313,3.22173132834441,0.00656987254952213,0.999445295748406,-4.24635175328302
"44","GB53377",29,37,58,28,27,51,22,4,20,36,40,31,0.796849311760635,1.85705043598935,2.99864992685343,0.0101211549537653,0.999445295748406,-4.31944550673377
"45","GB53524",25,16,45,7,20,18,26,23,34,69,62,49,-0.896726052019095,1.85661414481435,-3.8830623542684,0.00183663189423977,0.999445295748406,-4.21475721758018
"46","GB54356",41,24,80,16,30,54,81,60,52,148,62,51,-0.746174350956215,2.69901389224972,-2.76460823527958,0.0158986108050262,0.999445295748406,-4.26582503635299
"47","GB54516",61,35,58,25,36,55,44,33,88,244,114,83,-0.867026329471233,2.93842191238026,-3.0228933786053,0.00965725194152466,0.999445295748406,-4.18240380773553
"48","GB54622",615,455,871,401,472,624,384,268,491,638,626,537,0.355562291055191,6.03637563819491,2.65515670812751,0.0196123340688539,0.999445295748406,-4.07293990349062
