"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40228",11,6,10,15,24,17,61,5,8,16,53,51,-1.17125935386041,1.14600189970812,-3.01377649176892,0.00981291333076064,0.999820809913282,-4.38614574228964
"2","GB40392",144,98,133,262,261,195,112,42,26,188,56,101,1.00882160913174,3.83385925703693,3.2060053357823,0.00676010226506518,0.999820809913282,-4.01045070966035
"3","GB40615",244,136,166,259,512,269,162,56,56,337,109,128,0.823073232375964,4.42837663431915,2.64428029079848,0.0200009253794886,0.999820809913282,-4.09942601459739
"4","GB40846",16,24,20,24,32,20,21,12,4,9,14,14,0.698547035951226,1.05758041744793,2.7042289505732,0.0178305762441711,0.999820809913282,-4.42476988984415
"5","GB41719",229,246,265,297,507,360,237,105,69,211,206,319,0.579201758080372,4.87333161584531,3.42440318791694,0.00442703381278626,0.999820809913282,-3.80937802634329
"6","GB41723",221,136,203,103,277,272,350,137,99,229,282,296,-0.40004255004655,4.69316842002289,-2.59115661008092,0.022137280017131,0.999820809913282,-4.0875563928327
"7","GB42769",365,261,525,349,1105,843,1873,255,352,675,775,1048,-0.643308480237636,6.22505392471299,-2.61549226543733,0.0211324778316999,0.999820809913282,-4.10779658378294
"8","GB43791",16,6,12,10,22,12,8,3,6,4,9,9,0.756945885017739,0.221124847986646,2.80640166914616,0.0146499880709965,0.999820809913282,-4.46337653459525
"9","GB43840",96,73,86,72,133,102,155,53,84,97,144,132,-0.412417636135284,3.65648403328064,-3.1217862879295,0.00795951650627399,0.999820809913282,-4.04327821289588
"10","GB44099",39,32,59,41,57,57,41,15,16,36,33,33,0.52499235807405,2.20486354904507,2.86434585690681,0.0131009720998778,0.999820809913282,-4.3052945312406
"11","GB44711",11,11,18,16,7,7,19,10,8,18,36,31,-1.01718319264595,0.894353070760208,-2.63672098503507,0.0202922206343256,0.999820809913282,-4.44079857128263
"12","GB44796",78,46,90,64,116,82,177,44,48,82,121,105,-0.42860964622623,3.38422169878453,-3.03316083102542,0.00945128143300886,0.999820809913282,-4.1100949375199
"13","GB45509",29,41,29,45,105,36,16,10,10,33,19,46,0.940122304973147,1.89620558609203,2.63666484295716,0.0202943994017183,0.999820809913282,-4.37205370652887
"14","GB45565",851,524,2322,2631,2716,2737,1103,377,430,1032,722,1293,0.88813324170366,7.15646934268651,2.60597699923673,0.0215199757436055,0.999820809913282,-4.18023890644874
"15","GB45986",104,111,163,217,149,230,134,57,19,86,112,68,0.898341667427411,3.72695351057868,3.03098852099771,0.00949114038588794,0.999820809913282,-4.07058941109664
"16","GB46557",143,11,218,536,250,355,0,132,0,22,140,7,4.14501743000829,2.33571064560983,2.77004358456022,0.0157123520700508,0.999820809913282,-4.3768597186281
"17","GB46558",91,299,295,349,272,242,11,99,1,48,90,48,2.93113043450687,3.36089941100397,3.98588046450388,0.00150519159123188,0.999820809913282,-4.03727503180335
"18","GB46601",283,172,502,554,522,623,260,121,47,325,191,351,0.896226459328001,5.11332172399299,2.70672419023633,0.0177454044708096,0.999820809913282,-4.05184923397125
"19","GB46603",22,17,26,16,30,35,44,17,21,30,36,34,-0.509993049976444,1.76750388583352,-2.81449027914522,0.0144234067784603,0.999820809913282,-4.35368696405053
"20","GB46781",8,12,13,8,16,13,38,10,12,25,19,16,-0.895057161489716,0.929489729942098,-3.38319879277453,0.00479475511245757,0.999820809913282,-4.36877232152553
"21","GB47040",427,278,690,553,579,658,320,191,75,407,347,488,0.702340477587339,5.55085214049051,2.5317450107238,0.0247885300066958,0.999820809913282,-4.11251992278677
"22","GB47095",11,24,26,6,34,15,55,16,13,19,39,30,-0.843672210379042,1.4348928718683,-2.63133989214573,0.0205020872442407,0.999820809913282,-4.40571103403694
"23","GB47126",25,10,9,11,19,14,12,3,0,9,1,5,1.75900025957776,-0.150092323101763,3.35180870134781,0.0050954074266234,0.999820809913282,-4.44509425438217
"24","GB47270",144,545,284,385,552,400,83,116,92,147,127,240,1.32680000432174,4.76071296168,3.3162358773085,0.00545911062239309,0.999820809913282,-3.87825631438236
"25","GB48656",434,168,296,598,652,681,142,43,14,600,84,326,1.61733656546728,4.77272020010122,2.8357008719059,0.0138454709001184,0.999820809913282,-4.05375275336864
"26","GB48855",233,151,212,256,418,294,272,86,88,155,195,272,0.372811942279652,4.68381604338213,2.99047635810392,0.0102658039275036,0.999820809913282,-3.95464391772348
"27","GB49073",1130,667,1152,788,1638,1409,819,479,389,616,789,1301,0.408505136641573,6.78016147769142,2.59255163083793,0.0220784500063697,0.999820809913282,-4.1575855340039
"28","GB49689",116,57,27,68,187,92,57,24,7,50,10,51,1.37263952766344,2.52092167427242,2.87903715839609,0.012734573715199,0.999820809913282,-4.27847429722644
"29","GB49802",36,16,43,21,73,65,100,35,31,81,75,84,-0.932047907984856,2.63152977242406,-4.18107341586288,0.00104025616637318,0.999820809913282,-4.04331770449504
"30","GB49920",5,5,18,9,38,10,34,8,26,22,24,19,-1.00716574931081,0.985580410135286,-2.56011526759203,0.0234863058894316,0.999820809913282,-4.44411820580322
"31","GB50100",16,11,21,14,25,25,17,4,4,15,9,14,0.677971546480937,0.766836189823296,2.8526062974185,0.0134012004696626,0.999820809913282,-4.4290536677292
"32","GB50114",191,161,566,712,184,881,22,207,3,163,35,89,2.85531440439509,4.02576602071265,3.51466461466444,0.00371780133781094,0.999820809913282,-4.01373001927283
"33","GB50124",455,256,311,214,512,526,852,275,236,650,536,483,-0.608340570144264,5.70307157400235,-3.33237984164765,0.00529092514088314,0.999820809913282,-3.834110495314
"34","GB50537",273,201,390,378,555,600,230,102,107,215,221,438,0.688384020174055,5.11185038467165,3.15514523862041,0.00746091837655339,0.999820809913282,-3.89245826296637
"35","GB50686",442,242,504,345,630,569,260,149,126,317,312,458,0.560903678013918,5.39362611328788,2.97467196489871,0.0105847282501953,0.999820809913282,-3.95153495947973
"36","GB50689",32,32,43,40,53,76,87,33,29,54,61,75,-0.501952636752049,2.63759790040675,-2.85258013347566,0.0134018770945838,0.999820809913282,-4.25521409428342
"37","GB50767",65,40,94,62,112,88,51,22,42,38,59,51,0.616804877559132,2.84118998127881,3.04288085801024,0.00927495838401693,0.999820809913282,-4.19536670679049
"38","GB51227",27,15,17,65,65,30,18,8,6,31,6,20,1.11638507171696,1.36423282355646,2.53018241110107,0.024862245037878,0.999820809913282,-4.42638713357233
"39","GB51593",320,308,433,594,1239,712,460,156,161,295,295,514,0.642455743986432,5.64085696280271,3.05264545239357,0.00910111745929544,0.999820809913282,-3.93602160002368
"40","GB52152",468,326,375,262,689,451,782,264,254,465,514,523,-0.332225631897385,5.75731025246377,-2.70534754479222,0.0177923452513295,0.999820809913282,-4.04752596644703
"41","GB52184",99,16,311,242,199,136,6,16,12,73,25,42,2.44575116734673,2.7304060572722,3.12114518623512,0.0079694172479614,0.999820809913282,-4.2346876060261
"42","GB52836",2521,9857,7635,4719,7835,4709,3623,1302,955,2215,3086,4013,1.14070615241796,8.8357562777057,3.60596931016025,0.00311697552512168,0.999820809913282,-4.08159509768012
"43","GB52892",17,9,19,10,21,16,32,10,12,19,23,30,-0.628626967341388,1.15255023413988,-3.31507764007321,0.00547138147183245,0.999820809913282,-4.35353844478335
"44","GB53126",145,114,206,183,286,211,207,73,71,118,142,189,0.331660344412847,4.27187408925159,2.61257059743109,0.0212507332761885,0.999820809913282,-4.11320230656104
"45","GB53446",19,10,16,9,22,20,16,0,3,7,13,8,1.15560641632854,0.241348357144416,2.5450788428257,0.024168034707728,0.999820809913282,-4.48323238031343
"46","GB53542",10,6,4,3,3,3,6,7,8,11,18,14,-1.31317093570506,-0.129476640812312,-2.77226201268422,0.0156454213430415,0.999820809913282,-4.48225386464098
"47","GB54808",189,114,240,267,277,281,193,81,43,174,156,188,0.557615852939391,4.3992507655986,2.68142763138148,0.0186275711190556,0.999820809913282,-4.08366292425511
"48","GB55143",110,27,39,133,154,66,12,38,6,36,32,48,1.51345095761896,2.42995133406637,2.92526779376406,0.0116462702499723,0.999820809913282,-4.28194231065628
"49","GB55212",409,2084,740,1477,4142,14757,4364,3585,1848,34061,28072,8224,-2.24301472757162,8.97465245094691,-2.6879591876122,0.0183957841622901,0.999820809913282,-4.26987243133284
"50","GB55974",14,9,16,9,30,20,35,11,14,13,27,25,-0.54538686086623,1.15851883681724,-2.53213904694692,0.0247699748263534,0.999820809913282,-4.43480627865902
