"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40158",84,66,48,98,105,122,35,60,7,43,73,103,0.79621199755483,2.92693427846772,2.62598710995519,0.0207311029853986,0.999983163683459,-4.27108086709779
"2","GB40163",10715,19494,4611,15312,16502,11552,4261,8092,1553,8861,6189,18533,0.908543130518543,10.1017753378601,2.41603327587836,0.0308788668729043,0.999983163683459,-4.37103109686522
"3","GB40525",9,5,1,3,14,9,10,22,5,7,13,9,-0.845512621812911,-0.00544693814200813,-2.54116973652525,0.0243679481258192,0.999983163683459,-4.49158544765878
"4","GB41010",22,18,8,8,36,25,6,19,3,1,20,11,1.12477785267188,0.539458274639318,2.49965676967662,0.0263656761585684,0.999983163683459,-4.47411247390696
"5","GB41296",55,41,26,13,74,111,49,3,33,16,14,9,1.78563796051464,1.73343158043621,2.59067905566614,0.0221762001846072,0.999983163683459,-4.39554777649188
"6","GB41767",124,211,107,154,415,246,114,129,43,120,168,208,0.577889751436536,4.26136811318522,2.60645117581683,0.0215189878163971,0.999983163683459,-4.11759784839211
"7","GB41841",48,37,26,28,76,49,41,82,33,40,74,60,-0.401755777986252,2.58644691589658,-2.53606581020687,0.0246054525588166,0.999983163683459,-4.32050503809013
"8","GB42429",47,38,30,32,81,58,43,82,50,60,75,63,-0.466608450922942,2.7581678299628,-2.61970206952348,0.0209814725965537,0.999983163683459,-4.28640580970414
"9","GB42470",18,26,11,19,33,24,28,62,11,55,71,33,-0.942315626097812,1.85379113400486,-3.41501202358113,0.00451595143312741,0.999983163683459,-4.26882659902837
"10","GB43091",1627,673,375,1196,840,872,194,388,141,641,585,1114,0.996308497163506,6.23268134132346,2.58930403403447,0.0222344096235784,0.999983163683459,-4.12400847202746
"11","GB43487",31,16,9,17,21,24,25,34,16,25,36,32,-0.612589730883461,1.55213039449634,-2.82785377273751,0.0140715372291846,0.999983163683459,-4.37135956942234
"12","GB43582",10,28,7,23,25,26,5,8,4,10,13,23,0.868536129301358,0.748449154051497,2.4228090423881,0.0304872016048506,0.999983163683459,-4.47002733500832
"13","GB43913",42,44,24,78,92,78,56,209,25,74,103,118,-0.715715955381057,3.09175088036404,-2.87922486327318,0.0127441448654581,0.999983163683459,-4.19021826607747
