"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",114,487,519,68,73,124,187,213,288,356,501,753,-1.03215925904153,4.91579056980917,-2.48622814531564,0.0270780103429355,0.999881079914838,-4.13031305570335
"2","GB40009",462,751,801,258,387,880,2149,717,544,1436,926,1286,-1.02685991119563,6.60351062452025,-3.16432800483934,0.00735629688402027,0.999881079914838,-3.97527979438139
"3","GB40057",582,855,564,257,444,718,619,400,576,707,1066,690,-0.299692719664095,6.24043103804871,-2.66377825147935,0.0193140024978246,0.999881079914838,-4.09404312282314
"4","GB40589",373,544,377,197,342,456,263,167,294,341,550,406,0.209083735457906,5.44743515260511,2.38196219779563,0.0329581381279726,0.999881079914838,-4.15553530301747
"5","GB40845",75,299,144,36,73,118,152,75,158,195,350,181,-0.688408827297883,4.06343808903012,-2.83403954045209,0.0139286875227692,0.999881079914838,-4.07178141975644
"6","GB41215",131,158,126,55,76,119,69,39,75,108,122,123,0.320217036400323,3.58886241702589,2.38293628847604,0.0328979365230154,0.999881079914838,-4.2522473373634
"7","GB41525",383,483,340,176,385,467,215,176,289,351,473,343,0.282062902533116,5.37265829138045,2.57895102932249,0.0227079505719673,0.999881079914838,-4.08298220916672
"8","GB42768",63,28,17,20,9,52,41,20,40,70,62,77,-0.892755034267634,2.18335234705818,-2.5168266584944,0.0255531223193112,0.999881079914838,-4.3634919058064
"9","GB43140",20,20,42,10,11,28,32,23,11,55,75,76,-0.977242899042505,1.81164461145076,-2.48855023507609,0.0269592812174977,0.999881079914838,-4.39786766417795
"10","GB43141",87,86,133,46,51,81,92,66,47,203,290,280,-0.85644117912978,3.67802687468423,-2.55394351595073,0.0238143588631704,0.999881079914838,-4.20017403627989
"11","GB43508",1584,1606,856,1130,1120,1219,713,376,687,1116,929,1400,0.648007740465113,6.99330110543026,2.76449104199236,0.0159226822512339,0.999881079914838,-4.12238248666237
"12","GB43670",31,10,7,6,8,19,22,7,10,28,50,39,-0.976974528125314,1.03429000082127,-2.49590412468971,0.0265865715211274,0.999881079914838,-4.44740291547471
"13","GB43693",32,46,46,10,41,25,7,8,20,27,20,33,0.823614045770584,1.54775982594358,2.61148894745214,0.0213426926673716,0.999881079914838,-4.40005769527014
"14","GB44089",27,39,33,10,12,16,37,12,19,50,59,44,-0.686070843122247,1.74119842417786,-2.43964338565176,0.0295688415713745,0.999881079914838,-4.4081902482722
"15","GB44305",320,569,342,156,203,414,405,190,325,609,575,507,-0.414501540400119,5.50155886453953,-2.73891951722837,0.0167240929161891,0.999881079914838,-4.02923675808086
"16","GB44889",24,48,31,16,15,28,23,18,36,42,93,61,-0.692654892741357,2.02931613843061,-3.1431285515805,0.00766456880519732,0.999881079914838,-4.28109624600437
"17","GB45536",44,55,55,21,21,56,44,35,44,76,79,77,-0.516773922544924,2.59671889583988,-2.75191402220979,0.0163120318403902,0.999881079914838,-4.279167870366
"18","GB45815",7,18,19,5,7,9,16,7,12,19,30,19,-0.696475938752897,0.715701876476833,-2.64163594102925,0.0201490803984531,0.999881079914838,-4.45017263353328
"19","GB46038",20,14,15,19,16,44,55,11,24,25,82,57,-0.937220499159118,1.77232735690895,-2.38622308806588,0.0326955765391891,0.999881079914838,-4.41444496396933
"20","GB46223",5692,5548,5421,1531,2150,4895,1402,1195,3894,1035,926,2173,1.20240080748666,8.27194540531155,2.84529301854022,0.0136299843994515,0.999881079914838,-4.19361070357208
"21","GB46276",296,51,61,73,6,64,157,47,125,166,292,241,-1.53014771789563,3.54634535970165,-2.61731540977728,0.0211067748010562,0.999881079914838,-4.21219487819444
"22","GB46408",120,180,142,76,141,152,75,55,119,124,167,126,0.306508215893825,3.91322651048427,2.37278915459276,0.0335302382886825,0.999881079914838,-4.22266320779926
"23","GB46429",879,1161,895,359,670,1017,386,294,481,951,866,854,0.42382233566412,6.43452118353142,2.99581907759269,0.0101928635549029,0.999881079914838,-4.00577289745415
"24","GB46868",14,28,20,11,14,21,4,9,5,9,17,21,0.840181780301283,0.75106117235956,2.8732799589768,0.012914191077157,0.999881079914838,-4.42768491265944
"25","GB47424",23,40,18,14,11,21,33,9,20,44,82,55,-0.827813679354338,1.72462367300529,-2.83446747309186,0.0139172119455885,0.999881079914838,-4.35594418195128
"26","GB47425",89,86,75,44,41,62,82,35,53,122,221,143,-0.627150297029445,3.29994949129085,-2.65144215501153,0.019775000957803,0.999881079914838,-4.21687600367337
"27","GB47588",44,18,25,8,16,20,31,11,20,44,109,47,-0.921497705354646,1.75012791806425,-2.63233523966759,0.0205102293668688,0.999881079914838,-4.38162609603159
"28","GB47993",9,6,10,4,6,6,10,8,6,20,19,16,-0.877951520315398,0.271233445583392,-2.87144139857874,0.0129600556512033,0.999881079914838,-4.45568955843915
"29","GB48046",130,78,70,41,81,134,107,54,142,117,157,207,-0.569097991468666,3.68974497920865,-2.43818804935675,0.0296500943694631,0.999881079914838,-4.22849754435176
"30","GB48144",75,100,53,37,59,73,37,32,40,51,76,61,0.418314706078988,2.82561796058943,3.06597676727696,0.00889926451710556,0.999881079914838,-4.18881053083121
"31","GB48923",669,1100,446,377,469,692,347,252,371,540,855,535,0.391299810084254,6.04015609798388,2.87480563515129,0.012876253162045,0.999881079914838,-4.01073629331338
"32","GB49510",246,159,179,9,125,23,28,4,78,7,13,12,2.49763385745262,2.13363086541558,2.82501402131678,0.0141728979048317,0.999881079914838,-4.34242528130806
"33","GB49945",181,326,199,94,191,234,157,88,146,182,219,157,0.347918527429317,4.46152076074269,2.70037218791485,0.0180072387686944,0.999881079914838,-4.06628219182639
"34","GB50026",2163,2847,2068,1608,611,5974,440,721,589,793,4523,1038,1.148504329488,7.48115444538474,2.52919523507814,0.0249605194946208,0.999881079914838,-4.22138013549437
"35","GB50550",419,1059,310,1696,1627,2373,197,195,476,222,1381,318,1.58836391130178,6.2336144264445,2.80163846502756,0.0148251200259941,0.999881079914838,-4.06332978155886
"36","GB50858",19,23,17,5,5,31,25,19,16,35,30,36,-0.793553614288549,1.30114098952525,-2.50759362710372,0.0260043158446416,0.999881079914838,-4.43032981363699
"37","GB51567",6,12,8,4,5,18,10,6,18,11,40,20,-0.9099988086789,0.522457261240586,-2.89487379844763,0.0123873437067594,0.999881079914838,-4.44006424006583
"38","GB52063",3,11,11,4,6,7,7,3,14,15,26,13,-0.819185194797641,0.176392404931216,-2.45132397417372,0.0289243936525753,0.999881079914838,-4.49137256416854
"39","GB52157",101,158,119,44,51,107,86,42,131,138,277,209,-0.545489930107379,3.75704526725008,-2.5982459804319,0.0218884676427145,0.999881079914838,-4.174601099561
"40","GB52553",48,84,60,34,55,74,30,30,29,45,82,44,0.481680231046498,2.63428969159472,2.89763200106768,0.0123215946252742,0.999881079914838,-4.24708412261689
"41","GB52555",153,248,193,51,101,113,145,93,138,203,338,221,-0.433465621443194,4.26484061415678,-2.4527041732136,0.0288491408417791,0.999881079914838,-4.16708474276932
"42","GB52636",584,646,395,304,536,535,265,243,338,447,658,511,0.343724506883661,5.79700425839555,2.48829762703772,0.0269721728159705,0.999881079914838,-4.12868411824197
"43","GB53860",745,739,423,554,232,373,188,121,203,313,686,314,0.87566214430294,5.4966666590445,2.83668726021182,0.0138578344907164,0.999881079914838,-4.00211246280304
"44","GB53996",124,157,87,67,65,83,105,61,100,171,197,188,-0.492019872824401,3.80008063258209,-2.92089679087031,0.0117805502636188,0.999881079914838,-4.07654703313079
"45","GB54212",127,198,94,48,87,136,70,39,71,111,164,94,0.335146680619924,3.59479213485807,2.39084048443919,0.0324133016301271,0.999881079914838,-4.24945057879184
"46","GB54337",78,91,69,44,38,73,93,43,50,131,132,145,-0.54399304224612,3.27240751887,-2.56222832059658,0.0234421588059061,0.999881079914838,-4.24197266292936
"47","GB54426",219,325,210,151,200,218,119,114,150,208,283,213,0.313091111184034,4.6285853438287,2.48011842848691,0.027392809931313,0.999881079914838,-4.13160068837577
"48","GB54480",89,191,60,66,119,146,32,44,64,62,126,77,0.717248086668693,3.36206336569338,3.03018261986311,0.00953746602361448,0.999881079914838,-4.11831485080182
"49","GB55016",4880,9512,4429,2359,3903,5824,2774,1814,2739,2687,7055,3169,0.610827747976421,8.93245976414444,3.53160776624849,0.00361542124431547,0.999881079914838,-4.10211264970154
"50","GB56027",25,18,24,7,10,19,11,7,2,14,5,15,1.08650815889011,0.548411024131135,2.46432862808244,0.0282227533716277,0.999881079914838,-4.47558999094165
