"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40047",26,28,72,30,33,43,23,19,17,25,25,23,0.615203541625764,1.92266675957782,2.68191618516058,0.0187898685674877,0.99995946503142,-4.3534515899345
"2","GB40853",4,4,12,7,9,5,9,5,16,13,13,13,-0.880386144833683,0.219764132291214,-3.47479902409316,0.00409032379556211,0.99995946503142,-4.38875565634702
"3","GB40969",336,193,217,127,404,450,412,148,398,612,470,655,-0.770035479615648,5.44017740304783,-2.735906678462,0.0169490647232722,0.99995946503142,-3.99067834444822
"4","GB41228",130,143,267,144,405,352,69,55,262,87,93,26,1.4161064485249,4.10454381047204,2.96492026956981,0.0109215265937525,0.99995946503142,-4.03530680381643
"5","GB41240",431,141,497,375,458,266,629,184,628,522,384,884,-0.673557713524225,5.73806818469557,-2.79283704423119,0.0151993099666718,0.99995946503142,-3.98073659518429
"6","GB41241",235,123,328,149,226,144,258,117,226,222,207,497,-0.442313053102883,4.79998991432718,-2.57818824277178,0.0228889505515224,0.99995946503142,-4.05496798464074
"7","GB41283",1007,384,1105,586,894,763,786,705,894,1145,798,1140,-0.453507930257248,6.75993320161497,-2.50990575969725,0.0260475079573531,0.99995946503142,-4.16326710883832
"8","GB41792",74,46,128,58,62,68,123,32,97,104,68,176,-0.549035897221386,3.38065931865513,-2.58907860293304,0.0224207701409229,0.99995946503142,-4.21910597193187
"9","GB42072",161,132,198,99,111,161,203,101,189,158,148,299,-0.476903319240742,4.37194101408441,-2.8413166682104,0.0138500956281274,0.99995946503142,-3.99998966703163
"10","GB42549",62,61,47,27,85,70,3,18,46,53,17,20,1.37228890794358,2.13533208292637,2.54572533921015,0.0243414263511035,0.99995946503142,-4.36327641563061
"11","GB42801",58,12,90,32,14,13,35,43,37,84,56,95,-1.09895986308463,2.35767479571328,-2.51228180874735,0.0259308502423171,0.99995946503142,-4.34694016840794
"12","GB43246",386,153,312,178,193,247,481,135,435,267,240,646,-0.632231371136644,5.18867076132217,-2.60488579614558,0.0217577026062797,0.99995946503142,-4.03589808887488
"13","GB43518",33,10,3,19,2,5,47,11,18,19,31,108,-2.15329608692211,1.05686880681006,-3.1944241264014,0.00701821736317734,0.99995946503142,-4.36523666630704
"14","GB43584",436,334,501,237,409,273,513,232,427,370,379,755,-0.393417481027814,5.673430512227,-2.46966869877458,0.0281015610479905,0.99995946503142,-4.09701262763166
"15","GB43884",96,72,132,99,105,89,81,27,83,74,73,94,0.340330732504111,3.43178563518451,2.51739927344955,0.0256813058495189,0.99995946503142,-4.23214086280109
"16","GB44065",61,65,83,39,62,63,119,82,90,81,75,124,-0.745316191409967,3.32957159692602,-3.88400410301951,0.00187187985471765,0.99995946503142,-3.93634487979287
"17","GB44093",65,89,204,93,148,158,65,33,116,72,52,66,0.75744893551304,3.51655680930159,3.02964909701501,0.00964176228065199,0.99995946503142,-4.09233600518074
"18","GB44095",31,27,31,19,23,34,10,13,19,15,6,16,0.956723934530003,1.31990585739579,3.19014014056798,0.00707642088368249,0.99995946503142,-4.3403896266239
"19","GB44191",125,114,144,52,102,145,152,110,150,167,148,200,-0.634737822169315,4.09258786625388,-3.35139195637526,0.00518633592548576,0.99995946503142,-3.88864058834892
"20","GB44214",398,346,558,277,401,333,634,182,517,616,395,761,-0.463101634500886,5.80627809842705,-2.78493615246331,0.0154311103487233,0.99995946503142,-3.98610957735276
"21","GB44256",8,7,5,1,11,2,12,7,12,14,23,17,-1.62731618128357,0.136957612940492,-3.87372783963249,0.001908720274695,0.99995946503142,-4.35608046701825
"22","GB44526",4535,2324,4657,2311,3654,2686,5489,1964,3843,4760,3530,7895,-0.523114311797945,8.92995435016228,-2.84138224969349,0.0138483527742628,0.99995946503142,-4.23902096055752
"23","GB44886",471,417,824,433,551,575,490,181,410,439,403,497,0.313042487636634,5.90421397729004,2.7906767033003,0.0152623493359407,0.99995946503142,-3.9938856144754
"24","GB44987",207,173,268,170,140,178,135,91,125,116,126,154,0.449667007747621,4.32860043834416,2.76452976153132,0.0160459755887068,0.99995946503142,-4.0357077835845
"25","GB45146",101,69,157,113,123,99,64,41,96,69,80,97,0.427233714798525,3.54614460379644,3.10823483440149,0.00828682600753253,0.99995946503142,-4.06252920875896
"26","GB45184",369,484,1018,478,517,506,350,286,318,374,367,359,0.486277891743069,5.82150850358855,2.60936829766699,0.0215731648150512,0.99995946503142,-4.05683537051703
"27","GB45378",930,804,1166,484,769,705,1373,517,919,1021,948,2053,-0.548638947718426,6.90573506602681,-2.92016675318594,0.0119034231012954,0.99995946503142,-4.052162959708
"28","GB45437",135,126,405,210,193,130,87,83,146,82,124,126,0.673177840328473,4.20268839874992,2.81242242578595,0.0146393507337048,0.99995946503142,-4.04191784879269
"29","GB45727",33,17,47,23,28,29,8,14,15,20,16,27,0.707009968971914,1.511757802035,2.83987326520706,0.0138885093675821,0.99995946503142,-4.36479314117622
