"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40161",13,7,25,12,17,9,16,6,7,8,5,11,0.649920412129307,0.508354076514629,2.22476245046741,0.0443339861983893,0.999701849283496,-4.48653078391181
"2","GB40392",144,98,133,262,229,145,112,42,149,108,115,137,0.665347839177849,4.09230271046347,2.85102083859639,0.0135749647661438,0.999701849283496,-4.04812899167761
"3","GB40713",4394,1659,5829,8498,3268,3608,2230,1170,2500,3085,2562,3616,0.7920506681068,8.68446870377271,2.44961681375713,0.029154286133591,0.999701849283496,-4.31312736459072
"4","GB40733",117,79,131,100,121,120,137,59,85,86,95,115,0.296619976139524,3.7516362095889,2.57328654365947,0.0230772848792362,0.999701849283496,-4.17830542529395
"5","GB41070",11,12,26,18,15,10,36,15,20,29,23,36,-0.746254926764447,1.38356107851751,-3.04992201084285,0.00925660746317661,0.999701849283496,-4.35179966496426
"6","GB41181",432,309,362,310,445,412,592,389,448,480,481,556,-0.35515014760147,5.8238421606215,-2.53092331094419,0.0250065226261328,0.999701849283496,-4.09018991030785
"7","GB41337",15,7,14,21,18,33,11,4,9,9,15,15,0.772784714053109,0.795117310524009,2.48242706758442,0.0274064392363444,0.999701849283496,-4.44970277265331
"8","GB41374",48,25,22,11,29,24,46,22,33,40,43,59,-0.605062063900559,2.04855136659793,-2.39603306712851,0.032240993375791,0.999701849283496,-4.39073536169151
"9","GB41422",24,20,23,24,40,28,36,7,27,18,18,22,0.438554379858349,1.59382776386603,2.21380712341769,0.0452382014611018,0.999701849283496,-4.44377362268002
"10","GB41684",130,77,117,87,179,93,119,52,89,68,86,72,0.562192140374906,3.62506569722429,3.290075900694,0.00582452619211409,0.999701849283496,-4.00790915606791
"11","GB41776",489,110,99,122,117,192,448,265,309,422,142,769,-1.08641629588594,4.94875755344935,-2.66696139109622,0.0193099567450968,0.999701849283496,-4.0465318925862
"12","GB42470",18,28,26,19,34,36,62,11,54,46,51,44,-0.605285037907107,2.11131135940392,-2.41463831833711,0.0311353557581869,0.999701849283496,-4.38309222415414
"13","GB42472",6,10,20,26,29,24,118,13,27,28,22,40,-0.92558026234147,1.64899699839664,-2.22064046785178,0.0446721851827849,0.999701849283496,-4.44152572540168
"14","GB42527",138,94,121,148,215,161,136,34,115,139,108,92,0.604721603157948,3.94957776513166,3.2576882704621,0.00619996015931831,0.999701849283496,-3.95216854161361
"15","GB42825",7,11,12,23,18,17,19,3,3,9,7,8,0.971094850479487,0.427735408182316,2.67175719001046,0.0191341176404316,0.999701849283496,-4.44726292708479
"16","GB42889",55,87,103,35,71,64,159,48,127,72,95,133,-0.560501856219946,3.41770585826277,-2.36280948488043,0.0343093168711141,0.999701849283496,-4.27979160930572
"17","GB42922",256,185,233,161,210,186,362,145,249,278,210,363,-0.289936966788395,4.91824130555359,-2.34954445539683,0.0351699864332907,0.999701849283496,-4.14538123970946
"18","GB43029",118,428,159,264,191,172,110,46,61,77,273,130,1.07900284800456,4.22499045934763,2.58324176853869,0.0226452804687278,0.999701849283496,-4.12675870836659
"19","GB43298",29,27,21,19,31,18,40,21,33,62,27,83,-0.697659322485529,2.04568776445842,-2.53596102515532,0.0247691822458783,0.999701849283496,-4.36905848673179
"20","GB43422",573,493,521,545,686,552,553,232,491,551,495,585,0.305938230878485,6.07935974627951,2.73140514069403,0.017073516207092,0.999701849283496,-4.03709478427869
"21","GB44099",39,32,59,41,49,62,41,15,31,51,32,41,0.507324978740793,2.38369733388421,2.63180284555294,0.0206480023844827,0.999701849283496,-4.323522384086
"22","GB44122",376,320,686,869,808,891,466,229,397,579,408,377,0.657763934219104,6.02549351723841,2.60027789535977,0.0219241264266904,0.999701849283496,-4.08305441489119
"23","GB44128",19,13,20,20,52,23,54,15,32,34,34,43,-0.512316311421872,1.87098057220159,-2.37831238915187,0.0333288988962521,0.999701849283496,-4.40477788593914
"24","GB44450",68,36,55,76,120,58,70,20,49,50,60,62,0.454155173304418,2.90125260814148,2.26512144317428,0.0411477534865062,0.999701849283496,-4.35063427336623
"25","GB44505",158,73,23,60,78,116,142,61,107,415,112,332,-1.08738007295663,3.82485750992056,-2.31698313532376,0.0373706510851849,0.999701849283496,-4.25778782216897
"26","GB44836",48,45,58,58,95,73,141,41,74,89,66,101,-0.351886316797713,3.21596969401937,-2.27032231418027,0.0407532570126826,0.999701849283496,-4.32193107386586
"27","GB45582",239,200,199,383,370,259,283,115,160,234,256,202,0.46017441100529,4.93448391876426,2.36987423562842,0.0338591707065807,0.999701849283496,-4.13684517678876
"28","GB45584",19,10,19,4,32,32,73,10,40,51,24,29,-0.953477454063742,1.60968946569821,-2.35285041833072,0.0349535823060256,0.999701849283496,-4.42568622502711
"29","GB45609",479,542,396,247,984,1227,2702,802,904,751,1005,852,-0.880218347115263,6.66093138156057,-2.46569466068485,0.0282848156460326,0.999701849283496,-4.17823440596089
"30","GB45677",41,24,25,28,24,32,27,11,13,17,19,17,0.802021875272737,1.56322646853795,3.70805128603904,0.00260912829741756,0.999701849283496,-4.26091617357718
"31","GB46059",135,80,113,106,132,124,206,67,152,156,138,178,-0.28342070115757,4.07583272463762,-2.79337755417704,0.0151628362920946,0.999701849283496,-4.06712767006093
"32","GB46143",263,182,202,167,244,196,331,140,235,295,272,340,-0.282992278343304,4.93946613439573,-2.63284646215149,0.0206070160255146,0.999701849283496,-4.03610740627403
"33","GB46170",86,55,95,115,111,107,96,38,66,95,78,94,0.35871809570557,3.46491088639809,2.25682249047823,0.0417847310645541,0.999701849283496,-4.30076217611644
"34","GB46222",73,42,234,139,287,328,36,41,217,43,52,94,1.33530707602713,3.68381344494898,2.4182719732494,0.0309237004895397,0.999701849283496,-4.24124397999992
"35","GB46366",5213,2642,12033,14725,5494,3127,4449,1523,3697,1974,2433,5642,1.04816615297234,9.11475248080638,2.63562813733265,0.020498156381583,0.999701849283496,-4.30018429368658
"36","GB46480",28,20,31,19,30,24,20,7,19,17,19,27,0.577705841378426,1.48060491837166,3.20002999669568,0.00692940948837453,0.999701849283496,-4.3247658258085
"37","GB46490",916,648,1447,1032,1684,914,1330,512,693,731,826,1116,0.378370941072495,6.95143626475445,2.25869263725498,0.0416403817278771,0.999701849283496,-4.26400546931374
"38","GB46617",131,92,94,105,131,126,264,74,142,158,143,172,-0.378599325620905,4.10193013217071,-3.22192583937083,0.00664278451458584,0.999701849283496,-3.93416423071099
"39","GB46663",12,3,4,10,20,9,17,5,13,19,17,36,-0.8505475824358,0.632486907980343,-2.27570367179953,0.0403488379046165,0.999701849283496,-4.47901885110816
"40","GB46868",14,4,20,5,10,10,28,9,12,20,13,42,-0.899231772334333,0.824902211241764,-2.65122943147993,0.019897898566744,0.999701849283496,-4.43280452036787
"41","GB46926",29,37,65,33,52,36,74,33,59,67,45,97,-0.501835278086427,2.70915482857018,-2.43086759508472,0.030200642728742,0.999701849283496,-4.3325902222165
"42","GB46956",20,9,9,9,17,14,52,7,20,42,16,42,-0.978530477425895,1.24610504798034,-3.18010436143235,0.00720098902948579,0.999701849283496,-4.34944060838887
"43","GB47040",427,278,690,553,465,391,320,191,246,276,411,441,0.619560227989136,5.6113778237871,2.93016507758519,0.0116587160688381,0.999701849283496,-3.93636012364553
"44","GB47615",84,59,84,77,121,74,94,33,74,69,47,89,0.393181094468565,3.26329938065752,2.80117969245003,0.0149376795269929,0.999701849283496,-4.18815563622746
"45","GB47791",143,100,148,116,160,140,245,82,174,133,203,263,-0.326922308169594,4.32519519351918,-2.5623129485177,0.0235627318136315,0.999701849283496,-4.11114462325105
"46","GB47819",14,17,20,13,14,18,16,2,12,11,9,18,0.676688854059952,0.765088085664732,2.44537370116094,0.0293879953883753,0.999701849283496,-4.45484389396941
"47","GB48022",574,334,385,352,489,598,2680,318,511,661,533,742,-0.571779891963017,6.2045398175673,-2.23800603641278,0.0432636343915336,0.999701849283496,-4.22134471752546
"48","GB48299",200,130,179,144,226,253,368,104,227,220,247,304,-0.278486582564601,4.76824649002558,-2.36698095228618,0.0340428372353079,0.999701849283496,-4.1449975434641
"49","GB48307",47,42,38,33,55,42,75,29,63,71,53,79,-0.427361570420078,2.73855672843735,-2.97299354343111,0.0107359136201654,0.999701849283496,-4.22279710669737
"50","GB48359",47,42,42,49,49,55,56,17,44,45,32,38,0.396796195409353,2.4738924083817,2.38604838085814,0.0328497268968011,0.999701849283496,-4.36028141901287
"51","GB48653",5,5,9,7,31,10,27,6,21,24,16,16,-0.80453893066754,0.756469905918452,-2.32131579195359,0.0370704535062348,0.999701849283496,-4.46972789338308
"52","GB48656",434,168,296,598,461,198,142,43,413,171,328,160,0.959062511081371,4.95838681343168,2.28815689323131,0.0394274738952947,0.999701849283496,-4.17740282047074
"53","GB48855",233,151,212,256,323,288,272,86,170,218,252,234,0.332033347263934,4.82840631880409,2.31724743876597,0.037352272296852,0.999701849283496,-4.15971432962496
"54","GB48978",19,17,29,30,36,46,12,5,26,18,22,31,0.781560767397938,1.54080346253082,2.38822056029293,0.0327163686119437,0.999701849283496,-4.42353692747296
"55","GB49041",93,59,74,97,90,61,93,43,53,60,62,70,0.382512420506616,3.20740609795991,2.30937808893192,0.0379031745641975,0.999701849283496,-4.31291342291011
"56","GB49051",11,4,7,6,18,19,25,10,18,17,13,19,-0.687635738337747,0.771853302775508,-2.42152513313962,0.0307353783442836,0.999701849283496,-4.45851455614612
"57","GB49376",435,146,222,175,331,306,452,240,327,672,330,456,-0.600221447888027,5.37942223944168,-2.67689177830663,0.0189475872503266,0.999701849283496,-4.02009822823902
"58","GB50055",72,47,27,46,55,49,116,49,86,82,63,126,-0.757936556274763,3.06525209055894,-3.69754684289814,0.00266203720227448,0.999701849283496,-4.03847251812185
"59","GB50072",32,27,26,14,23,17,10,14,10,15,15,21,0.785463061858052,1.25613099752029,2.49755775987501,0.0266347983416648,0.999701849283496,-4.42557377437869
"60","GB50118",1568,364,190,129,202,551,482,1878,791,1539,1611,1078,-1.78246218479702,6.35355287792742,-2.74747826581194,0.0165564301942235,0.999701849283496,-4.07395505752733
"61","GB50128",440,266,429,398,462,403,435,194,292,320,361,441,0.302866834245344,5.57743521449835,2.81280197132446,0.0146083580977253,0.999701849283496,-3.97283766520552
"62","GB50457",116,100,239,224,222,163,564,105,239,178,342,332,-0.575449852657911,4.78717161286336,-2.33848868634991,0.0359029888002072,0.999701849283496,-4.15960603487257
"63","GB50478",15,6,0,9,6,20,21,5,12,59,21,36,-1.68272571218334,0.585317734495916,-2.29822281384986,0.0386973404179129,0.999701849283496,-4.47712288433618
"64","GB50766",18,17,42,91,30,35,43,14,11,10,6,31,1.08249039677324,1.6051360862277,2.24032644868969,0.0430786244311615,0.999701849283496,-4.44137865085687
"65","GB50767",65,40,94,62,72,74,51,22,54,80,38,50,0.575730114508735,2.8771356735708,2.67114802763662,0.0191563658766584,0.999701849283496,-4.26663661234778
"66","GB50837",585,548,963,494,998,667,748,276,664,503,594,724,0.331983537220686,6.35426864200607,2.22943678278712,0.0439533867734921,0.999701849283496,-4.23268568103533
"67","GB50946",19,18,14,7,19,19,38,11,29,29,21,22,-0.565616020266785,1.36059016405627,-2.28785748668651,0.0394493900748753,0.999701849283496,-4.44604391399549
"68","GB51075",50,25,23,35,38,32,29,12,19,14,17,27,0.838269844646322,1.74395418687009,3.9523363042175,0.00163951145095582,0.999701849283496,-4.21348605414877
"69","GB51167",28,19,46,29,35,31,78,20,49,32,50,72,-0.5604763314835,2.31932806709184,-2.76015428424363,0.0161594782888541,0.999701849283496,-4.30804195857567
