"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40288",178,152,224,558,332,340,319,160,66,157,171,218,0.615586901885866,4.80617471057931,2.69894216880311,0.018168347646312,0.999699958632361,-4.02485061523789
"2","GB40464",9,9,6,14,2,17,36,28,15,10,24,21,-1.35288147525856,0.828207305519329,-3.4242719683271,0.00449819194845891,0.999699958632361,-4.35906813300603
"3","GB40615",244,136,259,386,249,209,162,166,56,287,153,148,0.609010559302054,4.62704573548437,2.47729010745799,0.027675515420684,0.999699958632361,-4.11741787131031
"4","GB40617",48,29,33,57,60,35,24,32,22,34,18,27,0.692146988128727,2.14281764069597,2.56685264010577,0.0233627956748312,0.999699958632361,-4.35573755132764
"5","GB40689",8,13,5,24,14,20,20,32,7,31,26,26,-0.816300260158287,1.15622949675078,-2.389023274931,0.0326696170329236,0.999699958632361,-4.44352989338026
"6","GB40828",12,14,16,22,19,12,30,17,16,19,29,25,-0.560830385257222,1.32791881687545,-2.31459600212736,0.0375395658930489,0.999699958632361,-4.44353281890781
"7","GB41178",14,14,16,24,16,18,13,15,3,14,7,5,0.901325151814269,0.699371107659469,3.24811388521166,0.00631655247164399,0.999699958632361,-4.37977905265714
"8","GB41360",37,36,37,41,36,86,29,22,9,19,36,36,0.820238998450119,2.07976892189241,3.37412038407953,0.00495428431988189,0.999699958632361,-4.24147126112612
"9","GB41467",332,184,173,249,235,491,582,457,147,275,487,331,-0.482599681696511,5.31551245448474,-2.47648284432054,0.0277176764412708,0.999699958632361,-4.09340325768835
"10","GB41608",20,20,22,59,22,41,82,42,15,37,44,39,-0.548943716841902,2.14414230301469,-2.35115161621426,0.0350670918019284,0.999699958632361,-4.39046167710291
"11","GB41670",742,334,999,497,789,430,645,300,171,644,201,228,0.861006307710162,5.83778917042644,2.48141998365772,0.0274607875292011,0.999699958632361,-4.11806220265417
"12","GB41945",522,365,159,226,343,676,311,243,216,205,94,100,0.930122185416394,5.03317360230477,2.4247117407092,0.0305543090588499,0.999699958632361,-4.12471502378999
"13","GB42410",1346,223,359,1487,715,129,1617,1357,509,1026,1405,2338,-1.37478958154494,6.70508698187346,-2.43254690382314,0.0301077947730616,0.999699958632361,-4.19604181819748
"14","GB42424",373,201,333,614,300,518,977,501,318,554,374,708,-0.614474318296666,5.87227748568472,-3.28512113784055,0.00588142786878158,0.999699958632361,-3.83108312757537
"15","GB42427",3331,1446,8375,3048,2324,1760,1703,414,478,2693,579,634,1.71788520195404,7.66739329540111,3.36784020438631,0.00501459032242342,0.999699958632361,-4.03654306314417
"16","GB42552",78,64,30,34,48,57,29,11,19,13,53,20,1.14922431899861,2.11323535987228,3.01995422647943,0.00980845991475176,0.999699958632361,-4.29134581639299
"17","GB42728",345,264,202,550,325,422,269,161,72,274,317,299,0.582503705182138,5.13044083819207,2.66651899712872,0.0193281557433848,0.999699958632361,-4.02520155452171
"18","GB42768",63,41,40,70,55,67,28,17,20,38,51,43,0.809881014189997,2.45442587045618,3.19972430672438,0.00693458160091635,0.999699958632361,-4.22091340515842
"19","GB42787",585,478,631,699,612,611,773,524,282,432,444,416,0.332509850209453,6.1177686996351,2.64674113484223,0.0200707439117459,0.999699958632361,-4.07125939372015
"20","GB42832",64,57,68,94,91,100,155,90,39,122,119,123,-0.458745678437033,3.5480675530156,-3.04745789553521,0.00930197904797807,0.999699958632361,-4.08395966830412
"21","GB43029",118,428,264,191,273,130,110,159,46,61,77,172,1.0889009064993,4.22499045934763,2.51990704513139,0.0255353681547022,0.999699958632361,-4.15273441155042
"22","GB43079",28,19,24,27,12,26,23,16,11,10,14,11,0.610732916553576,1.23377847043978,2.4395433687107,0.0297143706605525,0.999699958632361,-4.43318055091825
"23","GB43093",439,348,367,423,392,415,380,280,164,321,360,282,0.398300898083281,5.48673291929601,3.38109470854354,0.00488816852014774,0.999699958632361,-3.77072474085613
"24","GB43412",210,171,163,222,184,226,175,201,92,152,169,142,0.310267741307347,4.50984678415844,2.36663104855607,0.0340675528551325,0.999699958632361,-4.16151229975464
"25","GB43515",23,14,25,79,28,9,190,28,68,60,36,89,-1.5091047322245,2.38321386991024,-2.82522194622543,0.0142659505430439,0.999699958632361,-4.29736160346118
"26","GB43670",31,22,10,38,16,47,10,7,7,18,3,16,1.40822740286053,1.00271547010413,3.34084514748821,0.00528234634021117,0.999699958632361,-4.35161017386088
"27","GB44228",27,29,55,68,42,56,36,45,11,22,38,18,0.689806190190342,2.16650772314628,2.53383853980375,0.0248710484091057,0.999699958632361,-4.35957308760999
"28","GB44384",76,54,60,59,40,68,44,26,22,53,42,36,0.645280914303922,2.61134355219929,3.0006091159443,0.0101810203809094,0.999699958632361,-4.23460796088376
"29","GB44540",55,46,37,66,62,68,103,51,36,78,76,79,-0.36069246980888,3.01158280589376,-2.41134291055378,0.0313308663345608,0.999699958632361,-4.30810289067467
"30","GB44628",18,14,13,30,9,26,25,40,22,31,21,28,-0.661791166379243,1.54102235093819,-2.2680790118355,0.0409255884026231,0.999699958632361,-4.43926401108564
"31","GB44704",22,20,21,22,23,38,23,14,12,15,18,15,0.523785390622976,1.39883068971257,2.76664395016187,0.0159616050507573,0.999699958632361,-4.38275174018731
"32","GB44713",23,20,17,28,25,38,27,18,11,13,22,18,0.42223540715957,1.48390772321839,2.34990308240304,0.0351489188272506,0.999699958632361,-4.43072621462553
"33","GB45115",1700,1089,1390,1613,1384,2086,1402,1084,522,1574,1279,928,0.438523852842735,7.39750527589589,2.86436029864057,0.0132330708188129,0.999699958632361,-4.12867763970242
"34","GB45313",50,30,26,32,38,83,94,90,31,49,61,53,-0.619113743702832,2.69710268140963,-2.72243374119767,0.0173707738471786,0.999699958632361,-4.27607895767332
"35","GB45509",29,41,45,63,32,55,16,29,10,37,44,20,0.820291002939332,2.08126684282114,2.55368923619613,0.0239532487351079,0.999699958632361,-4.36349041232928
"36","GB45584",19,10,4,32,24,29,73,19,10,40,51,32,-1.00438401864305,1.60968946569821,-2.52791899633309,0.0251512554879056,0.999699958632361,-4.40097916910385
"37","GB45641",22,17,17,36,24,26,45,30,12,33,39,31,-0.438756364791613,1.81126749388877,-2.53574898798471,0.0247812610342622,0.999699958632361,-4.38431327762533
"38","GB45910",288,217,187,643,354,356,511,323,367,400,412,819,-0.604969043599552,5.63819682233233,-2.30616720938336,0.0381327107372076,0.999699958632361,-4.16752509510152
"39","GB45973",944,572,386,843,756,1306,1177,1146,439,979,1431,1370,-0.523228415256757,6.85671207597125,-2.48615316006543,0.0272166636839662,0.999699958632361,-4.18699712110721
"40","GB46117",6,3,6,22,7,15,29,17,8,15,9,22,-0.907628469077758,0.614778174799852,-2.65634623763103,0.0197067002162542,0.999699958632361,-4.44143398633434
"41","GB46206",49,31,30,53,46,46,39,31,13,28,46,22,0.504155953187169,2.18998387453489,2.69290578175011,0.0183790021639141,0.999699958632361,-4.33061846708574
"42","GB46596",122,75,48,59,75,184,61,28,22,45,104,49,0.827882126453257,3.04751841221809,2.48574486481238,0.0272376397840426,0.999699958632361,-4.29023291026399
"43","GB46842",51,36,194,163,69,59,48,32,16,25,25,23,1.4662537050881,2.61964744266581,3.49211025927424,0.00394787586878239,0.999699958632361,-4.15988898275207
