"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",193,149,332,384,180,176,183,97,188,177,162,171,0.634194946411945,4.64082018553412,2.68893496883871,0.0184963067961305,0.999920082598735,-4.02779256032201
"2","GB40713",4394,1659,5829,8498,2500,3608,2230,1170,3268,3085,2562,3616,0.759074833973878,8.68446870377271,2.30979374828398,0.0378456045329835,0.999920082598735,-4.33759728156898
"3","GB40842",78,44,48,71,61,62,144,36,92,77,77,111,-0.351583406260735,3.22587628920056,-2.27955297256611,0.0400330204723337,0.999920082598735,-4.31651520554423
"4","GB40848",101,68,106,61,75,66,59,50,46,50,48,116,0.613384251423155,3.16429797804284,2.54026628420929,0.0245444220633719,0.999920082598735,-4.25939920874915
"5","GB40865",3435,3037,3662,3503,4185,4467,3717,1707,4524,3140,2910,3678,0.366590380278785,8.81812189567304,2.64723776152553,0.0200283080751637,0.999920082598735,-4.27166952022272
"6","GB41291",9,7,27,19,10,18,57,10,44,24,18,28,-0.822729998403796,1.35139523897177,-2.53240651699537,0.0249126051749704,0.999920082598735,-4.41508897766506
"7","GB41325",113,68,129,80,139,97,255,58,248,129,134,174,-0.43974663603645,4.0322129491153,-2.51505377681429,0.0257444599638214,0.999920082598735,-4.16059560370153
"8","GB41410",26,30,22,15,18,17,23,7,7,20,11,12,0.903419182778214,1.11329847366476,2.97171212753472,0.010746877815014,0.999920082598735,-4.37790290181998
"9","GB42485",34,10,31,20,27,31,62,25,45,32,33,47,-0.5231137404312,2.03511901938042,-2.4117827434592,0.0312764131186765,0.999920082598735,-4.38738544036499
"10","GB42660",99,49,72,50,59,69,222,46,96,72,91,129,-0.466240446852126,3.39852942907108,-2.29608755496883,0.0388225951103076,0.999920082598735,-4.29628344239092
"11","GB42740",87,55,131,64,85,91,215,56,225,91,84,204,-0.509769897158591,3.7694472031293,-2.24189108927717,0.0429247049739331,0.999920082598735,-4.27484913122912
"12","GB42769",365,261,525,349,480,526,1873,255,776,376,601,1264,-0.578322693644941,6.13044922864315,-2.2427314029139,0.0428580876375244,0.999920082598735,-4.21248767927302
"13","GB42907",77,56,180,75,165,79,117,45,33,62,25,124,0.902879636107153,3.29879531176104,2.37498621138811,0.0335099824194604,0.999920082598735,-4.28638121557788
"14","GB43233",5,5,13,3,9,6,16,7,14,9,10,17,-0.709970041185921,0.25258870546319,-2.49883014561596,0.0265463811660845,0.999920082598735,-4.46897011820888
"15","GB43314",67,45,61,63,77,49,149,41,171,61,87,126,-0.552899996702005,3.32015945229288,-2.66818054029653,0.0192439983489676,0.999920082598735,-4.21133517029798
"16","GB43691",31,9,12,17,13,16,8,3,6,8,8,7,1.34935204083919,0.458124994496619,4.85828415419412,0.000306844998277726,0.999920082598735,-4.28276167842248
"17","GB44010",16,12,25,20,26,30,52,14,64,52,36,30,-0.704285248195013,1.90149537828257,-2.70645075923342,0.0178874104942623,0.999920082598735,-4.35274172258136
"18","GB44128",19,13,20,20,32,23,54,15,52,34,34,43,-0.665719068867334,1.87098057220159,-3.59409205985213,0.00323770321596085,0.999920082598735,-4.23516461033428
"19","GB44135",63,53,80,69,76,72,145,37,104,89,91,122,-0.290706558716034,3.39144259883092,-2.30441916575512,0.0382258970108312,0.999920082598735,-4.29374303708882
"20","GB44184",134,111,123,148,145,175,290,73,254,199,185,213,-0.316538202883213,4.41543751700596,-2.42341493693479,0.0306004703739964,0.999920082598735,-4.14749107684156
"21","GB44263",12,20,21,10,28,30,59,16,65,40,30,31,-0.812251678017483,1.81890981508072,-2.79684268402934,0.0150437758299792,0.999920082598735,-4.347068555355
