"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40139",417,412,156,525,156,494,119,86,163,55,84,191,1.62358128366743,4.6207691424975,3.84533280232838,0.00195241286958001,0.279634412126514,-1.12332524315333
"2","GB40145",1056,688,498,1022,497,554,276,351,263,165,290,455,1.21837783240965,5.87689030817202,3.99143921451586,0.00147654885968745,0.279634412126514,-0.876573127159788
"3","GB40873",42,30,26,48,25,27,5,7,6,5,9,22,1.94766471755725,1.11754322466338,5.22809158840143,0.000151977795226037,0.279634412126514,-0.144799125826736
"4","GB40997",366,308,297,327,307,431,937,543,229,448,552,827,-0.715433592292301,5.81766017167744,-4.76610133245488,0.000347787415845207,0.279634412126514,0.38172000260534
"5","GB41610",114,65,87,142,73,108,82,43,36,39,51,75,0.834631471687148,3.22420448172298,4.2486055355935,0.000907184565916184,0.279634412126514,-0.587624865781147
"6","GB41698",171,111,79,136,74,71,41,60,32,14,35,56,1.43363627097377,3.01455167395428,3.88687838081384,0.00180300996108345,0.279634412126514,-1.16738028709954
"7","GB41758",101,45,43,181,53,151,45,7,38,13,15,49,1.89572679733271,2.51227090662088,3.73735196426474,0.00240261736263132,0.279634412126514,-1.47130707989299
"8","GB41898",152,128,140,218,77,148,79,72,40,25,49,113,1.23879438889056,3.55320164201522,4.03192135547635,0.00136700102959696,0.279634412126514,-0.875903343840116
"9","GB42054",3662,2672,3381,5034,3471,2895,2748,2148,844,1287,2835,2647,0.821047461885581,8.40942178471598,4.17146120620178,0.00104922038424965,0.279634412126514,-0.721928628713892
"10","GB42191",90,68,108,57,92,102,233,114,86,99,166,143,-0.709061971420594,3.81338328270036,-4.34526627568593,0.000756694472533234,0.279634412126514,-0.354402791789336
"11","GB42278",82,70,42,78,47,52,32,37,19,12,26,32,1.20739797767436,2.37062645555334,4.17528418231792,0.00104166988958275,0.279634412126514,-0.875669657397038
"12","GB42373",40,35,36,37,43,55,123,66,25,68,102,50,-0.759749537172551,2.77334969312127,-4.15050020287083,0.00109163010488328,0.279634412126514,-0.811671268678395
"13","GB42515",336,329,400,370,409,569,1025,519,316,644,589,460,-0.546671453099294,5.95860419992861,-3.86403074991013,0.00188366861159586,0.279634412126514,-1.08727890370885
"14","GB42596",484,241,147,504,214,381,161,26,113,27,61,169,2.04183127443939,4.28179665080874,4.31102155161356,0.00080682542338951,0.279634412126514,-0.397189174242198
"15","GB42729",35,33,30,33,25,38,15,6,6,15,20,17,1.33257401247193,1.41423164237371,5.28454913649488,0.000137622483709553,0.279634412126514,0.0717984912265042
"16","GB42762",203,230,191,288,138,236,111,94,88,65,125,147,1.02397790246155,4.27780483648604,4.45184388254192,0.000620260300552316,0.279634412126514,-0.146234228079492
"17","GB43660",51,56,42,51,42,56,38,33,18,18,36,38,0.710852395673829,2.33861102688948,3.77570989024258,0.00223169039380093,0.279634412126514,-1.42669333155129
