"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40519",184,119,144,146,151,168,172,52,70,124,103,108,0.541664821521536,4.01332438071477,4.64874173646101,0.000442645006483462,0.33128761580125,-0.162215410872991
"2","GB40648",2724,2171,2392,2108,2561,3526,2160,1147,1045,1484,1724,1527,0.705371592241027,8.00235289128015,4.3328896696317,0.000792358013888474,0.33128761580125,-0.776133179895865
"3","GB40694",180,134,122,152,213,171,155,56,70,137,111,95,0.624572872807144,4.05514110976822,4.27357438921536,0.000885024365315355,0.33128761580125,-0.664702729308986
"4","GB40906",194,155,101,156,153,147,114,73,51,73,108,90,0.821421029485259,3.87630515854589,3.63183710834225,0.00299051999170855,0.33128761580125,-1.61275574848204
"5","GB40908",208,161,102,122,192,133,131,66,47,56,86,81,0.961227743800457,3.79960106837833,3.62916389669261,0.0030059212553448,0.33128761580125,-1.63068578776234
"6","GB41372",492,315,347,345,331,328,277,154,145,202,275,291,0.679248035807078,5.20016839321418,3.54587865283141,0.00352829017170179,0.33128761580125,-1.6635847533712
"7","GB41812",32,22,26,22,30,33,25,12,12,15,15,21,0.701718204149181,1.50403449954038,3.72925203444251,0.00248070982540398,0.33128761580125,-2.08493544055047
"8","GB41898",152,128,72,140,218,148,79,40,25,49,113,77,1.19979972302268,3.55320164201522,3.73508118131989,0.0024531666281748,0.33128761580125,-1.52954367640031
"9","GB42036",272,198,262,290,280,329,457,176,345,388,346,311,-0.333168750668469,5.29297749983316,-3.6145643914741,0.00309146569240622,0.33128761580125,-1.55285980093341
"10","GB42167",229,178,196,157,168,210,204,89,124,137,108,98,0.580133388164356,4.33195573701167,3.84246042470458,0.00199796549710118,0.33128761580125,-1.24372217191573
"11","GB42208",41,35,21,21,45,32,14,15,9,10,18,16,1.19833320546835,1.4697121791186,3.7323709321104,0.00246593384365956,0.33128761580125,-2.1043533943785
"12","GB42249",970,952,635,744,919,541,403,326,187,350,536,414,1.09848268096551,6.11603344636567,3.71271310991015,0.00256058362313263,0.33128761580125,-1.43166582474439
"13","GB42868",58,44,26,32,33,28,17,20,4,9,18,9,1.57489787796144,1.44835266229179,3.90148094732426,0.00178546816880451,0.33128761580125,-1.95762566261621
"14","GB42896",36,18,22,15,29,13,7,4,5,8,8,14,1.42280830197998,0.756234140440274,4.03421547957959,0.00138797057248516,0.33128761580125,-2.07363182074845
"15","GB43453",218,120,233,153,207,157,143,109,41,78,104,94,0.980522342762454,4.05930679728878,3.70760189058916,0.00258579359670697,0.33128761580125,-1.48147459283594
"16","GB43827",236,192,243,232,253,279,250,100,148,241,181,170,0.391664009354253,4.75549923725772,4.56006382818856,0.000520637969288622,0.33128761580125,-0.150276404517688
"17","GB43911",156,162,93,97,107,152,68,65,51,67,69,68,0.938037208328721,3.57699500701313,3.91173560643998,0.00175097234706298,0.33128761580125,-1.2737909656664
"18","GB44005",162,141,250,217,202,258,361,125,240,584,319,349,-0.641938219069717,5.02168812229233,-3.665244211395,0.00280467308747569,0.33128761580125,-1.4778980562129
"19","GB44030",824,437,516,555,676,808,659,265,262,499,467,463,0.52178828182682,6.06818249923998,3.64237412949595,0.00293058887204332,0.33128761580125,-1.52987184822422
"20","GB44159",871,753,585,507,907,701,588,307,179,444,397,422,0.902765586861915,6.07627503277296,3.75259791641053,0.00237225758889871,0.33128761580125,-1.36648809591038
"21","GB44218",185,139,122,151,173,230,139,70,61,102,142,112,0.672869289478118,4.08364065687425,3.97280485481191,0.0015591932284129,0.33128761580125,-1.086194337201
"22","GB44220",610,573,178,342,622,331,99,222,61,92,221,198,1.67806289834612,4.94393089975961,3.5599207808032,0.0034341650210016,0.33128761580125,-1.66110666971222
"23","GB44528",132,159,123,95,146,112,59,72,63,76,71,63,0.905508937281031,3.61614571533579,3.48235176676437,0.00398784682643783,0.33128761580125,-1.8654189741062
"24","GB44536",202,187,244,224,236,310,237,69,115,223,173,154,0.540319368869723,4.62671588605403,4.9530327917856,0.000255535688603647,0.33128761580125,0.373836744310476
"25","GB44545",17,14,24,10,14,25,10,6,7,12,6,7,0.999281252848021,0.649860813777863,3.89984360899797,0.00179104002809788,0.33128761580125,-2.21911893893294
"26","GB44546",37,24,24,16,25,31,15,12,5,18,10,8,1.18942808325599,1.1601544517691,4.0993222212327,0.00122739081291735,0.33128761580125,-1.86685835464982
"27","GB44567",101,67,80,109,127,106,81,25,43,77,66,67,0.704548997838495,3.28933632067751,4.62656007936722,0.000460942173965365,0.33128761580125,-0.437207383209742
"28","GB44689",585,432,643,658,685,942,1417,378,871,1411,818,810,-0.491211247396855,6.63085308200302,-3.67863552937944,0.00273351026381408,0.33128761580125,-1.50725199068177
"29","GB44697",99,91,44,70,127,72,45,16,19,28,55,52,1.20823863971092,2.76198433790693,3.75931393194641,0.00234196204668803,0.33128761580125,-1.68329752313823
"30","GB44738",20,19,15,16,21,21,6,2,4,15,18,9,1.24653176679875,0.676728506314676,3.70657299897285,0.00259089883427086,0.33128761580125,-2.37649745650171
"31","GB44887",28,20,37,21,32,33,24,15,17,16,13,13,0.765839580055474,1.5174282226513,3.49309868330512,0.00390604933542044,0.33128761580125,-2.32446881355153
"32","GB45085",19,8,14,15,15,24,37,11,19,35,25,21,-0.649444748294641,1.33858054257822,-3.55177784927222,0.00348843332467024,0.33128761580125,-2.3150535927386
"33","GB45092",304,245,210,198,246,290,194,144,98,198,84,133,0.846144457850982,4.59886331362374,3.91471174655421,0.00174108901083087,0.33128761580125,-1.11759221839335
"34","GB45111",421,332,304,297,364,387,266,169,192,250,245,288,0.545559672731246,5.2355658648975,3.54707852592627,0.00352014625737526,0.33128761580125,-1.66049968757106
"35","GB45137",468,370,368,371,626,470,264,190,176,183,353,314,0.837820318318364,5.41886733652297,3.64050364963936,0.00294113782090402,0.33128761580125,-1.51858376671728
"36","GB45266",157,74,200,127,121,154,391,78,243,292,227,157,-0.709783982245493,4.46131271825821,-3.53918831066713,0.0035740506438145,0.33128761580125,-1.69450763407341
"37","GB45518",716,631,583,638,671,558,452,314,222,481,425,340,0.759477246787744,5.98385987123598,3.80184239974974,0.00215905725526611,0.33128761580125,-1.28538611176666
"38","GB45882",97,66,101,87,79,131,54,31,63,66,63,51,0.759434032558724,3.21819801804722,4.61267402086774,0.00047279390944385,0.33128761580125,-0.481364455567651
"39","GB45929",299,230,322,269,312,292,329,125,139,275,189,211,0.46196956480891,4.98678424751398,3.8157606558085,0.00210241591614445,0.33128761580125,-1.24490385374426
"40","GB46720",95,74,60,84,87,82,65,31,24,42,62,50,0.821089837398349,2.96795589417109,3.99144504663065,0.00150504745752118,0.33128761580125,-1.32722036683961
"41","GB46757",190,188,213,191,235,234,213,89,75,140,180,146,0.595327516455052,4.45937808261599,3.69868987003126,0.00263035576309296,0.33128761580125,-1.44945811875209
"42","GB47389",403,377,430,479,492,602,898,290,580,746,591,611,-0.412870546857843,6.10474768211367,-4.23496090300206,0.000951287891903818,0.33128761580125,-0.642569292906255
"43","GB47696",159,129,160,149,140,166,106,65,71,170,103,74,0.642986816188215,3.97296183540062,3.82789491372649,0.00205427241973985,0.33128761580125,-1.31186922086928
"44","GB47729",170,136,92,99,114,97,66,52,50,74,65,69,0.851311582531625,3.4952495993924,3.55025564975975,0.00349867393445087,0.33128761580125,-1.78840669083022
"45","GB47881",191,110,184,196,230,209,442,98,296,399,251,227,-0.568987270151087,4.84723797581437,-3.52970568680533,0.00363994107812039,0.33128761580125,-1.6917822983667
"46","GB48097",494,420,127,180,454,250,122,130,75,68,118,137,1.47678273816112,4.5223841805445,3.52977630797368,0.00363944584692492,0.33128761580125,-1.71925295311806
"47","GB48170",8,7,10,9,9,11,27,6,14,24,16,18,-0.897351701062229,0.719768625641151,-4.74473556361237,0.000371734743367572,0.33128761580125,-1.54793369359038
"48","GB48448",141,122,173,188,164,257,410,103,267,247,249,227,-0.521688717823737,4.7211419132216,-3.75348702387353,0.00236822406245685,0.33128761580125,-1.34981777960712
"49","GB48555",38,26,65,34,32,65,180,35,57,130,72,50,-0.966262303637681,2.88103016200238,-3.72236929370659,0.00251363697285286,0.33128761580125,-1.68939071228046
"50","GB49020",46,42,37,48,77,62,103,34,60,112,79,81,-0.60854365025118,3.01985456928048,-3.63035263754738,0.00299906260597198,0.33128761580125,-1.77079909468522
"51","GB49159",182,133,192,162,221,261,313,136,277,310,232,237,-0.423653560945144,4.82356915544705,-3.60952033249826,0.00312159169708767,0.33128761580125,-1.56717571520024
"52","GB49227",326,305,112,247,386,212,122,71,61,77,162,156,1.26441260647673,4.38907817857984,3.5793901743878,0.00330785290005259,0.33128761580125,-1.64840907643042
"53","GB49247",51,29,35,37,39,28,19,23,13,15,12,12,1.21324813116725,1.66199711006194,4.13294917854496,0.00115205177737201,0.33128761580125,-1.63959592515346
"54","GB49276",315,201,336,244,255,383,240,119,139,165,211,160,0.713413661929459,4.85365480677993,5.33151824203588,0.0001312336803852,0.33128761580125,0.894322617954523
"55","GB49290",140,147,108,85,102,110,56,65,38,42,73,69,1.02505039116311,3.40474788652155,3.55924293237344,0.00343864970671233,0.33128761580125,-1.79412162380699
"56","GB49309",390,377,351,395,411,435,410,158,136,251,297,256,0.689560418802861,5.33373431838177,4.26867630815659,0.000893159504309008,0.33128761580125,-0.562198768615413
"57","GB49516",55,30,35,32,48,41,27,14,12,21,29,31,0.84043562434634,1.95536691209892,3.68361733058339,0.00270750724376386,0.33128761580125,-1.99312502829476
"58","GB49535",392,456,636,630,533,540,430,175,206,331,518,299,0.727389842007311,5.72819619888362,3.77069856157093,0.00229150407813341,0.33128761580125,-1.32246569573929
"59","GB49896",208,159,138,207,334,243,166,51,80,147,186,141,0.727112560118828,4.37146009426153,3.50727154114025,0.00380076324893603,0.33128761580125,-1.74867803731221
"60","GB49969",398,348,301,234,343,424,183,136,125,143,184,234,1.01582124791059,4.95993824990224,4.8057647787715,0.000332881115394224,0.33128761580125,0.187287166173995
"61","GB50010",142,78,128,123,134,94,78,34,58,92,80,83,0.689999688729334,3.54828715758952,3.67657784970067,0.00274432448462252,0.33128761580125,-1.60044125177157
"62","GB50017",179,143,207,176,199,226,455,105,292,320,236,230,-0.493196573349468,4.84190400440469,-3.78356770981884,0.00223579863980491,0.33128761580125,-1.29819227376301
"63","GB50142",502,420,260,283,376,297,232,153,145,141,208,201,0.956701462620078,5.03904925205865,3.89582467496036,0.00180479194047164,0.33128761580125,-1.12920136010624
