"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40083",1271,1464,497,378,528,1100,375,431,433,349,181,251,1.10976039297087,6.03145617182354,3.38587473159428,0.00462988155597434,0.999987874011529,-3.9615838387621
"2","GB40114",71,127,94,108,93,45,148,170,391,270,57,34,-0.893142636008009,3.8075349922154,-2.84916715394414,0.0132321835663609,0.999987874011529,-4.20862346478062
"3","GB40169",106,145,107,119,110,80,142,234,673,154,44,104,-0.791255093052087,4.12076779531017,-2.45785390754334,0.0281443742265524,0.999987874011529,-4.26655519624695
"4","GB40431",25,19,27,73,52,27,69,108,125,105,18,22,-1.12834852482934,2.5493586581417,-2.82183545492779,0.0139550577918092,0.999987874011529,-4.33917045494114
"5","GB40454",487,632,469,426,417,334,568,617,789,573,278,305,-0.275940399599762,5.95056456392691,-2.50830151893154,0.0255611197143969,0.999987874011529,-4.18382678367013
"6","GB40483",120,201,187,170,162,107,131,135,174,131,49,68,0.3678380018023,4.07018711028243,2.85878563131968,0.0129866433286301,0.999987874011529,-4.17017153639462
"7","GB40976",2397,8003,3435,3935,4721,3351,5050,6252,6990,6565,9101,4705,-0.905593049568205,9.36647519227566,-2.68374333565233,0.0182409083721938,0.999987874011529,-4.347271085994
"8","GB41070",28,46,60,51,41,20,27,34,55,18,6,11,0.7015015072133,1.89259638664216,2.53008850707253,0.0245173666653768,0.999987874011529,-4.42027948334626
"9","GB41071",54,74,98,89,106,45,42,71,70,48,17,33,0.613079712774063,2.89360174290161,2.62218491398101,0.0205419489961424,0.999987874011529,-4.34314079824428
"10","GB42409",145,510,293,60,44,122,38,147,34,13,54,71,1.59876426709115,3.40460971975925,2.42558750600543,0.0299258943619691,0.999987874011529,-4.34308916350799
"11","GB42417",166,341,191,195,190,165,138,190,244,140,79,104,0.36950317957984,4.46590217187545,2.56539094123235,0.0229127433386194,0.999987874011529,-4.20472431138032
"12","GB42447",129,223,133,99,87,81,187,200,280,149,85,56,-0.434619081282935,4.08280766572008,-2.42972442391373,0.0296915973612755,0.999987874011529,-4.27435761703521
"13","GB42869",17,42,38,33,42,20,21,8,16,11,20,17,0.974152064391966,1.5075340712877,2.55872626208104,0.0232077074080698,0.999987874011529,-4.4358777144434
"14","GB43028",3,21,8,15,14,7,19,24,14,25,13,19,-0.976643414429743,0.866196339813794,-2.41957564433233,0.0302695317742627,0.999987874011529,-4.47494979728879
"15","GB43205",185,267,229,186,200,114,165,156,193,135,55,93,0.468053628437188,4.33620564592803,3.53416903167818,0.00346391984719439,0.999987874011529,-3.97707948491148
"16","GB43500",179,246,277,390,312,142,741,507,2508,747,167,207,-1.25353711902825,5.57748544113905,-3.54911630590606,0.00336422377179263,0.999987874011529,-3.89536334419176
