"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40225",15,46,98,31,29,38,206,95,139,47,79,59,-1.2227485561767,2.94121820252049,-3.94462194109782,0.00160055047816609,0.157938718332382,-0.952468307819902
"2","GB40319",41,67,71,51,34,32,149,123,153,53,84,101,-1.00823511517657,3.21288856589314,-5.47774404048799,9.66647237939273e-05,0.157938718332382,1.46848427732542
"3","GB40608",2065,1513,1022,1407,448,1099,950,763,815,377,728,285,1.0488617828881,6.76623161688183,4.46808380732887,0.00059499861539459,0.157938718332382,-0.0501946349030051
"4","GB40637",39,48,89,38,27,38,117,90,132,39,84,60,-0.770593525695727,2.96963120874216,-4.34494005969185,0.000749067391646455,0.157938718332382,-0.295409778130669
"5","GB40796",24,37,54,28,21,25,96,59,102,29,72,55,-0.962438706358541,2.53753445113042,-4.91720529201688,0.00026083680901112,0.157938718332382,0.535902571692394
"6","GB40859",19,32,48,20,14,22,90,53,82,19,42,37,-0.88521107283988,2.16914278674245,-4.06702284882132,0.00126692624226254,0.157938718332382,-0.803807657696064
"7","GB40896",6,16,22,12,8,13,39,42,58,10,23,23,-1.1371686671071,1.30761021121502,-4.18183944362309,0.0010187284942935,0.157938718332382,-0.744267929240329
"8","GB41075",80,104,168,89,54,87,252,217,288,59,172,99,-0.700646561989993,3.99173526294325,-4.04181201509493,0.0013292742480701,0.157938718332382,-0.7801894987036
"9","GB41117",322,363,460,281,139,255,715,651,651,204,424,346,-0.544047002533561,5.57067114209948,-4.06558899529337,0.00127039054442126,0.157938718332382,-0.765696236446778
"10","GB41294",358,369,378,440,161,242,297,299,309,152,231,163,0.548319324719661,5.14005589020498,3.9464130118132,0.00159507058695042,0.157938718332382,-0.977941905142789
"11","GB41553",62,64,83,71,48,51,163,141,194,50,87,95,-0.742229008963682,3.4565567426812,-4.46929756377156,0.000593654725289741,0.157938718332382,-0.0650950822531726
"12","GB41845",43,56,94,46,89,45,139,144,278,65,150,154,-1.19416038382301,3.59988482220481,-3.93241417975538,0.00163841706092106,0.157938718332382,-0.963468246747028
"13","GB41997",8,22,41,19,15,15,76,49,88,22,37,67,-1.37482320039718,2.01528209523541,-4.31185974699496,0.000797091079678851,0.157938718332382,-0.451870408595474
"14","GB41998",13,16,35,14,10,16,57,42,61,13,30,32,-1.00819084701804,1.66937558008315,-4.31391401966624,0.000794018442538527,0.157938718332382,-0.493449684485288
"15","GB42049",115,79,266,74,87,74,399,293,508,106,207,227,-1.23323394643185,4.42386180343235,-4.40110076754365,0.000674252227688564,0.157938718332382,-0.164413266174864
"16","GB42381",436,472,580,420,250,356,963,682,960,302,608,528,-0.50009052457282,6.05425646242123,-4.26502161589952,0.000870571786941425,0.157938718332382,-0.408730378345652
"17","GB42478",48,60,81,48,51,44,163,103,147,47,98,90,-0.794632000630831,3.28800056780641,-4.28771455569831,0.000834137273744686,0.157938718332382,-0.371215504662815
"18","GB42643",5,17,1,10,0,4,24,35,99,19,24,8,-2.68457519939596,0.417331132203842,-4.10532328739676,0.00117788750559075,0.157938718332382,-0.949063347501401
"19","GB42753",344,417,505,324,182,331,847,574,762,260,508,459,-0.536656107129462,5.79605337556755,-4.60776904834002,0.000459182844527198,0.157938718332382,0.184095832426766
"20","GB42781",19,33,68,25,26,23,122,102,141,25,74,66,-1.31613046764012,2.66629235477483,-4.95323091550006,0.000244408152291635,0.157938718332382,0.605649397632351
"21","GB42831",40,47,100,42,36,28,157,128,141,50,99,137,-1.17347795294239,3.22698958926898,-4.63505718974516,0.000436635615024564,0.157938718332382,0.185047819522933
"22","GB42833",6,9,9,7,5,10,38,17,39,7,21,10,-1.17985199766396,0.688637916540789,-4.4360124778315,0.000631670330869217,0.157938718332382,-0.504642590540461
"23","GB42846",107,120,185,116,89,96,283,257,303,95,192,166,-0.699424321556123,4.33057684525957,-4.84277239264217,0.000298519843115744,0.157938718332382,0.578953501987169
"24","GB43022",15,9,17,5,9,14,64,36,51,9,42,40,-1.60254446466597,1.38873877495555,-4.62972331795634,0.000440950898686642,0.157938718332382,-0.104360105196071
"25","GB43511",19,30,41,19,13,19,19,15,13,10,11,4,1.11142364924177,1.07337990640675,4.10908841020695,0.00116948832455381,0.157938718332382,-0.882140757749569
"26","GB43565",89,116,199,96,94,98,279,212,268,110,227,247,-0.835946812714075,4.3453422889929,-3.95961402831883,0.00155526843321403,0.157938718332382,-0.931298200390251
"27","GB43788",33,52,40,32,41,15,144,103,122,29,103,58,-1.26051439829918,2.80056092572902,-4.41619853858143,0.000655485149930271,0.157938718332382,-0.198140627755873
"28","GB44299",97,186,292,124,95,142,419,294,459,117,267,195,-0.761167491518881,4.68565083799017,-4.03912883220648,0.00133609246971402,0.157938718332382,-0.800742521934048
"29","GB44762",37,35,62,27,35,36,107,90,123,27,88,96,-1.01022541982641,2.86554227443628,-4.02070556888271,0.0013838854675875,0.157938718332382,-0.829357134614595
"30","GB44779",27,37,58,40,20,44,129,101,103,35,62,43,-0.875881989640434,2.73926518016582,-4.94980210279466,0.000245924384614033,0.157938718332382,0.617919370434915
"31","GB45034",75,67,148,69,39,58,180,195,215,61,128,106,-0.827610267281446,3.68727467443613,-4.54218587103458,0.000518437180236615,0.157938718332382,0.063769603805544
"32","GB45263",77,146,144,108,89,102,301,251,288,95,209,172,-0.823603340049123,4.29629964105778,-5.34326435128784,0.00012218302176641,0.157938718332382,1.3837444556416
"33","GB45394",661,653,664,698,315,657,556,496,668,269,530,358,0.480205681358793,6.09695621089876,4.00818785154152,0.00141735424100631,0.157938718332382,-0.862086127476102
"34","GB45427",4,7,21,3,8,8,35,32,40,7,38,27,-1.72323790988729,0.902980023257278,-4.29785865335236,0.00081836173060618,0.157938718332382,-0.655063546548726
"35","GB45441",25,18,61,22,30,16,90,73,128,23,58,56,-1.22184127336809,2.42708755154255,-3.96205230377127,0.00154802867379511,0.157938718332382,-0.950534251309592
"36","GB45555",102,111,229,140,114,132,342,318,421,132,238,190,-0.841294501498558,4.60045385767783,-4.84510569284573,0.000297256540550315,0.157938718332382,0.585927704517158
"37","GB45596",15,22,33,23,8,16,97,132,134,10,44,46,-1.61844091171804,2.10148606980008,-4.2146946134961,0.000957334011620754,0.157938718332382,-0.590308003750265
"38","GB46023",93,69,106,78,70,63,178,180,200,96,121,164,-0.819462368086483,3.85075887586751,-3.9227419986687,0.00166906794457759,0.157938718332382,-0.983481736748629
"39","GB46024",86,94,114,100,66,92,219,207,243,81,150,128,-0.715696261999454,3.99566521355984,-5.83069770227543,5.2893635216303e-05,0.157938718332382,2.10144003555781
"40","GB46034",23,45,59,30,24,35,106,85,91,37,55,58,-0.856290927548299,2.67480452864354,-4.47734680741476,0.000584821446190175,0.157938718332382,-0.11183555585198
"41","GB46042",156,189,232,182,114,166,349,382,379,117,270,207,-0.526784701814859,4.7983568377135,-4.29920867106474,0.000816285541485203,0.157938718332382,-0.347383853164452
"42","GB46230",13458,10257,8013,9330,5699,9675,7606,5105,7325,4476,5219,3457,0.889580622771307,9.83997039208768,4.00026214130564,0.00143897266423197,0.157938718332382,-0.88400831744316
"43","GB46492",75,109,190,78,49,71,224,187,290,73,159,170,-0.827370766293466,4.00237590757115,-4.10232287593008,0.00118462507020839,0.157938718332382,-0.675261505960035
"44","GB46508",91,108,111,103,54,127,75,74,68,45,74,53,0.759318367077937,3.37013405976033,4.42126543409354,0.000649308301736209,0.157938718332382,-0.146431077374934
"45","GB46818",62,79,140,55,67,55,212,181,202,76,141,137,-0.943661582011204,3.7803662656815,-4.54087766566818,0.000519696520153907,0.157938718332382,0.064284234259798
"46","GB46987",29,17,28,29,18,28,81,64,83,18,66,66,-1.13186042097494,2.30973983215976,-4.51690675104546,0.000543340480171558,0.157938718332382,-0.0982815294415094
"47","GB47026",651,719,1811,576,424,639,2294,2490,3012,664,1391,1044,-1.01375289980824,7.13470946967857,-4.36036319066907,0.00072770621098763,0.157938718332382,-0.233491019274436
"48","GB47281",85,130,316,105,95,92,419,345,468,94,263,180,-0.989733147055023,4.54848816307553,-3.93120040180387,0.00164223171368899,0.157938718332382,-0.986079175937826
"49","GB47435",47,66,102,56,51,48,182,151,175,45,89,100,-0.824719192207179,3.42896033157001,-4.13505708127039,0.00111320667035647,0.157938718332382,-0.621027692347287
"50","GB47459",61,106,128,90,58,86,169,196,203,74,149,111,-0.614066147207978,3.85896392423619,-4.06595507710636,0.00126950514017056,0.157938718332382,-0.7367395137872
"51","GB47599",94,142,183,125,83,130,349,260,324,109,211,189,-0.762336423869771,4.44874716609889,-5.8540641812608,5.08549106623369e-05,0.157938718332382,2.17695530140198
"52","GB47732",16,24,40,21,11,15,51,56,86,18,47,52,-1.11624737414892,2.01843639449131,-4.51503405078819,0.000545233852134428,0.157938718332382,-0.144906764821052
"53","GB48352",13,14,34,17,14,20,56,53,51,15,52,49,-1.1305293575569,1.87462928603519,-4.23349694033305,0.000923923343004292,0.157938718332382,-0.584969244342134
"54","GB48563",65,87,134,85,58,43,229,169,239,61,120,102,-0.808759192790041,3.73807602809464,-3.98580271080552,0.00147928625844873,0.157938718332382,-0.873198108147786
"55","GB48776",44,73,82,48,32,52,112,127,176,40,103,71,-0.738573190819186,3.22720991658083,-4.18781165210683,0.00100727491995012,0.157938718332382,-0.538469766647737
"56","GB48980",2164,1742,1872,1758,925,1587,1180,842,1380,761,946,518,0.970094933012322,7.30830980989812,5.08638511339084,0.000192454941626442,0.157938718332382,0.959837095069155
"57","GB49284",201,146,241,153,94,142,449,509,483,108,219,234,-0.790652766919935,4.81361544780099,-4.00291838290125,0.00143169006203952,0.157938718332382,-0.867728571004314
"58","GB49368",43,47,105,52,26,67,163,112,152,42,89,72,-0.754784800352252,3.2190822210233,-4.05840308361536,0.00128789909723746,0.157938718332382,-0.753941614796873
"59","GB49515",84,86,211,64,68,124,359,236,364,90,193,161,-1.01432900730988,4.23578547175401,-4.456036016263,0.00060850972310014,0.157938718332382,-0.070716361822428
"60","GB49680",55,72,120,56,49,57,163,141,187,56,109,125,-0.784170148943276,3.5567249077704,-4.15378791412907,0.00107434333912198,0.157938718332382,-0.587405402300275
"61","GB49702",91,92,121,112,36,82,210,207,286,58,130,107,-0.69946603832696,3.87072651233997,-4.26123675975348,0.000876806102066093,0.157938718332382,-0.402585811374459
"62","GB49772",141,197,200,133,92,148,150,136,122,72,101,65,0.654979744503868,4.02077519402549,4.6015946334002,0.000464449718409827,0.157938718332382,0.173567454201854
"63","GB50145",88,115,147,90,63,83,197,197,281,78,158,163,-0.701499173520577,4.05200612852885,-4.37998714819502,0.000701431371809198,0.157938718332382,-0.200159034731498
"64","GB50606",79,125,130,93,72,82,259,202,283,73,159,144,-0.758676474452352,4.06745334997147,-5.06053295321048,0.000201557995468523,0.157938718332382,0.924228112548366
"65","GB50705",7,9,17,4,2,15,31,33,35,8,19,35,-1.51848919676251,0.860773040276962,-4.12250834652532,0.0011400478709415,0.157938718332382,-0.902778683277544
"66","GB50820",74,50,63,61,29,52,49,42,48,14,30,9,1.02100837925872,2.33034762870184,4.29855229948917,0.000817294295501857,0.157938718332382,-0.426627249428572
"67","GB50856",160,225,284,157,104,153,484,364,454,114,266,221,-0.614594785527986,4.86619835245001,-4.13840238990299,0.00110616130724622,0.157938718332382,-0.630347717498967
