"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40302",2626,3007,4625,2762,1552,1310,5258,6958,3217,2283,2751,5374,-0.669771197339394,8.67598109751109,-3.14555911108688,0.00735937764914329,0.606478275700669,-3.90318857481543
"2","GB40407",2,7,3,3,11,7,16,39,17,22,12,14,-1.80593192809956,0.385710565793283,-3.51515850300504,0.00356011191252019,0.606478275700669,-4.23725899646896
"3","GB40489",2227,2431,3389,2233,1677,1335,3942,5973,2805,2276,2819,6602,-0.76630695120569,8.53711389966,-3.22306884941115,0.00631944479594622,0.606478275700669,-3.86252464270277
"4","GB40523",38,65,111,64,30,21,32,50,28,14,27,11,1.02449816908996,2.16909235850212,3.54765486608281,0.00334033554089349,0.606478275700669,-4.02473084087097
"5","GB40686",277,277,313,236,188,219,365,439,417,235,357,563,-0.613120664385573,5.34411126073822,-3.14524561503045,0.00736391247939291,0.606478275700669,-3.58570265152258
"6","GB41139",2853,2452,3703,2830,1604,1268,4733,6158,3349,2609,2574,5397,-0.718093148959847,8.62373144247444,-3.22218272127553,0.00633046278773307,0.606478275700669,-3.87246702375123
"7","GB41143",4183,3844,5667,4260,2626,2408,7439,9972,5214,4221,4412,8446,-0.721790222568073,9.30239354690311,-3.44586385513207,0.00407872282465133,0.606478275700669,-3.88447102211305
"8","GB41198",1314,1084,1583,1401,834,824,2171,2222,1977,1106,1584,2685,-0.670296156756779,7.59039933437928,-3.52435512416749,0.00349647349805105,0.606478275700669,-3.6344514374374
"9","GB41296",11,17,16,43,14,46,75,120,62,86,50,40,-1.66381129868893,2.33087400045544,-3.9416631118671,0.00154923602137379,0.606478275700669,-3.92741643365279
"10","GB41390",785,1159,1994,1003,682,493,2686,5060,1063,1234,1405,4706,-1.21485466885603,7.55438152735917,-3.693242778047,0.00251215778870185,0.606478275700669,-3.57210763719995
"11","GB41633",5330,4330,6137,4622,3984,3171,10200,12375,7058,6006,6180,15902,-0.93304787965709,9.70768968506434,-3.4065637899198,0.00440600382728143,0.606478275700669,-3.9423235444392
"12","GB41741",69,130,131,116,80,72,216,210,160,79,170,382,-0.922285761786381,4.12936097130865,-3.53352782733459,0.00343414392745646,0.606478275700669,-3.59904319593423
