"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB45732",571,599,847,660,888,942,300,126,117,200,254,107,1.44374299114892,5.54313242305873,8.76120837072709,6.26968531552004e-07,0.00343198191906857,6.38802335627574
"2","GB48967",475,646,1443,739,1276,754,306,142,134,227,266,182,1.35991060028626,5.74181775978184,8.68132417214498,6.97061423594714e-07,0.00343198191906857,6.29360672726373
"3","GB53017",580,529,700,683,878,786,312,176,148,245,214,190,1.06690122254685,5.63365774839817,8.13800942590428,1.46069279743921e-06,0.00479448065879464,5.6163892713262
"4","GB43143",545,562,1438,992,1394,1118,331,136,163,389,277,167,1.36287596566137,5.92144221324918,7.43667899292437,3.99675136863635e-06,0.00491950134087027,4.66112263853126
"5","GB45443",156,217,254,237,283,198,320,164,159,311,305,286,-0.826727459728703,4.94215323602472,-7.79316581748508,2.37815968090553e-06,0.00491950134087027,5.16550378300945
"6","GB50439",809,908,1678,2025,2127,1775,337,272,249,323,310,163,1.77944292819632,6.36154750564134,7.60667263516567,3.11411141309837e-06,0.00491950134087027,4.88379929201827
"7","GB53818",52,69,90,77,78,76,101,61,67,112,123,91,-0.951660824299931,3.41725644104355,-7.43801998629239,3.98883470616898e-06,0.00491950134087027,4.55395471944576
"8","GB55396",607,981,1502,1635,1628,2038,368,197,227,444,257,222,1.57889101012953,6.29527919192126,7.58684791746501,3.20546861522687e-06,0.00491950134087027,4.86110496823593
"9","GB41625",1659,2432,3140,2692,3991,4998,916,524,384,566,636,310,1.82825104301398,7.3574738879647,7.33422514226493,4.65360694012229e-06,0.00509156305993158,4.4773928493119
"10","GB40703",619,543,826,785,994,807,344,220,158,275,227,161,1.10374311505738,5.74669453053767,6.9229386247569,8.68965644033436e-06,0.00610632621408317,3.92510278129585
"11","GB41078",107,122,118,109,100,87,175,107,104,170,242,121,-1.13615067739313,4.04209850077603,-6.67839929527571,1.27309736451664e-05,0.00610632621408317,3.54974183828061
"12","GB44155",168,149,224,301,384,277,61,44,39,69,74,52,1.46012267550895,3.91901311367378,6.99633740982901,7.76060983973757e-06,0.00610632621408317,3.9817842424377
"13","GB44173",221,237,236,243,303,193,379,196,175,321,370,247,-0.854798684064376,5.05637659164207,-6.88327126118469,9.23997772540819e-06,0.00610632621408317,3.86616573526062
"14","GB49902",116,132,218,167,211,195,102,31,33,69,57,49,1.00456025168344,3.63409288284323,6.74809066360813,1.14087533226892e-05,0.00610632621408317,3.61429225459007
"15","GB50746",20,36,30,29,31,22,63,21,29,53,59,43,-1.28217756144617,2.17417568701472,-7.00068048610874,7.7090321270598e-06,0.00610632621408317,3.71370025979501
"16","GB50962",310,353,783,792,729,668,207,116,60,133,140,53,1.73237167364345,5.01530200454529,6.66406046870304,1.30225297548235e-05,0.00610632621408317,3.53393257058755
"17","GB52827",295,367,486,427,581,480,235,110,96,211,200,164,0.744507647039652,5.11366465031794,7.08852867046733,6.73990295059291e-06,0.00610632621408317,4.16861730560705
"18","GB53512",264,264,422,612,516,657,142,59,53,130,130,54,1.61229569743257,4.66229914387837,6.68157146882779,1.26674073325506e-05,0.00610632621408317,3.55637099638717
"19","GB53706",85,136,132,116,163,134,183,84,95,181,205,144,-0.840928507875404,4.13269513306957,-6.86022857765057,9.57644418997726e-06,0.00610632621408317,3.82219285072823
"20","GB53814",196,210,254,239,358,328,141,35,32,92,82,46,1.33769403167347,4.05950647374388,6.78377811198259,1.07885045241672e-05,0.00610632621408317,3.6890465951487
"21","GB55426",967,1283,2251,2090,2931,3869,659,348,257,603,489,293,1.60360944059763,6.9097754054884,6.78490864725425,1.07694468727403e-05,0.00610632621408317,3.71064737569748
"22","GB43407",52,46,83,99,145,91,21,12,8,27,16,14,1.70512383685727,2.22491871452103,6.47895156057365,1.74877644195689e-05,0.00650652625923742,2.99892646921457
"23","GB45151",2405,2501,4090,4975,5172,5077,1361,950,562,936,949,662,1.45896689856515,7.90854180618408,6.41067603436823,1.95197000090999e-05,0.00650652625923742,3.13028477749421
"24","GB48161",1062,465,934,786,1036,997,263,184,145,204,267,109,1.55390853795596,5.71120532806823,6.43686697838564,1.87123090363486e-05,0.00650652625923742,3.18934259503617
"25","GB48425",434,397,812,790,776,721,259,161,169,276,212,159,0.993849303031118,5.54916284748077,6.40113490113486,1.98228686683378e-05,0.00650652625923742,3.13135176686048
"26","GB49283",373,305,820,475,536,375,176,67,78,200,118,151,1.21329292446639,4.95762428590192,6.47123856072746,1.77057117746212e-05,0.00650652625923742,3.24266874883655
"27","GB49520",177,223,280,235,204,169,289,160,198,309,325,316,-0.948662194827084,4.94291314362234,-6.500130370685,1.69037178708001e-05,0.00650652625923742,3.28275719350919
"28","GB50171",235,266,349,268,492,505,127,76,69,79,90,42,1.49793683812708,4.40477073002418,6.49906501955115,1.69326007150443e-05,0.00650652625923742,3.27953517852604
"29","GB55378",7923,5072,9959,7563,8852,7723,3444,1540,1662,2929,3386,1725,1.08393710670118,9.11421852481745,6.43029513437312,1.89115386687037e-05,0.00650652625923742,3.09770873631603
"30","GB55490",333,421,735,1105,1123,1357,176,102,98,170,129,155,1.80905303238388,5.38618152680616,6.55176958182171,1.55641212011609e-05,0.00650652625923742,3.36570023822813
"31","GB42111",133,149,152,172,171,70,279,131,132,233,248,197,-1.19940099141123,4.42319924016882,-6.26433729059243,2.47589494949903e-05,0.00659263310963967,2.92119754059035
"32","GB44826",126,156,123,139,151,96,218,103,109,192,245,159,-1.00772439948746,4.26249995613125,-6.29355792968748,2.36053895442879e-05,0.00659263310963967,2.96780716692675
"33","GB46411",80,77,123,123,148,98,58,17,18,33,38,34,1.1052710137146,2.90617045953615,6.26402112662874,2.47717502850277e-05,0.00659263310963967,2.83424619274108
"34","GB50772",2263,2888,2311,2445,3031,3700,1083,636,616,1126,740,574,1.16940428057882,7.5727748121152,6.32316138758482,2.24942163601449e-05,0.00659263310963967,3.00737005576001
"35","GB52258",216,363,367,362,335,318,465,224,245,412,589,404,-0.85771819453369,5.50338090503472,-6.28640137324775,2.38825842329526e-05,0.00659263310963967,2.94272394566183
"36","GB53581",98,126,147,115,118,107,173,97,88,164,200,106,-0.834451802053013,4.0366282293884,-6.28118737772553,2.40866925194049e-05,0.00659263310963967,2.94766048052766
"37","GB53830",5717,5610,9583,19101,8889,10188,2182,1711,1205,2453,2212,2161,1.5390807332039,9.10140730234915,6.29384981185929,2.35941561614493e-05,0.00659263310963967,2.89707466134386
"38","GB42184",1626,1487,1762,1902,2686,1917,1019,430,425,617,489,398,1.14803871276682,7.03197208020679,6.18295211816146,2.82953246838126e-05,0.00696560155403756,2.79502744055651
"39","GB51983",150,204,210,180,228,161,260,119,124,245,224,186,-0.652398353895122,4.61309478154798,-6.18437518158906,2.8229124273917e-05,0.00696560155403756,2.79095954659596
"40","GB55612",60,91,164,129,169,126,28,24,28,38,45,18,1.38293637170192,2.94578101094238,6.19222904522799,2.78666824049839e-05,0.00696560155403756,2.73052424862349
"41","GB43712",598,516,847,900,753,625,368,147,158,169,139,148,1.34131034434291,5.5242686826902,6.15539912243021,2.9609764900523e-05,0.00711139890184025,2.7460698465907
"42","GB45554",85,102,110,78,92,80,186,80,77,117,173,92,-1.01120892429741,3.74352626351161,-6.10844529970251,3.19997227317676e-05,0.00735740618785107,2.67373330979672
"43","GB49336",628,594,1579,1526,1523,987,402,141,151,477,246,282,1.34232778588083,6.09536327551657,6.10602258166283,3.21284113006597e-05,0.00735740618785107,2.66916766829192
"44","GB40134",9882,8808,12138,12138,12044,13974,5576,2618,2934,4538,4131,2775,0.991769626342295,9.71979078133858,6.03386956302844,3.62211654931252e-05,0.00752511151331502,2.4774154216192
"45","GB41471",1242,834,2418,1232,1394,1338,536,337,325,401,420,336,1.12567411249838,6.56489757983049,6.04829511522515,3.53611431924578e-05,0.00752511151331502,2.57931213361734
"46","GB48167",1878,1585,5124,2319,4589,2920,1075,343,503,1315,861,511,1.3592931626359,7.51249156008731,6.0262908704268,3.66817662881203e-05,0.00752511151331502,2.54716200415202
"47","GB53312",871,1124,1120,1018,944,933,524,242,245,449,516,383,0.761421598792437,6.33016637169779,6.04869868444799,3.53373938255747e-05,0.00752511151331502,2.5757024773684
"48","GB53690",662,720,921,1090,1297,900,535,240,223,416,318,313,0.816269519953849,6.16092960429945,6.05015791344987,3.52516603548982e-05,0.00752511151331502,2.5763232584694
"49","GB40168",4925,3754,5562,4210,7182,4929,2787,1117,1069,2379,1828,1317,0.957462772071054,8.55272145794724,5.97910938302897,3.96910828390655e-05,0.00758080425474349,2.45417517165626
"50","GB41735",647,623,865,739,1342,713,438,173,135,246,206,106,1.35493185295721,5.69426478026235,5.99509476879655,3.86434805006147e-05,0.00758080425474349,2.48895673404131
"51","GB44291",591,778,1203,969,1448,1217,546,253,257,511,389,314,0.783012629633801,6.29914058876688,5.97399250428266,4.00326821617408e-05,0.00758080425474349,2.45483827902288
"52","GB49469",59,63,98,98,98,112,43,9,10,31,31,21,1.29875853892813,2.49257080591413,5.98119516212988,3.95527166735518e-05,0.00758080425474349,2.36114031824633
"53","GB48343",78,117,228,237,313,257,66,27,21,52,36,26,1.7373081098633,3.41483474841443,5.88795651081931,4.62625617282618e-05,0.00799206044452972,2.3052391679129
"54","GB54143",384,373,647,543,559,609,221,153,137,259,258,151,0.764889987577684,5.35440681849685,5.92855452911458,4.32049241350415e-05,0.00799206044452972,2.37413056654308
"55","GB55225",394,447,664,696,906,691,299,144,186,300,286,173,0.790481659737835,5.59730421167154,5.89255041080479,4.59054611597974e-05,0.00799206044452972,2.3149283133932
"56","GB55296",105,139,118,111,130,104,200,87,79,151,171,143,-0.851541943418944,4.03293537378575,-5.90360720595798,4.50577792512047e-05,0.00799206044452972,2.35188403268231
"57","GB55411",625,464,905,989,1081,824,320,165,132,279,150,271,1.26139306002348,5.73008064997997,5.91330091504352,4.43281079426829e-05,0.00799206044452972,2.3549123077795
"58","GB41771",239,268,589,369,347,432,112,92,71,145,80,127,1.19409653746345,4.65012011290885,5.86778783213722,4.78651707606442e-05,0.00811032864313217,2.29002456660844
"59","GB42190",120,170,202,163,197,161,210,118,137,198,195,212,-0.70949055736375,4.48924878580541,-5.85033464848421,4.92989981364825e-05,0.00811032864313217,2.25460553499742
"60","GB54685",169,250,315,187,246,250,381,158,153,286,344,226,-0.738575845610268,4.96530427230436,-5.84890928380362,4.94180683038418e-05,0.00811032864313217,2.23823622409465
"61","GB50866",276,258,544,510,605,642,205,91,76,185,151,88,1.16294013275128,4.94706516969044,5.83881435498124,5.0270043037359e-05,0.00811490350473564,2.23807592808451
"62","GB48239",337,373,660,528,672,524,321,110,123,266,190,177,0.756853080412384,5.31972736148809,5.81453076446636,5.2383182108306e-05,0.0083196321648466,2.18713426650594
"63","GB42579",899,1121,1728,1375,2318,1781,759,228,289,767,604,318,1.07008521266762,6.7256363404389,5.80095543594787,5.36048869727785e-05,0.00837852892096745,2.18055099811013
"64","GB47372",277,267,502,365,505,510,235,95,83,180,148,113,0.86902449094022,4.9087181166631,5.78888530266973,5.47162199639531e-05,0.00841860340601635,2.15271730424369
"65","GB50453",3606,3966,3544,4489,6952,5862,1729,1115,1116,1297,1295,843,1.24416125496799,8.27193266660376,5.71980100340517,6.15590934240602e-05,0.00918443019616244,2.05332452485325
"66","GB54584",106,141,146,118,124,124,201,105,91,148,167,122,-0.759347849728379,4.09972323072603,-5.72015611623958,6.15217129110496e-05,0.00918443019616244,2.05275075892078
"67","GB40767",623,1072,1272,895,1080,736,1206,622,699,1228,1338,981,-0.74504669205453,6.95942336269969,-5.69892487161572,6.37989432860777e-05,0.00923864991967658,2.0135686475871
"68","GB54651",169,263,349,252,365,239,301,178,180,361,329,263,-0.627572392498227,5.10769924528498,-5.70072314743584,6.36026841369341e-05,0.00923864991967658,1.98833335454198
"69","GB41240",726,490,1339,1107,1358,608,343,162,241,323,289,175,1.15962227552719,5.92820985328823,5.63516814900389,7.11834261377641e-05,0.00929764090534004,1.89508050363231
"70","GB43870",1574,1821,2741,2597,3914,3408,1249,404,574,1175,962,912,0.982378660449017,7.56873789260947,5.68041201087898,6.58566557810515e-05,0.00929764090534004,1.9927272047879
"71","GB44318",250,330,338,263,364,264,387,195,221,333,383,284,-0.625588966526373,5.27827430257537,-5.63829784235925,7.08008184304445e-05,0.00929764090534004,1.88070891834076
"72","GB45312",471,449,330,403,516,306,727,347,364,603,758,493,-1.02623142741701,5.92354642885442,-5.63048494709969,7.17599988631911e-05,0.00929764090534004,1.87177001470082
"73","GB47470",22,33,45,64,73,51,20,4,3,10,14,6,1.76040094183107,1.34434205467706,5.63968121454569,7.06323866155788e-05,0.00929764090534004,1.66848496829733
"74","GB48260",19530,18723,17216,17316,25939,30587,6881,4535,4605,4353,7169,4178,1.35234331920809,10.4194470416862,5.63186237416239,7.15899111348396e-05,0.00929764090534004,1.82742247168825
"75","GB50931",602,690,709,867,952,1128,438,213,156,257,355,185,1.0321358825611,5.88656760560942,5.66464530886747,6.76639179881684e-05,0.00929764090534004,1.9420244475538
"76","GB54977",56,74,54,51,82,80,100,58,59,101,108,71,-0.972987452601316,3.25647180210054,-5.65992320205287,6.82152387707217e-05,0.00929764090534004,1.95232759434962
"77","GB41724",194,273,398,345,463,303,142,103,83,166,98,100,0.867477011603876,4.63665568260842,5.59919683510143,7.57396236789566e-05,0.00956164197906007,1.84409604647604
"78","GB51063",2643,2427,3460,3269,3465,3292,1296,669,720,812,985,383,1.3425346477188,7.64887846187689,5.60544841344667,7.49263918470227e-05,0.00956164197906007,1.87094979242898
"79","GB41595",39,24,49,52,56,81,9,7,1,15,9,3,2.26913563118416,1.17197139498966,5.57467639049073,7.90195848011494e-05,0.00972632314421148,1.54770544760561
"80","GB50382",111,95,189,142,214,176,71,37,25,70,61,44,0.950015933877214,3.4841559401192,5.57756332291451,7.86258156457717e-05,0.00972632314421148,1.82364793388918
"81","GB48835",230,322,265,214,234,171,378,202,190,375,539,262,-1.04100423605661,5.13516526917241,-5.56443862845789,8.04326974448365e-05,0.00977803421900376,1.75887591375325
"82","GB41629",67,76,135,151,174,172,59,25,16,40,32,23,1.34584907211367,2.9957419726837,5.45850103918993,9.6706838890114e-05,0.00978126179958925,1.61323150088475
"83","GB41723",229,197,327,293,271,327,136,71,86,84,97,51,1.04637449893007,4.31051258169355,5.45772263860085,9.68384145594585e-05,0.00978126179958925,1.61917605010624
"84","GB42755",226,268,304,241,258,229,346,188,204,261,336,265,-0.699763779184775,5.07890656967015,-5.46829945415807,9.50664660695366e-05,0.00978126179958925,1.59522839676809
"85","GB43095",1020,1001,1732,1287,1811,2125,656,411,374,672,551,419,0.849090453924982,6.80144274680826,5.53514288703431,8.46243203593586e-05,0.00978126179958925,1.74077933963129
"86","GB43953",1302,1128,1737,2423,2044,1968,861,442,373,813,700,398,0.940699004935379,7.01338530219303,5.48876329475564,9.17336652243779e-05,0.00978126179958925,1.66793938502406
"87","GB44068",195,273,282,229,249,199,312,157,166,345,466,228,-0.809410425771055,5.02317016593435,-5.43799948555464,0.000100235467996739,0.00978126179958925,1.54490842884848
"88","GB44673",556,565,976,867,853,754,451,202,212,435,422,287,0.565467597232094,6.00035609463725,5.45360397983827,9.75377258234429e-05,0.00978126179958925,1.58108692939501
"89","GB45141",2571,2655,4934,3285,4203,3342,1607,658,866,1541,1643,606,1.02838116264633,7.96424747947283,5.49926128806273,9.00715521562183e-05,0.00978126179958925,1.69803787898157
