"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40137",17053,24793,23032,33078,5842,11426,7070,13058,6678,2558,10438,5193,1.1201141765355,10.6681527007328,3.15964050344767,0.00720363260972812,0.99991486312783,-4.37953835120448
"2","GB40158",84,66,98,167,31,67,35,60,48,16,58,34,0.81740925961876,3.07485399837706,2.73582821024226,0.0164774680465883,0.99991486312783,-4.30929807824583
"3","GB40409",76,111,140,425,63,59,34,51,30,19,90,39,1.31007165445022,3.35917816657912,2.81935221230947,0.0140096945095914,0.99991486312783,-4.26946452731087
"4","GB40615",244,166,259,292,97,247,136,162,56,44,164,80,0.890481543891177,4.43295905636154,4.19777559623423,0.000957582644762131,0.99991486312783,-3.8146760557332
"5","GB40713",4394,5829,8498,11427,1186,2182,1659,2230,1170,848,4840,1692,1.07285098196659,8.73678972186284,2.50221923750305,0.0258426571355259,0.99991486312783,-4.37364163584513
"6","GB40972",460,796,525,445,262,377,305,405,236,189,223,145,0.745432262668507,5.66361511318395,2.8339699488901,0.0136167235520876,0.99991486312783,-4.07978458089235
"7","GB41191",214,258,323,597,146,201,122,191,102,101,216,126,0.744060230678906,4.87155419261393,3.08352886680913,0.00836226792410173,0.99991486312783,-4.0176328084276
"8","GB41240",431,629,375,343,241,323,141,497,184,162,289,175,0.600367814494212,5.46462180027451,2.78414925749362,0.0150022496512611,0.99991486312783,-4.08598898930051
"9","GB41337",15,14,21,53,9,15,7,11,4,5,16,11,0.907371785180141,0.957992758859283,2.55384867882814,0.0234092538304352,0.99991486312783,-4.46683994315418
"10","GB41418",3282,2714,6072,4203,1441,3180,530,4544,1107,798,2048,1743,1.00757155623376,8.3525404565856,2.79928552129935,0.0145673116735342,0.99991486312783,-4.3028320880994
"11","GB41760",4483,5442,11243,22181,999,3735,714,2761,1086,724,1760,3181,1.6470675381051,8.73901680196341,3.14532897013295,0.00740857109368475,0.99991486312783,-4.27851449062293
"12","GB41904",42,48,72,259,24,56,25,54,16,12,35,22,1.12725298547773,2.59168896530389,2.64959938465627,0.0194690947743549,0.99991486312783,-4.36699693200913
"13","GB42276",54,117,53,67,20,35,22,31,37,13,35,12,0.984819718505831,2.4085700407823,2.60205215591492,0.0213379030780404,0.99991486312783,-4.38595390301222
"14","GB42426",8932,13842,25721,27187,2738,8874,3134,9710,2750,1132,9351,6435,1.24492017435831,10.0630570929913,2.5544663865671,0.0233815216826846,0.99991486312783,-4.42106112705203
