"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40019",168,231,216,96,110,161,177,464,101,255,251,277,-0.415017785981089,4.87467043909712,-2.73946011445836,0.016371942528842,0.999789329089184,-4.10502174661919
"2","GB40217",98,93,95,42,63,60,161,314,55,103,157,123,-0.763254529828694,3.92643446597179,-3.56107389179742,0.00328504925063256,0.999789329089184,-4.02962327088123
"3","GB40228",11,10,3,1,6,5,6,61,5,15,23,17,-1.50413431101688,0.491219762351889,-3.04312135818078,0.00905814761311642,0.999789329089184,-4.44267965678466
"4","GB40280",2507,2386,2304,667,819,971,2959,8885,2054,2583,1690,2014,-0.89894412140016,8.25348834672309,-2.77344370737066,0.0153272968450632,0.999789329089184,-4.29749726747659
"5","GB40320",501,532,593,259,301,406,554,961,320,477,614,635,-0.298391702422485,6.22261841323533,-2.64506945277453,0.0196511320209744,0.999789329089184,-4.15758092993309
"6","GB40635",588,341,376,411,315,244,186,660,142,188,216,243,0.803075801448597,5.50740695480762,3.1636949667339,0.00715299891854616,0.999789329089184,-3.96424102757653
"7","GB40654",1949,1623,1781,2294,1671,1942,964,2662,862,1164,1865,1532,0.616177558514171,7.96253827433773,2.63915883355479,0.0198764660637051,0.999789329089184,-4.30211845452893
"8","GB40695",406,1129,121,333,289,218,1144,3032,410,1692,2461,1027,-1.83821154055574,6.67943137158822,-3.54297372195079,0.00340329259509372,0.999789329089184,-4.01075381737085
"9","GB40696",1752,3876,1313,3674,3525,1978,5572,16311,2367,7526,21742,8597,-1.44987469050832,9.4433952979233,-3.01104561157524,0.00964476561501842,0.999789329089184,-4.33639221633237
"10","GB40697",3385,4644,2121,4296,4758,1780,8100,20974,4671,9770,19786,13656,-1.55246793170715,9.87669238726608,-3.8423942030241,0.00190011016537724,0.999789329089184,-4.27047368722806
"11","GB40785",272,270,277,148,186,325,128,299,109,210,328,185,0.440476830844294,5.05795383243718,2.5133504491028,0.0253107073995371,0.999789329089184,-4.16277358749017
"12","GB40907",238,267,341,364,315,619,120,338,76,268,372,181,0.946140860204255,5.31969323329709,2.86859488198415,0.0127374290417521,0.999789329089184,-4.0552366137364
"13","GB41132",51,55,85,28,40,61,15,69,23,42,53,41,0.608029452808703,2.73781350068202,2.58356932294136,0.0221219885582137,0.999789329089184,-4.35975516587234
"14","GB41228",130,69,52,71,75,25,143,267,55,144,115,123,-0.928270097617772,3.80130573529607,-2.74920338377551,0.0160655258664093,0.999789329089184,-4.22521889826639
"15","GB41284",551,180,492,317,498,1081,231,201,151,154,583,265,1.11882009065839,5.65411214593514,2.68410603147034,0.0182240142988655,0.999789329089184,-4.12102036495437
"16","GB41660",7,16,17,6,3,2,12,46,15,15,17,15,-1.19480034579041,0.814274367057415,-2.94833741252018,0.0109023202254441,0.999789329089184,-4.43800741231852
"17","GB41700",124,140,82,68,65,114,57,87,31,70,72,41,0.888089383368219,3.50716710732247,3.83080853377992,0.00194325373864616,0.999789329089184,-4.05495489836105
"18","GB41798",1314,1603,1394,509,769,873,2189,2229,1157,1218,1573,1939,-0.624093793993875,7.63984514788906,-3.00865999891056,0.00968986899344109,0.999789329089184,-4.20619664180307
"19","GB42217",2082,2778,1982,981,625,944,1904,5685,2030,3712,2967,1630,-0.871565096745099,8.21956022601384,-2.88707713057561,0.0122867386859125,0.999789329089184,-4.27528389574915
"20","GB42223",415,380,467,210,203,292,409,645,289,413,396,561,-0.354104339016562,5.83747702731402,-2.81316783848872,0.0141886716593024,0.999789329089184,-4.08092166534242
"21","GB42351",1311,1757,1774,399,667,549,1647,5277,1133,2774,1991,1030,-0.984535085288213,7.69561044415549,-2.98143528502553,0.0102196109971072,0.999789329089184,-4.21697467716357
"22","GB42439",53,19,48,81,57,59,46,17,16,6,28,22,1.43607101232125,2.26166264839029,2.71514774992298,0.0171616302362151,0.999789329089184,-4.37942556675491
"23","GB42899",451,304,363,226,267,451,154,364,195,195,459,275,0.551800927960052,5.49327240196094,2.69299417859992,0.0179134488047057,0.999789329089184,-4.10363463083079
"24","GB43624",9,20,11,9,16,9,7,3,0,4,10,13,1.55799557633422,0.198898421093134,2.7591725563442,0.0157578044491636,0.999789329089184,-4.47143561058388
"25","GB44026",11,12,21,11,9,14,6,8,3,2,11,8,1.23618775088643,0.453123227292366,3.94476139678073,0.0015588645879505,0.999789329089184,-4.38634614888576
"26","GB44112",72849,92489,34189,59114,71927,38089,156833,448263,62396,182739,204089,145796,-1.35488297802319,13.9027922763431,-3.34059132507665,0.00505732479875727,0.999789329089184,-4.46497797092624
"27","GB44356",19,8,20,10,9,13,8,9,2,3,12,15,0.962338289250086,0.572865863634967,2.73750218361231,0.0164342025384787,0.999789329089184,-4.46352194684329
"28","GB44366",32,13,32,20,17,13,10,17,10,5,12,12,1.04906760962006,1.19904354177823,3.29746815436949,0.00550328265789716,0.999789329089184,-4.38721833770189
"29","GB44711",11,18,8,4,3,2,11,19,10,16,17,13,-0.96485279200556,0.577970617182594,-2.67761662166423,0.0184540667800662,0.999789329089184,-4.4680802281301
"30","GB44938",173,166,180,66,86,82,162,256,102,154,185,198,-0.369959104840067,4.44355814477663,-2.55041974836623,0.0235758262023718,0.999789329089184,-4.19598298001442
"31","GB44976",347,362,257,495,298,658,173,480,151,203,384,115,0.998728692043157,5.48937085270527,2.75459461448413,0.0158983913229444,0.999789329089184,-4.09148488468807
"32","GB44983",716,873,657,309,331,521,888,1473,503,809,828,870,-0.560707084666544,6.6993904905202,-3.45844054912303,0.00401505677037951,0.999789329089184,-4.00220775019666
"33","GB45050",71,20,31,32,27,39,31,2,8,3,31,39,1.73411296585194,1.64695108180846,2.4957667115824,0.0261759948614853,0.999789329089184,-4.44270538002214
"34","GB45438",23,27,24,17,13,14,5,25,5,8,16,20,0.851322863154385,1.20496853806076,3.10117957052037,0.00808494083205548,0.999789329089184,-4.40337708449854
