"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40703",497,789,578,304,643,451,278,331,139,220,106,224,0.81428609788901,5.67553128089066,4.40703925819849,0.000620824973024921,0.323295100505966,-0.21828442477578
"2","GB41471",836,872,787,376,773,1244,396,330,239,277,178,332,0.902622339957836,6.20067703841583,4.12963518753809,0.00105706998124121,0.323295100505966,-0.675597178804587
"3","GB41625",908,5613,2372,589,3812,1588,486,1225,230,230,249,414,1.69233912367813,7.06400841635297,4.15304987404384,0.00101034640131416,0.323295100505966,-0.7090366696781
"4","GB41724",173,383,263,93,344,215,98,125,103,34,30,87,1.06856609714172,4.29730240227953,4.48882039460592,0.000531476990267987,0.323295100505966,-0.168777777137861
"5","GB42900",1218,1655,1205,938,3591,1667,627,549,206,451,303,371,1.42583189500942,6.93782935418053,4.59172675541028,0.000437547566067376,0.323295100505966,-0.0462954166429022
"6","GB43143",493,1068,636,280,798,417,330,349,199,138,115,207,0.874067232975832,5.74341933500659,4.86768569751185,0.000261337696568987,0.323295100505966,0.473949145232327
"7","GB43552",174,289,238,94,316,229,80,129,49,66,66,72,0.973138414501439,4.2916916292534,4.38319974245764,0.000649680777947999,0.323295100505966,-0.317301773590662
"8","GB43778",141,128,116,56,87,86,132,170,183,161,59,119,-0.982927566164852,4.15286800189499,-4.92385748554284,0.000235580756745443,0.323295100505966,0.502212723787591
"9","GB44146",733,1494,912,600,1067,1131,590,582,233,176,217,313,1.06101624977364,6.42595730815162,4.0841779807639,0.00115419879285332,0.323295100505966,-0.761050442000977
"10","GB44155",82,373,141,67,249,155,55,94,28,31,20,38,1.36802840866986,3.59727793023412,4.11159994783108,0.00109456367290711,0.323295100505966,-0.839923736388322
"11","GB44225",396,564,420,182,278,98,288,883,668,889,230,697,-1.51100484818885,5.93157238832287,-4.1261587715623,0.00106419343860293,0.323295100505966,-0.662711619650626
"12","GB45073",1725,5700,3635,1347,2537,2296,1043,1689,638,453,330,841,1.29340051826904,7.74218803685455,4.71127076487249,0.000349604930311991,0.323295100505966,0.0138915735625771
"13","GB45151",1617,6079,2608,942,5364,2261,821,1698,492,443,444,745,1.33812809674425,7.70647587616384,4.33200724931427,0.000716402352714938,0.323295100505966,-0.510268192630691
"14","GB45152",3850,9951,4261,2302,7403,4837,2108,2539,707,1695,946,1343,1.20640927845682,8.69467408506897,4.05942386924052,0.00121088511534013,0.323295100505966,-1.01596751555367
"15","GB45732",386,828,562,196,660,517,259,167,98,108,74,164,1.26796996172117,5.31647263081826,5.54511939718659,7.68616577387836e-05,0.323295100505966,1.41485004317876
"16","GB46630",2849,5264,3433,1700,5123,3124,2129,1750,916,1111,680,1503,0.862356545507718,8.33337835943215,4.08460893530934,0.00115323632488193,0.323295100505966,-0.933991371295288
"17","GB47118",82,432,262,35,371,156,38,81,15,20,18,24,2.05715471394812,3.40726698857078,4.03421862704779,0.00127153362525194,0.323295100505966,-1.01559197818665
"18","GB47580",72,255,169,41,106,53,138,251,371,340,142,134,-1.63091787874351,4.474696151246,-4.5980532444599,0.000432364437437156,0.323295100505966,0.0469117537427879
"19","GB47928",112,28,31,32,42,52,144,156,55,181,52,142,-1.94383934039018,3.4501621902572,-4.57281317202242,0.000453428931491525,0.323295100505966,-0.186147089399388
"20","GB48152",195,298,177,126,205,157,198,238,208,222,110,178,-0.567933306647877,4.88077608437249,-4.07032536889613,0.00118557809220958,0.323295100505966,-0.734321519439649
"21","GB48161",534,865,758,319,811,490,232,377,66,225,90,145,1.33351961732104,5.60723486707327,4.03641175989965,0.00126613535598654,0.323295100505966,-0.813304710596626
"22","GB48425",327,725,483,193,547,427,236,260,134,171,93,182,0.726813130011741,5.38924931710433,4.04887013191226,0.00123591116867432,0.323295100505966,-0.778071577718118
"23","GB48858",89,160,152,48,122,80,62,46,30,35,18,41,0.909886479414466,3.25833665273581,4.31242772651442,0.00074374912473435,0.323295100505966,-0.602162104421361
"24","GB50438",1894,2423,1040,787,2382,1273,792,817,367,476,331,530,0.965423698093117,7.12121740955874,4.58437233505584,0.000443653573320676,0.323295100505966,-0.0723678866937467
"25","GB50439",489,2526,922,374,1798,934,204,585,114,132,77,194,1.83689602661793,5.99624770246955,4.90164532443127,0.000245435995257346,0.323295100505966,0.462677327905785
"26","GB50509",594,910,445,318,583,635,315,224,113,240,94,148,1.12563332170959,5.60713571865788,4.48761821106359,0.000532689571117362,0.323295100505966,-0.101775119746014
"27","GB50525",665,1390,928,429,897,822,359,305,452,273,219,350,0.778719852680196,6.31764431075897,4.61278646490535,0.00042053817583043,0.323295100505966,0.0572039411739036
"28","GB50610",8677,10350,8932,5801,10377,12410,4613,2729,1151,2685,1370,2146,1.5200302435445,9.46852657337343,4.71579175176211,0.000346662326621414,0.323295100505966,-0.293846084065401
"29","GB51104",1971,2618,1922,1130,2276,1430,1427,857,571,476,407,786,0.861848803432203,7.46282765711202,4.07611412759873,0.00117236044523341,0.323295100505966,-0.852720747999169
"30","GB51844",127,281,250,90,379,282,99,109,58,53,30,70,1.1291493957082,4.20026613040847,4.09746420493302,0.00112490057362626,0.323295100505966,-0.770439892667218
