"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",170,31,24,118,38,52,458,213,312,97,76,215,-1.85227968471169,4.02983157575583,-2.84431859987919,0.0131564320504925,0.921593287104081,-4.2461978826216
"2","GB40169",204,190,201,159,63,44,79,64,57,52,103,27,1.21889282665051,3.7537087131403,3.53146238117196,0.00339255797365492,0.921593287104081,-4.13806887600044
"3","GB40221",78,111,54,60,34,29,35,31,27,65,38,34,0.644468688874523,2.84088313328486,3.36158281365367,0.00474430675485008,0.921593287104081,-4.27255794389362
"4","GB40263",278,461,180,205,46,60,596,510,261,289,239,345,-1.10107087948271,5.19741575331216,-3.30611142766424,0.00529389159036883,0.921593287104081,-4.05507391834874
"5","GB40304",473,289,120,208,150,158,457,487,520,392,212,495,-0.967369927699346,5.52619855950039,-2.9181883203124,0.0113803919955607,0.921593287104081,-4.14335515433963
"6","GB40310",240,303,145,136,19,74,377,684,236,262,138,331,-1.29189153236667,4.86042557646486,-3.02699682690864,0.00918618904858474,0.921593287104081,-4.13614121310596
"7","GB40446",165,203,116,105,98,90,156,210,122,237,125,209,-0.4500414373562,4.5220802881433,-2.92826198883168,0.0111572357901504,0.921593287104081,-4.15527511899589
"8","GB40537",485,402,210,199,155,130,388,400,325,474,233,467,-0.625487029098176,5.53856835306444,-3.1071115109132,0.00784339569686039,0.921593287104081,-4.091502894593
"9","GB40815",33,46,10,17,4,16,28,48,31,54,30,43,-1.11331843623434,1.9910713855838,-3.24548881524112,0.00596763991992937,0.921593287104081,-4.36760066698708
"10","GB40848",101,59,61,13,26,47,68,106,50,149,61,151,-1.0770675529677,3.28797635222612,-2.92864766437514,0.0111487783325921,0.921593287104081,-4.28903288860967
"11","GB41033",156,313,193,120,39,14,46,55,24,62,90,12,1.43624231352008,3.27589111044851,2.86408009232196,0.0126562641509992,0.921593287104081,-4.30524723644468
"12","GB41311",1102,1107,788,473,381,315,1416,1953,458,1942,516,2790,-0.933872024870348,7.1024989796838,-2.95577251650907,0.01056953735178,0.921593287104081,-4.22175460811303
"13","GB41552",25,117,51,31,10,12,8,8,5,28,28,15,1.30703157802115,1.62524759320854,2.84111559095571,0.0132393064514774,0.921593287104081,-4.42936845210992
"14","GB41779",912,996,1074,715,1038,439,428,846,365,794,615,356,0.715345159948379,6.70882770172906,2.95583255595128,0.0105682887282125,0.921593287104081,-4.19152869794775
"15","GB41889",2154,3402,3139,1092,980,483,680,1359,615,1603,925,646,0.753890791226997,7.52435597746219,2.91224277040039,0.011514156156689,0.921593287104081,-4.25556867486444
"16","GB41981",554,188,129,197,122,103,2569,433,1005,463,232,421,-1.76193498386918,5.70363385495447,-3.17896609981523,0.00680586161469088,0.921593287104081,-4.1089562673809
"17","GB42234",450,326,188,219,134,185,724,428,510,489,239,488,-0.969033509147459,5.67669343817266,-3.24258504666776,0.00600198048919324,0.921593287104081,-4.07073824371696
"18","GB42758",41,118,51,45,18,5,24,25,10,10,25,6,1.36225967424668,1.79761158754377,2.82529549500977,0.0136561983145924,0.921593287104081,-4.4210827230036
"19","GB42959",275,268,125,108,142,72,225,276,180,310,153,228,-0.544264221235275,4.83690157315999,-2.96804050993707,0.0103174024276624,0.921593287104081,-4.12896326209551
"20","GB43234",2069,2423,810,649,411,442,1623,2756,1086,1746,1257,1568,-0.846565462605199,7.54988081867658,-3.25919758609442,0.00580814852497354,0.921593287104081,-4.19596722943544
"21","GB43472",18,34,24,36,13,12,8,12,5,14,10,3,1.38717885750391,1.06411675282016,4.00602529816365,0.00133838984638945,0.921593287104081,-4.3782816851713
"22","GB43500",976,1603,1421,247,316,109,151,326,198,195,335,43,1.56553988918515,5.56290028819967,2.84281820836337,0.0131951895400667,0.921593287104081,-4.17275156646661
"23","GB43733",152,86,69,56,30,67,233,229,175,188,51,283,-1.31605688758985,4.09923251879471,-3.24177946274084,0.00601154240731828,0.921593287104081,-4.14684650807346
"24","GB43882",258,450,129,186,124,117,147,144,74,186,117,110,0.60234805352217,4.58596837941684,3.22442638383067,0.00622124788782435,0.921593287104081,-4.08628694344747
"25","GB43892",3892,14642,4844,4900,2507,3158,1175,2450,1368,2093,2045,2572,1.35879820137788,8.86809943549144,5.00267907186438,0.000202662888188788,0.921593287104081,-4.09163442248707
"26","GB43897",1288,1053,655,621,481,435,1353,1326,936,2021,583,2071,-0.793849150338477,7.20995489590946,-3.26418127252736,0.00575122853005972,0.921593287104081,-4.1706953540313
