"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48346",241,154,300,280,121,194,396,243,385,194,275,349,-0.918027477930074,5.28223550751344,-6.22044375745894,2.51420363905228e-05,0.239729316983635,1.16226132581345
"2","GB46068",172,125,304,192,86,156,225,167,281,127,218,301,-0.764910287783725,4.8591038732908,-5.53129682555031,8.136862913965e-05,0.387924939423281,0.486952417564778
"3","GB49890",412,395,1582,443,253,520,2680,518,1666,574,1726,1090,-1.61872913587341,6.90546380385224,-5.07986875192948,0.000181947876691722,0.578291001418523,-0.319025623970937
"4","GB41340",70,58,105,67,32,67,111,95,98,77,110,94,-0.920166156360541,3.62778377758281,-4.26616805328639,0.000828555345246064,0.613808384461992,-1.255078619535
"5","GB42360",253,211,503,293,151,254,155,104,282,64,134,129,0.588139880499321,4.86229935607036,4.1916958807985,0.00095539839801212,0.613808384461992,-1.05162444177111
"6","GB43507",383,252,446,218,159,252,441,291,452,235,382,296,-0.726793844970668,5.57505872188344,-4.14055399080156,0.00105390395336247,0.613808384461992,-1.08718390239079
"7","GB45645",1527,1311,2212,2149,952,1012,508,280,1427,206,770,563,1.16516808911932,7.08444878054584,4.50291171142704,0.000528822324330322,0.613808384461992,-0.95837688500679
"8","GB47505",93,45,70,172,83,88,284,104,206,65,178,250,-1.38787438494419,4.20893799817928,-4.19967578778889,0.000940902289915768,0.613808384461992,-1.15526501999781
"9","GB48918",24,14,33,14,8,14,59,14,44,21,33,29,-1.21445209237637,1.82878959766706,-4.16307550216866,0.00100930113735604,0.613808384461992,-2.133529863068
"10","GB50026",2163,440,2847,2068,721,589,328,119,949,93,144,51,2.34520299875747,6.13415874379525,4.12095466779923,0.00109436209080796,0.613808384461992,-1.29458287351961
"11","GB50037",28,21,21,26,11,5,41,61,39,40,43,43,-1.6935970122034,2.1035955299289,-4.17619929040411,0.000984207232213143,0.613808384461992,-2.02364550886592
"12","GB50124",455,256,852,311,275,214,733,1106,657,356,446,975,-1.32949422005388,6.24206756492655,-4.50765785006593,0.000524115869891119,0.613808384461992,-0.749357156977763
"13","GB52318",238,75,391,175,86,109,1830,1417,202,709,562,341,-2.5720753480944,5.61705378595002,-4.6442151717812,0.000405695312340667,0.613808384461992,-0.599269670015113
"14","GB53028",204,67,514,248,54,152,615,364,310,311,370,308,-1.59424094138315,5.23973975800518,-4.44154843491627,0.000593751762368529,0.613808384461992,-0.744706347335565
"15","GB53374",205,172,184,182,76,109,54,44,92,30,52,101,0.968935393231668,3.85585090108481,4.59959837703783,0.00044099888110229,0.613808384461992,-0.858402950092785
"16","GB54194",298,232,486,309,169,309,435,273,521,183,294,373,-0.575412877851273,5.59305147448794,-4.69492130303298,0.000369097558848922,0.613808384461992,-0.416210312808569
"17","GB55618",46,28,67,85,22,30,15,6,18,7,23,15,1.31758355328943,1.88073447081725,4.30103006040188,0.000775254379234084,0.613808384461992,-2.0380667606282
"18","GB55864",149,34,121,95,29,117,31,29,50,6,10,18,1.5868352376976,2.6178344622985,4.03311070347526,0.00129619035652424,0.686620836081033,-1.95690442538836
"19","GB40008",1620,1527,1971,2325,1256,994,718,359,1352,394,697,1311,0.801939281559353,7.3689487506543,3.20117863370533,0.00659152996278696,0.690569809995655,-2.48694321015717
"20","GB40850",3,8,6,7,6,3,10,9,16,7,9,12,-1.29045557823806,0.291083099878242,-3.74176388453716,0.00228220209557824,0.690569809995655,-2.95188371043452
"21","GB40871",50,46,96,71,22,47,14,2,51,6,24,30,1.36192152080581,2.09362041803827,3.22637653230094,0.00627287350383754,0.690569809995655,-2.85122917402923
"22","GB41301",835,832,1444,828,526,853,1408,887,1370,454,967,1116,-0.56008116111681,7.1600707240219,-3.43342640539853,0.00417520978954358,0.690569809995655,-2.1774316830406
"23","GB41651",1724,1419,2153,1562,982,1306,799,549,1321,540,736,1181,0.510581083817072,7.42656423366837,3.21279820830455,0.00644262771089137,0.690569809995655,-2.47893507601178
"24","GB41728",51,40,75,54,27,31,26,18,25,8,29,19,0.795008843983049,2.22138563580896,3.48546986970295,0.00376955857662566,0.690569809995655,-2.55997136870437
"25","GB41821",1259,1272,2157,1856,860,1398,673,626,1320,423,891,917,0.518614421325571,7.34712364622073,3.379796375706,0.00463925658113766,0.690569809995655,-2.26951107651463
"26","GB41830",9,4,15,7,7,4,34,15,14,11,20,8,-1.37934303605349,0.770397892418767,-3.22689309904818,0.00626650440314227,0.690569809995655,-3.16880053577859
"27","GB42046",5,3,8,11,2,13,80,10,15,11,67,12,-2.14515005974579,0.906336034674245,-3.28818272525023,0.00555492824105363,0.690569809995655,-3.10052906732881
"28","GB42104",8,6,11,4,3,9,12,15,10,5,16,14,-1.13161718890813,0.490715811277555,-3.27580714483637,0.00569178215108115,0.690569809995655,-3.1990518091691
"29","GB42167",229,178,204,196,89,124,82,99,135,53,60,64,0.708238884655791,4.15139044450775,3.35403194289243,0.0048802805502404,0.690569809995655,-2.20729873024193
"30","GB42417",102,95,203,132,70,118,139,100,237,62,102,187,-0.536404146684661,4.23888717210061,-3.58576296743191,0.00309640342993557,0.690569809995655,-1.87547582868614
"31","GB42428",281,100,544,199,153,546,48,109,179,38,83,84,1.26849768051942,4.4822416534315,3.48383659021429,0.00378166467330833,0.690569809995655,-2.03008895746035
"32","GB42540",1110,929,1975,1481,937,1963,1902,2851,3249,1205,1244,2842,-0.997564136828462,8.02472306974884,-3.93538185152534,0.00156595274083409,0.690569809995655,-1.7598301068265
"33","GB42761",180,144,329,187,117,171,94,36,127,43,119,108,0.777746860217275,4.22798057880216,3.96587096232519,0.00147613719261879,0.690569809995655,-1.44183667470944
"34","GB43119",814,527,1036,969,513,396,211,296,628,118,394,434,0.768677345448984,6.14954554150384,3.1349188750465,0.00750860555942897,0.690569809995655,-2.45421138307438
"35","GB43403",95,83,114,93,52,84,45,46,93,17,43,40,0.569574664517906,3.2473351563492,3.11586260439473,0.00779513630603763,0.690569809995655,-2.66350981346605
"36","GB43560",40,22,73,48,30,71,82,77,83,29,119,63,-1.02988270652881,3.12666529529691,-3.53417779342692,0.00342593949337072,0.690569809995655,-2.22273774509256
"37","GB43712",434,321,902,506,254,455,169,162,490,108,215,360,0.620418867377985,5.61759637745972,3.40513789308905,0.00441385181805465,0.690569809995655,-2.06188177370945
"38","GB43727",10573,2078,19408,3762,2035,11624,1379,1484,5600,630,1472,1671,1.45430574761476,8.91296017702625,3.49448257403914,0.00370345420592615,0.690569809995655,-2.38898049643815
"39","GB43958",37,25,51,36,23,20,43,60,51,31,42,43,-0.847997588400844,2.54728105979119,-3.45242124215371,0.00402229558820116,0.690569809995655,-2.48035911560259
"40","GB44021",2372,1394,2649,2348,1153,1667,687,1057,1782,383,959,1273,0.64877624344607,7.68140971362319,3.13128789892732,0.00756238109918108,0.690569809995655,-2.60563722834213
"41","GB44073",311,64,529,350,121,338,44,43,239,33,76,90,1.29400924773855,4.31412670527425,3.16061608086247,0.00713874904191589,0.690569809995655,-2.4654650908729
"42","GB44074",903,237,1223,772,331,844,98,99,550,80,178,368,1.4097930014149,5.69628391229552,3.90343097539258,0.00166607108239741,0.690569809995655,-1.45793975035014
"43","GB44187",403,344,602,457,229,293,202,174,433,98,204,275,0.443640756602746,5.4557671193202,3.23895064308721,0.00611966003800127,0.690569809995655,-2.27688463087643
"44","GB44338",117,93,225,109,81,130,127,108,215,69,115,151,-0.435138135216861,4.25940584941584,-3.19042356923179,0.00673241162470124,0.690569809995655,-2.3846644721413
"45","GB44502",1571,2379,1873,2190,1229,1004,535,171,1105,378,677,1109,1.23211458226122,7.22666703933158,3.36428835065135,0.00478286214438508,0.690569809995655,-2.27636445040713
"46","GB44642",397,274,514,378,241,282,369,432,499,197,351,409,-0.490320473798774,5.78129290144255,-3.15779128878157,0.00717850186064491,0.690569809995655,-2.39153776198317
"47","GB44803",270,169,474,221,139,226,287,347,402,170,187,297,-0.604319999120937,5.29629466252809,-3.29121431486503,0.00552190904609241,0.690569809995655,-2.19483965903113
"48","GB45000",438,98,504,184,124,415,114,73,132,30,137,30,1.37705666604855,4.38471726739192,3.28399294001614,0.00560088774606827,0.690569809995655,-2.30105834930761
"49","GB45183",245,181,278,209,109,154,187,176,318,118,193,209,-0.402248427326408,4.90390802311526,-3.17609192340097,0.00692482045093314,0.690569809995655,-2.35642387533839
"50","GB45250",668,461,1406,687,342,705,1554,850,727,500,1137,949,-0.893984624352551,6.90428257911937,-3.66530206971578,0.00264991465358565,0.690569809995655,-1.85861133076137
"51","GB45278",772,1268,1918,891,396,680,239,323,811,292,355,403,0.848548195911913,6.48982474648426,3.37468522294937,0.00468610149468772,0.690569809995655,-2.17396851402442
"52","GB45715",15,14,20,12,7,7,4,3,5,2,5,8,1.02501181410665,0.244386826242628,3.48618141237073,0.00376429674440697,0.690569809995655,-3.09772447555352
"53","GB45758",797,1309,3970,783,907,842,268,545,780,193,442,600,1.08348255696243,6.79093963805222,3.4052540712127,0.00441284420974825,0.690569809995655,-2.17233781671582
"54","GB46039",3640,2574,4257,3516,2043,4407,8258,5922,3993,2126,7032,4542,-0.950163127566366,9.29903964780171,-3.2488606967774,0.00600154689921316,0.690569809995655,-2.68308031744838
"55","GB46294",46,29,24,32,44,36,16,5,12,14,9,7,1.35077813043845,1.57372163885709,3.1213854388349,0.00771099368680649,0.690569809995655,-3.07216879736803
