"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",114,147,50,76,102,97,187,487,519,213,288,259,-1.2706499692067,4.72308511895575,-5.04438140400899,0.000186998125179218,0.390819374972695,0.647338099415169
"2","GB40010",1905,1655,1391,709,1887,1318,3284,5093,5200,1979,2179,3395,-0.781290864012798,8.40493480224834,-3.57830856391687,0.00308749465948958,0.390819374972695,-1.71393972035163
"3","GB40136",5612,5434,1064,1375,871,602,3979,17504,21181,5711,16930,16820,-2.30717036228398,9.44460218517321,-3.97212941281268,0.00142619322313413,0.390819374972695,-1.32873590574051
"4","GB40606",20,24,26,8,36,19,8,11,14,9,10,10,1.44750077305295,1.23034843338335,4.3864417304808,0.000641009396424359,0.390819374972695,-1.22421239515928
"5","GB40754",27,19,20,6,15,18,16,11,11,6,2,11,1.43820801984166,0.910466021549574,3.72310423621869,0.00232183234407172,0.390819374972695,-2.01638899466497
"6","GB40870",9,5,4,4,3,7,10,24,13,8,13,25,-0.975543494562141,0.50315718616245,-3.65956257393889,0.00263084732434528,0.390819374972695,-2.18474082168091
"7","GB41284",551,619,603,156,530,198,231,201,180,151,154,205,1.54365281275239,5.3996952211739,4.7165564567905,0.000343253266786452,0.390819374972695,0.236541726514845
"8","GB41340",70,111,95,77,110,94,58,105,67,32,67,98,0.827424773406171,3.62778377758281,3.41038672016663,0.00430105183049533,0.390819374972695,-1.87290223371657
"9","GB41660",7,2,3,4,5,11,12,46,16,15,15,24,-1.48330275948701,0.661612075057942,-4.21364279141687,0.000893053314434767,0.390819374972695,-1.59481558963443
"10","GB41876",12,9,3,4,6,8,9,84,29,12,24,56,-1.61570243506817,1.10557519236478,-3.98330325310927,0.00139548684145252,0.390819374972695,-1.70497876878533
"11","GB42359",29,18,14,15,23,34,15,23,18,11,12,18,0.876692167211144,1.55518651624919,3.82210237116397,0.00191196198662901,0.390819374972695,-1.71878677541137
"12","GB42360",253,155,104,64,134,129,211,503,293,151,254,282,-0.563053980167203,4.86229935607036,-3.80575763883459,0.00197418649779447,0.390819374972695,-1.1837665832054
"13","GB42698",450,359,257,200,340,404,276,369,265,254,225,373,0.611285787901557,5.58991420745006,3.7173469074175,0.002348247664032,0.390819374972695,-1.32011781145053
"14","GB42878",176,152,61,61,121,118,149,440,254,120,259,362,-0.701991248537746,4.65394622287194,-3.91846096371972,0.00158356929207866,0.390819374972695,-1.01424088410208
"15","GB42891",29,11,25,6,18,40,37,215,83,19,72,123,-1.54765250816781,2.50882167862008,-3.86337868927874,0.00176354929157313,0.390819374972695,-1.4449859848473
"16","GB42899",451,527,282,166,388,246,154,364,304,195,195,354,0.828417446510547,5.47110654159181,3.96697117558194,0.00144060011070886,0.390819374972695,-0.915390252690361
"17","GB43507",383,441,291,235,382,296,252,446,218,159,252,452,0.72439147104162,5.57505872188344,4.12069854250205,0.00106869816978333,0.390819374972695,-0.672100044885535
"18","GB43937",44,26,12,20,26,22,26,13,14,8,12,23,1.12285432172943,1.58760613268727,3.50290423642382,0.00358270645340162,0.390819374972695,-2.08980615637551
"19","GB44117",58,29,13,17,41,59,40,316,184,49,85,181,-1.39244567516837,3.21926668174318,-3.56837999402071,0.0031485304265215,0.390819374972695,-1.70780938318254
"20","GB44703",1274,818,706,434,761,993,1274,2550,1277,930,1605,1934,-0.495379351553055,7.42741098456075,-3.44502477865315,0.00401653391493107,0.390819374972695,-1.83354226918915
"21","GB44912",136,86,48,30,84,82,119,253,145,70,150,195,-0.558648618508111,3.99006318667232,-3.44461579591205,0.0040197803984155,0.390819374972695,-1.79885211269787
"22","GB44959",102,117,21,19,96,67,133,422,208,67,137,245,-1.11420941027768,3.96198061974234,-3.52138400767639,0.00345438350053292,0.390819374972695,-1.69258907859861
