"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40119",292,359,341,292,478,137,180,397,191,131,158,278,0.540104010811242,5.2896864669333,2.73888079621149,0.0162470604125971,0.999550767591251,-4.18569395177832
"2","GB40163",10715,19494,15312,11173,9829,1836,4261,8092,4611,3395,2760,850,1.45898622776009,9.76638490419803,2.83925782749074,0.0133569277835754,0.999550767591251,-4.383452154169
"3","GB40339",185,283,266,232,333,131,125,300,102,136,120,201,0.580665955651471,4.88035744479289,3.07710534849162,0.00837528882024443,0.999550767591251,-4.1121955972908
"4","GB40448",1286,1329,1153,1179,1824,575,881,1554,626,699,573,1004,0.490180227243631,7.27888988400022,2.85829987166244,0.0128685541234226,0.999550767591251,-4.25973181415117
"5","GB40534",142,145,108,71,130,36,109,234,70,125,130,161,-0.412341548719003,4.13343417776984,-2.54959058266152,0.0234424800499179,0.999550767591251,-4.27975064087884
"6","GB40713",4394,5829,8498,4378,2592,966,1659,2230,1170,2463,1439,632,1.30757596045895,8.50764246989198,3.13721456405868,0.00744069276983971,0.999550767591251,-4.28726000555353
"7","GB40716",290,430,494,322,368,112,197,505,164,235,112,171,0.606255363690248,5.30324483956363,2.49335358202575,0.0261176498189108,0.999550767591251,-4.24895359247027
"8","GB41063",274,323,244,155,424,114,359,508,213,350,230,362,-0.463313283325021,5.43692385565542,-3.27800357947067,0.00563839905135772,0.999550767591251,-4.05661743272245
"9","GB41779",912,846,1074,1038,794,439,428,996,365,715,615,356,0.644317224175573,6.70882770172906,2.50245893857316,0.0256654501868378,0.999550767591251,-4.29864222481435
"10","GB42276",54,117,53,35,105,17,22,31,37,10,38,24,1.21400099008393,2.52981701897411,3.31511951630408,0.00524075853818284,0.999550767591251,-4.3189010730064
"11","GB42346",27,18,39,17,23,8,26,96,30,28,23,37,-0.835375093556463,2.07775683748426,-2.97389520617806,0.010259181331182,0.999550767591251,-4.39114083470208
"12","GB42425",283,617,803,323,228,28,81,316,126,75,58,41,1.52988123872171,4.5996291809824,2.62839192933234,0.0201342030125121,0.999550767591251,-4.25559033013021
"13","GB42429",47,38,32,17,52,27,43,82,30,51,51,57,-0.580574235902909,2.70351112416944,-2.85413922596427,0.0129737436683351,0.999550767591251,-4.35695696240492
"14","GB42621",2438,2218,1884,685,1284,350,870,18593,1389,5365,1942,2776,-1.25636513696805,8.21574481547397,-2.64669145954384,0.0194332131999274,0.999550767591251,-4.34598645275252
"15","GB42703",10,13,9,11,72,12,14,10,4,1,1,8,1.67076962076714,0.451651005262401,2.70974516882299,0.0171946778329143,0.999550767591251,-4.48685683513945
"16","GB42754",24,36,21,17,50,7,42,69,18,37,41,26,-0.641135379747438,2.16620744423115,-2.52454443440293,0.0245996477982942,0.999550767591251,-4.43411401716208
"17","GB42889",55,103,35,41,125,25,87,159,48,140,61,113,-0.741051356829468,3.49403543984448,-2.75260197029055,0.0158186154257069,0.999550767591251,-4.30157122270713
"18","GB43091",1627,673,1196,616,650,379,194,388,375,514,357,71,1.52401498002182,6.15636703705927,3.13589224091559,0.00746009238367813,0.999550767591251,-4.13689790258164
"19","GB43129",8130,16699,18291,9686,9826,1571,4027,10608,4196,3565,2640,1590,1.15615924561023,9.79022853015752,2.60182914880693,0.0211954723609218,0.999550767591251,-4.41214877044453
"20","GB43133",633,482,373,364,531,209,551,693,367,606,517,648,-0.440005634147474,6.22567583832629,-2.61664551516972,0.0205970095253081,0.999550767591251,-4.24681373829223
"21","GB43256",957,1335,1513,913,1757,292,477,1468,413,533,625,812,0.57951379393435,6.98185268845173,2.4926545208003,0.0261526816511482,0.999550767591251,-4.31468528244843
"22","GB43261",74,118,58,23,88,27,158,134,65,133,68,75,-0.763694073631556,3.54932740660923,-2.72550917820005,0.0166754696159639,0.999550767591251,-4.30178624766054
"23","GB43689",459,3131,11956,670,734,686,134,521,260,490,343,341,2.09052660584085,6.68631489324932,3.35669552014977,0.00482859322810651,0.999550767591251,-4.13432292828074
"24","GB43690",5186,25807,28344,2276,8341,3010,1328,8906,3938,1962,1466,406,1.97165886947808,9.25703806216833,2.85598349474541,0.0129270130780312,0.999550767591251,-4.36312339928066
"25","GB43691",31,12,17,4,20,9,9,8,3,2,7,12,1.13106443698289,0.545082077801729,2.63079787115927,0.0200406599179287,0.999550767591251,-4.49218075086799
"26","GB43713",14040,20611,22516,8654,15148,2387,3844,14946,7337,5508,3320,2688,1.06226943280735,10.2407249439261,2.56314880065455,0.0228381330392595,0.999550767591251,-4.43052630901284
"27","GB43717",160,120,136,65,68,51,60,67,61,57,48,46,0.752046973750709,3.50604397889438,2.54186242957214,0.0237938217490842,0.999550767591251,-4.33719729655667
"28","GB43942",478,362,408,303,616,196,237,671,200,206,198,352,0.439302218002598,5.66041661018962,2.65481989850332,0.0191294864007943,0.999550767591251,-4.21172021878681
"29","GB44024",2490,2347,6263,3148,653,2740,137,4887,322,328,182,173,2.9397686728063,7.20716313414696,3.94567085556583,0.00152290929162399,0.999550767591251,-4.08615277093716
"30","GB44206",4166,4628,4190,4425,4485,1683,2762,4702,2386,1796,1886,2324,0.595094549517611,8.91002906992628,2.6172711028646,0.0205721039524104,0.999550767591251,-4.37775630261978
"31","GB44223",277,1225,1019,270,921,280,180,291,180,115,166,282,1.48638506847233,5.66503038415225,4.43486043501199,0.000595170406428609,0.999550767591251,-3.86442734467957
"32","GB44263",12,21,10,17,35,8,20,59,16,53,29,17,-0.886054517775398,1.73990245098525,-2.5211362165933,0.0247612990272457,0.999550767591251,-4.45617662562935
"33","GB44457",748,836,1146,821,1125,326,351,1168,435,375,364,683,0.641001974588766,6.62348681053373,2.79525842763537,0.0145559390808539,0.999550767591251,-4.23064174888318
"34","GB44576",3721,5499,5606,5190,6667,2790,2840,6670,2583,1907,2227,3640,0.687714738127761,9.21579104386347,2.78221986193434,0.0149310571572717,0.999550767591251,-4.36724236054726
"35","GB44616",134,140,153,78,102,29,83,113,59,46,32,28,0.84746616746338,3.48532964451298,2.82446293094786,0.0137488811453677,0.999550767591251,-4.28978234408901
"36","GB44744",105,115,90,89,127,50,51,80,52,42,57,99,0.620600802258084,3.56933203929551,2.86097886166234,0.0128012674454163,0.999550767591251,-4.27259678863507
"37","GB45159",92,110,64,44,73,42,77,272,64,131,69,121,-0.719010164078993,3.73959881334416,-3.23147317514468,0.006179800524887,0.999550767591251,-4.18758926260737
"38","GB45440",221,291,201,133,351,51,147,241,95,100,122,108,0.517498013171459,4.57371580573738,2.6414847511845,0.0196302187194796,0.999550767591251,-4.23006876446827
"39","GB45584",19,19,4,11,11,6,10,73,10,29,15,31,-1.14694205047474,1.27387172249496,-2.66684641062014,0.0186885381253089,0.999550767591251,-4.46385065434293
"40","GB45664",223,181,177,125,135,65,93,175,74,115,97,85,0.477476363664499,4.24706756399951,2.50027575727289,0.025773183488508,0.999550767591251,-4.28422715302591
"41","GB45665",106,106,112,69,181,48,75,137,48,41,41,94,0.536681057058239,3.64662899069077,2.6698304009083,0.0185806684489808,0.999550767591251,-4.29970817151417
"42","GB45734",76,33,15,8,10,27,92,60,50,42,45,40,-1.29866157504325,2.40867051731082,-2.64890455495238,0.019350058501941,0.999550767591251,-4.40791752338848
"43","GB45735",273,402,448,299,626,129,163,596,128,153,163,286,0.63911221519864,5.37067676494986,2.81492983482175,0.0140073851624348,0.999550767591251,-4.16814711481404
"44","GB45906",825,616,365,1352,865,328,5976,1026,8040,1515,1283,3278,-2.06097784858903,7.67342009231773,-3.35865192151005,0.00481001982904978,0.999550767591251,-4.20449477711428
"45","GB45986",104,163,217,117,263,25,111,134,57,17,23,84,1.1497976335287,3.68486031114082,2.60012735614309,0.0212652785537255,0.999550767591251,-4.31625891773487
"46","GB46175",173,214,309,155,175,28,46,203,61,77,53,30,1.18967945656459,3.92708645422657,3.07356586394111,0.00843381976939752,0.999550767591251,-4.20539016008598
"47","GB46222",73,234,139,346,247,27,42,36,41,19,81,59,1.77296922020268,3.57246149412089,3.1851385700532,0.00677049226174856,0.999550767591251,-4.2363591910072
"48","GB46223",5692,5421,3894,6364,10046,2329,1402,5548,1195,1984,946,3067,1.44022505015573,8.95510497668621,4.72535103128323,0.000344728153335771,0.999550767591251,-4.13985837616516
"49","GB46366",5213,12033,14725,5989,15243,4121,2642,4449,1523,1686,2078,7505,1.60290209185958,9.57306839195095,4.43666854778908,0.000593133308802797,0.999550767591251,-4.21168469649134
"50","GB46984",591,1000,849,1141,1579,709,374,1184,462,386,386,1037,0.792534786348875,6.83144300753424,2.49243318712489,0.0261637826705791,0.999550767591251,-4.30725916042648
"51","GB47017",541,506,723,401,624,217,327,690,230,311,257,410,0.46378643240111,5.98939490647185,2.97461186941448,0.010244754243171,0.999550767591251,-4.14936380389759
"52","GB47040",427,690,553,318,508,108,278,320,191,232,129,111,0.948735865056054,5.42133111214435,3.30947128454876,0.00529940857479731,0.999550767591251,-4.05704059350146
"53","GB47268",932,1117,1279,1490,1517,592,624,1694,556,665,525,951,0.581243326793518,7.1729332176358,2.49083437070708,0.0262441059241542,0.999550767591251,-4.32474634056811
"54","GB47553",1029,1360,1377,1466,1557,604,699,1567,627,588,508,1085,0.632356051329737,7.23675430186136,2.75026103111631,0.0158909232394644,0.999550767591251,-4.27753585954338
"55","GB47690",105,133,111,33,62,29,22,61,44,31,29,26,1.06193309139751,2.91624142764434,3.35147808000528,0.00487847834042838,0.999550767591251,-4.2738438374679
"56","GB47848",132,166,216,157,160,28,63,186,52,53,53,45,0.911798781447526,3.8235341179577,2.96867403825768,0.0103648954393286,0.999550767591251,-4.23025715978793
"57","GB48619",30,26,21,17,45,10,31,52,18,53,50,32,-0.649986682048922,2.20309032021684,-2.50521025644477,0.0255302969160261,0.999550767591251,-4.43434730911011
"58","GB48623",264,237,185,52,255,75,224,445,154,213,220,212,-0.573613527458424,4.87992635642729,-2.68675000779116,0.0179803772934929,0.999550767591251,-4.20403046285394
