"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40009",462,751,801,450,76,363,2149,717,544,1152,417,589,-1.46559538833263,6.21994025092178,-2.61622549507595,0.0209048374007953,0.999184565420484,-4.20490469466707
"2","GB40297",1262,1304,982,963,871,1501,1054,823,1013,1062,1201,1590,-0.349977477447837,7.22815357960643,-2.55672244175614,0.0234296893926866,0.999184565420484,-4.28125053326111
"3","GB40349",299,306,265,261,240,400,377,249,226,335,294,468,-0.490142634390566,5.35149991126959,-2.75257832634567,0.0160750167573894,0.999184565420484,-4.12022884125341
"4","GB40390",29,46,29,37,21,48,15,9,12,18,27,23,0.656740834546249,1.68609048499109,3.11243486925535,0.0079864215282632,0.999184565420484,-4.36042888590684
"5","GB40538",136,228,125,169,100,194,173,109,149,164,188,182,-0.408208066375936,4.39267757955157,-2.65322322489245,0.0194700952636905,0.999184565420484,-4.18241755280612
"6","GB40701",732,2082,1132,860,765,1493,455,441,686,526,503,1135,0.506403761624379,6.75400480632698,2.61280424266057,0.0210425762486402,0.999184565420484,-4.23973232956572
"7","GB41163",237,324,177,208,187,313,206,123,233,274,250,464,-0.407780447457403,4.99743967639801,-2.71257977457128,0.0173660443053129,0.999184565420484,-4.13267228148083
"8","GB41261",21,30,29,13,20,32,9,9,9,4,16,24,0.736483819561479,1.10246055374362,2.52014747546196,0.0251252522080111,0.999184565420484,-4.45460070488343
"9","GB41306",2510,5721,3834,1559,1767,2306,1020,922,1411,272,1527,2173,0.998459803948988,7.79910220946705,2.53351975232883,0.0244920470481245,0.999184565420484,-4.31469093685572
"10","GB41326",88,61,35,16,66,43,52,99,32,197,87,130,-1.23622234508463,3.07190115054834,-2.5292254184368,0.0246936973166682,0.999184565420484,-4.33729983564771
"11","GB41742",27,62,31,45,12,37,14,10,17,9,15,19,0.862306653480015,1.52118863316165,2.98619326863169,0.0102145984587967,0.999184565420484,-4.3857889414927
"12","GB42169",906,1118,983,579,412,707,1209,587,826,1134,768,961,-0.657012696187977,6.77345455538402,-2.67190766792447,0.0187823519750921,0.999184565420484,-4.22467212018166
"13","GB42170",134,200,130,104,78,121,180,119,175,181,126,151,-0.658436553019802,4.21149368331126,-2.93757675972558,0.0112282847310588,0.999184565420484,-4.12771028908345
"14","GB42264",469,1081,761,550,412,640,1349,518,873,1260,656,937,-0.914196102081259,6.63690382021675,-3.49357670687896,0.00379737625739194,0.999184565420484,-4.02734693522343
"15","GB42296",31,44,25,19,23,46,10,9,12,20,19,29,0.578152416824177,1.54971247126374,2.53642703252987,0.0243564312335453,0.999184565420484,-4.43213855799312
"16","GB42484",152,401,143,148,141,275,115,47,118,50,140,182,0.581608385014805,4.20239295353936,2.59790214204692,0.0216528585862894,0.999184565420484,-4.2237565881287
"17","GB42642",33,5,1,1,15,22,39,11,9,15,27,34,-1.83305003899839,0.695259049488434,-2.64267121074018,0.0198692480734904,0.999184565420484,-4.46071298148663
"18","GB42684",20,33,25,32,23,47,30,25,31,29,29,54,-0.510738363205896,2.05325454290493,-2.51165605581079,0.0255354934306051,0.999184565420484,-4.40686851958994
"19","GB42714",233,285,224,223,169,310,199,142,213,193,300,383,-0.311932037108893,4.96240257832059,-2.83663317268483,0.0136605059462771,0.999184565420484,-4.0978199387315
"20","GB43039",71,65,72,70,90,120,25,28,36,26,31,77,0.797684246308235,2.82368478171968,3.18324284055005,0.00695579788903807,0.999184565420484,-4.25288895278625
"21","GB43745",23,48,21,17,22,45,9,4,24,5,19,23,0.821214580068618,1.27699541070486,2.58761193217306,0.0220842390706953,0.999184565420484,-4.44051096907067
"22","GB43935",134,277,182,313,119,206,90,51,101,52,115,224,0.638799566597815,4.17443804943988,2.48482480158341,0.0268745683950774,0.999184565420484,-4.25601745743129
"23","GB43951",60,100,78,92,86,111,86,57,74,122,105,153,-0.51956177218874,3.6110688929818,-2.68740231802894,0.0182299982300318,0.999184565420484,-4.2528365086209
"24","GB44000",268,412,201,210,143,290,291,157,252,280,237,315,-0.425567849763907,5.04589512708914,-2.53310881162693,0.024511274814514,0.999184565420484,-4.18462706855916
"25","GB44130",66,53,42,46,33,61,75,42,43,51,66,77,-0.589697274665028,2.84540100687126,-2.93692997436797,0.0112424195620508,0.999184565420484,-4.28482497752473
"26","GB44222",759,1111,1033,624,1169,1110,432,287,574,238,818,910,0.626075864633235,6.50611234543002,2.55163809584805,0.0236586067503781,0.999184565420484,-4.23950671318902
"27","GB44433",241,336,218,209,157,273,265,178,240,230,235,260,-0.370273560157068,4.97209107058247,-2.48480951535641,0.0268753501895072,0.999184565420484,-4.20028519898315
"28","GB44460",30,40,36,27,17,49,66,24,54,20,82,41,-0.783778209814882,2.3183136818934,-2.61079819028954,0.0211237481646427,0.999184565420484,-4.37726245739919
"29","GB44498",53,95,41,38,57,74,16,18,25,28,29,74,0.632801022391253,2.4307181205894,2.5282493447117,0.0247397537877728,0.999184565420484,-4.38401929032009
"30","GB44512",322,420,305,400,239,382,379,213,330,290,390,506,-0.37451577345442,5.51381759593671,-2.76322942560569,0.0157473556365745,0.999184565420484,-4.12092064680278
"31","GB44593",27,21,16,20,18,21,17,18,19,26,28,36,-0.576387000989004,1.57519375165153,-2.53564192634991,0.0243929825263549,0.999184565420484,-4.42947840291383
"32","GB45300",55,111,62,58,36,96,26,16,50,20,45,56,0.635072238085413,2.63433839240077,3.00534398401656,0.00984063331196195,0.999184565420484,-4.296990503946
"33","GB45353",16,19,21,25,12,13,8,1,3,11,10,10,1.09068546752452,0.491455822559666,2.62844246188035,0.0204200841060224,0.999184565420484,-4.46801082414266
"34","GB45438",23,25,27,15,16,43,5,5,8,11,10,21,0.963052803371301,1.00672006025588,3.50294093841335,0.00372877903613897,0.999184565420484,-4.37265955320684
"35","GB45615",72,686,270,94,7,500,298,214,659,293,730,819,-1.96229450612505,5.01011157032693,-2.69624135053192,0.0179220234898794,0.999184565420484,-4.17759902314913
"36","GB45632",157,128,106,65,37,117,220,147,99,113,105,175,-0.883621524363277,3.92411408427485,-2.82159107866092,0.0140647722096669,0.999184565420484,-4.19116623094295
"37","GB45666",68,65,38,82,39,65,13,11,30,16,40,46,0.894676114728848,2.2930516663773,3.27347375422445,0.00583262362987797,0.999184565420484,-4.29448829218509
"38","GB45776",433,646,433,506,311,623,399,379,448,683,512,692,-0.466030536478215,6.04692884102889,-2.687011946011,0.0182437179975498,0.999184565420484,-4.16933199808525
"39","GB46005",255,330,269,183,163,296,299,161,269,269,252,306,-0.446165473220709,5.06306081422022,-2.92786641066535,0.011442352125221,0.999184565420484,-4.0694949729913
"40","GB46320",27,67,30,28,21,43,16,7,20,13,26,21,0.676691199335893,1.66593191850897,3.00005676952798,0.00994250286161467,0.999184565420484,-4.37409791052147
"41","GB46868",14,28,20,14,39,24,4,9,5,5,14,16,1.02295062840732,0.862187345518056,2.76407101248471,0.0157217460720565,0.999184565420484,-4.44287288366845
"42","GB47133",29,21,47,14,17,33,52,46,28,51,62,36,-1.16022661062075,2.17856525056911,-3.26145050468856,0.00597110812801723,0.999184565420484,-4.30295843975325
"43","GB47161",13,26,13,17,18,25,5,2,6,2,14,16,1.16526261337169,0.51976854189288,3.41801920566544,0.00439956391295211,0.999184565420484,-4.40646317002806
"44","GB47226",64,113,82,67,46,122,67,50,81,69,103,118,-0.364198814644254,3.40199162462634,-2.51114150910225,0.0255605585720485,0.999184565420484,-4.31043857873975
"45","GB47272",85,84,58,87,52,82,59,49,87,85,109,95,-0.467771416761281,3.35404934087319,-2.54722822382124,0.0238589037679373,0.999184565420484,-4.30745764882171
