"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40021",5018,12947,11356,11967,9202,12443,2043,8476,4446,5833,12105,15838,0.656866158907539,10.2549429985303,2.81436976706134,0.014223954526054,0.999701041969003,-4.37445830834438
"2","GB40148",604,3411,1758,3643,2457,2838,313,797,512,395,2175,1706,1.54172744945167,7.56943198393103,4.26021900814249,0.000862885824543562,0.999701041969003,-3.99257995745483
"3","GB40411",35,50,70,46,40,69,34,88,85,105,92,141,-0.683623684979416,3.28869066572431,-3.57900247697288,0.00319999619347781,0.999701041969003,-4.08900637265444
"4","GB40478",12,17,35,18,27,36,10,46,59,32,72,55,-0.761599201968064,2.17118478869701,-3.21919816377597,0.00645943870595075,0.999701041969003,-4.29153561143994
"5","GB40683",610,333,419,504,443,983,47,495,218,275,247,639,1.08549278911152,5.73841552193779,3.13249951393428,0.00765220486266222,0.999701041969003,-4.02333559903207
"6","GB40684",359,437,393,1394,518,832,22,403,202,152,202,555,1.63982098407756,5.58484127291461,3.93647540072822,0.00160144229287831,0.999701041969003,-3.8423322785788
"7","GB41302",187,211,228,195,386,502,15,242,141,86,217,406,0.942456086455187,4.77538781375989,2.76658195107269,0.015604615838703,0.999701041969003,-4.10989418673038
"8","GB41655",594,727,893,622,707,1447,126,747,526,454,712,1282,0.677774352567425,6.59167249592378,2.99048477686301,0.0100971812077789,0.999701041969003,-4.12657341517101
"9","GB41792",23,36,105,28,37,29,30,77,54,80,94,104,-0.791713915563814,2.92609463240298,-2.97996340199998,0.0103064727920907,0.999701041969003,-4.24729651744627
"10","GB41796",40,113,103,99,131,116,69,153,115,111,202,244,-0.463691191640721,4.09637296231977,-2.96093101901309,0.0106960229181441,0.999701041969003,-4.10233993826765
"11","GB42154",17,34,42,36,25,30,3,20,18,31,26,27,0.752771931053088,1.78573439714046,2.78021669459119,0.0151978374517183,0.999701041969003,-4.37964719886165
"12","GB42271",13,17,26,22,21,13,15,27,29,29,50,42,-0.659012987865003,1.83177063349245,-2.92924830283221,0.0113770102381636,0.999701041969003,-4.35783109804387
"13","GB42410",253,2827,1988,6710,5212,3535,291,563,371,173,3381,569,2.18179462516349,7.38021845670446,3.2224947107974,0.00641794782249746,0.999701041969003,-4.15424130043407
"14","GB42981",649,1477,993,1684,1151,1370,226,478,486,632,2556,1094,0.867600812779974,7.05308930098197,2.82807479365063,0.013850594609546,0.999701041969003,-4.20450444146261
"15","GB43112",20202,21130,16734,68280,34989,24735,9086,15332,5520,14062,21085,13604,1.18162386753273,11.411280738841,2.86474513885407,0.0128982790857137,0.999701041969003,-4.40608543826419
"16","GB43465",81,30,67,39,45,54,37,124,60,107,101,142,-0.785687835157322,3.31164818926506,-2.84469491518607,0.0134107098117054,0.999701041969003,-4.22809063563392
"17","GB43693",8,16,20,9,8,11,12,14,24,35,37,30,-0.928666492428642,1.32515984883972,-2.81387295288063,0.014237672845646,0.999701041969003,-4.40639153207336
"18","GB43712",233,304,308,380,273,332,88,402,123,147,313,325,0.629484301888162,5.20591625265454,2.93878476897303,0.0111676506217442,0.999701041969003,-4.04393238286808
"19","GB43851",9,22,17,13,21,30,6,44,33,20,43,58,-0.682467533025432,1.75181520952333,-2.7235661053715,0.0169589585562687,0.999701041969003,-4.38885445955125
"20","GB43892",2019,4079,2128,5743,4782,8468,545,3298,1073,988,5769,6089,1.09475751596231,8.7315844706948,2.70064813963674,0.0177266965882279,0.999701041969003,-4.32858726384833
"21","GB43964",25,41,56,35,71,65,24,76,65,49,120,132,-0.529267479700628,3.06966726009812,-3.06243018049717,0.00877460944651026,0.999701041969003,-4.21214702724789
"22","GB44154",624,872,1002,881,1228,1398,223,1099,664,629,1247,1373,0.442610339216373,6.9948534950048,2.79697038807447,0.0147122040061668,0.999701041969003,-4.20557782900798
"23","GB44202",2098,3634,2777,4592,2939,3375,804,1449,3332,1087,3221,3468,0.766903620707486,8.51611304692113,2.77202568192352,0.0154409458366612,0.999701041969003,-4.30556227232493
"24","GB44204",32,146,109,150,101,119,13,89,41,29,105,130,0.879809186063408,3.43040265065908,2.91922220217091,0.0116012953790837,0.999701041969003,-4.19581672448789
"25","GB44326",19,41,40,70,61,45,12,35,30,21,47,47,0.594245114575465,2.41734795856289,2.69506855324793,0.0179186771555149,0.999701041969003,-4.34260378597118
"26","GB44328",30,33,29,61,39,67,9,27,13,11,25,49,1.09745700655275,2.07831715072561,3.76933090025219,0.00221127440502823,0.999701041969003,-4.23674650704916
"27","GB44344",81,198,205,269,168,264,51,142,59,61,183,155,0.999609100438742,4.31577939603986,4.3813373009958,0.000686467769949306,0.999701041969003,-3.74920540262669
"28","GB44455",13,105,92,304,199,221,13,41,25,16,62,38,2.06412213544186,3.07467486231549,3.59410765638066,0.0031072848054526,0.999701041969003,-4.14009276217459
"29","GB44515",57,87,134,97,122,120,51,135,150,109,184,245,-0.361380550529775,4.09973669775886,-2.87319221794697,0.0126882036386915,0.999701041969003,-4.12232133585278
"30","GB44580",408,713,777,731,793,867,216,808,527,505,748,851,0.350946574032098,6.54287757250262,2.88052392302304,0.0125085986843617,0.999701041969003,-4.14630803173214
"31","GB44939",314,395,541,398,457,687,392,765,789,631,715,931,-0.614803584570734,6.37539298412787,-3.43914359247704,0.00420300686875675,0.999701041969003,-3.99047123206214
"32","GB45332",3,13,11,10,3,5,11,21,11,18,18,17,-1.10188574332506,0.657849457690716,-2.8391308001378,0.0135564254759091,0.999701041969003,-4.43901043187561
"33","GB45371",7,24,19,17,15,17,14,41,19,24,48,39,-0.776022351303564,1.6820248180164,-3.31888783249424,0.00531580779673432,0.999701041969003,-4.32536480084596
"34","GB45617",549,660,600,1022,697,881,192,885,373,234,739,877,0.70934140546396,6.43000018460126,2.92229599318565,0.0115320746289884,0.999701041969003,-4.12894265494987
"35","GB45775",466,1202,782,752,1029,1129,168,705,444,485,1171,1388,0.615794537476337,6.72948995126912,2.91295614968897,0.0117436762785625,0.999701041969003,-4.15703244090884
"36","GB46166",51,67,92,66,72,104,35,50,41,56,89,72,0.523959330993148,3.25265473659692,2.84687450047347,0.0133540501850678,0.999701041969003,-4.22935179480616
"37","GB46236",88,1635,653,3821,160,5485,28,180,49,301,368,95,2.72003864912404,5.54730812148686,3.07163159821474,0.00861836351900027,0.999701041969003,-4.10498544357988
"38","GB46847",118,186,219,256,243,266,59,236,158,133,234,287,0.359217996275024,4.79304624912306,2.82817975745094,0.0138477725698408,0.999701041969003,-4.07733073810008
"39","GB47148",213,180,620,384,496,466,395,505,773,808,616,625,-0.812547919462385,6.12228751303042,-2.70113778860163,0.0177099448836684,0.999701041969003,-4.15748591762941
"40","GB47318",5588,39016,39752,100513,62480,85498,2407,5007,5178,17311,39628,10246,2.24532713439896,11.464693111194,3.67072016880279,0.00267728640196723,0.999701041969003,-4.33380652793647
"41","GB47375",3,2,3,8,3,10,5,18,12,10,11,13,-1.20962201513593,0.111248992803945,-3.29279142212751,0.00559396367926443,0.999701041969003,-4.42635084018717
"42","GB47546",1039,9987,7074,15854,16049,57295,224,3312,700,1655,3003,1426,3.0774484306855,9.05274522719423,4.62247807705377,0.000437465614961524,0.999701041969003,-4.10776274148281
"43","GB47662",314,343,535,376,297,360,196,594,482,628,783,756,-0.492964701483494,6.03347480511192,-2.77284744455105,0.0154163852649377,0.999701041969003,-4.12996385126435
"44","GB47771",3,59,54,204,95,67,2,13,10,5,13,5,2.95572940179053,1.50592908007969,3.75376210800201,0.00227896662195925,0.999701041969003,-4.31174005138927
"45","GB47805",288,6281,5408,11390,8748,9303,221,905,805,478,764,1102,2.80568318201512,7.99389558033724,4.88487718848781,0.000270045627190774,0.999701041969003,-3.9744078986024
"46","GB47807",7,56,48,180,91,82,9,21,12,21,35,31,1.59953025567608,2.30865887239774,3.03912376710697,0.00918306209006201,0.999701041969003,-4.30695498249938
"47","GB48312",356,519,668,478,489,635,148,647,351,311,620,707,0.379622328934927,6.0998263034479,2.77708182121796,0.015290434387886,0.999701041969003,-4.13546476504738
"48","GB48481",203,338,278,367,306,449,66,268,131,265,371,284,0.668908942253648,5.23497577200469,3.3074120188719,0.00543637549718024,0.999701041969003,-3.93998489561558
"49","GB48626",57,81,121,84,99,122,36,142,129,103,244,214,-0.441194210385862,3.99619515364144,-3.0731298584532,0.00859318503483635,0.999701041969003,-4.08419094897369
"50","GB48663",376,453,480,301,596,383,31,512,120,203,168,659,1.14062755309206,5.39827795878439,2.94720289454642,0.0109860058841837,0.999701041969003,-4.06046084106335
"51","GB48664",7,26,43,29,42,56,2,36,9,3,11,48,1.39642286920333,1.41734867624715,2.84167835938533,0.0134895167856676,0.999701041969003,-4.39857678624025
"52","GB49074",41,67,79,74,78,84,24,67,50,38,70,111,0.386504138867204,3.19700734498065,2.69945237616716,0.0177676705614741,0.999701041969003,-4.26588793927904
"53","GB49372",273,661,629,701,589,637,167,602,326,286,724,568,0.524469305248504,6.13772634532241,3.03789286496829,0.00920515092556356,0.999701041969003,-4.07014106193651
"54","GB49385",8,17,15,57,46,29,12,14,4,10,12,11,1.3566898701931,1.23311988070578,2.89568832600512,0.0121450204593988,0.999701041969003,-4.4027344626008
"55","GB49392",964,3095,2769,4839,2792,2556,762,1230,2227,795,2559,1941,0.843352446438953,8.16015012332386,2.70526591080895,0.017569326907347,0.999701041969003,-4.29877190541589
"56","GB49440",82,141,231,169,148,297,33,69,48,54,222,198,1.02466607990256,4.10946218076085,3.7667965300178,0.00222215273974171,0.999701041969003,-3.91264151783289
"57","GB49441",258,984,942,1692,1175,1642,100,292,299,310,1808,795,1.30739913651843,6.53129184707177,3.12534893140573,0.00775987096570639,0.999701041969003,-4.09794648017553
"58","GB49442",34,123,77,207,165,163,17,26,48,52,136,100,1.16684978118317,3.48305793742956,3.03949997424259,0.00917632145786869,0.999701041969003,-4.16676026862542
"59","GB49756",52,98,171,103,132,125,60,159,270,115,304,259,-0.616281646640081,4.33652889335503,-2.9924837237942,0.0100578961526399,0.999701041969003,-4.07149734791879
"60","GB50014",22,35,38,23,47,40,26,55,41,53,67,98,-0.602871620080642,2.65317484234241,-3.31175265102866,0.00539045256479002,0.999701041969003,-4.22383991500548
"61","GB50015",119,139,164,564,913,287,44,125,182,95,153,179,1.25141898042046,4.74537840068407,2.97269254844581,0.0104536065452048,0.999701041969003,-4.0563551654961
"62","GB50034",2,4,18,6,49,6,8,73,99,112,51,96,-2.66226685434393,1.73964565117808,-4.50928068926421,0.000540057389195745,0.999701041969003,-4.23406600658749
"63","GB50112",482,1165,963,930,1745,718,248,662,810,485,730,649,0.724747675532976,6.75265817202129,3.0386499218335,0.00919155912712324,0.999701041969003,-4.13140672115742
"64","GB50218",92,166,148,747,907,504,10,141,154,48,140,151,1.84438974427594,4.53242763186476,3.39660756298003,0.00456695736885394,0.999701041969003,-3.99669394435087
"65","GB50226",31748,47623,60692,149530,71051,88772,4602,17600,16926,28309,99378,33759,1.64411053427264,12.5005320611914,3.73195516730678,0.00237734097586693,0.999701041969003,-4.36561008186755
"66","GB50453",1020,987,1999,1014,1262,1178,757,1684,1616,1866,2597,2960,-0.512573142128729,7.76747517658094,-2.7823404317236,0.0151354192965811,0.999701041969003,-4.26222363956085
"67","GB50678",81,147,198,181,139,162,38,150,106,91,202,153,0.435287766982374,4.24674440049904,2.87596466988539,0.0126199903907653,0.999701041969003,-4.10225744144374
"68","GB50869",33,111,113,72,165,103,43,140,172,183,247,204,-0.652444901002742,4.10166901116629,-2.74575075582748,0.0162467358083266,0.999701041969003,-4.16194611151537
"69","GB50883",39697,92963,84181,202083,141759,75560,23478,30975,18929,35974,92397,44664,1.3964934381029,13.0780348012305,3.56985743658299,0.00325748126009078,0.999701041969003,-4.39455871095013
"70","GB51174",6819,14970,13128,29413,18976,16749,2077,7019,4386,6877,17288,10722,1.26611971924012,10.5509617473416,4.25679199837403,0.000868507510088585,0.999701041969003,-4.2382842324418
"71","GB51223",1861,149407,92123,233216,261706,218415,1964,12180,11005,4835,81037,12516,3.02323193119778,12.1109343173992,3.14625521165458,0.00744925242587151,0.999701041969003,-4.40230585174287
"72","GB51305",84,328,280,405,651,794,62,152,169,130,285,177,1.23012683774868,5.07881624161988,3.59002534134083,0.00313206952039614,0.999701041969003,-3.88205788133612
"73","GB51306",552,10384,6921,23782,19848,37674,253,197,867,1565,289,1206,4.0201949091989,8.39590972142978,4.75939410855796,0.000339753893090756,0.999701041969003,-4.04662698508975
"74","GB51427",220,252,396,302,341,378,211,386,386,451,594,690,-0.441592073114788,5.76025972044254,-3.16724601805696,0.00714984435094403,0.999701041969003,-4.00009499414911
"75","GB51790",43,47,91,37,65,70,32,148,54,89,124,202,-0.696265048335277,3.43070548217701,-3.07531186435222,0.00855664675123292,0.999701041969003,-4.16426082010582
"76","GB52006",8,20,22,15,20,25,2,16,6,7,25,18,0.82456649095084,0.992023297357357,3.03048658730863,0.00933917510127288,0.999701041969003,-4.40241771512064
"77","GB52161",288,498,918,374,410,571,273,831,741,543,1047,1120,-0.506831901191744,6.4226216584819,-2.89550995482264,0.0121492359481963,0.999701041969003,-4.12851312366175
"78","GB52191",368,1220,731,2126,1534,1034,116,472,396,414,1783,925,1.11053070203404,6.73359007231539,2.97918524892303,0.0103221211921861,0.999701041969003,-4.14642620794338
"79","GB52230",31,63,61,56,76,78,21,54,31,42,62,64,0.524956259050512,2.91387540686089,3.24874584645718,0.00609691604440357,0.999701041969003,-4.19791232960381
"80","GB52447",8,5,17,8,7,10,4,22,13,24,40,20,-0.950406969027174,0.909944376795121,-2.89100231089306,0.0122562458791518,0.999701041969003,-4.42170600829189
"81","GB52598",12803,20337,18477,24816,22387,23067,5613,13696,10566,14157,24111,18379,0.630060538396021,11.2396852487108,3.05748290147329,0.00885977677078641,0.999701041969003,-4.38070130103204
"82","GB52620",9,10,13,13,12,15,1,13,1,3,11,15,1.21192309344216,0.257142072194668,3.04479715790339,0.00908192945534676,0.999701041969003,-4.43670782834633
"83","GB52680",31,30,30,38,39,33,33,46,56,68,69,78,-0.665254994535736,2.71167822333583,-2.87065589251546,0.0127509249110077,0.999701041969003,-4.28841137382939
"84","GB52802",5,8,10,5,12,8,6,18,7,11,30,37,-0.904475780170387,0.729797577445079,-3.03442371738125,0.00926768956027556,0.999701041969003,-4.41842408939586
"85","GB52804",7,13,25,12,26,25,14,34,28,20,38,59,-0.748320544327053,1.73538866118851,-3.3116359977478,0.00539168162890088,0.999701041969003,-4.32143069692382
"86","GB52844",63,64,72,88,88,98,14,78,48,23,57,104,0.774528479793471,3.14372860885498,3.43389848930138,0.00424625806531785,0.999701041969003,-4.13514527514289
"87","GB53045",137,235,256,172,199,204,87,390,258,200,377,485,-0.388131661636855,5.08879803286293,-2.70665636027281,0.0175222088897016,0.999701041969003,-4.11154791472241
"88","GB53148",63,51,133,35,38,140,6,70,26,20,19,52,1.38858746567707,2.6116382604859,3.17781927368414,0.00700360564612181,0.999701041969003,-4.25459533271956
"89","GB53179",42,115,122,53,119,204,30,35,45,73,113,79,0.879220894170431,3.46426319683964,2.80958000553781,0.0143567539315861,0.999701041969003,-4.21362956136982
"90","GB53437",37,49,61,53,46,63,41,70,69,79,118,123,-0.558028731735888,3.24843602716254,-3.45723048664177,0.00405723744050192,0.999701041969003,-4.11540114247989
"91","GB53716",17,23,25,22,40,39,16,67,36,28,58,73,-0.59736928948001,2.3194540954481,-3.01859202436816,0.00955847896647654,0.999701041969003,-4.30369002046524
"92","GB53798",3499,8144,5523,37442,15733,20268,433,4101,1701,4912,26440,2329,1.9406931981642,9.78311948379251,2.77417107766033,0.0153769053098205,0.999701041969003,-4.36393142131471
"93","GB53835",13,29,26,31,20,33,6,18,4,13,26,30,0.885369745893317,1.448953519807,2.78928546737207,0.0149330472787295,0.999701041969003,-4.40081925614242
