"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54001",11,13,21,13,16,44,53,49,39,70,55,70,-1.36034014135069,2.23796324372786,-5.52444893136209,8.43653235365929e-05,0.804085898627267,-4.05856712024457
"2","GB40109",595,779,634,907,740,965,535,660,629,493,406,752,0.80577904801547,6.61954782307817,2.7919983524074,0.0147747647268849,0.826452492547285,-4.15979275043998
"3","GB40300",31,22,38,34,29,61,27,16,28,10,14,36,0.965427531232018,1.99133959411298,3.34128879092248,0.00504504761890292,0.826452492547285,-4.29080755981151
"4","GB40301",961,469,1254,915,1030,1621,766,622,824,668,960,1217,0.556552628741179,7.06741378004111,3.11019231906184,0.00793640838472004,0.826452492547285,-4.12778417114413
"5","GB40493",89,19,68,63,46,171,43,26,82,24,24,50,1.00929078432419,2.86414020102482,2.87061456385096,0.0126781973510913,0.826452492547285,-4.26885916661217
"6","GB40710",1,0,6,9,9,12,8,12,18,13,11,13,-1.2771701682692,0.12724412717333,-2.88277108870863,0.0123812347670032,0.826452492547285,-4.45112999452123
"7","GB40837",29,11,92,16,22,84,102,60,173,70,124,217,-1.52789602646126,3.15866499299872,-4.02810512287608,0.001325440233903,0.826452492547285,-4.05005285009789
"8","GB40896",2,1,15,3,6,28,18,12,23,13,11,27,-1.17433887177259,0.566432156058595,-2.99629443397206,0.00991898761732747,0.826452492547285,-4.42624786095622
"9","GB40967",436,382,861,593,643,809,1171,8721,1652,4662,787,911,-1.4174123051471,7.33720122183831,-2.79729231042875,0.0146234954773441,0.826452492547285,-4.22443557046739
"10","GB41211",136,72,352,204,386,498,324,303,415,388,322,509,-0.41141138011243,5.44231502157607,-2.80961605089737,0.0142772093687684,0.826452492547285,-4.07801894500259
"11","GB41240",165,37,326,172,237,490,188,459,529,539,385,614,-0.852774870830539,5.39322180264968,-3.09761861605465,0.00813434931147366,0.826452492547285,-4.00513956867644
"12","GB41259",62,54,138,75,140,204,121,143,159,167,138,241,-0.378667651843205,4.23741470631419,-2.91561285516547,0.0116127717297926,0.826452492547285,-4.0854603053216
"13","GB41314",14,9,25,27,21,42,12,15,16,12,21,19,0.685966248845158,1.46008548094034,3.09916110917782,0.00810980502664566,0.826452492547285,-4.36314803624297
"14","GB41455",72,41,145,88,188,225,137,148,181,214,171,227,-0.393066326478231,4.37738287419683,-2.82158153703379,0.0139486845487889,0.826452492547285,-4.0994263809921
"15","GB41708",118,51,902,175,475,326,895,8153,291,3438,226,3216,-2.19040137610167,6.3691344896847,-2.86976674082002,0.012699167516505,0.826452492547285,-4.16175862957158
"16","GB41710",16,25,206,57,224,129,588,3705,83,2281,99,1450,-2.69931939966579,4.9951813071736,-2.9236518751917,0.0114319436461004,0.826452492547285,-4.15154341764454
"17","GB41807",408,177,1121,540,1112,1578,1225,960,1257,1042,1024,1645,-0.634497289429063,7.03340438338529,-2.98376520826945,0.0101650271240277,0.826452492547285,-4.15727230504012
"18","GB42355",336,219,811,490,998,1082,751,988,876,1212,832,1102,-0.502140794044811,6.77304568835494,-3.12402501871957,0.00772417750104113,0.826452492547285,-4.10016950475023
"19","GB42621",482,389,2183,456,2477,1659,2815,10095,2016,6349,674,6161,-1.57961200632623,8.07525643178289,-2.91167097945538,0.0117024666305422,0.826452492547285,-4.25120339974709
"20","GB42802",738,624,835,810,1505,1662,929,438,592,610,400,676,1.03081427002295,6.80965967416603,4.22177862869676,0.000914668280752202,0.826452492547285,-3.86883899294929
"21","GB42822",90,79,347,275,154,490,55,98,136,112,124,352,0.896741119372464,4.53677275029072,2.81516123347921,0.0141240282096753,0.826452492547285,-4.09488248077523
"22","GB42919",2726,689,3739,2991,3496,4016,1463,1085,2264,2011,1348,2762,0.849080036896739,8.30632769376224,3.60045385778863,0.00303806226410618,0.826452492547285,-4.1499117359403
"23","GB43119",387,214,404,653,634,1035,295,344,462,357,153,536,0.862160450493376,5.92568610562866,3.7159229457512,0.00242566503785579,0.826452492547285,-3.84975824172744
"24","GB43180",143,117,549,211,765,1091,695,561,780,783,559,1217,-0.867445399920536,6.23689739122148,-3.09419364106866,0.00818911208947274,0.826452492547285,-4.06081924316359
"25","GB43392",933,999,1791,858,1138,1225,914,659,1055,892,663,945,0.779788326717815,7.1858624528574,2.93098454573484,0.0112694265497689,0.826452492547285,-4.17847869645358
"26","GB43882",77,56,198,132,150,196,201,370,123,330,215,352,-0.73686301137415,4.70639349892671,-2.81303090036142,0.0141826854139303,0.826452492547285,-4.08642705987571
"27","GB44065",81,38,120,93,69,100,38,49,57,49,49,77,0.800282853059723,3.27078907046802,3.62013137115497,0.00292358294152106,0.826452492547285,-4.07616231223223
"28","GB44312",11,4,40,26,46,86,51,47,51,68,60,109,-0.899756351260395,2.54977418581195,-3.08103066021718,0.00840300900816783,0.826452492547285,-4.27166725878323
"29","GB44477",105,88,147,120,264,440,46,116,180,122,43,175,0.962859564490111,4.24984189263558,3.15246401675306,0.00730542696461117,0.826452492547285,-4.03259925059656
"30","GB44558",489,274,510,819,547,1010,411,526,500,495,367,653,0.524760805704483,6.28617665716344,2.80275085578349,0.0144691117615672,0.826452492547285,-4.12717024751135
"31","GB44585",797,452,1926,879,2416,3035,2380,2645,1956,2209,1934,3510,-0.659261340652979,8.03439103769043,-3.10746506704201,0.00797893123212007,0.826452492547285,-4.209866176761
"32","GB44631",14,8,40,24,39,41,17,20,19,18,21,25,0.572642186962005,1.73224260826229,2.94161824629422,0.0110377881323951,0.826452492547285,-4.36045103803743
"33","GB44682",880,1068,1428,1754,1361,2459,978,1269,1167,1071,731,1693,0.675897065579689,7.55359327460792,2.98483354205174,0.0101438147006234,0.826452492547285,-4.198465313913
"34","GB44811",43,17,88,62,76,104,48,36,79,35,33,48,0.660254978140141,2.91803663036094,3.13719324011205,0.00752739115800116,0.826452492547285,-4.21234616045906
"35","GB44948",9,10,16,18,15,31,5,15,13,10,5,17,0.838277400307573,0.925235239846922,2.86981281604611,0.0126980270100542,0.826452492547285,-4.42077942661997
"36","GB45110",381,201,333,460,315,383,273,191,269,164,197,304,0.884529407591979,5.37164594756815,3.47875030438124,0.00385410897932589,0.826452492547285,-3.87286105903576
"37","GB45156",208,142,442,360,389,501,231,224,341,281,253,336,0.472622439103099,5.45365670407375,4.08179561907962,0.00119550720511598,0.826452492547285,-3.71634274223192
"38","GB45417",423,192,1074,448,951,1184,1241,1536,826,1448,709,1960,-0.785375080159585,6.99061301476694,-3.25343715733469,0.00599333937483203,0.826452492547285,-4.09492146306168
"39","GB45477",191,130,455,335,444,513,447,386,440,510,473,697,-0.365149464093604,5.85588778710188,-2.91108690452445,0.0117158148271323,0.826452492547285,-4.06975987475178
