"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40301",961,469,960,915,1030,1621,766,1254,622,824,668,1217,0.542605767569436,7.06741378004111,2.95721774438671,0.0107218976192658,0.942765286410269,-4.17173296165046
"2","GB40439",58,42,136,110,171,180,57,103,68,100,126,110,0.573734293996999,3.85541656660659,3.35636199710222,0.00490787867767888,0.942765286410269,-4.02799205623923
"3","GB40614",20,12,39,38,58,59,13,30,23,23,35,26,0.856480347923002,2.09477790140196,3.93202042920345,0.00159977938361816,0.942765286410269,-4.20848576199168
"4","GB40837",29,11,124,16,22,84,102,92,60,173,70,217,-1.3056377736356,3.15866499299872,-3.06299093239299,0.00871892490246529,0.942765286410269,-4.20897693410761
"5","GB40896",2,1,11,3,6,28,18,15,12,23,13,27,-1.22258178511343,0.566432156058595,-3.19800603252696,0.00669320651297801,0.942765286410269,-4.40831967284227
"6","GB41314",14,9,21,27,21,42,12,25,15,16,12,19,0.702266121944984,1.46008548094034,3.23260782085659,0.00625446585203845,0.942765286410269,-4.34750749640464
"7","GB41361",49,72,141,60,434,235,809,434,2747,90,1740,1855,-2.35698551882384,5.551168101217,-3.3071308750237,0.00540475457734344,0.942765286410269,-4.04262180324696
"8","GB41517",43,76,58,99,67,110,35,58,52,50,45,54,0.857062593180532,3.15569111442585,3.23911875687599,0.00617518017954613,0.942765286410269,-4.16476357501031
"9","GB41698",26,20,70,90,59,58,25,44,32,22,29,49,0.904151290619696,2.56601152223416,3.1858178229344,0.00685495989621725,0.942765286410269,-4.24891479378275
"10","GB41708",118,51,226,175,475,326,895,902,8153,291,3438,3216,-2.76922787298918,6.3691344896847,-4.55240820626031,0.000491767033138487,0.942765286410269,-3.86457676708675
"11","GB41710",16,25,99,57,224,129,588,206,3705,83,2281,1450,-3.00947731029428,4.9951813071736,-3.49538745635697,0.00373881128125687,0.942765286410269,-4.05602788411879
"12","GB41760",594,206,971,2739,3502,4042,3027,3094,4056,3577,9492,3973,-1.44070799170762,8.43759423797651,-2.92415682286496,0.0114366814415877,0.942765286410269,-4.28029717338075
"13","GB41902",145,84,196,146,317,347,245,322,351,351,327,420,-0.466062054340611,5.21140793567583,-3.38926240725421,0.00460164854090468,0.942765286410269,-3.91130445640327
"14","GB42219",2,3,12,9,15,24,13,31,30,51,36,24,-1.2892262577825,1.23930160846566,-3.52753334450685,0.00351113120377131,0.942765286410269,-4.34125626562501
"15","GB42314",2,1,5,8,3,27,11,15,11,23,18,22,-1.26898503251185,0.452285163394453,-3.3293834615505,0.00517420382297677,0.942765286410269,-4.40333746671673
"16","GB42410",253,291,371,173,3535,569,2827,1988,6710,563,5212,3381,-2.19316484391743,7.38021845670446,-3.14104617982474,0.00748332032442944,0.942765286410269,-4.17210945828424
"17","GB42426",804,535,2052,3568,6088,12856,4788,7497,3516,12935,15604,11277,-1.41702507649538,9.39984224888688,-2.89521793596711,0.0121007762027579,0.942765286410269,-4.33578701710321
"18","GB42458",19,17,41,21,33,43,13,15,16,33,24,23,0.795845711099796,1.82013288832,3.26167198192058,0.00590823255123593,0.942765286410269,-4.31440040548969
"19","GB42621",482,389,674,456,2477,1659,2815,2183,10095,2016,6349,6161,-2.03857354180625,8.07525643178289,-4.73844018932874,0.000348065834061295,0.942765286410269,-3.99719834201813
"20","GB42741",263,178,1222,1471,3146,3266,2818,2109,2255,3637,8405,3019,-1.52606477443463,8.06578925737775,-2.90724747037513,0.0118202283198797,0.942765286410269,-4.26007067111995
"21","GB43128",244,143,306,390,357,508,247,327,220,272,308,462,0.424778006158071,5.48924575197237,3.13887018221415,0.00751528163674629,0.942765286410269,-3.97620908376157
"22","GB43239",92,129,164,232,205,186,85,151,123,152,123,142,0.68614201688736,4.42418317236824,3.02958038935087,0.00930786323469455,0.942765286410269,-4.03901334486737
"23","GB43503",5,7,13,15,13,11,9,2,2,3,5,16,1.32438303085157,0.140377215150513,2.93351404600616,0.011229737260896,0.942765286410269,-4.45032373043108
"24","GB43739",603,287,1234,1387,4574,3211,4336,4931,1515,7201,8475,4764,-1.55531732347556,8.50381049070737,-3.51859240848691,0.00357301469624254,0.942765286410269,-4.19276042259884
"25","GB43779",4,1,8,7,13,27,21,16,25,17,19,23,-0.966319660011506,0.877129432645434,-3.0097829528194,0.00967526988395485,0.942765286410269,-4.40951125367752
"26","GB43783",6,2,13,6,29,36,25,21,58,31,30,41,-1.08517545214763,1.49416507364662,-2.89166238308135,0.0121849456602931,0.942765286410269,-4.38726070164082
"27","GB43921",142,71,201,224,243,313,163,213,154,159,152,256,0.40985670020843,4.75527488436225,3.11409431210542,0.0078889160064293,0.942765286410269,-3.98487542964312
"28","GB44055",36,11,81,48,93,150,107,125,362,99,465,278,-1.39216827388721,3.95105145545045,-3.0747774289929,0.00852010921128459,0.942765286410269,-4.11768765146374
"29","GB44939",314,392,789,631,687,931,395,541,398,765,457,715,0.56930135092293,6.37539298412787,3.00584681363588,0.00975001158387013,0.942765286410269,-4.0886763753287
"30","GB45115",549,316,648,824,961,1517,802,1222,1695,1339,1656,1693,-0.539212852278734,7.20661428469665,-3.00769302646327,0.00971488370954735,0.942765286410269,-4.17574224986711
"31","GB45417",423,192,709,448,951,1184,1241,1074,1536,826,1448,1960,-0.875844465871256,6.99061301476694,-4.01806874039954,0.00135537575997062,0.942765286410269,-3.95839627726925
"32","GB45432",17,8,30,45,21,49,14,17,20,17,17,28,0.774916343312257,1.68957316741681,3.01550054990278,0.00956771031435392,0.942765286410269,-4.35413958349978
"33","GB45474",239,419,277,522,476,546,254,331,279,351,299,421,0.736733737781863,5.73120251077636,2.8513433749214,0.0131806474888895,0.942765286410269,-4.07554534057023
"34","GB45526",245,124,484,298,737,704,551,715,632,697,809,772,-0.561161811884906,6.22928812447811,-3.14009116467513,0.00749733099968754,0.942765286410269,-4.05200171761794
"35","GB45928",8,5,8,11,16,19,4,8,5,13,10,9,0.75866613776242,0.477281185720776,2.92993361194956,0.0113084821605154,0.942765286410269,-4.43613343654598
"36","GB45973",270,385,564,368,484,736,819,1012,4948,780,2831,1520,-1.39828255747958,6.95750344584332,-3.20762670899489,0.00656822267201426,0.942765286410269,-4.11791420509534
"37","GB46198",7,2,15,1,6,11,11,28,14,16,20,33,-1.41620624850242,0.650179515758626,-3.36578335918695,0.00481815211932502,0.942765286410269,-4.39085589408384
"38","GB46547",7,7,27,25,33,24,7,22,8,12,10,14,0.982014726862848,1.12136942963947,3.1983416170764,0.00668880717300088,0.942765286410269,-4.376230628377
"39","GB46587",4710,1440,13716,13379,61400,27188,36545,32683,43564,36888,146271,34369,-1.77179028103271,11.7393598795754,-2.90858981812351,0.0117893228112242,0.942765286410269,-4.41916764177769
"40","GB47029",395,234,482,798,426,970,323,505,235,432,356,695,0.723670027488905,6.05984987676026,3.43041070054675,0.00424553293035772,0.942765286410269,-3.94462504954524
"41","GB47142",56,76,268,96,286,613,394,317,384,387,619,510,-0.963386810810441,5.30666115825948,-2.98927857664961,0.01007093460791,0.942765286410269,-4.04624484528113
"42","GB47406",3,5,17,11,24,24,23,29,23,33,62,99,-1.34654474583569,1.66142306531881,-3.59269106060036,0.00309166502671442,0.942765286410269,-4.30089492735391
"43","GB47572",284,195,436,362,528,709,625,651,589,659,565,765,-0.344483452370979,6.21731800113014,-2.91781073510171,0.0115791668715418,0.942765286410269,-4.10490122275277
"44","GB47656",14,6,34,15,40,59,30,47,36,54,79,130,-0.891081222100324,2.39857556346243,-2.87019830367583,0.0127054335048392,0.942765286410269,-4.31850528320987
"45","GB47830",45,48,104,80,101,115,58,65,49,67,92,93,0.506454507097674,3.45658425361297,2.8534319999022,0.0131271579480771,0.942765286410269,-4.20000404778007
"46","GB48130",599,58,292,171,457,531,133,163,205,274,33,87,1.58443854047831,4.78719989783535,2.97536959361295,0.0103484000711104,0.942765286410269,-4.05044009038238
"47","GB48243",0,2,2,7,14,10,16,17,49,8,40,31,-2.13802396616426,0.511364871735445,-3.38825719664098,0.00461071420534723,0.942765286410269,-4.39335560946717
"48","GB48364",91,40,142,107,106,308,248,269,375,219,762,749,-1.37048216616131,4.94803931327944,-4.4183093277898,0.000632470322678606,0.942765286410269,-3.72589480779684
"49","GB48552",118,99,248,147,451,390,410,356,599,386,473,540,-0.762600575584682,5.51573477942982,-3.43296732716131,0.00422434460755746,0.942765286410269,-3.92292041720538
"50","GB48846",73,43,101,114,138,129,69,87,70,109,66,102,0.538296392257845,3.7187221553986,3.29484176187236,0.00553646296168315,0.942765286410269,-4.06412972492812
"51","GB49336",147,74,216,125,617,607,603,513,572,963,428,703,-1.09147580237547,5.77620918879785,-3.62397229493294,0.0029086680010075,0.942765286410269,-3.90773891769904
"52","GB49372",273,167,326,286,637,568,661,629,701,602,589,724,-0.555988700137263,6.13772634532241,-3.32700781564679,0.0051983391887782,0.942765286410269,-3.99569505002029
"53","GB49558",16,9,25,32,22,34,15,15,11,18,13,15,0.910080619318212,1.42214090245315,4.04571406073908,0.00128524045772886,0.942765286410269,-4.27439101039628
"54","GB49791",21,12,23,33,42,48,19,25,20,29,15,23,0.718738432385733,1.87788477294442,3.54172467974682,0.00341512213635119,0.942765286410269,-4.27625600856445
"55","GB49960",158,140,443,311,262,405,173,244,212,227,274,342,0.524655713552788,5.23335243653906,2.90707587642051,0.0118241847584592,0.942765286410269,-4.03753332500002
"56","GB50005",44,21,41,64,122,56,122,96,198,107,209,185,-1.15762914676517,3.69409611172479,-3.66287074964904,0.00269632485440858,0.942765286410269,-4.01096818899358
"57","GB50026",99,67,253,71,3620,623,2031,2432,828,951,8346,3501,-2.73580705367824,6.80989697397855,-3.17729020919047,0.00697044579720183,0.942765286410269,-4.13681793156552
"58","GB50119",910,829,904,1000,452,1950,610,682,313,268,439,1770,1.24363107421186,6.73270813634075,2.93823156077267,0.0111268098127592,0.942765286410269,-4.14264957340418
"59","GB50188",20,6,51,39,56,65,23,29,18,26,20,22,0.932593834466329,2.02113270981411,3.49693460165632,0.00372751943744495,0.942765286410269,-4.26677645190375
"60","GB50189",84,86,160,243,141,181,88,95,137,98,91,152,0.728106110015483,4.20038709201587,3.04119420116075,0.00909880037428838,0.942765286410269,-4.06081190796882
"61","GB50198",116,71,221,153,319,304,262,247,414,340,364,383,-0.527613174235503,5.16350398888227,-2.9184245503342,0.0115653090947031,0.942765286410269,-4.04833430813626
