"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40124",193,139,240,515,244,324,245,209,188,244,337,296,0.583392139687041,5.23305281902501,3.47247054987648,0.00396517734950112,0.53843851012768,-3.00433786317414
"2","GB40423",52,45,73,130,95,132,64,74,43,81,96,106,0.671435284362896,3.5461530578112,4.01689106978998,0.00138533611360708,0.53843851012768,-3.06021596970024
"3","GB40444",295,180,391,592,487,425,339,342,335,351,548,532,0.451433056794441,5.84559607957199,3.96979353373579,0.001516040206289,0.53843851012768,-2.75138407909173
"4","GB40686",260,289,295,816,395,500,290,323,259,318,544,548,0.677291047441028,5.82068683066374,3.33158098139599,0.00521748049993358,0.53843851012768,-3.14555771455477
"5","GB40886",214,265,300,563,326,338,307,264,200,247,412,412,0.664943684305258,5.52794692332127,3.41422511697169,0.00444134268791545,0.53843851012768,-3.05894636261503
"6","GB40892",278,224,505,1180,500,699,370,407,270,374,658,652,0.715366350975119,6.10076119959625,3.73211594679424,0.00239579343454157,0.53843851012768,-2.93889060923185
"7","GB41143",5772,6197,4974,16785,6047,6645,6368,4230,4362,3885,7482,6841,0.978573371358546,9.84194022998995,3.23570155601721,0.00629018735606289,0.53843851012768,-3.7642512185856
"8","GB41296",53,9,37,64,86,100,24,42,29,29,59,26,1.13716985868982,2.57124601624543,3.2688695508865,0.00589615893286929,0.53843851012768,-3.70106682280544
"9","GB41359",1741,1683,2231,4985,2182,2547,1932,1667,1761,1617,3028,2667,0.7899696428514,8.36937876636846,3.62316338208635,0.00295864284191643,0.53843851012768,-3.43010945970843
"10","GB41686",282,145,342,496,392,447,266,376,311,341,371,433,0.476661432891907,5.65525220146177,3.70333200230449,0.00253297917270032,0.53843851012768,-2.8844109469934
"11","GB41894",23,8,39,39,50,19,70,108,32,89,63,108,-0.90008142058754,2.70653797656389,-3.15354695898295,0.00738328678586084,0.53843851012768,-3.7326938064017
"12","GB42017",321,248,432,617,473,677,468,435,312,419,568,583,0.502627170918016,6.05915933449673,3.37700981199544,0.00477533719803633,0.53843851012768,-3.15215802269794
"13","GB42330",122,123,147,335,172,213,128,147,136,187,208,230,0.578278719120733,4.68185191245506,3.2885164590924,0.00567451720059761,0.53843851012768,-3.15974115609202
"14","GB42398",2373,3454,2689,8123,2807,4239,2954,1963,2039,1987,4061,4454,0.982904878175106,8.87566823382074,3.2118975562517,0.00658911366630221,0.53843851012768,-3.66990453207794
"15","GB42663",5230,7435,5091,17339,5757,6916,6724,4537,4118,3458,6944,6322,1.06266587436589,9.83316821944345,3.17108661924298,0.00713501311154518,0.53843851012768,-3.78782873737363
"16","GB42676",346,295,321,1180,458,509,407,291,257,316,553,543,0.841316291134009,5.95917337289807,3.58562726500338,0.00318221066842168,0.53843851012768,-3.00240664908405
"17","GB42796",8,4,6,11,8,13,22,35,15,20,21,27,-0.918141626679699,1.05103496607404,-3.41858462604337,0.0044037885661682,0.53843851012768,-3.97607030582174
"18","GB42995",165,166,182,562,229,319,187,186,158,206,315,343,0.670525167612666,5.12541958355224,3.15967855142255,0.00729552951535926,0.53843851012768,-3.22041310255389
"19","GB43137",20,3,24,31,22,9,42,69,30,49,51,90,-1.19726664184359,2.07492970152934,-3.92168665377787,0.00166260003715426,0.53843851012768,-3.63356432492658
"20","GB43376",337,322,463,848,516,505,442,309,425,359,591,554,0.680885911175531,6.08737204245953,3.51310520290751,0.00366379391789068,0.53843851012768,-3.0698014630411
"21","GB43733",141,122,144,658,177,225,122,91,109,32,200,256,1.37228813439352,4.49461609647793,3.26885186278939,0.00589636233515383,0.53843851012768,-3.22767508624527
"22","GB43815",246,146,382,528,424,440,253,330,345,340,452,449,0.462862762232781,5.68649621251255,3.62678482573007,0.00293793310653851,0.53843851012768,-2.93696741536503
"23","GB44464",360,330,381,698,572,532,409,389,330,503,571,622,0.584652347157887,6.10829892491625,3.67228408023287,0.00268992228443003,0.53843851012768,-2.97699002369003
"24","GB44967",377,348,514,1392,535,618,437,523,325,493,675,724,0.703353949068534,6.32668121855015,3.70269250459339,0.00253611606700398,0.53843851012768,-3.00498590866597
"25","GB44973",12,7,20,21,15,14,7,17,10,12,15,12,0.805109473303482,0.995403942417025,3.45085262420626,0.00413558818436967,0.53843851012768,-3.97036775430093
"26","GB45025",776,731,882,1814,1020,1071,607,1089,490,842,1487,1723,0.703771954049781,7.18309842764485,3.20266846341237,0.00670879501775299,0.53843851012768,-3.45894344514209
"27","GB45032",17,10,17,23,18,12,12,9,6,9,14,13,1.12373899038082,0.969959002446824,4.56775759124205,0.000490394775088207,0.53843851012768,-3.74563069433626
