"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47805",288,221,905,805,478,764,6281,5408,11390,8748,9303,1102,-3.12548911393131,7.99389558033724,-6.5894264181596,1.39179961206433e-05,0.132652421025852,-3.31017213845772
"2","GB48664",7,2,36,9,3,11,26,43,29,42,56,48,-1.82744220727162,1.41734867624715,-4.89941997505695,0.000254435383207106,0.59565214229695,-3.96566242518212
"3","GB49175",101,85,292,163,209,163,100,116,108,94,87,130,1.01416643585941,4.26153638880468,4.83610774611328,0.000285828937047601,0.59565214229695,-3.09644820484177
"4","GB50000",133,71,212,168,182,298,105,183,114,129,113,231,0.659147066867764,4.498975164759,4.86850761372515,0.000269290372066564,0.59565214229695,-3.00683483075309
"5","GB51306",552,253,197,867,1565,289,10384,6921,23782,19848,37674,1206,-4.04013379554226,8.39590972142978,-4.78777828456087,0.000312481451210235,0.59565214229695,-3.67110096734323
"6","GB40148",604,313,797,512,395,2175,3411,1758,3643,2457,2838,1706,-1.59146503433707,7.56943198393103,-4.58609262281702,0.000454711532999347,0.722309270169463,-3.51381262279515
"7","GB40021",5018,2043,8476,4446,5833,12105,12947,11356,11967,9202,12443,15838,-0.724215221201101,10.2549429985303,-3.28333291433964,0.00562206566975612,0.9230877259535,-4.12754424001941
"8","GB40119",189,84,553,254,243,445,219,266,144,212,235,380,0.553343308337331,5.17660921694744,3.09464427932122,0.00814435392151956,0.9230877259535,-3.64616318196861
"9","GB40400",19,7,63,38,34,84,80,60,67,118,115,97,-0.878617742104997,2.979941082085,-3.22850047374986,0.00626157918822976,0.9230877259535,-3.94586641830294
"10","GB40525",4,2,7,6,3,18,11,11,14,13,13,23,-0.829705338352543,0.434430599544156,-3.00497646823909,0.00971043856852133,0.9230877259535,-4.31454924690366
"11","GB40624",129,157,227,204,155,201,86,172,140,116,81,227,0.846429722115056,4.49391281164772,3.46088641266551,0.00396713397782984,0.9230877259535,-3.53243536741909
"12","GB40684",359,22,403,202,152,202,437,393,1394,518,832,555,-1.42789395170279,5.58484127291461,-2.93287732197122,0.0111829187359209,0.9230877259535,-3.80578236786875
"13","GB40848",69,36,68,62,130,115,37,62,74,40,44,106,0.771509912685555,3.27866736003558,2.9010290547691,0.0119015528903021,0.9230877259535,-3.97862776230741
"14","GB40945",396,110,774,583,348,845,830,847,508,973,1233,1670,-0.727502980448293,6.5681521441323,-2.87730900867774,0.012466139911118,0.9230877259535,-3.89096769629714
"15","GB41073",88,49,402,238,183,445,378,382,272,658,422,529,-0.741846547544944,5.37184909080846,-2.88310443648853,0.012325811170923,0.9230877259535,-3.78447452614904
"16","GB41270",1389,648,1379,1678,1644,1949,1045,1618,1077,1031,1101,2178,0.564560737260436,7.63608502887764,3.02575872382263,0.00932280103572155,0.9230877259535,-3.95648095292388
"17","GB41326",35,21,172,66,197,130,37,113,25,16,87,43,1.37287908390159,3.12578414011029,2.97535013715714,0.0102907523077165,0.9230877259535,-3.98759960310406
"18","GB41338",28,29,203,53,46,210,159,116,160,332,306,376,-1.16608988247577,4.18432625801491,-3.2173320499641,0.00640049340680775,0.9230877259535,-3.73429900637844
"19","GB41754",450,228,905,344,530,670,414,356,272,387,494,789,0.617238503286002,6.07551229127067,3.07968559007735,0.00838699788260801,0.9230877259535,-3.72272169753713
"20","GB42244",92,77,159,85,118,243,355,184,485,467,208,422,-1.0754855980448,4.89225356995233,-3.5924595509806,0.0030654682639035,0.9230877259535,-3.48294681899231
"21","GB42261",123,45,380,170,84,416,405,339,338,595,478,587,-1.05227428212721,5.28874308710968,-3.70586023666063,0.00245606823691576,0.9230877259535,-3.43908953521671
"22","GB42326",1025,522,774,500,1078,828,545,609,582,444,683,767,0.860011110388899,6.65154282384602,3.0892537893233,0.00823097848175321,0.9230877259535,-3.80092856361374
"23","GB42410",253,291,563,371,173,3381,2827,1988,6710,5212,3535,569,-2.24966971560213,7.38021845670446,-3.39697603894208,0.00449731058449412,0.9230877259535,-3.81763629713612
"24","GB42432",18,11,23,30,31,45,12,20,12,23,17,28,0.84755065469811,1.66609575625815,3.98143239901342,0.0014379519185637,0.9230877259535,-4.01808355000867
"25","GB42487",173,116,332,280,276,450,197,341,228,203,243,433,0.365510342939248,5.25836027364825,2.85024728169535,0.0131424673949113,0.9230877259535,-3.76681115815246
"26","GB42529",19,13,61,56,51,116,67,83,107,102,110,140,-0.702781045437424,3.27432485936397,-3.21887409758979,0.00638113162160422,0.9230877259535,-3.8844941462152
"27","GB42534",167,54,204,170,275,244,116,143,154,130,147,264,0.578515477645042,4.58277080177472,2.94525952620036,0.0109152217102721,0.9230877259535,-3.74656907240335
"28","GB42597",39,29,56,52,21,97,20,56,21,35,24,51,0.858435320301944,2.49475860767736,2.94948707569518,0.0108252797725889,0.9230877259535,-4.09603880476424
"29","GB42607",265,281,699,315,302,1564,1418,1325,938,672,1447,1057,-0.909992324926516,6.7147569981044,-2.89537637873196,0.0120337709221809,0.9230877259535,-3.90300377157406
"30","GB42787",352,182,456,333,402,612,243,410,177,341,384,729,0.559337951326914,5.73520009625451,2.87800824824511,0.0124491257504769,0.9230877259535,-3.77902979690597
"31","GB43311",11,4,24,25,20,43,60,30,42,64,74,54,-1.02647310074826,2.18053299910069,-3.36907557118303,0.00475057817345485,0.9230877259535,-4.05729018242219
"32","GB43330",17369,16983,21723,31095,41867,14048,17062,14700,12748,19081,11261,10067,1.16145224023672,11.3536212840282,2.94333355284975,0.0109564412494281,0.9230877259535,-4.25788495862481
"33","GB43465",81,37,124,60,107,101,30,67,39,45,54,142,0.881372365707433,3.31164818926506,3.40342510378543,0.00444072620964884,0.9230877259535,-3.80662377776562
