"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB43543",60,82,94,115,65,116,18,58,56,38,51,104,0.939231068832335,3.27376133703781,5.49437227834379,9.03031629353981e-05,0.860679445937279,-3.82831280669321
"2","GB40925",17,22,27,38,22,28,4,21,19,10,39,30,0.620902676590156,1.63584664125266,2.74210729416802,0.0163297886766154,0.999926245856752,-4.39525367225277
"3","GB40997",213,183,149,306,123,188,188,547,335,308,427,542,-0.899052202527157,5.29280496407797,-3.8846162584416,0.00176155773146768,0.999926245856752,-3.80299277037547
"4","GB41208",95,131,108,205,135,160,125,236,170,162,263,384,-0.487424605123971,4.65340346660645,-2.91079504800418,0.0117663543018289,0.999926245856752,-4.06907707026427
"5","GB41231",650,934,1038,1137,1037,1134,326,1086,997,596,1150,1293,0.350312597891436,7.06699235716953,2.7450222865703,0.0162378636325464,0.999926245856752,-4.22118203823128
"6","GB41308",11484,9232,10596,13762,9651,10180,1457,9444,7244,2744,8189,11890,1.14297036479824,10.1628370445304,3.9910187312415,0.00143502357599575,0.999926245856752,-4.23600678806069
"7","GB41310",7320,5783,6692,8278,5004,6358,1673,6815,4121,3198,5405,7346,0.735822189577521,9.62071403206398,3.25383855572249,0.00601833720276448,0.999926245856752,-4.28860893676546
"8","GB41425",148,213,230,236,236,245,128,319,288,276,426,407,-0.310333238732148,5.22130258706831,-2.64509782674709,0.0196957596861233,0.999926245856752,-4.13083620808704
"9","GB41495",817,971,831,1895,951,1491,301,901,636,192,924,1616,0.991552312773277,6.93479263807518,3.08923485440352,0.008305071990539,0.999926245856752,-4.1358570300186
"10","GB41662",111,110,110,202,94,187,36,99,84,64,145,168,0.645350549817288,4.00826792123471,3.70558331869753,0.00249179520060462,0.999926245856752,-3.9313829220205
"11","GB41687",36,58,56,56,63,45,45,160,86,56,129,99,-0.632725410309294,3.33893312411547,-2.68618473912644,0.0181948869790494,0.999926245856752,-4.2593299934346
"12","GB41822",158,214,229,264,290,287,81,230,212,160,282,389,0.325931154495659,5.03523771200774,2.77210333257999,0.0154076753415351,0.999926245856752,-4.08814845995143
"13","GB41849",37,46,52,64,64,59,28,74,77,60,139,129,-0.415910878684637,3.24293148363615,-2.74536395579133,0.0162271221547072,0.999926245856752,-4.2548891820269
"14","GB41903",21,41,52,46,56,60,43,172,92,45,118,107,-0.814300310829815,3.20591380789565,-3.18803172385255,0.00684553183282588,0.999926245856752,-4.1778250871827
"15","GB42600",35,66,59,60,80,75,48,99,78,73,139,139,-0.426245734203046,3.47456767388859,-2.59199950944613,0.0218142867779923,0.999926245856752,-4.26389924372777
"16","GB42643",14,9,11,86,14,21,1,3,0,6,8,62,2.07475368894182,0.468504620203725,2.57497373115095,0.0225391299599205,0.999926245856752,-4.46818288316523
"17","GB42652",146,130,123,238,190,170,15,145,82,48,152,241,0.921451842663835,4.12147574246932,3.35202577165925,0.00496635576856748,0.999926245856752,-4.00488904675953
"18","GB42822",90,55,98,136,124,154,79,347,112,275,352,490,-1.03930700044399,4.53677275029072,-3.51750053969923,0.00359415824434961,0.999926245856752,-3.93650366391411
"19","GB42874",369,554,629,789,533,725,137,688,478,240,803,895,0.524739167686907,6.25473232606335,2.7909164363993,0.0148555372741757,0.999926245856752,-4.14396601275239
"20","GB43052",2565,2925,2271,4593,2560,4179,343,1958,1798,240,2370,4789,1.52993849077259,8.17934474873677,3.26258832288256,0.00591615853002901,0.999926245856752,-4.19994664241698
"21","GB43407",20,14,18,33,11,47,3,8,14,3,15,30,1.24250937222758,1.09644059851509,3.13585561521406,0.00758129510571909,0.999926245856752,-4.38877041134157
"22","GB44213",169,219,186,515,183,253,18,153,155,47,201,369,1.07757158279059,4.57295876048285,3.23797543080283,0.00620810795743289,0.999926245856752,-3.98991609567672
"23","GB44214",331,315,387,453,251,361,92,430,251,136,385,348,0.644380093359628,5.42344751420681,3.01418382172473,0.00961706733045713,0.999926245856752,-4.02620696977006
"24","GB44218",107,134,116,167,185,145,41,138,105,77,186,178,0.463202792107253,4.20237778090453,3.00428110429115,0.00980486527978644,0.999926245856752,-4.07252171551506
"25","GB44222",553,637,608,890,1169,818,234,685,624,238,910,1110,0.624459640041627,6.57490807075995,2.63191426981828,0.0202023395555429,0.999926245856752,-4.21198221240358
"26","GB44500",749,687,683,902,932,806,149,835,600,207,779,1039,0.878157760694259,6.52861195851661,3.31106173470872,0.00538076304882849,0.999926245856752,-4.0449692789347
"27","GB44526",3056,3283,3326,3950,3693,3685,825,3682,2964,1601,4088,4445,0.606918611458005,8.79685649804185,3.21741219581677,0.00646303873640039,0.999926245856752,-4.24672472109096
"28","GB44550",59,54,90,94,45,140,13,48,63,30,69,75,0.865275025276022,3.09388218950507,3.6429432672273,0.00281456635451948,0.999926245856752,-4.10988651646373
"29","GB44552",399,213,808,452,875,69,2444,46973,1933,676,7169,2687,-3.29798385547591,7.43126393677734,-3.69423211399215,0.0025473663109693,0.999926245856752,-4.07817891161794
"30","GB44561",64,31,79,89,65,26,129,2083,124,66,397,160,-2.00930800425287,4.05769855652856,-2.62764228590507,0.0203691862546027,0.999926245856752,-4.24042828366363
"31","GB44613",22,48,43,40,19,38,11,23,24,8,23,40,0.907779808269977,1.93576810649897,3.17024171198076,0.0070880310432321,0.999926245856752,-4.32145805185925
"32","GB44963",52,73,71,91,61,74,26,63,54,57,89,84,0.378725107618139,3.25782112729061,2.62476760357506,0.0204822112699256,0.999926245856752,-4.27640383656646
"33","GB45617",549,660,1022,885,373,881,192,600,697,234,739,877,0.654357888863088,6.43000018460126,2.61790027677769,0.0207546834212354,0.999926245856752,-4.20505138473736
"34","GB45861",1218,297,600,601,436,601,67,315,126,256,254,1516,1.33109468499163,5.83185127267986,2.64226775384939,0.0198034555677639,0.999926245856752,-4.16690498324724
"35","GB46235",11,21,14,18,12,16,12,23,34,15,45,60,-0.753006214904011,1.62675348335478,-3.08193029619704,0.0084245385883612,0.999926245856752,-4.35780517993654
"36","GB46273",70,73,75,99,74,83,25,84,65,63,75,101,0.406323129135643,3.41199881055263,2.66069240593842,0.0191124471659753,0.999926245856752,-4.25192667436406
"37","GB46516",163,213,283,423,219,499,49,132,252,97,337,509,0.738186586569435,5.04109533243846,2.73620942947011,0.0165173363696038,0.999926245856752,-4.10427528023301
"38","GB46680",28,60,45,78,28,64,6,33,36,8,19,58,1.26499432385176,2.2271313242342,3.81579501805505,0.00201225980582831,0.999926245856752,-4.21665444983361
"39","GB46982",37,51,57,105,29,72,79,128,69,82,124,183,-0.761742851823131,3.49629802554868,-2.81025901811849,0.0143080714756825,0.999926245856752,-4.21836096226275
"40","GB47235",13,41,36,50,61,71,26,72,66,57,106,111,-0.563276523101345,2.96268892516229,-2.59824399977932,0.0215541320964074,0.999926245856752,-4.31391120335313
"41","GB47401",19,23,18,25,7,48,1,5,10,1,17,50,1.5349062547554,0.847129041000747,2.58174126795779,0.0222482676109212,0.999926245856752,-4.45411370500738
"42","GB47467",90,69,93,61,115,69,93,280,201,129,124,168,-0.832638030167766,4.07611626855433,-2.58382889465961,0.0221592780704581,0.999926245856752,-4.2137948120137
"43","GB47551",834,600,812,868,615,754,169,663,539,199,653,968,0.899738939891654,6.42354695464387,3.49312456323122,0.00376932499259264,0.999926245856752,-3.99223221059392
"44","GB47584",806,864,1342,1187,645,1372,288,806,900,506,1265,1371,0.533539811938916,7.02118594633012,2.87385740555135,0.0126439121561803,0.999926245856752,-4.1889964269551
"45","GB47869",35,33,39,45,13,79,7,29,22,5,21,51,1.09931142958027,1.92303937759388,2.58931800193829,0.0219269324459203,0.999926245856752,-4.39750856137666
"46","GB47990",12964,12217,12921,16392,17126,13525,3782,15262,9517,5475,15609,18300,0.662608169548701,10.7766600457668,2.83056322088314,0.0137546710264678,0.999926245856752,-4.3883764173757
"47","GB48007",1581,2406,2684,2032,1485,2465,705,1516,1687,611,1740,2485,0.759577015746434,7.93515825442502,3.10067684212209,0.00812131336061439,0.999926245856752,-4.20978912830316
"48","GB48167",960,796,1147,941,628,1252,308,600,648,245,721,1112,0.923810002077885,6.72470607773174,3.41680892123525,0.00437540899187152,0.999926245856752,-4.04361066137061
"49","GB48355",687,699,998,1015,588,864,291,648,693,355,979,955,0.533637610196057,6.68225859908692,2.81372461862676,0.0142120933124206,0.999926245856752,-4.17475710928962
"50","GB48650",6,2,7,10,8,8,7,17,9,14,22,23,-0.982729964245117,0.567727693047185,-3.00142652244472,0.00985967146411604,0.999926245856752,-4.43101352183695
"51","GB48817",14,24,25,44,22,41,6,21,17,13,25,51,0.608196491118777,1.74877081120679,2.62237495191852,0.0205767475758841,0.999926245856752,-4.40266281965015
"52","GB48834",22,40,52,46,38,58,9,36,43,20,37,59,0.561515465687731,2.39265412069824,2.95244903882534,0.0108486305984344,0.999926245856752,-4.306945887951
