"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40263",195,117,335,367,256,220,452,556,486,311,304,639,-0.596979483485955,5.33691416740963,-2.87983251247977,0.0126950899575669,0.999667365846408,-3.82558789937147
"2","GB40310",108,87,299,299,179,254,477,479,726,231,204,406,-0.702136690198408,5.06551352647111,-2.53712059443248,0.0245089184127453,0.999667365846408,-3.99001407272123
"3","GB40567",84,164,181,181,143,150,166,145,178,115,113,174,0.338063106793502,4.20601082103489,2.51247724366934,0.0256841796592882,0.999667365846408,-4.06107993249373
"4","GB40916",17,12,26,18,22,35,42,50,53,33,32,37,-0.649732137390656,1.88434768133901,-2.86722528986588,0.0130081498051236,0.999667365846408,-4.30127263804611
"5","GB41495",592,761,1859,1641,1537,927,2701,3295,3106,1901,1374,2770,-0.774530450632633,7.69521688880748,-4.04118310428102,0.00135032048049142,0.999667365846408,-3.69738959526847
"6","GB41669",155,276,346,318,275,289,268,355,312,236,245,350,0.225633665583472,5.13912933784894,2.63440866195779,0.0203567945266358,0.999667365846408,-3.92428980001564
"7","GB41792",31,81,107,62,97,68,132,206,117,104,68,176,-0.534098921959654,3.56369504154078,-2.55534892778235,0.0236731685368679,0.999667365846408,-4.14998347394715
"8","GB41861",84,51,136,291,168,116,288,374,276,209,167,221,-0.664721103513688,4.45703046936745,-2.56839337532603,0.0230920718683389,0.999667365846408,-4.02268136123827
"9","GB41967",2,6,3,9,4,14,11,16,14,10,11,13,-0.831626176273379,0.111331169224244,-2.61049438518085,0.0213092520989294,0.999667365846408,-4.45604209179187
"10","GB41999",14,9,17,40,35,29,49,82,52,32,26,60,-0.818650161927215,2.01001844901452,-2.7651128092801,0.0158397276591861,0.999667365846408,-4.30633512165069
"11","GB42201",4,8,8,16,9,15,23,28,15,11,16,23,-0.63867274602059,0.765775213708615,-2.55296508782414,0.0237808793396372,0.999667365846408,-4.432214353852
"12","GB42652",72,91,220,188,168,152,306,370,362,230,165,284,-0.63803817599507,4.62401282543737,-4.06919217888965,0.00128043079111257,0.999667365846408,-3.43062422240428
"13","GB42684",29,43,37,46,42,37,31,30,31,37,39,30,0.563744778090168,2.18451012235798,2.62157503815192,0.020862672463911,0.999667365846408,-4.30790367157456
"14","GB42784",14,5,16,48,21,17,47,58,51,36,25,47,-1.00497140725679,1.76748396210722,-3.0286858985558,0.00951657594123043,0.999667365846408,-4.29336006735157
"15","GB42833",6,5,15,14,13,7,19,20,19,18,13,24,-0.623928725199873,0.772912310697012,-2.63411736283302,0.0203681437143605,0.999667365846408,-4.42282977660817
"16","GB42874",324,431,756,980,710,609,834,1275,893,862,767,1131,-0.328110164714872,6.56325936596525,-2.72339420169262,0.0171631792169033,0.999667365846408,-3.96807871032945
"17","GB43052",1320,1992,4345,5474,4053,2481,6007,9452,7307,4885,3964,6998,-0.750134204870141,9.06674573018519,-3.72398397852858,0.00247622568481634,0.999667365846408,-3.95834219289508
"18","GB43094",18,36,46,44,47,52,78,84,61,46,70,70,-0.438353481250837,2.69068844442069,-2.71025696412003,0.0176018794482494,0.999667365846408,-4.23259527704854
"19","GB43584",183,219,521,409,427,273,630,739,507,370,379,755,-0.429238767383238,5.70428704962835,-2.51863491075464,0.0253855229627042,0.999667365846408,-3.99286304285673
"20","GB43866",19,40,35,17,28,42,29,19,10,20,12,23,0.979767601871459,1.53305307330178,2.89734711198841,0.0122724612739597,0.999667365846408,-4.33101623567106
"21","GB43960",6,9,18,22,30,20,39,31,43,24,27,34,-0.663580796975886,1.52502292097643,-2.61562598633895,0.021101293599031,0.999667365846408,-4.37405218419766
"22","GB43977",1,2,9,11,9,10,18,26,22,6,14,17,-1.13326990188897,0.29743912350967,-2.89060035735076,0.0124335925995261,0.999667365846408,-4.42257336876471
"23","GB44139",19,20,29,37,15,29,42,73,61,39,37,36,-0.633699323668118,2.08324757841685,-2.94268406190822,0.0112418867272216,0.999667365846408,-4.26578540033178
"24","GB44181",38,70,99,81,96,92,65,72,79,69,74,86,0.399463542506953,3.24568298894676,2.68454640696245,0.0184923414189233,0.999667365846408,-4.15438075744182
"25","GB44500",384,656,1180,756,784,562,1287,1576,1352,853,768,1443,-0.435707456384669,6.81430879831097,-2.83963723770986,0.0137199660502077,0.999667365846408,-3.95086338719187
"26","GB44555",20,22,27,50,29,26,48,59,67,50,34,55,-0.546268688936525,2.26382930363536,-2.85813550124165,0.0132385705460437,0.999667365846408,-4.25790918081918
"27","GB44570",175,281,462,482,430,351,663,805,671,390,343,764,-0.392489525366552,5.81096932519062,-2.64367810500969,0.0199988434375972,0.999667365846408,-3.94058530071861
"28","GB44613",19,20,50,36,28,31,77,81,66,42,38,79,-0.731592588996435,2.42533912199578,-3.85578056289326,0.00192290607468501,0.999667365846408,-4.06138266479097
"29","GB44889",16,15,28,29,28,50,42,93,61,35,39,48,-0.645344921941765,2.19093161962259,-2.77307085681278,0.0155988690230291,0.999667365846408,-4.28319989326105
"30","GB44911",7,17,27,28,19,21,31,45,31,29,28,47,-0.525485650988165,1.68696227557603,-3.14636857723383,0.00757410829585069,0.999667365846408,-4.28073696246057
"31","GB45140",49,47,102,173,128,114,241,306,259,150,153,184,-0.814931665217959,4.12620260424241,-3.91330559498661,0.00172263583299298,0.999667365846408,-3.6149341664486
"32","GB45141",1101,1189,2137,1571,1517,1651,3509,2663,3057,2025,1649,3436,-0.457623951677233,7.96205652506292,-2.51736997094757,0.0254466000796709,0.999667365846408,-4.16464956847915
"33","GB45158",45,82,103,60,64,60,55,51,68,58,53,68,0.522951540750807,2.98659030345036,2.57337899069054,0.0228736399509054,0.999667365846408,-4.2226253759395
"34","GB45205",1,3,6,17,18,8,14,24,17,16,14,19,-1.01151453927068,0.453535115694104,-2.68581969959977,0.0184472263419558,0.999667365846408,-4.43504500530103
"35","GB45435",135,184,245,221,211,203,203,267,172,182,177,197,0.321138965547554,4.63661251251362,3.00375923989988,0.00998767234197138,0.999667365846408,-3.79615012295072
"36","GB45715",5,7,7,9,13,7,15,28,14,11,12,21,-0.707333405610315,0.546281872944337,-2.92569875110072,0.0116175690877601,0.999667365846408,-4.40588059139132
"37","GB46294",0,24,72,8,42,4,84,116,57,42,36,136,-2.25358682523373,1.78313665123567,-3.17108960895558,0.00721927102517447,0.999667365846408,-4.29594569196775
"38","GB46554",5,7,27,18,15,5,27,30,23,20,22,27,-0.804711748275441,1.06682731447586,-2.75929807023809,0.0160180160250673,0.999667365846408,-4.39081626306716
"39","GB46635",18,56,47,57,55,42,60,116,70,64,75,93,-0.500983184206221,2.87513548440167,-2.94474295591114,0.0111971718686578,0.999667365846408,-4.15238322024346
"40","GB46702",6,5,15,7,6,11,24,18,19,12,10,22,-0.728766298573854,0.584688824042548,-2.61169472136898,0.021260430952205,0.999667365846408,-4.43553430758099
"41","GB47065",38,63,72,60,64,84,60,55,66,54,43,66,0.454090338786433,2.91125298964699,2.71179475411347,0.0175499665886676,0.999667365846408,-4.19801969879175
"42","GB47408",37,57,98,130,59,65,45,84,65,70,63,55,0.503676465059611,3.05424751165837,2.73888108347352,0.0166597234298146,0.999667365846408,-4.16978914150772
"43","GB47458",46,52,69,71,44,80,89,132,113,82,81,93,-0.404301018697939,3.25789487698137,-2.6846093614965,0.0184901083001848,0.999667365846408,-4.15642021958425
"44","GB47551",511,574,1155,1085,853,700,1723,2048,1748,1280,959,1673,-0.625639287469859,7.10058872466721,-4.34226231509744,0.000765726692587703,0.999667365846408,-3.51793799396106
"45","GB47584",829,1107,1857,1820,2026,1323,2765,3486,2909,1761,1528,2528,-0.402733544799669,7.86325708601028,-2.57309133482815,0.0228861883188277,0.999667365846408,-4.13952611193551
"46","GB47678",251,340,477,352,280,385,493,746,580,477,508,565,-0.369817606848503,5.7756517395689,-2.85485537355984,0.0133227025806389,0.999667365846408,-3.84383953104633
