"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB50702",8,25,27,16,16,16,30,49,85,52,59,48,-1.32583950740345,1.91625555704671,-6.96012594173268,8.94612657428349e-06,0.0880209393643753,0.638183390447153
"2","GB48672",55,135,117,102,132,103,130,163,268,232,164,220,-0.636514786482511,4.14725899334291,-5.94830382668273,4.46780506210381e-05,0.146529113353465,1.55934344050885
"3","GB53385",189,541,690,434,539,658,1192,1176,1219,1230,854,1445,-1.07900485093424,6.54893882226419,-6.18241928368168,3.04129206169937e-05,0.146529113353465,1.91219615871417
"4","GB40442",61,126,140,105,96,130,115,171,260,195,171,249,-0.580943799886521,4.15250411629446,-5.02871461214685,0.000217849296551344,0.354201242152426,0.440424959804919
"5","GB42891",10,70,38,16,11,67,79,158,160,79,109,131,-1.80530739430524,2.80428177492598,-4.8806432031406,0.00028418606467976,0.354201242152426,-0.403425481393468
"6","GB43549",53,63,115,72,87,53,27,35,75,33,27,35,1.16479149730788,2.6879091110607,5.24500863725945,0.00014852102029501,0.354201242152426,-0.0025527768685274
"7","GB47118",47,169,219,86,88,92,160,229,415,273,174,428,-1.045210310667,4.37279328447575,-4.87326322042483,0.000287997757619617,0.354201242152426,0.254845939515828
"8","GB51272",20,47,48,41,48,42,20,32,34,31,29,33,0.676709961356488,2.12165282805011,4.87689946770878,0.000286113071694003,0.354201242152426,-0.669464618384125
"9","GB40624",92,347,270,118,227,187,351,375,706,290,401,445,-0.864089088116244,5.13001582456127,-4.15724491166565,0.00108234098706363,0.430981829570145,-0.687303460997726
"10","GB41617",74,239,265,166,234,215,289,351,330,449,276,379,-0.612418921455527,4.98402289328845,-4.0327411821758,0.00137025327389101,0.430981829570145,-0.877306260110406
"11","GB41662",69,148,168,127,143,136,144,208,308,175,166,244,-0.41097535565229,4.33599570755271,-4.0677947257701,0.00128202572822537,0.430981829570145,-0.868478119942438
"12","GB42739",364,1010,1155,723,861,943,813,1251,1666,1654,1139,1807,-0.508806499275366,7.021355860039,-3.92101516852862,0.00169526881520898,0.430981829570145,-1.12218807172058
"13","GB42797",65,167,170,125,157,110,287,249,454,154,273,431,-0.93490080423966,4.5921636347437,-4.17601700979462,0.00104466005442554,0.430981829570145,-0.695447630247483
"14","GB42969",62,165,185,165,179,177,198,197,470,331,232,309,-0.640080457431404,4.66501383961831,-4.56348522553901,0.000506938928969819,0.430981829570145,-0.105054361242078
"15","GB43203",319,1056,943,667,778,916,916,1041,2168,1756,996,1243,-0.569287435655138,6.93115288428728,-3.84573617087778,0.00195781503060975,0.430981829570145,-1.22741752605104
"16","GB43376",248,578,419,371,375,391,261,355,362,269,251,395,0.559963547239076,5.44704766902518,4.40025987638211,0.000686062215190806,0.430981829570145,-0.300196206564292
"17","GB43712",168,533,484,328,360,369,378,548,897,532,527,627,-0.42841088905613,5.81328779765208,-4.05182202511882,0.0013214822925696,0.430981829570145,-0.846014439802143
"18","GB44198",1019,3068,3956,2469,2975,2847,4029,4035,4995,5342,6004,6350,-0.777301066665235,8.81284991268842,-4.39114288411174,0.000697817970497161,0.430981829570145,-0.700550273116442
"19","GB44223",72,325,252,182,212,187,650,818,348,466,299,519,-1.11670304320118,5.25120656722081,-3.98720756317182,0.00149423046411822,0.430981829570145,-0.953252560319286
"20","GB44424",163,373,383,232,272,293,388,357,836,427,405,614,-0.553889533505241,5.51847697859034,-4.07800233048949,0.00125744506279094,0.430981829570145,-0.800540313217278
"21","GB45906",3889,4967,2080,1585,2210,3093,342,1017,1106,1844,1370,1879,1.63702209009025,7.78035000248692,3.82128560942022,0.00205174147288684,0.430981829570145,-1.33485356312016
"22","GB45927",71,195,173,119,136,131,174,183,284,210,199,253,-0.443848909508826,4.4032260313798,-4.3586230190984,0.000741470618883952,0.430981829570145,-0.430520015739055
"23","GB45968",2037,6761,6669,4444,7632,6294,6781,9235,14683,11767,9751,10497,-0.734629036594185,9.83853069257854,-4.14204146580774,0.00111388069367631,0.430981829570145,-1.18876532184294
"24","GB46330",173,389,357,404,328,267,275,586,751,576,519,729,-0.568655194571781,5.69178093128213,-4.06010002159376,0.00130088051073606,0.430981829570145,-0.831733572193149
"25","GB46526",217,567,534,409,393,429,421,658,974,559,538,829,-0.392103423864864,6.00511698215866,-3.88834702545946,0.00180447936931603,0.430981829570145,-1.10614933705176
"26","GB46643",129,200,234,235,201,194,124,177,193,126,160,202,0.521254642086847,4.48402819550217,3.83425798259171,0.00200134951205134,0.430981829570145,-1.20483970238338
"27","GB46887",190,367,334,367,303,256,228,279,303,226,198,302,0.471920862621932,5.10752111058351,3.85845319890395,0.00191070877050639,0.430981829570145,-1.14035990708727
"28","GB47838",47,122,137,100,112,86,141,212,272,142,136,179,-0.601143078536731,4.02870510642863,-4.43790814085436,0.000639641213765587,0.430981829570145,-0.393460233937285
"29","GB48301",213,372,408,370,433,378,480,566,634,653,571,802,-0.542561472534263,5.87227284992776,-4.50039524366519,0.000569625125473884,0.430981829570145,-0.171552648534218
"30","GB48425",180,414,354,235,256,391,378,492,844,480,421,636,-0.586208147796138,5.62179890791087,-4.19384399996878,0.00101012400638081,0.430981829570145,-0.624518038320099
"31","GB49425",386,699,670,605,598,620,383,500,742,513,423,643,0.433850643195211,6.12154844997579,4.57476554081272,0.00049650541974483,0.430981829570145,-0.071868852803429
"32","GB49492",174,481,417,367,384,334,206,261,449,315,326,311,0.433945905298025,5.34670751721037,4.28051659940296,0.000858202112837105,0.430981829570145,-0.481128141808468
"33","GB50061",54,155,157,77,98,101,166,189,225,153,144,227,-0.581045804667975,4.08954569839286,-3.82746374555349,0.00202758271019218,0.430981829570145,-1.26376374097206
"34","GB50525",285,736,861,542,773,663,691,879,1682,1084,826,1085,-0.464027455332874,6.61727869087697,-3.87335986845668,0.00185696157573447,0.430981829570145,-1.1628658217349
"35","GB50828",48,147,184,114,143,158,121,269,342,253,165,311,-0.635181976723973,4.40305470104155,-3.88084065844917,0.00183057318831603,0.430981829570145,-1.1490724281694
"36","GB50924",101,373,340,225,310,347,448,498,455,613,440,530,-0.665041514618824,5.49905626814499,-3.94973217547933,0.00160485373442207,0.430981829570145,-1.0016477361058
"37","GB51421",113,240,216,173,169,162,116,166,196,156,127,156,0.44945238356194,4.35441241568129,4.63229998167521,0.000446644076773024,0.430981829570145,-0.0354626904634499
"38","GB51537",265,611,415,374,333,408,266,318,375,262,249,424,0.574980042850064,5.45002109265946,3.97571018930662,0.00152731389857293,0.430981829570145,-0.954252144415485
"39","GB51809",92,241,215,214,152,170,195,297,341,264,235,296,-0.37506161535165,4.76047948429415,-3.8296177535682,0.00201922812572317,0.430981829570145,-1.19818712385462
"40","GB52429",436,399,658,351,642,433,707,698,1848,1143,1175,1566,-0.966978835502665,6.51599460058253,-3.86308249906955,0.00189384955269458,0.430981829570145,-1.17643785989296
"41","GB52962",101,282,230,168,198,196,199,281,441,307,260,348,-0.41406723874135,4.89465565948951,-4.34583196453518,0.000759403716209082,0.430981829570145,-0.398908542146938
"42","GB53045",93,334,229,174,257,245,294,318,623,422,252,442,-0.585767497380404,5.13315933252354,-3.91703920601993,0.00170819125628236,0.430981829570145,-1.05300947573307
"43","GB53110",24,85,62,29,38,43,51,120,284,127,65,114,-1.13563670969094,3.11192404131923,-3.81950449455642,0.00205876064537014,0.430981829570145,-1.48546629740191
"44","GB54139",27,182,139,80,135,108,130,353,427,192,167,274,-0.974432576167529,4.25301766134737,-3.90647098584839,0.00174303114262709,0.430981829570145,-1.13868990028164
"45","GB54469",170,418,338,275,271,285,209,238,231,185,139,325,0.652771941443166,4.95641101045981,4.07298637091161,0.00126946287568201,0.430981829570145,-0.810033162791098
