"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40047",9,29,27,33,43,25,15,25,17,17,25,23,0.566312696253786,1.52827533487955,2.5846033089152,0.0223557594347194,0.999764723820551,-4.37687883035921
"2","GB40077",600,2164,2659,2326,1123,1459,2813,2525,2590,2541,1795,3347,-0.581077735743466,7.9649584407575,-2.61910795809101,0.0209289150154784,0.999764723820551,-4.13076847423386
"3","GB40166",51,165,197,236,116,182,277,574,158,235,238,317,-0.713344516292663,4.64642777868049,-2.93907605307937,0.0112970725248792,0.999764723820551,-3.84508361521611
"4","GB40168",1116,3700,3470,2807,2216,2201,5373,5886,3354,4037,3047,6745,-0.738907642378482,8.70378435508816,-3.56748419254553,0.00333704270814123,0.999764723820551,-3.94551158542635
"5","GB40227",1,12,10,30,22,6,41,47,56,42,19,15,-1.47021045609694,1.19099529723644,-2.87590049430523,0.0127667014866601,0.999764723820551,-4.37300307767544
"6","GB40316",22,74,39,63,59,60,63,172,78,72,59,93,-0.577717914025647,3.02385509890938,-2.80445356993118,0.0146564107671924,0.999764723820551,-4.1640261035066
"7","GB40507",80,120,168,166,143,142,69,151,133,117,120,143,0.339928440578136,3.98752936914411,2.73257365281937,0.0168338747294355,0.999764723820551,-4.01261809040534
"8","GB40545",16,34,36,33,27,34,15,41,28,26,19,25,0.41692091164586,1.77335867509349,2.58522801749044,0.0223291077608593,0.999764723820551,-4.35594492547583
"9","GB40639",54,98,447,471,195,245,435,522,527,408,433,601,-1.06494383763571,5.2722297183697,-3.22928423766911,0.00643113678164423,0.999764723820551,-3.69464574260024
"10","GB40683",109,170,452,426,277,229,616,336,607,512,387,976,-0.936423698016569,5.52325802888017,-3.16102753153609,0.00734321538991735,0.999764723820551,-3.7141868531506
"11","GB40905",45,232,191,442,188,251,350,665,280,356,384,481,-0.846309392078012,5.11213145024943,-3.220601477061,0.00654055756774233,0.999764723820551,-3.69250094888151
"12","GB40980",84,221,225,252,239,204,357,903,319,342,238,333,-0.741800758439798,5.08524326391451,-3.75042229671645,0.00234463095806955,0.999764723820551,-3.47592760345836
"13","GB41127",426,844,3164,1930,1653,1335,2807,6688,2177,2012,2597,3020,-1.01286049944862,7.94485906075552,-3.29629585408883,0.00564606721211632,0.999764723820551,-3.92741436222851
"14","GB41225",358,822,1074,980,603,870,924,2507,962,1081,821,1440,-0.490456703336725,6.88513699440375,-2.95610655623718,0.0109303518641099,0.999764723820551,-3.91338775476026
"15","GB41266",104,239,293,308,210,219,125,310,182,207,203,225,0.306362500136721,4.7209694613685,2.58382657633974,0.0223889398020652,0.999764723820551,-3.97153371359822
"16","GB41388",217,492,630,682,424,487,730,858,679,570,688,748,-0.440971000721899,6.16787343679246,-3.31677827066421,0.00542585192394663,0.999764723820551,-3.68431058534325
"17","GB41584",104,171,148,138,125,143,75,99,177,89,111,106,0.546570110297576,3.92448161428753,2.80547055897785,0.0146276753375346,0.999764723820551,-3.99997830342891
"18","GB41670",60,218,534,497,201,228,1100,1718,394,644,789,430,-1.43296634118111,5.70973435545482,-3.64540417100048,0.0028705924760631,0.999764723820551,-3.56236943913914
"19","GB41889",416,1215,2080,1935,1358,1379,2388,2963,2545,1934,1710,1587,-0.623434015962878,7.68511263225137,-2.82278333360775,0.0141468959671851,0.999764723820551,-4.04240508148271
"20","GB41917",265,553,775,861,863,631,763,1265,1157,967,768,802,-0.42568948372867,6.57635434499997,-2.76604346325915,0.0157831830261955,0.999764723820551,-3.95096528396397
"21","GB41942",84,180,203,162,139,116,168,280,220,155,199,208,-0.314335748205112,4.41416270941915,-2.68888033640041,0.0183088508264007,0.999764723820551,-3.96476400785005
"22","GB41946",409,1066,1305,1253,577,769,1443,2388,1437,965,773,1986,-0.565053308725972,7.07889026706027,-2.65543903594342,0.0195221445100075,0.999764723820551,-4.04445268493082
"23","GB42170",78,218,247,124,140,149,75,128,157,136,117,116,0.538131052933375,4.0705196860784,2.76731607815223,0.0157445260756578,0.999764723820551,-3.98659040630563
