"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40302",2811,3826,11643,2971,5258,4625,2327,2702,2626,6958,3007,2762,1.11756364866367,8.92071484950046,3.19785417580685,0.00669382729359475,0.680391120898763,-4.29264005416849
"2","GB40305",5281,5932,16189,6380,7883,6871,4461,4147,3986,13296,4324,4835,1.09897832627088,9.64571222661938,3.10871966435463,0.00797085638116574,0.680391120898763,-4.33586066748457
"3","GB40439",58,42,103,68,118,183,57,100,61,130,99,81,0.498713874128234,3.44561105917735,3.02926941443183,0.0093118621457336,0.680391120898763,-4.21511527451315
"4","GB40536",8,7,29,30,39,76,3,17,17,28,19,6,1.48970518665734,1.13907656793063,3.64692476685485,0.00278062121986028,0.680391120898763,-4.36150811188074
"5","GB40566",192,76,252,209,247,308,126,105,174,216,145,245,0.795300331027896,4.51722309489077,3.99974422742737,0.00140352201064729,0.680391120898763,-3.90723155765437
"6","GB40618",2231,6287,26234,3632,3546,2319,1117,1370,790,5868,934,858,2.45020857977732,8.32840034349752,3.84634796315145,0.00188736534146295,0.680391120898763,-4.178215161927
"7","GB40754",8,10,16,11,16,21,7,10,7,18,9,10,0.848442337634105,0.58246296856257,3.20339390998994,0.00662156002624329,0.680391120898763,-4.42567931968623
"8","GB41139",3618,5035,10417,4321,4733,3703,3021,2901,2853,6158,2452,2830,1.22398056715981,8.98993776922974,3.09965464937494,0.00811360230665562,0.680391120898763,-4.30897854427523
"9","GB41143",5772,6197,16785,6368,7439,5667,4974,4230,4183,9972,3844,4260,1.1658515248672,9.59296141665987,3.04899848874643,0.00895930839251743,0.680391120898763,-4.34101365280668
"10","GB41390",1494,3073,18987,1671,2686,1994,945,1195,785,5060,1159,1003,1.81156650861304,8.00003889289992,3.14561448674476,0.00741520284169179,0.680391120898763,-4.25390454776269
"11","GB41633",9552,10212,26923,9265,10200,6137,6194,5046,5330,12375,4330,4622,1.46914119176494,9.98974692570994,3.24246562475496,0.00613351595972207,0.680391120898763,-4.33463494300374
"12","GB41793",1511,1205,3191,1967,2704,2774,1471,1623,1947,3007,1690,2149,0.673009067529788,8.00805080353331,3.29354604588998,0.00554931315684985,0.680391120898763,-4.23004146802849
"13","GB42228",3029,2815,6396,3121,4541,4188,2603,3042,2793,5878,2868,2856,0.836867722776509,8.81034559268637,2.97835501619422,0.010286454475717,0.680391120898763,-4.31742514193502
"14","GB42234",261,526,1520,448,605,519,316,249,297,766,355,330,1.211166514562,5.83655295508056,3.30863364384607,0.00538766514500561,0.680391120898763,-4.06154964734908
"15","GB42676",346,295,1180,407,446,407,321,291,257,715,291,277,1.01606091778766,5.64325501325531,3.04558389940787,0.00901936479073955,0.680391120898763,-4.11092988383278
"16","GB42723",535,712,1238,589,694,387,387,383,520,655,293,413,1.22630951393057,6.07689698382704,2.99120785563446,0.0100312980406628,0.680391120898763,-4.1489393070165
"17","GB42792",5354,5340,17986,10850,8386,8358,5619,4304,3710,18197,6069,4112,1.11126552514097,9.82479245425733,2.99491237262874,0.0099589247278772,0.680391120898763,-4.35640193392681
"18","GB42822",90,79,347,98,424,612,55,136,137,196,92,88,1.40112282633089,4.24058611906803,4.38419902314079,0.000674203353045268,0.680391120898763,-3.88815778901274
"19","GB42835",2245,3601,6490,1600,2483,2830,1149,2200,1164,3927,1546,1832,1.31645435617615,8.18713944076607,3.06319481566828,0.00871384518873269,0.680391120898763,-4.27594694291804
"20","GB42926",283,417,722,307,378,295,253,190,246,345,213,219,1.21978879977334,5.27119210365824,3.30487188780975,0.00542752142976055,0.680391120898763,-4.03937188220301
"21","GB43130",7,2,9,22,14,54,26,20,41,100,74,70,-1.4300536904477,1.62336763067836,-3.58194020265919,0.00315636136475999,0.680391120898763,-4.33534366198111
"22","GB43482",4247,7569,22777,5861,6292,4388,4055,3428,2954,8271,3268,2994,1.45841774325835,9.37993496822905,3.10153662617153,0.00808375943107921,0.680391120898763,-4.32601552091721
"23","GB43629",2935,5070,10837,3197,3917,2888,2460,2765,2246,4618,1893,2087,1.33665526789042,8.72000785899782,2.97885280568614,0.0102764538670097,0.680391120898763,-4.31368935559641
"24","GB43990",437,497,1108,432,559,380,323,401,332,598,323,333,1.09688299585623,5.8355177214533,3.05436873770107,0.00886565703703892,0.680391120898763,-4.11895883460606
"25","GB43999",1893,2420,5086,2208,2595,1789,1601,1516,1577,2975,1327,1676,1.14006296912885,8.04762919474642,3.02530009240853,0.00938443726933148,0.680391120898763,-4.27435930281051
"26","GB44144",545,881,1840,770,879,586,516,478,517,1047,508,463,1.19832078732548,6.45936288435411,3.1202204285937,0.00779334413299714,0.680391120898763,-4.14853478457833
"27","GB44384",29,52,95,53,80,121,29,38,73,42,65,24,1.1228491684443,2.74945858110561,3.50438769680479,0.00367266216487566,0.680391120898763,-4.22563592875128
"28","GB44462",6124,6837,20373,7824,8820,6650,5229,4717,4383,11776,4303,4166,1.26228118467496,9.75522865112525,3.30254383181007,0.00545233537765866,0.680391120898763,-4.31799375628115
"29","GB44608",3002,5162,12304,3675,3363,2536,2468,2373,1884,4150,1517,1917,1.52632368059409,8.6341589024993,3.13625761961282,0.00755236159677982,0.680391120898763,-4.28771227350698
"30","GB44842",1179,1079,2170,1089,2010,2244,661,948,1018,2729,1000,1438,0.990066278751413,7.42473811906607,3.92442069803631,0.00162288038119085,0.680391120898763,-4.09356853943556
"31","GB45026",875,1437,2531,952,1515,1394,797,1010,896,1437,868,1038,1.06097893591645,7.21595861481908,3.15071354697732,0.00734150499132828,0.680391120898763,-4.20144485500656
"32","GB45288",746,1018,1857,669,847,651,419,673,515,931,362,451,1.39182183949999,6.46450757920302,3.34751645811336,0.00499250311899571,0.680391120898763,-4.10278585535855
"33","GB45496",710,812,1814,609,762,566,498,522,470,974,379,386,1.28679590168029,6.35926913744962,3.12690443522264,0.00769199065321318,0.680391120898763,-4.13940388580044
"34","GB45731",3522,4891,10264,4169,5312,3826,3310,2643,3436,6060,2769,3071,1.13692922457861,9.0395814909263,2.9906443857189,0.0100423517687964,0.680391120898763,-4.32573766421187
"35","GB45763",106,293,606,171,191,137,62,100,42,283,85,82,1.63143110645406,4.13798444703479,3.08490179241043,0.00835136650323296,0.680391120898763,-4.15558570648023
"36","GB45778",3,1,2,4,13,16,8,16,26,12,24,25,-1.29026738555102,0.240798702088534,-3.11212505845015,0.00791787968024642,0.680391120898763,-4.44031574279551
"37","GB45906",562,1136,2849,3067,5389,5025,1001,665,1131,4015,1562,1233,1.27880635599589,7.81596595254867,3.55341806808033,0.00333712425311556,0.680391120898763,-4.17975304434871
