"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40094",98,127,126,109,155,170,52,94,121,89,78,165,0.698532550036569,3.81953103846835,2.86047208349711,0.0131204476164311,0.999972868683514,-4.21685022476454
"2","GB40425",15,41,32,26,18,44,23,58,96,118,102,61,-1.0949497430525,2.47568523013263,-4.04281318415799,0.00133242172889957,0.999972868683514,-4.20753764330656
"3","GB40567",78,171,135,110,178,247,31,84,168,230,105,168,0.532091508837284,4.0145213866239,2.84742347728831,0.013455972498594,0.999972868683514,-4.20206655686734
"4","GB40599",6,23,17,28,25,53,9,32,40,84,51,58,-0.630399976204697,1.88452895292543,-2.45129592212049,0.028755886265033,0.999972868683514,-4.43474100193601
"5","GB40728",67,102,110,169,180,145,30,65,84,122,80,220,0.702385171974219,3.70522191836128,3.1568832561139,0.00737882511921579,0.999972868683514,-4.16942189030515
"6","GB40849",10,14,5,12,11,17,2,7,7,16,5,14,0.737424196745193,0.243275892662224,2.35900109808999,0.0342255044488504,0.999972868683514,-4.49880773948663
"7","GB40972",375,323,1040,483,850,856,60,139,485,765,549,1096,0.960194743449976,5.87231675445921,2.52661553409137,0.0249232027989884,0.999972868683514,-4.26953197808265
"8","GB41126",110,163,239,317,166,278,81,274,261,607,580,988,-0.661378500758875,5.09407225255552,-2.53740828946124,0.0244160186656109,0.999972868683514,-4.24696419441515
"9","GB41212",35,78,72,80,74,46,54,181,107,316,140,97,-0.858705605161139,3.51640882477131,-2.35262013371791,0.0346382456431691,0.999972868683514,-4.35613586683757
"10","GB41249",1,4,7,16,11,16,4,6,15,34,31,36,-1.00538818668332,0.48247347958941,-2.34449271651732,0.0351708116768447,0.999972868683514,-4.4952907093083
"11","GB41275",23,102,36,77,37,33,6,36,67,19,31,22,1.08369749507648,2.09432536687112,2.37684233012798,0.0330961799499057,0.999972868683514,-4.43377699375692
"12","GB41283",629,1223,2195,1029,1610,1049,211,952,1038,1346,986,1508,0.669846691424761,7.02562609586233,2.45055309663294,0.0287963665675212,0.999972868683514,-4.33840286620797
"13","GB41295",11,36,25,29,32,48,10,37,45,79,61,80,-0.48361441982178,2.16844534559134,-2.52407051804875,0.0250442728503192,0.999972868683514,-4.41045901410254
"14","GB41410",19,29,17,20,20,35,15,10,23,25,10,14,0.825696594744963,1.28344743766914,2.33913991247174,0.0355258073988046,0.999972868683514,-4.4707789966269
"15","GB41422",5,9,9,25,19,30,7,18,29,42,42,36,-0.66189178896209,1.27223403992287,-2.39598731734608,0.0319238713571281,0.999972868683514,-4.46675298836956
"16","GB41783",122,153,116,143,164,170,38,113,171,112,178,137,0.528464130777308,4.02758417580646,2.36931409853934,0.0335683079877146,0.999972868683514,-4.30984356720357
"17","GB42215",59,69,103,80,95,154,12,43,94,139,80,136,0.510343041498949,3.29160462180769,2.3284148201595,0.0362473605705195,0.999972868683514,-4.36827294317962
"18","GB42239",136,288,250,271,256,388,50,200,243,230,240,383,0.543998972821754,4.82613798258081,3.34955913296562,0.0050723147457428,0.999972868683514,-4.04660880100227
"19","GB42310",2705,3408,4445,1515,1438,5325,21,186,628,5722,5749,1111,2.52473726884383,7.45497762862009,2.54181573870279,0.0242117755824671,0.999972868683514,-4.34565340752483
"20","GB42460",8,10,6,10,33,14,80,370,51,1531,150,15,-3.15897313919468,2.35260532169018,-2.39420708845299,0.0320311869120709,0.999972868683514,-4.43925507320324
"21","GB42476",3,12,4,9,8,15,3,17,16,33,16,20,-0.744808809933439,0.481262803712451,-2.5626627112734,0.0232678638468249,0.999972868683514,-4.47764147380572
