"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40288",79,151,364,253,339,332,39,108,75,177,114,353,0.633840493348049,4.36097481628038,2.23910952821029,0.0427646084505592,0.999435349287625,-4.33866334352612
"2","GB40818",27,63,40,99,43,57,20,24,21,16,40,62,0.606867744588875,2.26657258952145,2.15942777713578,0.049557414165025,0.999435349287625,-4.45711397760302
"3","GB41226",14,10,24,34,24,24,6,8,10,11,17,10,0.725934475248988,0.903641523198308,2.33688081945091,0.0356262574435549,0.999435349287625,-4.48515676123108
"4","GB41312",317,647,514,737,681,426,237,580,482,610,750,1059,-0.382299368901717,6.13243797108381,-2.1431615996339,0.0510628166631597,0.999435349287625,-4.36885756028366
"5","GB41352",9,11,29,40,28,34,5,6,11,8,20,27,0.703759177614968,1.02171402819309,2.34596846507273,0.0350234737394622,0.999435349287625,-4.48087693402655
"6","GB41362",25,46,41,46,37,33,14,51,43,62,67,53,-0.565561147625465,2.38396213801336,-2.23953725934181,0.0427306268733341,0.999435349287625,-4.44017606263761
"7","GB41665",19,27,37,28,37,37,9,10,14,19,22,19,0.703283977120957,1.4635295814035,2.59128282475881,0.0219887307736919,0.999435349287625,-4.44130253103047
"8","GB41773",639,852,1652,2825,2540,2718,331,437,811,883,1582,2541,0.592475344699648,7.24024409447745,2.19351475100063,0.046536284858261,0.999435349287625,-4.4010547692018
"9","GB41882",467,949,878,1175,959,1036,224,474,562,549,923,1258,0.30854423714287,6.51364912135405,2.11347450503551,0.0539207577708692,0.999435349287625,-4.39030282932475
"10","GB41911",224,398,367,576,401,574,107,259,224,315,390,467,0.294334076368041,5.3942016866881,2.2465587739678,0.0421764169423318,0.999435349287625,-4.32596189928571
"11","GB42004",10,14,81,57,58,50,4,12,35,12,12,40,0.951699192301817,1.58162891766428,2.14288935825629,0.0510883713250904,0.999435349287625,-4.48459277767953
"12","GB42219",2,31,11,28,8,40,3,13,30,51,51,55,-1.1229044977098,1.26322775072026,-2.23714677422233,0.0429208681307698,0.999435349287625,-4.48436694767946
"13","GB42310",2705,3408,1438,5722,5749,5325,21,186,4445,1515,628,1111,2.60106219726148,7.45497762862009,2.61882395876837,0.0208586819398755,0.999435349287625,-4.34340866995452
"14","GB42693",150,271,379,406,373,268,96,265,281,391,444,565,-0.341878791990197,5.24307578387424,-2.1472993378566,0.0506758816216507,0.999435349287625,-4.34654388245526
"15","GB42732",601,1264,979,1787,1940,1295,1223,1230,1003,2021,1390,1999,-0.622077239344632,7.40282877352941,-2.18706465683228,0.0470943892101411,0.999435349287625,-4.40721411842287
"16","GB42768",41,24,59,72,53,38,1,20,9,29,33,59,0.96572075414474,1.79350709759917,2.22112330702595,0.0442167823309389,0.999435349287625,-4.46953020531913
"17","GB42769",252,645,590,1403,1024,1324,112,292,344,380,889,1090,0.585006644748634,6.13801091861992,2.42605947013132,0.0301150322181265,0.999435349287625,-4.30950631333275
"18","GB42801",39,37,67,66,90,136,6,18,17,24,35,109,1.01385493152154,2.35425700971356,2.90004172336391,0.0121221807171376,0.999435349287625,-4.35706053854538
"19","GB42889",53,53,175,188,197,121,27,45,89,49,91,94,0.665076177034674,3.41190298000139,2.27735275057242,0.0398249062886936,0.999435349287625,-4.37823354209841
"20","GB43094",24,52,60,121,43,87,8,18,37,34,48,47,0.732616055931851,2.35718141736773,2.90748372659117,0.0119484078421218,0.999435349287625,-4.35375606812277
"21","GB43353",187,334,285,403,456,696,68,220,129,180,398,521,0.510431286814026,5.12537372252095,2.22451665309892,0.0439393085171847,0.999435349287625,-4.3299738329459
"22","GB44137",7,13,12,25,25,18,2,7,9,8,13,18,0.569757235013481,0.566987645291626,2.51339991290767,0.0255141976731718,0.999435349287625,-4.47989154417515
"23","GB44280",2,18,5,10,11,2,6,18,7,14,11,16,-1.11057782270585,0.157225399683081,-2.3738773564332,0.0332323234415112,0.999435349287625,-4.50091212360603
"24","GB44333",593,855,1177,1863,1857,2286,257,485,572,755,1115,1928,0.595825429589786,6.92861567245864,3.01836963567645,0.0096326626672151,0.999435349287625,-4.23398958653083
"25","GB44612",91,163,195,269,211,176,56,179,201,200,260,322,-0.37447566954676,4.51048525062017,-2.6445346499152,0.0198547125989153,0.999435349287625,-4.22970257159396
"26","GB44663",25,95,27,187,48,119,63,56,117,88,91,232,-0.784048338768385,3.33565639188304,-2.10700030807592,0.05456347240142,0.999435349287625,-4.41386948878914
"27","GB44708",12,19,34,45,30,23,1,13,32,5,11,16,1.13084407149417,0.98632272485157,2.67014505613789,0.0189014027599513,0.999435349287625,-4.45319775008141
"28","GB44824",341,239,503,819,957,1410,91,338,236,172,378,488,0.943892218201769,5.62381498922893,3.02913221205516,0.00943309654095843,0.999435349287625,-4.15817603956792
"29","GB45013",15,24,19,22,24,16,42,23,47,32,31,27,-0.902239720690097,1.7279559810638,-2.13558659485245,0.0517783311046477,0.999435349287625,-4.47994227829445
"30","GB45154",48,76,43,61,71,25,34,64,69,83,88,108,-0.81761266064106,2.94516439317856,-2.61696097830501,0.0209333129930531,0.999435349287625,-4.34940088201266
"31","GB45266",74,98,105,192,255,176,62,112,117,235,160,462,-0.500473666163685,4.22854218553319,-2.15616658715917,0.0498558689585787,0.999435349287625,-4.35790200074297
"32","GB45352",32,38,35,32,59,29,20,58,51,54,44,62,-0.639757306670318,2.39818440700959,-2.11132123852376,0.0541337344206421,0.999435349287625,-4.45748138830789
"33","GB45378",1106,1611,1705,1621,1073,1849,402,692,772,718,1578,1428,0.521850219881517,7.14806939006234,2.12369757541249,0.0529201979335996,0.999435349287625,-4.41066736257924
"34","GB45416",15,30,20,31,29,22,19,29,29,26,39,43,-0.597012719568214,1.79457985261107,-2.4577096764515,0.0283626795570636,0.999435349287625,-4.44001583730188
"35","GB45494",16,23,46,59,37,27,7,5,20,24,21,29,0.752150108642948,1.50883277582619,2.35032383770736,0.0347380298396582,0.999435349287625,-4.46462384899348
"36","GB45552",7,11,22,23,19,20,15,13,12,25,40,31,-0.633958104350383,1.23980895726941,-2.20678366516931,0.0454076148212837,0.999435349287625,-4.48766223723165
"37","GB45700",3580,6788,9506,9026,9193,13154,753,5601,4872,4114,5504,7879,0.755963815017056,9.48256633684269,2.5145576911842,0.0254580032328544,0.999435349287625,-4.42709554417393
"38","GB45701",433,867,2631,2251,2133,1997,86,908,947,642,855,1185,0.965223485881584,6.90722566249326,2.36845031995882,0.0335736466223863,0.999435349287625,-4.35635174869736
"39","GB45714",295,240,375,711,303,312,75,152,128,135,492,364,0.628196401959732,5.01046030901549,2.10680627080653,0.0545828445397861,0.999435349287625,-4.35985410000497
"40","GB45715",7,9,11,23,41,13,1,5,5,10,12,18,0.763523449957176,0.377309338322831,2.13806142599872,0.051543543706189,0.999435349287625,-4.51452742850251
"41","GB45910",189,272,293,411,441,491,102,278,514,516,364,779,-0.428896251501039,5.46813817819866,-2.08966331957257,0.0563197775525082,0.999435349287625,-4.36403711431407
"42","GB46038",16,20,6,37,85,18,14,22,49,49,76,68,-1.15772134721137,1.94482009698305,-2.67537270869597,0.0187123577188816,0.999435349287625,-4.40811486623817
"43","GB46057",20,37,41,36,11,134,22,62,32,98,194,138,-1.4233099933133,2.66508733515543,-2.89973441673132,0.0121294097351553,0.999435349287625,-4.33143204556167
"44","GB46148",3,4,9,24,18,26,5,12,12,26,16,55,-0.886151286920235,0.792210752759,-2.30864102033083,0.0375628845054401,0.999435349287625,-4.49125999741653
"45","GB46449",66,131,160,112,192,104,81,173,145,193,183,201,-0.678152082447149,4.14072556261899,-2.70841799824809,0.0175592741395743,0.999435349287625,-4.23619566379681
"46","GB47060",10,9,10,30,16,22,2,10,4,10,9,18,0.632387184107524,0.47073160221754,2.1404647035074,0.0513164946917664,0.999435349287625,-4.51247806696741
"47","GB47419",14,26,29,65,46,52,7,14,20,19,37,46,0.45461692395507,1.77887821988193,2.14615951159673,0.0507821970882291,0.999435349287625,-4.47704195846971
"48","GB47479",4,15,14,11,22,11,4,12,19,24,25,25,-0.763824548278827,0.832932228911382,-2.57499274211932,0.0226848050825013,0.999435349287625,-4.46701134231561
"49","GB47536",1,10,10,45,20,135,32,17,46,134,55,159,-1.90029210971717,1.96721308413342,-2.88269899390213,0.0125368637463082,0.999435349287625,-4.3873883555237
"50","GB47817",89,213,151,257,190,219,84,184,173,196,228,280,-0.31820529054102,4.51616996380849,-2.15296006881533,0.0501509562629537,0.999435349287625,-4.3491924186737
"51","GB47847",39,60,58,82,85,47,29,48,62,80,89,115,-0.445028667929175,2.9981020340752,-2.29689585565104,0.0383973733108876,0.999435349287625,-4.3979398578765
"52","GB48085",39,58,72,74,81,64,27,43,64,97,102,164,-0.538690585081352,3.10273555275646,-2.72380684764089,0.0170462307541264,0.999435349287625,-4.31801243154534
"53","GB48129",24,73,119,64,62,58,4,49,23,27,39,47,0.861323635702924,2.33223794110266,2.46896009609216,0.0277636682904998,0.999435349287625,-4.4136571488083
"54","GB48442",24,13,12,43,16,62,1,7,22,11,12,5,1.36236599568648,0.791041240537474,2.54932570259493,0.0238249893676825,0.999435349287625,-4.47064151067228
"55","GB48523",30,45,62,89,54,75,14,57,49,74,76,148,-0.407067275407241,2.86114897894131,-2.09084580912404,0.0561983396093994,0.999435349287625,-4.43948465389917
"56","GB48687",1231,1745,4520,7451,6827,7524,615,1647,832,1382,3288,3674,0.999877266349392,8.30697389617293,3.06614342234951,0.00877761800876444,0.999435349287625,-4.31001483361044
"57","GB48755",55,110,103,160,111,160,23,44,59,83,99,139,0.431089833216875,3.43454316846694,2.7557299010936,0.0160282103795639,0.999435349287625,-4.28528237229913
"58","GB48928",96,177,168,249,209,220,75,162,138,258,248,340,-0.343288466434088,4.53445951033451,-2.60777933999638,0.0213049288949014,0.999435349287625,-4.23762501829951
"59","GB49260",90,212,135,433,244,196,124,182,241,191,390,309,-0.490714955414969,4.74103755643716,-2.2644361351075,0.0407957770783552,0.999435349287625,-4.31766763942452
"60","GB49286",125,256,291,251,210,322,56,87,88,101,240,276,0.643699708064095,4.41897339957166,2.81570885051524,0.0142739106531909,0.999435349287625,-4.20255155325387
"61","GB49381",28,39,59,106,82,78,20,29,37,31,46,72,0.450927959035698,2.58398884762587,2.3117216717314,0.0373468664997083,0.999435349287625,-4.42026986709977
"62","GB49886",514,817,806,889,1005,1565,112,630,394,588,935,1147,0.532238260024912,6.42572820722367,2.13765971318503,0.0515815866432504,0.999435349287625,-4.38286797271084
"63","GB49981",24,18,45,37,38,72,8,19,14,9,17,26,0.986827839436849,1.56323439206159,2.90241378248047,0.0120665236340667,0.999435349287625,-4.40569009442598
"64","GB49998",12,45,42,46,52,47,8,38,50,60,72,113,-0.650748987276433,2.3947872396577,-2.61562339402207,0.0209870563188858,0.999435349287625,-4.3877776640486
"65","GB50118",125,884,53,4378,729,302,268,1767,1861,811,862,2117,-1.67281553327442,6.41236381054987,-2.14797589135064,0.0506128754307902,0.999435349287625,-4.38075453223889
"66","GB50213",113,199,135,217,218,146,67,203,182,202,220,256,-0.408597333992969,4.45017542224548,-2.10056241841988,0.0552096343118118,0.999435349287625,-4.3637387815394
"67","GB50234",19,33,29,58,49,48,2,30,14,16,26,49,0.72394754169846,1.68845414629248,2.44029460364462,0.0293144243271967,0.999435349287625,-4.44813447064105
"68","GB50459",46,95,107,180,152,122,35,102,107,150,130,207,-0.307657321552588,3.79176797071961,-2.15527710707225,0.0499375625240641,0.999435349287625,-4.37782457716576
"69","GB50529",17,13,39,37,19,32,5,14,19,7,18,9,0.862936975187092,1.09224914919824,2.16442731280998,0.0491031101385549,0.999435349287625,-4.49596758510349
"70","GB50760",50,45,100,90,92,161,23,36,49,39,57,62,0.674239956960051,2.92398867702019,2.48600328676485,0.0268793073713256,0.999435349287625,-4.37344785200567
"71","GB50772",1040,1236,2263,2311,2445,3700,311,709,734,1024,2888,3031,0.652163702696907,7.53965281828832,2.25207043028909,0.0417461323113654,0.999435349287625,-4.40132630695287
"72","GB50812",44,75,72,144,135,89,47,97,97,117,122,171,-0.50708842107143,3.5891697618662,-3.26439514422168,0.0059659667991239,0.999435349287625,-4.17423331381827
"73","GB50859",21,29,44,86,49,50,4,12,20,30,28,77,0.644006750519469,1.92777383431117,2.26067022051133,0.0410830199009212,0.999435349287625,-4.45858429708005
"74","GB51227",3,22,26,26,20,10,5,20,27,27,47,116,-1.29118245641362,1.39450222096659,-3.18186683170533,0.00700655698187399,0.999435349287625,-4.38811853557908
"75","GB51812",9,12,57,85,60,102,3,13,18,14,29,49,0.969641824123035,1.69254246280386,2.12321880865218,0.0529666679324502,0.999435349287625,-4.48344604928147
"76","GB51918",11,7,20,14,13,12,11,12,20,15,24,26,-0.772306991404803,0.940157458021927,-2.41320355679692,0.0308560130741647,0.999435349287625,-4.47777528487604
"77","GB52173",37,67,39,61,54,66,9,15,27,30,43,61,0.619105851767919,2.25753655590381,2.58412891615147,0.0222918331523319,0.999435349287625,-4.40186820569873
"78","GB52194",11,26,27,59,38,49,4,15,17,21,26,40,0.521178839372471,1.58221717354584,2.43478995134523,0.029621568704796,0.999435349287625,-4.4525098787838
"79","GB52514",19,56,74,59,52,56,17,59,64,78,74,89,-0.535249472254918,2.76685737673514,-2.44799808107999,0.0288897090428007,0.999435349287625,-4.38813595135998
"80","GB52659",31,81,94,140,110,107,26,73,116,94,119,190,-0.360460497452985,3.48355592402513,-2.13636128947023,0.0517047288185567,0.999435349287625,-4.39854345166993
"81","GB52662",103,190,127,260,277,190,44,177,165,273,270,421,-0.40524044137116,4.55036237216555,-2.14564924210143,0.0508298590540596,0.999435349287625,-4.35023649665856
