"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40006",4,5,19,21,33,55,12,17,28,27,50,70,-1.0241491934716,1.48350365945085,-2.56037137483467,0.0232781253584306,0.999895416212326,-4.44493147357638
"2","GB40012",25,134,68,185,184,226,28,25,66,30,77,158,0.925050931319503,3.26826678901906,2.6079470492046,0.0212505710852196,0.999895416212326,-4.33247153120741
"3","GB40013",76,1846,119,140,393,133,173,66,63,29,52,84,1.72666501225749,3.97667206223795,2.24110794565041,0.0425427904923771,0.999895416212326,-4.36901959811075
"4","GB40320",324,1139,590,753,961,990,184,496,479,476,739,650,0.406797454951691,6.22472453668509,2.22979314607603,0.0434473693890724,0.999895416212326,-4.35487052275602
"5","GB40508",24,54,34,59,78,67,26,47,74,66,90,79,-0.517080658974569,2.79649934079537,-3.30252205407395,0.00551636981001167,0.999895416212326,-4.26251481424064
"6","GB40536",8,29,30,39,28,76,7,3,17,17,19,6,1.35778211154409,1.13907656793063,3.06408269332599,0.0087830675414968,0.999895416212326,-4.41405576922899
"7","GB40566",192,252,209,247,216,308,76,126,105,174,145,245,0.557577841274472,4.51722309489077,2.19882834059168,0.0460162070104333,0.999895416212326,-4.34347356201014
"8","GB41311",1697,1669,775,1766,6269,2230,284,693,1416,981,1512,1204,0.897054303359132,7.39722010064224,2.92426674089802,0.0115307240994378,0.999895416212326,-4.27681724173103
"9","GB41719",109,197,187,273,242,367,164,152,289,604,366,270,-0.598442256303568,4.9611855022019,-2.20031099836668,0.0458900247916239,0.999895416212326,-4.3351518836228
"10","GB41981",401,9673,743,662,1336,381,464,401,193,203,211,205,1.80057485262002,6.02963041770206,2.40486870875581,0.0312893618810816,0.999895416212326,-4.32037019310078
"11","GB42217",894,1565,995,2154,1984,962,1353,2538,4581,2351,2228,2532,-1.13398334885712,7.85264498849968,-3.56048304305106,0.00333764812870062,0.999895416212326,-4.20737435722045
"12","GB42218",3768,5346,3534,7460,6600,4147,3790,8726,12191,7249,7439,11814,-0.937878374456627,9.65034372441658,-3.24325951736444,0.00619249180458965,0.999895416212326,-4.34243623254392
"13","GB42260",20,25,12,19,62,27,6,5,6,11,18,26,0.945240259789064,1.03691583983171,2.53217759448132,0.0245665871237796,0.999895416212326,-4.4645982770433
"14","GB42551",93,123,55,141,120,211,56,128,291,101,271,253,-0.747889360013748,4.10302035918377,-2.6942414778998,0.0180013494766854,0.999895416212326,-4.24469688019806
"15","GB42622",6,14,22,9,28,20,11,15,10,29,43,58,-0.877759129631016,1.24750281577,-2.27372440627781,0.0400334789031424,0.999895416212326,-4.48203383883998
"16","GB42822",90,347,98,424,196,612,79,55,136,137,92,88,1.17707450947466,4.24058611906803,3.00299485798961,0.00989310896148488,0.999895416212326,-4.18440473336106
"17","GB42943",12,20,15,13,41,56,1,8,27,7,23,11,0.959116414727319,0.896658362745269,2.32220666970119,0.0365605577006787,0.999895416212326,-4.48773183466084
"18","GB44500",749,835,683,1071,2211,2154,149,687,902,780,1183,1037,0.551122231308205,6.80339999040046,2.36092446589402,0.0339942729376672,0.999895416212326,-4.35034005778029
"19","GB44501",2122,2155,2187,2700,4953,3988,733,1919,1691,2038,2277,2378,0.469243331702054,8.14852331378334,2.36010886659949,0.0340465212810102,0.999895416212326,-4.40109549348408
"20","GB44560",1291,2900,1081,2136,3455,2579,561,1159,1773,1294,1377,1538,0.493802404798027,7.66148540714957,2.20275582601274,0.0456826651182448,0.999895416212326,-4.41143188830985
"21","GB44946",210,425,329,524,624,707,177,384,545,562,610,601,-0.290619973156915,5.81583842016741,-2.40744808340122,0.0311371464970845,0.999895416212326,-4.29765194958766
"22","GB45120",35,29,29,39,55,43,18,36,51,49,70,57,-0.517084495659947,2.38097610809316,-2.41032324130999,0.0309683097744671,0.999895416212326,-4.41848984421732
"23","GB45193",325,344,158,440,264,752,220,452,758,485,445,773,-0.776571197180655,5.69796059235456,-2.45397113860613,0.0285102706332071,0.999895416212326,-4.2839896701654
"24","GB45194",26,83,50,62,104,50,18,34,16,35,41,46,0.711975059742969,2.4119059938673,2.31781697893664,0.0368628541825693,0.999895416212326,-4.43072313254437
"25","GB45332",3,11,10,9,11,16,11,13,21,9,21,20,-0.904095691215318,0.640911655736451,-2.88519823208629,0.012440024521632,0.999895416212326,-4.44952179124692
"26","GB45371",7,19,17,22,40,32,14,24,41,18,39,38,-0.603066189498256,1.60156343017898,-2.47156464046304,0.0275733095715422,0.999895416212326,-4.44849736321154
"27","GB45618",0,6,7,4,16,23,4,8,19,12,17,18,-1.23715230139924,0.109748701127516,-2.37874153944516,0.0328717529965602,0.999895416212326,-4.50129967120179
"28","GB45778",3,2,4,13,12,16,1,8,16,26,24,25,-1.15304903042886,0.240798702088534,-2.58811985054523,0.0220738821963179,0.999895416212326,-4.48360628430836
"29","GB45906",562,2849,3067,5389,4015,5025,1136,1001,665,1131,1562,1233,0.983443589238072,7.81596595254867,2.26391283900426,0.040773246871326,0.999895416212326,-4.40685160033425
"30","GB45927",52,65,78,175,162,286,104,67,166,254,408,297,-0.872109981152369,4.20547335725756,-2.67949361601186,0.0185201566108154,0.999895416212326,-4.24461865381183
"31","GB46095",63,90,29,127,78,107,34,95,163,95,159,151,-0.775233779404983,3.50006830729511,-2.87805504375181,0.0126137568965446,0.999895416212326,-4.25759299194494
"32","GB46224",342,137,287,242,206,184,207,1000,439,652,793,161,-1.34960696048196,5.33382072769287,-2.54803279727082,0.0238337668911553,0.999895416212326,-4.25794145626586
"33","GB46304",24,28,22,57,91,68,18,7,28,15,28,49,0.815014633675918,1.93164294501922,2.31707973745596,0.0369138562321655,0.999895416212326,-4.45292807277874
"34","GB46308",258,649,327,497,540,529,161,216,303,316,370,374,0.461375784266026,5.49504089821779,2.31006162183145,0.0374027265527028,0.999895416212326,-4.31405899508048
"35","GB46310",337,225,393,154,346,378,48,93,228,111,197,147,0.987505081830579,4.59480601987449,2.73027299606805,0.0167926837045239,0.999895416212326,-4.22338261644216
"36","GB46693",26,67,70,76,111,110,57,81,114,90,218,98,-0.725844856293069,3.4277208640607,-3.16121879022225,0.00726742627272154,0.999895416212326,-4.2151817639886
"37","GB46702",7,4,13,11,11,19,9,19,16,18,14,16,-0.800804960960243,0.689095421280706,-2.24592828986535,0.0421628311411484,0.999895416212326,-4.49994176066134
"38","GB46814",50,141,119,116,155,156,34,183,139,132,270,162,-0.487542970997657,3.98166558761036,-2.19002400082282,0.0467722295341187,0.999895416212326,-4.36233781003394
"39","GB47079",529,2602,423,1344,1593,2852,335,204,943,431,938,579,1.01953471226934,6.64989156012462,2.4694033516705,0.0276867993254224,0.999895416212326,-4.3243691769113
"40","GB47212",4,14,7,20,16,23,8,23,15,25,25,21,-0.771273798938802,0.972838208599263,-2.85418799161905,0.0132117352484272,0.999895416212326,-4.43921329798388
"41","GB47303",2170,2745,1701,3649,2707,10320,316,1142,4736,1228,2718,1801,0.912336964292591,8.11533165062112,2.24914109784362,0.0419113618956091,0.999895416212326,-4.41798325114269
"42","GB47358",11,13,11,41,22,27,12,18,22,37,43,40,-0.745670342205856,1.51853349915333,-2.74100015962336,0.0164484059299698,0.999895416212326,-4.42432261643772
"43","GB47437",0,10,3,7,24,22,5,12,21,5,31,32,-1.33604731597597,0.301426774380682,-2.18564707593724,0.0471523891020719,0.999895416212326,-4.51252634725469
"44","GB47451",144,400,230,237,454,406,73,237,187,144,254,197,0.53903454892247,4.8254967902753,2.49139473506632,0.0265526688633458,0.999895416212326,-4.26609719520454
"45","GB47521",1138,1672,572,2421,1238,1888,952,2275,1473,2434,2319,2387,-0.727161225651797,7.6715966991449,-2.2456754820714,0.0421826788225071,0.999895416212326,-4.40369575822759
"46","GB47601",100,209,109,128,167,139,78,56,55,55,53,107,0.898779430843824,3.60525525868699,2.62657962814159,0.0205040378236534,0.999895416212326,-4.30299261325595
"47","GB47696",56,80,78,116,143,139,131,65,79,216,193,221,-0.682620530087974,3.87875793929329,-2.19358706714429,0.0464648800332156,0.999895416212326,-4.36822739917878
"48","GB47943",23,77,37,53,66,35,16,27,15,9,19,32,1.06321666174741,1.89641997257147,2.69281379672653,0.0180509476850151,0.999895416212326,-4.41187194397894
"49","GB47954",10,13,24,17,23,47,1,2,18,13,21,8,1.1204042170339,0.651330399896916,2.54375034044919,0.0240295943628028,0.999895416212326,-4.47611614912435
"50","GB47970",102,161,66,189,230,181,34,180,260,143,307,324,-0.573540830700983,4.31708019504505,-2.27159869078493,0.0401926693060592,0.999895416212326,-4.32934551947116
"51","GB48470",40,78,68,106,116,165,58,73,131,178,105,133,-0.478124580804072,3.62399841149655,-2.19064078748618,0.0467188896564373,0.999895416212326,-4.38164864100846
