"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB50117",24,69,66,72,108,138,8,14,14,8,16,32,1.82441334945188,2.01809574494916,6.26384909439073,2.57361100536872e-05,0.246835031524914,0.594948934674385
"2","GB44493",217,321,485,481,745,663,81,167,186,136,193,394,0.869081524760334,5.15435436077401,4.85760407424914,0.000289837117848919,0.425600893444428,0.228379519061835
"3","GB47932",48,153,91,94,112,115,16,11,31,26,31,31,1.5454258673776,2.60404666471438,5.12099505022022,0.000180418084827721,0.425600893444428,-0.0838413168107577
"4","GB48194",112,215,214,289,123,193,105,364,404,192,334,521,-1.19574447375846,4.86162247259419,-4.65447256952186,0.000420301166890957,0.425600893444428,-0.0273542894533669
"5","GB49080",71,171,172,175,98,99,65,158,243,162,282,402,-1.2030982340121,4.29587864502496,-4.81443136300004,0.000313524115551317,0.425600893444428,0.149013630777138
"6","GB49952",41,94,139,150,187,253,27,33,50,30,50,79,1.11529690452523,3.22120560185628,4.59497160621917,0.000469090079494625,0.425600893444428,-0.427243714905019
"7","GB52308",217,772,621,656,361,339,343,1433,1413,751,1347,1365,-1.61799437726817,6.42137239052325,-5.40773748452176,0.000108823798980239,0.425600893444428,0.805814105714944
"8","GB52317",114,150,365,210,80,20,299,761,340,305,657,2097,-2.93910652500888,5.02241783471838,-4.57347704781216,0.000488125307881212,0.425600893444428,-0.224292051931771
"9","GB53345",155,330,414,300,525,570,39,123,171,147,120,252,0.961019710337248,4.74637775262897,4.67759403504293,0.000402788108702323,0.425600893444428,-0.0361926441539921
"10","GB55375",928,1912,2166,2520,3013,5891,271,622,719,754,883,1851,1.19133463160437,7.391348796486,4.87960608940151,0.000278488154719935,0.425600893444428,-0.0437628937311212
"11","GB55619",481,852,1013,1111,1446,2192,167,328,545,427,511,753,0.860249231791741,6.40812356833472,4.66475126160354,0.000412420298736597,0.425600893444428,-0.136348004270035
